ts,open,high,low,close,volume,dtm,symbol
1777262400,60065.0,61000.0,59700.0,60245.0,4699,2026-04-27T04:00:00.000000,NKD=F
1777348800,60230.0,60540.0,58925.0,59160.0,7056,2026-04-28T04:00:00.000000,NKD=F
1777435200,59060.0,59550.0,58620.0,58925.0,5248,2026-04-29T04:00:00.000000,NKD=F
1777521600,58690.0,59925.0,58655.0,59850.0,6689,2026-04-30T04:00:00.000000,NKD=F
1777608000,59845.0,59930.0,59120.0,59445.0,3578,2026-05-01T04:00:00.000000,NKD=F
1777867200,59660.0,60060.0,59150.0,59505.0,6841,2026-05-04T04:00:00.000000,NKD=F
1777953600,59555.0,60775.0,59335.0,60640.0,3653,2026-05-05T04:00:00.000000,NKD=F
1778040000,60725.0,62400.0,60685.0,62140.0,5726,2026-05-06T04:00:00.000000,NKD=F
1778126400,62155.0,63400.0,61760.0,62255.0,6745,2026-05-07T04:00:00.000000,NKD=F
1778212800,62055.0,63850.0,62020.0,63695.0,5025,2026-05-08T04:00:00.000000,NKD=F
1778472000,63695.0,63845.0,62390.0,62955.0,5619,2026-05-11T04:00:00.000000,NKD=F
1778558400,62945.0,63285.0,61805.0,62520.0,6789,2026-05-12T04:00:00.000000,NKD=F
1778644800,62545.0,63525.0,62305.0,63440.0,3926,2026-05-13T04:00:00.000000,NKD=F
1778731200,63500.0,63880.0,62585.0,63065.0,3624,2026-05-14T04:00:00.000000,NKD=F
1778817600,63095.0,63305.0,61020.0,61840.0,5875,2026-05-15T04:00:00.000000,NKD=F
1779076800,61600.0,61880.0,60450.0,61560.0,7592,2026-05-18T04:00:00.000000,NKD=F
1779163200,61595.0,61670.0,59985.0,60685.0,7349,2026-05-19T04:00:00.000000,NKD=F
1779249600,60600.0,61570.0,59355.0,61535.0,7766,2026-05-20T04:00:00.000000,NKD=F
1779336000,61325.0,62370.0,61020.0,62190.0,5116,2026-05-21T04:00:00.000000,NKD=F
1779422400,62200.0,63810.0,62090.0,63335.0,5550,2026-05-22T04:00:00.000000,NKD=F
1779768000,63720.0,65695.0,63720.0,65640.0,7331,2026-05-26T04:00:00.000000,NKD=F
1779854400,65570.0,66520.0,64775.0,65210.0,5187,2026-05-27T04:00:00.000000,NKD=F
1779940800,65300.0,65930.0,63905.0,65750.0,5740,2026-05-28T04:00:00.000000,NKD=F
