x,day_type,k,n,beta_ols,se_ols,t_ols,se_hac,t_hac,beta_gls,se_gls,t_gls,beta_nonoverlap,se_nonoverlap,t_nonoverlap,n_nonoverlap,r2,r2_nonoverlap,rho,dw,beta_placebo
BookSlope_z,立会日,1,20396722,0.06025243496297954,0.005086239878585401,11.846164632671064,0.0018355693841972337,32.82492913735881,0.054585429706262165,0.003058485403266217,17.84720948740488,0.06025243496297954,0.005086239878585402,11.84616463267106,20396722,6.880059686775579e-6,6.880059686775579e-6,-0.5193920892268902,3.025332876838728,0.002085503949944394
BookSlope_z,立会日,2,20396654,0.10656621596413365,0.004951623707711308,21.521468967477272,0.0020441773574507815,52.131590038267746,0.10692532021200364,0.004501640704985634,23.752522073470296,0.10890805272227756,0.0075985711575589365,14.332701565074847,10198345,0.000022707800714729053,0.00002014270321284723,-0.11778550342535683,2.2209521589013614,0.0000971724440398978
BookSlope_z,立会日,3,20396586,0.13514833611045515,0.004482127789410207,30.15271818660909,0.002806650414535898,48.15289264758789,0.1389342639197615,0.004010606464504992,34.641709464483554,0.136961733278158,0.0076850757614371195,17.821780491145862,6798884,0.00004457343879132361,0.00004671371305730069,-0.13546068645717002,2.2534037657790877,0.0023863299243365023
BookSlope_z,立会日,5,20396450,0.17077069980048487,0.004701668125861746,36.32130027663003,0.002996016271888782,56.99925644690364,0.18025538685672243,0.003898308922612379,46.239379801621176,0.1731794875091147,0.008953713901589971,19.34163738226682,4079320,0.00006467555191048494,0.00009169783590399145,-0.22422650279903714,2.4322122944169937,0.009500025121862137
BookSlope_z,立会日,10,20396110,0.18895881394588118,0.0048918033580236855,38.62763895362743,0.005611907010745188,33.67105220811382,0.1981114836311867,0.0043675191205218965,45.36018690801138,0.20280582850916196,0.016729795481061596,12.122433220342801,2039645,0.00007315049242164381,0.00007204339198633993,-0.1397038669519108,2.264375587937921,-0.0001340518070854809
BookSlope_z,立会日,20,20395430,0.2094080447310902,0.004975153861631929,42.0907675531468,0.0041582835703409555,50.359250683310165,0.21132606586113606,0.004858153828194673,43.4992536948272,0.212879565089588,0.03262794478179471,6.524455233489533,1019806,0.0000868566639104554,0.00004174011798240138,-0.023584646296211393,2.03260466369483,0.0025973975576139533
BookSlope_z,立会日,30,20394750,0.21744703298735218,0.00501913635711756,43.323595438684166,0.004994431385901014,43.537895745488136,0.2210443538895912,0.004833004923349865,45.736422245640995,0.23348625183327895,0.047117769874858245,4.955375699091943,679859,0.00009202178928207067,0.00003611768566382626,-0.04318479084982792,2.0720805552263593,0.0005304716285783566
BookSlope_z,立会日,50,20393390,0.2263282361930135,0.005322936476178361,42.519432122832214,0.005917337205096872,38.248324938802995,0.22761784813720842,0.005238954372827464,43.447190400775156,0.24385819718330967,0.06321459610182577,3.8576248559826922,407903,0.0000886435274623311,0.000036481221283127054,-0.013717464944019023,2.0147066088505516,0.01004858564541436
BookSlope_z,立会日,100,20389990,0.2496705974765923,0.0056365801247126165,44.29469500166501,0.007989240578013264,31.250854826389457,0.22344872012,0.006234173481029652,35.84255728525133,0.27615926818338643,0.12467867825166785,2.214967884291733,203939,0.00009621541850415046,0.000024056275743807438,0.18528908375458325,1.6180628689865344,-0.009195956769973113
BookSlope_z,立会日,300,20376390,0.2877444460499242,0.006395913547632436,44.98879540928724,0.018834226415664547,15.277741686836967,0.21009976403424047,0.0074497677769156815,28.202189695800826,0.21084792208358483,0.35200430916306635,0.5989924458166486,67956,0.00009932038439510573,5.279896043812173e-6,0.366501269606709,1.2581092026391023,0.005238403072737409
BookSlope_z,立会日,500,20362790,0.3175454532192376,0.007082456885346372,44.83549400438148,0.026423424469153828,12.017573785333303,0.18731376380837708,0.008170806551775845,22.924758115545675,0.34992370301712283,0.6031992994135018,0.5801129135218791,40765,0.00009871060350072207,8.255727353892586e-6,0.4826071184515229,1.02751863793025,-0.0005044105028680491
BookSlope_z,閉場日,1,1919492,0.03608326039048012,0.040584899167682265,0.8890809421848509,0.0076090872648082964,4.742127292633856,0.025969202680863352,0.024043979765316695,1.0800708923538431,0.03608326039048012,0.040584899167682265,0.8890809421848509,1919492,4.11809697490053e-7,4.11809697490053e-7,-0.5435164921498232,3.07901759309455,-0.00014972977764262665
BookSlope_z,閉場日,2,1919461,0.05587176088150053,0.03860845946356293,1.4471377946128618,0.008459790176517813,6.604390855530445,0.05551333586133092,0.036415687925708304,1.5244346330785719,0.05059090143470462,0.054674348464704134,0.9253132932597149,959737,1.0910394604592407e-6,8.921253542292676e-7,-0.07939998691329514,2.1496994577919035,0.19861722809665147
BookSlope_z,閉場日,3,1919430,0.07272438870976179,0.03755635298961704,1.9364071034764059,0.00999722564479403,7.2744570637587245,0.07321545158235702,0.0346090920899646,2.1154976094731732,0.06802842453334743,0.05285725531977303,1.287021509569361,639821,1.953532586419769e-6,2.588888541597132e-6,-0.1103692703115364,2.2111273384628367,0.0000340923246518682
BookSlope_z,閉場日,5,1919368,0.09692933852997722,0.0406947329768264,2.381864468435598,0.011678797512651537,8.299599203169208,0.09860892996309802,0.03802504433747018,2.593262721482957,0.09274133747668203,0.10844628099998632,0.8551822766213046,383885,2.9557997676947354e-6,1.9050995563177452e-6,-0.09279403214046039,2.177341131365169,-0.0012961343913475455
BookSlope_z,閉場日,10,1919213,0.1311334035104809,0.037623214977518186,3.485438540774356,0.014916440046623557,8.791199716594837,0.13674180465900398,0.03320919924719433,4.117588130962133,0.16041387767482268,0.10485539355915945,1.5298581430083242,191933,6.3297912139039054e-6,0.000012194160389472508,-0.16495603850004237,2.3202627106754727,-0.01016899438687254
BookSlope_z,閉場日,20,1918903,0.17227990268153873,0.04171838029972946,4.129592315036639,0.019265058848762534,8.94260972852439,0.1773212355135194,0.03984980593300679,4.449738997766305,0.24167906135901288,0.21355326095599408,1.1317039144104408,95958,8.887056253921048e-6,0.000013347124260207471,-0.06263111234654223,2.1174179555419936,-0.05084915150290218
BookSlope_z,閉場日,30,1918593,0.18911721315395694,0.04175477199421373,4.529235920152177,0.02091079347020747,9.043999856982976,0.1886938902135046,0.041826706906049,4.511325518342818,0.1868993891381552,0.2938464481911686,0.6360444044454248,63969,0.000010692095753070593,6.324353586902294e-6,0.00874798677654581,1.9746721180712514,0.012300669312845215
BookSlope_z,閉場日,50,1917973,0.2130736131195769,0.04372348804473825,4.873207116997577,0.023502773104235097,9.065892444886938,0.1997207587932159,0.046494857431556694,4.2955451382385075,0.2386826775671381,0.5358755325098458,0.4454069333026559,38376,0.000012381758411013233,5.169810564682592e-6,0.11584624156887689,1.7611711094423292,-0.05736490623346645
BookSlope_z,閉場日,100,1916423,0.25437529862665353,0.04569267328652171,5.567091621704007,0.029260871894988483,8.693360182142094,0.2169276090249268,0.05047712472957558,4.297542900612651,0.2266975045071258,1.153675687943648,0.19650020094572623,19179,0.00001617181606718457,2.0134667167477474e-6,0.20890638904976372,1.5756420834778961,-0.014846409606692671
BookSlope_z,閉場日,300,1910223,0.3295327740777014,0.04627085156364324,7.121822117849843,0.04962603560022035,6.640320349833428,0.2736183871310736,0.051375763114570275,5.325826236797539,0.058646705057350965,1.2680439156196208,0.04624974287952296,6382,0.00002655137996232012,3.3527241367732145e-7,0.22501836414467952,1.5435605051961847,0.0012344458580017393
BookSlope_z,閉場日,500,1904023,0.3325997506736957,0.04688838297177089,7.093436147583444,0.0640489944794802,5.192895741403916,0.2697029625747154,0.05228548084053031,5.158276413241835,0.4462483938809129,2.148325407624237,0.20771918085463809,3822,0.000026425920045602585,0.000011294966164424499,0.24062801727547606,1.512488912967818,-0.14071412602597186
