dt,n_post_bid,n_post_ask,n_fill_bid,n_fill_ask,n_fill,n_pair,realized_bp,forced_n,forced_pnl_bp,forced_cost_bp,n_timeout,timeout_pnl_bp,timeout_cost_bp,total_bp,q_abs_mean,q_abs_max,p_absq_ge2,t_off_med,pair_pnl_mean,p_off_0.25s,p_off_1s,p_off_5s,p_off_10s,p_off_30s,p_off_60s
2026-05-04,51340,46484,2179,2216,4395,42,187.80904438436994,0,0.0,0.0,4311,-15879.252824019255,17587.348158226498,-15691.443779634885,0.5,1,0.0,0.132,4.471643913913571,0.8333333333333334,0.9285714285714286,0.9523809523809523,1.0,1.0,1.0
2026-05-05,74305,70944,2136,2173,4309,46,134.19556575938861,0,0.0,0.0,4217,-13625.580523175597,14439.316054999548,-13491.384957416209,0.5,1,0.0,0.1245,2.917294907812796,0.9130434782608695,0.9565217391304348,0.9565217391304348,1.0,1.0,1.0
2026-05-06,82057,81071,3434,2885,6319,66,327.92952757398757,0,0.0,0.0,6187,-20757.439988456877,24303.89171378068,-20429.51046088289,0.5,1,0.0,0.1415,4.9686292056664785,0.9393939393939394,0.9696969696969697,1.0,1.0,1.0,1.0
2026-05-07,75868,78689,2852,2532,5384,67,145.36861349370722,0,0.0,0.0,5250,-14914.429732873072,16137.496803391596,-14769.061119379365,0.5,1,0.0,0.138,2.169680798413541,0.9253731343283582,0.9552238805970149,0.9850746268656716,0.9850746268656716,1.0,1.0
2026-05-08,80145,76662,3198,2909,6107,103,225.5558982997659,0,0.0,0.0,5901,-16208.171360640044,17788.216561704936,-15982.615462340278,0.5,1,0.0,0.134,2.1898630902889886,0.941747572815534,0.970873786407767,0.9805825242718447,1.0,1.0,1.0
2026-05-09,15637,17599,1978,2474,4452,63,339.8051589526752,0,0.0,0.0,4326,-10624.72769857122,20682.975219684515,-10284.922539618545,0.5,1,0.0,0.133,5.393732681788493,0.7936507936507936,0.8412698412698413,0.8888888888888888,0.9365079365079365,1.0,1.0
2026-05-10,19966,20366,2356,1941,4297,71,181.25505104166865,0,0.0,0.0,4155,-12923.720995962443,14484.905598977384,-12742.465944920774,0.5,1,0.0,0.134,2.5528880428404035,0.7605633802816901,0.8450704225352113,0.9295774647887324,0.971830985915493,1.0,1.0
2026-05-11,106651,104200,7193,6508,13701,422,1428.2136325040913,0,0.0,0.0,12857,-45079.522241856735,44060.51144596111,-43651.30860935264,0.5,1,0.0,0.127,3.3843924940855263,0.9454976303317536,0.966824644549763,0.990521327014218,0.995260663507109,1.0,1.0
2026-05-12,117781,120829,6901,6818,13719,291,492.056719634311,0,0.0,0.0,13137,-39054.59542194233,34966.06657729483,-38562.53870230802,0.5,1,0.0,0.136,1.6909165623172195,0.9072164948453608,0.9450171821305842,0.9896907216494846,0.993127147766323,1.0,1.0
2026-05-13,95741,95688,6806,6879,13685,297,378.94562544791023,0,0.0,0.0,13091,-36686.287650390375,30704.8842897879,-36307.34202494247,0.5,1,0.0,0.118,1.2759111967943104,0.9494949494949495,0.9696969696969697,1.0,1.0,1.0,1.0
2026-05-14,113816,108117,6888,6009,12897,292,311.9798150579444,0,0.0,0.0,12313,-27260.767655217565,25715.162405006322,-26948.78784015962,0.5,1,0.0,0.123,1.0684240241710414,0.9246575342465754,0.958904109589041,0.9931506849315068,1.0,1.0,1.0
2026-05-15,139039,135722,7257,6893,14150,382,504.09097750019026,0,0.0,0.0,13386,-34711.22365302824,31784.845258464957,-34207.132675528046,0.5,1,0.0,0.129,1.319609888743955,0.9397905759162304,0.9764397905759162,0.9973821989528796,0.9973821989528796,1.0,1.0
2026-05-16,24695,23085,1894,2392,4286,192,208.02067307676586,0,0.0,0.0,3902,-7213.174782112824,8188.00804785399,-7005.154109036058,0.5,1,0.0,0.0,1.0834410056081554,0.8541666666666666,0.8802083333333334,0.9427083333333334,0.9635416666666666,1.0,1.0
2026-05-17,36184,35755,3168,2330,5498,110,99.97268800890471,0,0.0,0.0,5278,-10618.229506344833,11256.099272502337,-10518.256818335927,0.5,1,0.0,0.1775,0.9088426182627701,0.6818181818181818,0.7636363636363637,0.9181818181818182,0.9363636363636364,1.0,1.0
2026-05-18,135761,135783,6365,6446,12811,291,366.76976309135057,0,0.0,0.0,12229,-31364.178359435,27193.409032075066,-30997.408596343652,0.5,1,0.0,0.135,1.2603771927537828,0.9484536082474226,0.9896907216494846,0.993127147766323,1.0,1.0,1.0
2026-05-19,148777,152012,5841,6152,11993,275,281.78071130881835,0,0.0,0.0,11443,-28155.49815252403,26375.52877911367,-27873.71744121521,0.5,1,0.0,0.133,1.0246571320320659,0.9090909090909091,0.9527272727272728,0.9781818181818182,0.9890909090909091,0.9963636363636363,1.0
2026-05-20,123675,129062,4607,4353,8960,201,155.76462767078846,0,0.0,0.0,8558,-21254.818302701507,17090.404610194902,-21099.05367503072,0.5,1,0.0,0.136,0.7749483963720819,0.8905472636815921,0.9402985074626866,0.9800995024875622,0.9850746268656716,1.0,1.0
