dt,n_post_bid,n_post_ask,n_fill_bid,n_fill_ask,n_fill,n_pair,realized_bp,forced_n,forced_pnl_bp,forced_cost_bp,n_timeout,timeout_pnl_bp,timeout_cost_bp,total_bp,q_abs_mean,q_abs_max,p_absq_ge2,t_off_med,pair_pnl_mean,p_off_0.25s,p_off_1s,p_off_5s,p_off_10s,p_off_30s,p_off_60s
2026-05-04,19311,26185,1283,1282,2565,1282,-3312.9551299217865,1,-8.228326056374009,2.9300931589637913,0,0.0,0.0,-3321.1834559781605,0.5001949317738792,1,0.0,18.503999999999998,-2.5842083696737825,0.0046801872074883,0.0265210608424337,0.19266770670826833,0.3377535101404056,0.6349453978159126,0.8151326053042122
2026-05-05,30323,31880,1579,1578,3157,1578,-4770.596630973691,1,-9.741856608093919,3.928749812833373,0,0.0,0.0,-4780.338487581786,0.5001583782071587,1,0.0,15.150500000000001,-3.0231917813521485,0.013307984790874524,0.055133079847908745,0.2262357414448669,0.3865652724968314,0.6755386565272496,0.835234474017744
2026-05-06,40232,39963,1486,1487,2973,1486,-1409.8616811601896,1,-9.042473354655922,1.7469414838504447,0,0.0,0.0,-1418.9041545148455,0.5001681802892701,1,0.0,22.262,-0.9487629079139888,0.006729475100942127,0.026244952893674293,0.15814266487213996,0.2927321668909825,0.5995962314939435,0.7860026917900403
2026-05-07,36319,38048,974,973,1947,973,-2440.5847532921657,1,-4.625739732349446,3.614804799261757,0,0.0,0.0,-2445.210493024515,0.5002568053415511,1,0.0,29.398,-2.5083090989642014,0.007194244604316547,0.019527235354573486,0.11510791366906475,0.2312435765673176,0.5035971223021583,0.7019527235354573
2026-05-08,35801,37598,1407,1407,2814,1407,-2032.222032418026,0,0.0,0.0,0,0.0,0.0,-2032.222032418026,0.5,1,0.0,14.296,-1.4443653393162936,0.00923951670220327,0.05401563610518834,0.2523098791755508,0.4136460554371002,0.6844349680170576,0.8208955223880597
2026-05-09,1798,1652,185,186,371,185,296.68858404139957,1,-1.7245450808325153,1.636545080833077,0,0.0,0.0,294.96403896056705,0.5013477088948787,1,0.0,121.131,1.6037220758994568,0.0,0.010810810810810811,0.08648648648648649,0.12972972972972974,0.2594594594594595,0.372972972972973
2026-05-10,5445,5751,695,696,1391,695,38.62444412524225,1,-5.682338081671595,7.572812282367906,0,0.0,0.0,32.942106043570654,0.5003594536304816,1,0.0,25.856,0.05557473974854941,0.012949640287769784,0.041726618705035974,0.2143884892086331,0.31510791366906477,0.5352517985611511,0.6992805755395683
2026-05-11,41411,43391,1999,2000,3999,1999,-6592.700991615048,1,4.502682070600878,1.2343344336138753,0,0.0,0.0,-6588.1983095444475,0.5001250312578145,1,0.0,14.911,-3.2979994955552985,0.015007503751875938,0.04452226113056528,0.22311155577788894,0.376688344172086,0.7113556778389195,0.8809404702351176
2026-05-12,38659,42836,1893,1894,3787,1893,-5799.1389466530945,1,-2.6341742678621176,1.6960871339310588,0,0.0,0.0,-5801.773120920957,0.5001320306311065,1,0.0,14.963,-3.0634648423946502,0.01162176439513999,0.03645007923930269,0.20496566296883253,0.3808769149498151,0.6978341257263603,0.8478605388272583
2026-05-13,36763,34452,2033,2033,4066,2033,-5254.626624689007,0,0.0,0.0,0,0.0,0.0,-5254.626624689007,0.5,1,0.0,16.269,-2.5846663180959197,0.01131333005410723,0.04082636497786522,0.2218396458435809,0.367437284800787,0.6837186424003935,0.8637481554353172
2026-05-14,45851,45748,1949,1950,3899,1949,-2647.5845924692276,1,-3.5574095579555887,2.594939705303933,0,0.0,0.0,-2651.142002027183,0.500128238009746,1,0.0,14.926,-1.3584323204049407,0.01026167265264238,0.05233453052847614,0.2314007183170857,0.3899435608004105,0.6926629040533607,0.8547973319651103
2026-05-15,53988,55135,2103,2104,4207,2103,-734.663070222114,1,-4.675464783463311,1.78136619586616,0,0.0,0.0,-739.3385350055773,0.5001188495364868,1,0.0,15.043,-0.34934049939234874,0.01378982406086543,0.05563480741797432,0.24488825487398955,0.4037089871611983,0.7099381835473134,0.8663813599619591
2026-05-16,4556,3288,298,297,595,297,-538.8792800399507,1,-3.7444360859994505,2.2512180429997253,0,0.0,0.0,-542.6237161259502,0.5008403361344538,1,0.0,85.453,-1.8144083503028627,0.003367003367003367,0.016835016835016835,0.10774410774410774,0.13468013468013468,0.26262626262626265,0.42424242424242425
2026-05-17,6534,8170,374,375,749,374,-878.436442229431,1,-6.506582892170732,1.7747638153622285,0,0.0,0.0,-884.9430251216017,0.5006675567423231,1,0.0,77.7255,-2.348760540720402,0.0053475935828877,0.016042780748663103,0.10962566844919786,0.15508021390374332,0.3155080213903743,0.4679144385026738
2026-05-18,57674,61962,2047,2047,4094,2047,-2989.992741544725,0,0.0,0.0,0,0.0,0.0,-2989.992741544725,0.5,1,0.0,14.494,-1.4606706114043644,0.01612115290669272,0.055202735710796286,0.23497801660967269,0.3873961895456766,0.7161700048851979,0.8827552515876893
