feat,q,side,h,dec,n,n_fill,n_touch,sum_pnl,sum_pnl_touch,sum_ret,sum_ret_fill,sum_retc,sum_retc_fill,sum_mmend_fill,sum_spr,sum_tau,sum_q,fill_rate,touch_rate,pnl,pnl_touch,ret,ret_fill,retc,spread,tau,q_ahead,per_order,adverse,pnl_micro
obi,4,-1,10.0,0,408223,278432,312095,-485891.05718131695,-415092.99231868144,-296581.3240743665,-671472.1449665766,-40052.659909430644,-506760.36419940396,-9295.546606308775,601318.8415795213,90645.75001821863,165782.369,0.6820585807267107,0.7645208623717918,-1.8330977516281066,-1.418021283002552,-0.7265179180848862,-2.411619874750663,-0.09811465769795098,1.4730155860388103,0.22204959058705323,0.40610737023636595,-1.2502800508087908,-2.4816055446475116,-1.8664830902612695
obi,4,-1,10.0,1,214685,121013,151893,-215193.519614631,-176436.5660479515,-109561.50922541466,-288523.3408362772,11325.803003824032,-227069.44497607305,-5679.998410645757,304321.054269568,289292.3419182769,194939.314,0.5636770151617486,0.7075156624822414,-1.8662677862265293,-1.2495845763001028,-0.5103361167543827,-2.3842342627343935,0.05275544636944375,1.4175236009482173,1.3475200499255975,0.9080248457041713,-1.0519722552326944,-2.487029586700638,-1.9132048790235492
obi,4,-1,10.0,2,148477,74592,101479,-134810.03890833564,-110656.64820103809,-66624.59134092285,-179145.7075556993,13615.66670737802,-142920.40029583333,-4066.7366092030034,209836.2301174877,566437.4971136164,177370.637,0.5023808401301212,0.6834661260666636,-1.8952988914137663,-1.1784388908152237,-0.4487199454523115,-2.4016745435931375,0.09170219432893997,1.4132574750128821,3.814984793022599,1.1946000862086383,-0.9521618493661352,-2.5139276289202073,-1.9498186336006362
obi,4,-1,10.0,3,119083,54429,78069,-94638.52923004018,-78398.80552149776,-47797.09101803875,-126103.22773608877,15295.055478439997,-100958.37651440108,-3118.3768091447473,169557.00525190326,986059.2701841149,162827.731,0.45706775946188793,0.6555847602092658,-1.8267519379382349,-1.092224538824601,-0.40137627552244026,-2.3168389596738646,0.12844029356364886,1.4238556742096122,8.280436923692843,1.3673465650008818,-0.8349494153660908,-2.450679775043041,-1.884044499057211
obi,4,-1,10.0,4,100095,40591,62466,-72000.24111949254,-60773.06441544937,-38813.0970318038,-94363.78911962982,11725.688268459544,-76609.33625785717,-2389.3021612858156,140779.75440706688,1788740.6509552514,144284.832,0.40552475148608824,0.6240671362205904,-1.86179816017079,-1.0608982873154895,-0.38776259585197864,-2.3247465970197783,0.117145594369944,1.4064614057352203,17.870429601431155,1.4414789150307208,-0.755005236220516,-2.4770288630384,-1.9206610155152215
obi,4,-1,10.0,5,86334,31841,52239,-54338.60813739125,-45603.94690760599,-27439.216593565012,-70733.10217013671,13880.128298862164,-57633.31052451863,-1664.1029160117782,117040.15613099432,3537788.21089136,133355.302,0.36881182384692013,0.6050802696504274,-1.7945609791586714,-0.9609865982810925,-0.31782630937481193,-2.221447258884354,0.16077244537334265,1.355667015671628,40.97792539314013,1.5446440799684944,-0.6618553077280245,-2.384394486994485,-1.8468238765554799
obi,4,-1,10.0,6,72611,23041,41976,-40677.193551443626,-34114.64993814371,-19545.078867986733,-52830.60576824228,15339.654413030219,-43074.713017090515,-1199.8944914149233,99631.20095454477,6752445.832547945,121432.083,0.3173210670559557,0.5780942281472504,-1.8534265679199526,-0.9007179802302199,-0.2691751782510464,-2.2928955239895092,0.21125799690171213,1.3721226942824747,92.99480564305608,1.6723648345292035,-0.5881312962422172,-2.4514879150611897,-1.9055030616231305
obi,4,-1,10.0,7,68559,18557,36436,-32939.670558712605,-27233.164484259836,-13262.823289404003,-43814.087350535,20225.593315748843,-35317.965294570175,-1245.6617013521675,100539.52967440219,14892285.16393101,119352.94499999999,0.27067197596230985,0.531454659490366,-1.863053648688506,-0.835424648267094,-0.19345123600700131,-2.3610544457905376,0.29501003975771006,1.466467271611345,217.21852949913227,1.740879315625957,-0.504276412414309,-2.5082872844941786,-1.9301798922274491
obi,4,-1,10.0,8,57145,14563,30550,-29436.901815062818,-25869.05540973267,-12747.502659315933,-37758.382353626504,14730.542339210553,-31189.180312838285,-833.0991358634953,81224.25192686432,29399243.282107353,125930.20300000001,0.2548429433896229,0.5346049523142882,-2.1093487478584647,-0.9347775911532789,-0.22307293130310496,-2.592761268531656,0.25777482438027044,1.4213711073036017,514.4674649069447,2.203695913903229,-0.5375526435394666,-2.7320343015102653,-2.166555308035866
obi,4,-1,10.0,9,422649,106639,196424,-131115.89202008836,-111160.85500697719,-92479.66555234953,-191690.13357456125,94867.1595211079,-142602.28973916275,-5846.278340559969,611614.6912019064,392760918080.9914,468669.531,0.2523110193091667,0.46474497751088967,-1.3175303971350854,-0.653922977879369,-0.21880961637753674,-1.797561244709358,0.22445849752657146,1.4470983989123514,929283.9166329304,1.1088859337180497,-0.3324274374719646,-1.953079596591261,-1.372353476313997
obi,4,-1,30.0,0,408111,334077,356735,-709208.6454553548,-572862.7683178992,-365903.89374684356,-939012.3238772884,-102317.91255096921,-732655.8583646078,-10492.069540232007,601169.3357647234,90621.50446748431,165727.548,0.818593470893948,0.8741126801286905,-2.2108897692907767,-1.69384963156937,-0.8965793466651072,-2.8107661523459813,-0.25071098929205343,1.473053497123879,0.22205111959120022,0.40608449171916466,-1.8098199300076567,-2.859416517852716,-2.242295910809744
obi,4,-1,30.0,1,214629,160061,181402,-340963.62912688876,-244042.4352263593,-123906.91894884252,-445184.23947148904,4175.148420445804,-355824.18597337377,-6312.597185327773,304270.3516444727,289232.6762425451,194895.222,0.7457566312101347,0.8451886744102615,-2.2182105392749563,-1.433312814778003,-0.5773074419059984,-2.781341110398467,0.019452862476393235,1.417657220806474,1.3475936441140064,0.908056329759725,-1.6542452190845076,-2.839039149678193,-2.25764923568025
obi,4,-1,30.0,2,148455,104271,123748,-235375.8587772439,-162600.83897174225,-77057.4544874503,-302397.8026436896,10120.180075547161,-245552.54150494968,-4180.822253833876,209804.48009886246,566397.2320256613,177356.195,0.7023744569061332,0.8335724630359368,-2.3453472852206647,-1.401967409345947,-0.5190627091539545,-2.900114151045733,0.0681700183594164,1.4132530403075845,3.815278919710763,1.1946798356404298,-1.6473120257131382,-2.963973805374457,-2.385443018970546
obi,4,-1,30.0,3,119061,79077,97920,-175585.66608952513,-118599.8708535539,-56814.56607526581,-225837.3682870906,11241.583439023656,-184389.43903993425,-3713.3684655754973,169537.7126323427,985945.888233634,162808.501,0.6641721470506715,0.8224355582432534,-2.3084391427282918,-1.299191491559987,-0.4771887190202149,-2.855917248847207,0.09441868822724196,1.4239567333748475,8.281014675113042,1.3674377084015756,-1.533200981761661,-2.9324175094157154,-2.3553980367882015
obi,4,-1,30.0,4,100072,61538,80998,-143508.5379018119,-98253.0152721989,-47569.580760688186,-180925.5921032801,8031.034795091898,-150011.06558778638,-2752.23001229941,140751.66893367976,1788224.3810112977,144271.943,0.6149372451834679,0.8093972339915261,-2.4200312311386774,-1.3010301399071447,-0.4753535530486868,-2.9400629221502177,0.08025256610332458,1.4065040064521521,17.869377858055177,1.4416814193780478,-1.4881673385343746,-3.035283234364753,-2.464755304269091
obi,4,-1,30.0,5,86309,49296,69759,-112436.7343812839,-73162.18530472241,-34845.02963809369,-140778.62149968758,11037.382292155078,-117292.43013764954,-1999.4398622384947,117005.20973479091,3537005.915200631,133316.542,0.5711571215052892,0.8082471121204046,-2.368849042138995,-1.136784892339661,-0.40372417289151413,-2.8557818382766875,0.1278821709457308,1.355654795383922,40.98073103848534,1.5446424127263667,-1.3529850001886699,-2.9586764398309557,-2.409408922499237
obi,4,-1,30.0,6,72597,37356,58150,-87931.80623367232,-58781.4332127297,-25381.36231883616,-109904.90828252562,13070.524076885678,-91912.70852706414,-1815.4385034155407,99609.62772438875,6751720.297473672,121387.125,0.51456671763296,0.8009972863892447,-2.4418870926671037,-1.098858696693546,-0.3496199886887359,-2.9420951997677913,0.18004220665985754,1.3720901376694457,93.00274525770585,1.6720680606636638,-1.2565138261040032,-3.0399321615018264,-2.4904854036055215
obi,4,-1,30.0,7,68529,31243,53164,-76267.6818653288,-50547.07889295935,-18383.971196818526,-96254.14098755026,19380.06280296204,-79987.72437103298,-1618.5117751811351,100497.83137717054,14888561.234067116,119299.098,0.45590917713668666,0.7757883523763662,-2.5291126289193997,-1.0387764444541296,-0.26826556927459216,-3.0808226158675627,0.28280089893274435,1.466500771602833,217.25928050996097,1.7408556669439215,-1.153045657536646,-3.174363014720816,-2.580916609816917
obi,4,-1,30.0,8,57117,25273,44136,-69150.63392020407,-47148.928324080785,-14911.598789502917,-84955.46867032812,15488.127706911933,-72422.75060531433,-1521.5724889099035,81193.78780126917,29389801.602021754,125888.714,0.4424777211688289,0.7727296601712275,-2.824146635547979,-1.156264643920627,-0.2610711134951576,-3.3615110461887436,0.2711649370049536,1.4215345308974414,514.5543638850387,2.204049827546965,-1.2496219675438849,-3.4469139009967,-2.884352091525105
obi,4,-1,30.0,9,422551,182327,285323,-298236.78336203384,-214658.59586618724,-107927.32778430513,-408174.5945809896,106679.37301425576,-319393.72675706504,-10427.46655036427,611506.3515604946,392681855906.4865,468493.737,0.43149110994885825,0.6752392018951558,-1.7237247328263716,-0.8403354088741084,-0.25541846495288173,-2.2386952814503043,0.2524650823551613,1.4471776224893436,929312.3336744831,1.1087270814647228,-0.7437718982135503,-2.3593135440710435,-1.7809157497923958
obi,4,-1,60.0,0,407950,356237,371956,-820998.5139750744,-654300.0272128939,-401893.53109042527,-1066543.208454819,-134557.118868104,-840795.0852948371,-9084.125630741093,600969.8855359282,90576.4455281293,165647.29,0.8732369162887609,0.9117685990930261,-2.3926413314031794,-1.8470791040147059,-0.9851538940811994,-2.9939147490429656,-0.3298372812062851,1.473145938315794,0.22202830133136242,0.4060480205907587,-2.0893427380195475,-3.0412143005610766,-2.4181415619540236
obi,4,-1,60.0,1,214564,176302,191463,-411331.221619742,-282410.4267418918,-139132.50117191143,-527746.2461073213,-7399.522609443032,-424707.5642845837,-4762.302423450588,304206.3903567768,289123.4661039556,194839.002,0.8216755839749446,0.8923351540799016,-2.4211058162683465,-1.5630130664509163,-0.6484428942968598,-2.9934217768789995,-0.03448631927743252,1.4177885868867883,1.3474928977086351,0.9080693965436887,-1.9893635354474284,-3.042000109711741,-2.448118002309631
obi,4,-1,60.0,2,148390,117506,131122,-283845.46454371477,-182757.1920791187,-79249.38811579868,-361044.73781437863,9763.72755781396,-294205.3173793224,-3921.502155049872,209716.84207859696,566114.2945315266,177307.452,0.7918727677067188,0.8836309724374958,-2.5035827323176245,-1.4817950311856034,-0.5340615143594493,-3.072564275989129,0.06579774619458158,1.4132815019785496,3.8150434296888376,1.1948746681043196,-1.9825189874231066,-3.1222234833068994,-2.5369555146015066
obi,4,-1,60.0,3,119019,90985,104224,-226398.42138661857,-144414.71741684887,-68516.05137442915,-286072.2650114574,1589.517172718277,-235609.62486030292,-3447.527633928207,169492.77766395092,985621.2726613933,162761.061,0.7644577756492661,0.875692116384779,-2.5763049006607526,-1.4736186427008067,-0.5756732233881073,-3.144169533565504,0.013355154830054672,1.4240816816134476,8.28120949311785,1.3675216646081716,-1.9694763137534224,-3.2003457414674763,-2.6141960655113126
obi,4,-1,60.0,4,100034,73005,86839,-192699.4100578116,-121771.8774859852,-58887.8443496044,-239063.39628236246,-1506.940742661199,-200172.29353178717,-2954.9099501148035,140709.39831218118,1787602.7925062939,144213.914,0.7298018673650959,0.8680948477517644,-2.7275371557812695,-1.4902717613743273,-0.588678292876466,-3.274616756144955,-0.015064285569518355,1.406615733772329,17.869952141334885,1.441648979347022,-1.9905617095968529,-3.3428450226674338,-2.768012601985157
obi,4,-1,60.0,5,86277,59572,74785,-152807.27011692413,-88832.56196802598,-39645.059483745325,-188834.18358634788,7200.860801008897,-159088.86134661012,-2754.6135058328327,116939.04450411531,3535899.446268905,133280.448,0.6904737067816452,0.8668011173313861,-2.653085444788225,-1.2758392988971852,-0.45950901727859483,-3.169847975329817,0.08346211390067917,1.3553907125203162,40.98310611482672,1.5447969679056992,-1.8318857414713556,-3.242780801048383,-2.6993255157247864
obi,4,-1,60.0,6,72578,46625,62435,-123707.4534057598,-69890.37626361761,-28698.943181580195,-152350.917285582,11120.790041222683,-128568.72044583692,-2087.4760876893993,99581.3596595179,6750087.953859018,121379.893,0.6424123012483122,0.8602469067761581,-2.741242968488146,-1.2074102068329882,-0.3954220725506379,-3.2675799954012223,0.15322535811434157,1.3720598481567128,93.00460130974976,1.672406142357188,-1.7610082036672243,-3.3392728925665023,-2.786014573586042
obi,4,-1,60.0,7,68505,40423,57637,-110990.37403602606,-59708.944253565234,-17973.43218749198,-137881.90621610684,21302.200584779464,-115683.5322715789,-1935.5300497862604,100463.67663641642,14884467.553998543,119284.097,0.5900737172469163,0.8413546456463031,-2.8337233267205812,-1.1239481627004397,-0.2623667204947373,-3.4109765780893757,0.3109583327462151,1.466515971628588,217.2756376030734,1.7412465805415662,-1.6721056570473112,-3.4789813125348754,-2.8816052268711454
obi,4,-1,60.0,8,57096,32860,48060,-102370.80019358282,-57274.60974441922,-15949.077818881196,-123610.83796055916,15554.444670419141,-106386.474112289,-1713.1753494537527,81162.47333778864,29383808.843078755,125870.603,0.5755219279809444,0.8417402269861286,-3.203362148313537,-1.2797313721269086,-0.27933791892393856,-3.7617418734193295,0.272426171192713,1.4215089207262968,514.6386584538103,2.20454327798795,-1.8436051596185865,-3.826116608676685,-3.2554977341155378
obi,4,-1,60.0,9,422334,236759,324081,-460634.71019243787,-292900.29546824924,-115288.89920799309,-608340.4334875175,110302.16748711038,-487863.54504390724,-12940.560594409813,611204.0255774178,392495745060.2581,468170.705,0.5605965894292195,0.7673571154583813,-2.0335847937879357,-0.9917873107903556,-0.27298038805304115,-2.5694500884338822,0.2611728335561673,1.4472053530556805,929349.152709131,1.1085318847168355,-1.1400206997126394,-2.6691874703157756,-2.0882418948671337
obi,4,1,0.1,0,23263,587,1924,64.99586888805874,1397.2748367281895,2350.520630984336,-473.74469942311316,-5000.980948166518,-529.5377448844717,413.9441360876628,43319.80766543062,7956.809303231932,112574.584,0.02523320294029145,0.08270644370889395,0.02272550066108814,0.6382343226237991,0.10104116541221408,-0.8070608167344346,-0.21497575326340188,1.862176317131523,0.3420371105718064,4.8392117955551734,0.0005734371701009644,-0.8203626579046734,0.7279114224458629
obi,4,1,0.1,1,49183,662,3373,14.435597541141208,2600.4989183048715,4977.4825915203455,-485.56026144003897,-7473.10540442574,-528.7518842592043,392.35529834153124,84282.86215201131,59793.20108202954,425727.898,0.013459935343513002,0.06858060712034646,-0.0661939614182157,0.6829750721330778,0.10120331398085407,-0.733474715166222,-0.15194488755109978,1.713658421649987,1.2157290340570834,8.655996950165708,-0.0008909664408201774,-0.8350231722432092,0.5264877581309252
obi,4,1,0.1,2,67642,669,4249,17.326836895217493,3098.339425764101,6071.263835690628,-484.87290419695125,-8327.068311259556,-567.7323335382845,358.2834544742219,109155.0201357572,193177.48609273593,874155.184,0.009890304840188048,0.06281600189231543,-0.062100393280691335,0.6411926160894567,0.08975582974617291,-0.72477265201338,-0.12310499854024949,1.6137166277720527,2.855880755931757,12.92326045947784,-0.0006141918202416029,-0.7809587071667177,0.4734503607913893
obi,4,1,0.1,3,83222,499,4793,-49.455535412877666,3493.176050388969,7528.731309443373,-371.1310250997357,-8088.242913754877,-378.9968162165103,276.6011515886735,126950.09806805631,458379.6881441317,1400099.999,0.005996010670255461,0.057592944173415685,-0.18710928940456445,0.6408078552866616,0.09046563780542853,-0.7437495492980676,-0.09718875914727929,1.525439163539164,5.507914831945059,16.823676419696717,-0.0011219092957736854,-0.8618288711741464,0.3672016356228373
obi,4,1,0.1,4,100748,463,5540,-18.14046411492032,3871.3997485464984,8729.251632415033,-327.59115199763045,-8021.879193178103,-361.7726767773455,237.17889410328928,148555.85821930718,1045235.4123480035,2250384.2600000002,0.004595624727041728,0.05498868463890102,-0.12718026806678254,0.6108086188712091,0.08664441609178379,-0.7075402850920745,-0.07962321031859793,1.4745291044914755,10.374750986103978,22.33676360821059,-0.0005844727847195012,-0.7764448203125203,0.38508516196192
obi,4,1,0.1,5,119117,312,5949,-55.62594049324789,4112.926368841106,9923.267511536267,-265.4346680220066,-7916.244914767061,-290.6115542054266,153.73516372638284,173321.12006844606,2289907.5500498996,3315177.197,0.0026192734874115366,0.049942493514779585,-0.26628827081169193,0.60336432490185,0.08330689583801025,-0.8507521410961749,-0.06645772572149283,1.4550494057812575,19.224019661760284,27.83126839158139,-0.000697481807745728,-0.9058129737023207,0.22645263856774023
obi,4,1,0.1,6,140568,327,6812,-73.81489594877672,4662.857158901791,10782.410140496328,-268.7089196486525,-7700.325754339668,-270.7265867055142,168.80144941739061,200544.95952295428,5380583.045965542,4916677.57,0.0023262762506402594,0.04846053155768027,-0.31373362675466887,0.5965063357166458,0.07670600805657282,-0.8217398154393043,-0.05478007622175508,1.4266757691861183,38.27743900436474,34.97721793011212,-0.0007298310849466217,-0.939071511347728,0.20247875678475202
obi,4,1,0.1,7,167700,273,7541,-33.708730298120855,5195.314655865511,12405.613604443974,-198.34608346208427,-7435.834825791075,-216.57166473246116,124.63155568364748,232349.7828133552,14106568.532600248,7428917.498000001,0.0016279069767441861,0.04496720333929636,-0.21147520255721924,0.6009424023160737,0.07397503640097777,-0.726542430264045,-0.04434010033268381,1.3855085439079022,84.11788033750894,44.29885210494932,-0.00034426195765128716,-0.8162294745111703,0.24505064243782648
obi,4,1,0.1,8,191807,223,7267,-5.565667109336132,4789.632627045151,13587.002519803244,-137.8052966554577,-6245.399140483485,-101.16890285591928,154.9232129603251,257869.33854192702,46358822.965217054,10951561.497,0.0011626270156980716,0.037887042704385136,-0.11295814847235933,0.5710935223675727,0.07083684390978037,-0.6179609715491378,-0.03256085096207899,1.3444208946593557,241.69515692971086,57.0967769528745,-0.0001313281950571988,-0.6971685958020372,0.5817647796008474
obi,4,1,0.1,9,754812,759,15834,62.338095229107886,11279.780027601111,31736.45825059344,-556.520119279389,-24050.487270335365,-412.25676227061746,652.7458632264072,1059814.0781509003,508552947402.9659,31933449.377,0.0010055484014562567,0.020977408944213922,-0.005868122227789346,0.624377164809973,0.04204551365186754,-0.7332280886421462,-0.03186288409608666,1.4040768802707169,673747.8304570753,42.30649403692575,-5.900680925703505e-6,-0.6199065623631478,0.8541396027081886
obi,4,1,0.5,0,23263,2052,5011,-214.17091222667696,2011.0477527188086,5488.826250472858,-1965.0060310222273,-8467.272037509278,-3010.199513040073,475.8600504217725,43319.80766543062,7956.809303231932,112574.584,0.08820874349825904,0.21540643941022225,-0.19237178958415058,0.3133266319534641,0.23594662126436222,-0.9576052782759392,-0.3639802277225327,1.862176317131523,0.3420371105718064,4.8392117955551734,-0.016968873843729398,-1.035459948149912,0.039528819783184954
obi,4,1,0.5,1,49183,2489,8804,-396.00120685748675,3831.1820222256915,12352.956817283997,-2183.55664768902,-13588.804210726461,-3266.922413432578,478.1499167082792,84282.86215201131,59793.20108202954,425727.898,0.05060691702417502,0.1790049407315536,-0.2471005250532289,0.34716379171123257,0.2511631420873879,-0.8772827029686701,-0.2762906738248269,1.713658421649987,1.2157290340570834,8.655996950165708,-0.012504995767998836,-1.0159297358782224,-0.054995295359263785
obi,4,1,0.5,2,67642,2404,11044,-559.6189757728953,4803.151926702626,16553.340596562124,-2157.021088406612,-16328.96852120269,-3237.5987331197466,329.6836411619708,109155.0201357572,193177.48609273593,874155.184,0.03554004908193135,0.16327134029153484,-0.32078659557940736,0.34691053302269337,0.24471985743416996,-0.8972633479228834,-0.2414028047840497,1.6137166277720527,2.855880755931757,12.92326045947784,-0.0114007713517178,-1.0396449094654336,-0.18364697779156594
obi,4,1,0.5,3,83222,2017,12604,-611.6311054133804,6047.118465844181,21299.743633658403,-1791.1962822460214,-15674.934531125544,-2614.5164121466546,218.06700928230782,126950.09806805631,458379.6881441317,1400099.999,0.024236379803417366,0.15145033765110189,-0.3912380294563116,0.3917777265823692,0.2559388579180794,-0.8880497185156279,-0.18835085111059027,1.525439163539164,5.507914831945059,16.823676419696717,-0.009482193475443759,-1.0659576112258935,-0.2831234983297336
obi,4,1,0.5,4,100748,1715,14235,-525.7899691692357,6666.360473313064,24978.42751636373,-1515.8841359089427,-16187.800070738554,-2252.984312507875,139.9569276459367,148555.85821930718,1045235.4123480035,2250384.2600000002,0.01702267042521936,0.14129312740699568,-0.3945830724018867,0.38030772555764414,0.2479297605546882,-0.8838974553404914,-0.16067614315657436,1.4745291044914755,10.374750986103978,22.33676360821059,-0.006716857596867787,-1.0438476246476245,-0.3129755344159178
obi,4,1,0.5,5,119117,1433,15877,-768.2297080525718,7571.624144085944,28854.280113449688,-1598.4465002746706,-16146.09319725532,-2123.244634001278,208.17349175144884,173321.12006844606,2289907.5500498996,3315177.197,0.012030188805963885,0.13328911910138772,-0.6240988890806503,0.38889262102953603,0.24223477852405356,-1.1154546408057715,-0.13554818537450844,1.4550494057812575,19.224019661760284,27.83126839158139,-0.007508027469232535,-1.263623591971279,-0.47882778527642916
obi,4,1,0.5,6,140568,1269,17492,-687.6237026695172,8176.275417134643,32064.92545218916,-1356.2461972576577,-16625.137945739156,-1922.1166293779568,30.51405141804686,200544.95952295428,5380583.045965542,4916677.57,0.009027659211200273,0.12443799442262819,-0.6298626498577755,0.37942942014261627,0.22810970812837317,-1.068751928493032,-0.11827114240608927,1.4266757691861183,38.27743900436474,34.97721793011212,-0.00568618535277956,-1.2552005344508346,-0.6058169040594722
obi,4,1,0.5,7,167700,1045,19377,-542.8999758686884,9500.592492304486,37860.88447066042,-1123.67504069959,-14940.377505680419,-1460.4905134730295,177.35461878106486,232349.7828133552,14106568.532600248,7428917.498000001,0.006231365533691115,0.11554561717352416,-0.6075215080083143,0.40230254901710716,0.2257655603497938,-1.075287120286689,-0.08908990760691961,1.3855085439079022,84.11788033750894,44.29885210494932,-0.00378568858597906,-1.2122757799622654,-0.43780416946184075
obi,4,1,0.5,8,191807,934,18753,-375.6281288790384,9213.640680389506,41705.58769464124,-863.6600236352355,-12961.418803878227,-1080.7619418657132,219.3064082509899,257869.33854192702,46358822.965217054,10951561.497,0.004869478173372192,0.09777015437392796,-0.4901714441959726,0.4033155591313127,0.21743517022132267,-0.924689532800038,-0.067575316875183,1.3444208946593557,241.69515692971086,57.0967769528745,-0.002386879148722614,-1.0743818915256504,-0.2553680092377393
obi,4,1,0.5,9,754812,2526,34284,-745.7924781429069,18520.73464344334,98964.25018910004,-2316.7457964811965,-63544.698369609,-3018.0182232468765,636.7251289336373,1059814.0781509003,508552947402.9659,31933449.377,0.00334652867204019,0.04542058154878301,-0.38324642840178424,0.4522151045223235,0.13111112460996915,-0.9171598560891514,-0.08418612630642995,1.4040768802707169,673747.8304570753,42.30649403692575,-0.0012825451611035688,-0.9972848685371427,-0.13117788963153987
obi,4,1,1.0,0,23263,3451,7309,-1533.829856479097,132.00354199395989,7420.006857096988,-4444.389782376499,-8194.34609521311,-6559.0847348091065,408.64188782545165,43319.80766543062,7956.809303231932,112574.584,0.14834716072733525,0.3141899153161673,-0.5324595353460148,-0.06993958927432481,0.3189617356788457,-1.2878556309407416,-0.3522480374505915,1.862176317131523,0.3420371105718064,4.8392117955551734,-0.07898886027077749,-1.3755476939117763,-0.41404693383183
obi,4,1,1.0,1,49182,4522,13297,-2382.403815964082,925.5151353656555,16184.188564733626,-5574.153146406999,-13470.340225312559,-7862.590003223113,499.4551884260812,84282.35728254532,59792.71883277433,425724.79,0.0919442072302875,0.2703631409865398,-0.614847371951367,-0.018396695843750047,0.32906731252762444,-1.2326742915539584,-0.27388760573609366,1.7136829995231042,1.2157439476388583,8.656109755601642,-0.05653165418169414,-1.383688871712919,-0.5043973081685096
obi,4,1,1.0,2,67641,4507,16883,-3112.9289936884566,375.7475086777635,20473.56074556878,-6073.849946933452,-16983.072646512785,-8410.094896254599,286.10249121280515,109153.24456757537,193168.12316491484,874152.421,0.06663118522789432,0.2495971378306057,-0.7786875956708357,-0.06574403194469208,0.3026797466857199,-1.3476480911767144,-0.25107660511395136,1.6137142349695506,2.855784556185078,12.923410668085923,-0.051884877421807134,-1.497544713155611,-0.7152080103118817
obi,4,1,1.0,3,83219,3856,19618,-2773.928952209033,1956.5696964154315,26425.32374094423,-5034.265859614245,-16905.577840023663,-6837.6241403719805,195.76243541616913,126946.98846135856,458358.0531355128,1400072.157,0.04633557240534013,0.23573943450413967,-0.8073799149919691,0.011733392619809949,0.31753954915276833,-1.3055668723065987,-0.20314564991196318,1.5254567882497814,5.507853412508115,16.82394834112402,-0.037410410509727744,-1.4821083091168599,-0.7566116485458672
obi,4,1,1.0,4,100748,3329,22262,-2259.480582016372,2725.073465243389,31742.236854778464,-4101.862100979288,-16298.506403541938,-5521.221245942236,213.0413590379465,148555.85821930718,1045235.4123480035,2250384.2600000002,0.03304283956009052,0.22096716560130225,-0.7667265190797152,0.034409193479623984,0.3150656772817174,-1.23216043886431,-0.16177498713167446,1.4745291044914755,10.374750986103978,22.33676360821059,-0.025334821356417712,-1.415991071325453,-0.7027309170857391
obi,4,1,1.0,5,119115,2872,25023,-2536.471631080103,3699.8510201605213,36436.83644065498,-4139.352161152612,-17766.05427156148,-5495.5732306831615,62.95383543453603,173319.4357603993,2289883.7136177397,3315174.879,0.02411115308735256,0.2100742979473618,-0.9711725734958576,0.05985801143589983,0.3058962888020399,-1.4412786076436672,-0.14915043673392503,1.455059696599079,19.22414232983033,27.831716232212568,-0.023416090593796776,-1.6107024217953971,-0.9492527143612699
obi,4,1,1.0,6,140566,2483,27530,-2097.759978021308,4754.264142379035,40856.22501163801,-3366.803658642521,-18112.113924023506,-4336.542600831282,164.81300477837024,200541.74096867122,5380534.975841413,4916514.344,0.017664300044107396,0.19585105928887497,-0.9328489641648442,0.084693939062079,0.290655101600942,-1.3559418681604998,-0.1288513148558222,1.4266731710987808,38.27764164763466,34.97655438726292,-0.016478123998842596,-1.5581855497142345,-0.8664724016282472
obi,4,1,1.0,7,167698,2128,30550,-2044.730590124996,6290.144378244204,48311.3173520794,-3158.198580627607,-16266.413552903965,-3961.1052682966365,185.33391224121232,232347.43260777477,14106295.068262244,7428883.106000001,0.012689477513148636,0.1821727152381066,-1.0488696382166336,0.11789670632550586,0.28808523269257474,-1.4841158743550784,-0.09699825610862363,1.3855110532491428,84.11725284894419,44.29917533900226,-0.013309607688374317,-1.653625164841205,-0.9617766343438834
obi,4,1,1.0,8,191804,1895,30134,-1669.3979897903419,7136.828930218489,53319.6154270518,-2618.1847164037554,-14704.524185172448,-3308.794343421848,153.34340294404393,257864.69589100365,46358418.31296584,10951436.428,0.009879877374820129,0.15710829805426374,-0.9689488072772252,0.1488364282942354,0.277990111921815,-1.3816278186827204,-0.0766643249628394,1.3444177175189447,241.6968275581627,57.097017934975284,-0.009573095398377206,-1.5531576660366975,-0.8880288057236401
obi,4,1,1.0,9,754805,4838,55645,-2803.0759816204254,15220.439737557606,135783.26210318418,-5684.961020426939,-73406.34033636397,-7523.8489921783275,620.2167744020759,1059802.5337947246,508548943945.1348,31932945.391,0.006409602480110757,0.07372102728519286,-0.6673873463456853,0.18552753594316843,0.17989184240059908,-1.1750642869836583,-0.09725205892431021,1.4040746070769599,673748.7747764454,42.30621868032141,-0.004277687590331841,-1.2814246498841653,-0.5391904107520359
obi,4,1,3.0,0,23263,6349,10939,-8303.362758310448,-5694.541837832821,9689.266040083648,-13594.007355811702,-7636.091966077325,-17836.05634096337,329.7195215893467,43319.80766543062,7956.809303231932,112574.584,0.27292266689592914,0.4702316984051928,-1.395822138653402,-0.6085724323825598,0.4165097382144886,-2.1411257451270598,-0.3282505251290601,1.862176317131523,0.3420371105718064,4.8392117955551734,-0.38095150059366584,-2.2389102972191637,-1.343889626196425
