cov,bin_lab,tbin,tau_end_s,n_risk,d_fill,d_cancel,d_cens,S,h_fill,h_cancel,cif_fill,cif_cancel
ofi,逆 0-0.3,27,31622.776601683792,24662.0,1662,4151,152,0.00021224281447388327,4.884359270926949e-6,0.000012199142800010689,0.0100016611667935,0.9897860960187327
ofi,逆 0-0.3,28,56234.13251903491,18697.0,1209,4408,111,0.0001482904560853522,2.6351776877793853e-6,9.607827334765534e-6,0.010015426237345705,0.989836283306569
ofi,逆 0-0.3,29,100000.0,12969.0,887,3033,460,0.00010265904170003304,1.5909361170606687e-6,5.4400329684836615e-6,0.010025751508917076,0.989871589449383
ofi,逆 0-0.3,30,1000000.0,8589.0,1562,4929,2098,0.000014282405138373297,2.3017978190391983e-7,7.263483642793987e-7,0.010047018541163157,0.9899386990536986
ofi,流量なし,0,1e-9,12372448.0,3196,1018739,0,0.9174023604706198,258315.89674088746,82339323.63263923,0.0002583158967408875,0.08233932363263924
ofi,流量なし,1,0.01,11350513.0,2,154,0,0.9173897518098277,0.000017620350727760234,0.001356767006037538,0.0002584775462382222,0.08235177064393401
ofi,流量なし,2,0.017782794100389226,11350357.0,0,107,0,0.9173811035617203,0.0,0.0012112637362330003,0.0002584775462382222,0.08236041889204142
ofi,流量なし,3,0.03162277660168379,11350250.0,3,662,0,0.9173273551038565,0.000019097665676666892,0.004214218225984495,0.0002587200204842243,0.08241392487565921
ofi,流量なし,4,0.056234132519034905,11349585.0,103,11909,0,0.9163564882228642,0.00036874123163323626,0.04263436240310884,0.00026704496959696253,0.08337646680753882
ofi,流量なし,5,0.1,11337573.0,2216,378813,0,0.8855599150628881,0.004465952695891745,0.763430026439007,0.00044615261264383573,0.11399393232446806
ofi,流量なし,6,0.17782794100389226,10956544.0,3410,332780,0,0.8583874428084078,0.003998943340608722,0.39025465245975677,0.0007217650055995386,0.14089079218599262
ofi,流量なし,7,0.31622776601683794,10620354.0,11004,728071,0,0.7986518916870776,0.0074864520568456204,0.4953352086041119,0.001611160539935185,0.19973694777298723
ofi,流量なし,8,0.5623413251903491,9881279.0,7622,1956234,0,0.6399237240681876,0.0031341533459942955,0.8044000704077413,0.002227206774277815,0.35784906915753456
ofi,流量なし,9,1.0,7917423.0,8573,1130660,5,0.5478454740950589,0.002474079048170576,0.3262967708625386,0.002920117563396136,0.44923440834154493
ofi,流量なし,10,1.7782794100389228,6778185.0,9956,1052686,2,0.46195763005256585,0.0018872785022414898,0.19954918214248543,0.0037248094307296884,0.5343175605167044
ofi,流量なし,11,3.1622776601683795,5715541.0,10960,1113034,1,0.37111099806154,0.0013855356561749547,0.140706961088963,0.004610649645732298,0.6242783522927277
ofi,流量なし,12,5.623413251903491,4591546.0,12667,1006805,2,0.2887123127789621,0.0011209323021453192,0.08909451697019169,0.005634458192190087,0.7056532290288478
ofi,流量なし,13,10.0,3572072.0,12400,876992,11,0.21682719493832095,0.0007931706011824243,0.056097118699369085,0.006636688323812533,0.7765361167378665
ofi,流量なし,14,17.78279410038923,2682669.0,11980,767948,2,0.15378935332174568,0.0005737918141313353,0.03678149216014446,0.007604974297090287,0.838605672381164
ofi,流量なし,15,31.622776601683793,1902739.0,9200,657809,4,0.09987812819195407,0.0003493602767291912,0.024979601551625277,0.008348567368839068,0.8917733044392068
ofi,流量なし,16,56.2341325190349,1235726.0,5745,382289,15,0.06851490946953735,0.00018890129858017287,0.012570041520089767,0.00881291248179382,0.9226721780486687
ofi,流量なし,17,100.0,847677.0,3602,306111,1,0.04348182413976966,0.00009709078758260972,0.008251126617906787,0.009104050320237228,0.947414125539993
ofi,流量なし,18,177.82794100389228,537963.0,2548,176200,16,0.02903398165975638,0.00006085803620653587,0.004208471734533602,0.009310000051921353,0.9616560182883223
ofi,流量なし,19,316.22776601683796,359199.0,2005,173110,17,0.014879137090236198,0.00004033239335788016,0.0034822646454776233,0.009472067626725842,0.9756487952830379
ofi,流量なし,20,562.3413251903492,184067.0,1479,66409,9,0.009391246516208597,0.0000326488069924497,0.0014659733763093931,0.009591626166659067,0.9810171273171323
ofi,流量なし,21,1000.0,116170.0,1153,42864,18,0.005832612397150103,0.000022679497308231912,0.000843134408170037,0.009684842540770762,0.9844825450620791
ofi,流量なし,22,1778.2794100389228,72135.0,1056,28131,22,0.003472282159841855,0.00001881258921386778,0.0005011524120978357,0.009770240448421343,0.9867574773917368
ofi,流量なし,23,3162.2776601683795,42926.0,809,14613,6,0.002224710101293266,0.000013618300475727078,0.00024598791699851643,0.009835684994872244,0.9879396049038345
ofi,流量なし,24,5623.413251903491,27498.0,725,8746,86,0.0014572641217140082,0.000010729537883823748,0.00012943522528541035,0.009894432575401752,0.9886483033028842
ofi,流量なし,25,10000.0,17941.0,611,3047,15,0.001160017507431808,7.784677259387115e-6,0.00003882145926244278,0.009944082023550037,0.9888959004690181
ofi,流量なし,26,17782.794100389227,14268.0,595,2714,30,0.0008907059286700138,5.363831662461644e-6,0.00002446628425532925,0.009992507647413218,0.9891167864239168
ofi,流量なし,27,31622.776601683792,10929.0,646,1424,37,0.0007217163065310716,4.27811370639586e-6,9.430393061776631e-6,0.010045245471520347,0.9892330382219485
ofi,流量なし,28,56234.13251903491,8822.0,771,1703,52,0.0005187233390051654,3.5615054752927475e-6,7.866723507682943e-6,0.010108506416533472,0.9893727702444614
ofi,流量なし,29,100000.0,6296.0,369,1883,62,0.0003322644468360301,1.3457666132586472e-6,6.867421498010929e-6,0.010139058517426195,0.9895286770357378
ofi,流量なし,30,1000000.0,3982.0,1147,2151,684,0.000031218252971956674,3.501221001221001e-7,6.565934065934066e-7,0.010243758330756119,0.9897250234162719
ofi,順 0-0.3,0,1e-9,82477653.0,157926,7761690,0,0.9039786449791436,1914773.205294772,94106581.8155616,0.0019147732052947723,0.0941065818155616
ofi,順 0-0.3,1,0.01,74558037.0,12,835,0,0.9039683755307634,0.000016094845952020062,0.0011199330308280626,0.0019149186992505716,0.09411670576998596
ofi,順 0-0.3,2,0.017782794100389226,74557190.0,9,890,0,0.9039574756085748,0.000015510201393200028,0.0015337865822164472,0.0019150278197174208,0.09412749657170773
ofi,順 0-0.3,3,0.03162277660168379,74556291.0,46,3834,0,0.9039104325628664,0.00004457978769778603,0.0037156283920285137,0.0019155855465479842,0.09417398189058555
ofi,順 0-0.3,4,0.056234132519034905,74552411.0,2321,189772,0,0.9015814016919225,0.0012649632442086384,0.10342723170183615,0.001943726502498804,0.09647487180557865
ofi,順 0-0.3,5,0.1,74360318.0,44672,4122145,0,0.8510608443234919,0.013726462161793417,1.2666204192318662,0.0024853520019537897,0.1464538036745541
ofi,順 0-0.3,6,0.17782794100389226,70193501.0,44444,3995752,1,0.8020755024542345,0.008135433453951452,0.7314187403135051,0.003024213120086989,0.19490028442567836
ofi,順 0-0.3,7,0.31622776601683794,66153304.0,91969,7610149,0,0.7086911997622359,0.010045102753149905,0.8312010424358317,0.004139290938198893,0.2871695092995651
ofi,順 0-0.3,8,0.5623413251903491,58451186.0,93744,12560878,1,0.5552602783702723,0.00651650324337382,0.8731545723099383,0.005275889747311345,0.4394638318824163
ofi,順 0-0.3,9,1.0,45796563.0,96601,9294725,0,0.4413951769864419,0.004819624411761655,0.46373312399055233,0.00644712825599259,0.5521576947575655
ofi,順 0-0.3,10,1.7782794100389228,36405237.0,84897,8769051,4,0.3340455075092704,0.0029963529159603313,0.30949469986047634,0.007476461711486504,0.658478030779243
ofi,順 0-0.3,11,3.1622776601683795,27551285.0,72889,7486187,8,0.24239549026611043,0.0019115455653692932,0.19632849348153017,0.008360204394697611,0.749244305339192
ofi,順 0-0.3,12,5.623413251903491,19992201.0,57666,5997977,25,0.16897378589084708,0.0011719901148883344,0.12190146279137773,0.009059376390884298,0.8219668377182686
ofi,順 0-0.3,13,10.0,13936533.0,43898,4557160,14,0.11318813390244128,0.0007197052385141826,0.07471438162894192,0.009591618877500863,0.8772202472200579
ofi,順 0-0.3,14,17.78279410038923,9335461.0,33670,3299201,36,0.07277854123205987,0.0004634177281207525,0.04540861990002123,0.009999852795108758,0.9172216059728314
ofi,順 0-0.3,15,31.622776601683793,6002554.0,24061,2260222,17,0.0450824938632905,0.0002896294178521853,0.027206964884115455,0.010291583108620684,0.9446259230280889
ofi,順 0-0.3,16,56.2341325190349,3718254.0,14988,1415854,22,0.027733997359877922,0.00016378358552884224,0.015471953876791658,0.010473307761372803,0.9617926948787494
ofi,順 0-0.3,17,100.0,2287390.0,9937,959762,33,0.015976569241612035,0.00009926191818346089,0.009587180951956806,0.010593792121170233,0.9734296386372179
ofi,順 0-0.3,18,177.82794100389228,1317658.0,7205,535591,31,0.009395104331311976,0.00007025881971509999,0.005222760792509384,0.010681153587869899,0.9799237420808182
ofi,順 0-0.3,19,316.22776601683796,774831.0,5830,362684,94,0.004926468585673061,0.0000543691283207367,0.0033823006751077305,0.010751848721289729,0.9843216826930373
ofi,順 0-0.3,20,562.3413251903492,406223.0,4250,165412,55,0.002868753733631463,0.000042512660174434246,0.00165461273994671,0.010803394076886014,0.9863278521894826
ofi,順 0-0.3,21,1000.0,236506.0,3469,94374,134,0.0016816083322395467,0.000033523522415413864,0.0009120060260686849,0.010845484031174298,0.9874729076365862
ofi,順 0-0.3,22,1778.2794100389228,138529.0,3273,52434,128,0.0010050665681542656,0.000030371794608560226,0.00048656116055766785,0.010885233455732274,0.9881096999761135
ofi,順 0-0.3,23,3162.2776601683795,82694.0,2147,26628,85,0.0006551540983425986,0.000018769200068182883,0.00023278353955080288,0.010911341607693548,0.9884335042939639
ofi,順 0-0.3,24,5623.413251903491,53834.0,1779,13077,146,0.00047411265036027605,0.000013445379619916188,0.00009883374327692187,0.010933021247970914,0.9885928661016689
ofi,順 0-0.3,25,10000.0,38832.0,1911,7792,91,0.00035550656199329896,0.000011257567362514084,0.000045902127100319075,0.01095638064556643,0.9886881127924403
ofi,順 0-0.3,26,17782.794100389227,29038.0,1861,5248,156,0.00026823804855371467,8.256809687480122e-6,0.00002328411458350117,0.010979225870423803,0.9887525360810225
ofi,順 0-0.3,27,31622.776601683792,21773.0,1315,3455,178,0.0002092316156261543,4.381782466307934e-6,0.000011512591955204495,0.010995492843023329,0.9887952755413506
ofi,順 0-0.3,28,56234.13251903491,16825.0,1344,4024,233,0.0001420110205589013,3.2683327419342597e-6,9.785543864243646e-6,0.01101232303672124,0.9888456659427199
ofi,順 0-0.3,29,100000.0,11224.0,568,3125,328,0.00009459269335058102,1.1734312982679255e-6,6.455938040646597e-6,0.01101961618859081,0.9888857911180587
ofi,順 0-0.3,30,1000000.0,7203.0,1380,4377,1446,0.000010554092174763898,2.366255144032922e-7,7.50514403292181e-7,0.011039760928841397,0.988949684978984
ofi,順 0.3-1,0,1e-9,71929524.0,161631,7561700,0,0.8926264130428556,2247074.511434275,105126512.44571005,0.0022470745114342755,0.10512651244571006
ofi,順 0.3-1,1,0.01,64206193.0,9,804,0,0.8926151103126999,0.000014017340819444144,0.0012522157798703435,0.002247199633908324,0.10513769005339171
ofi,順 0.3-1,2,0.017782794100389226,64205380.0,5,946,0,0.8926018890379421,0.00001000605861491392,0.0018931462899417135,0.002247269146393906,0.1051508418156639
ofi,順 0.3-1,3,0.03162277660168379,64204429.0,47,3694,0,0.8925498797962294,0.00005289289389879762,0.004157156384301242,0.002247922563758381,0.1052021976400122
ofi,順 0.3-1,4,0.056234132519034905,64200688.0,2391,213489,0,0.889548608718723,0.001513227945206833,0.13511397774749542,0.002281163434363892,0.10817022784691305
ofi,順 0.3-1,5,0.1,63984808.0,44128,4120685,0,0.8316473079955318,0.01575802671391943,1.4714889482788043,0.002894652827120057,0.16545803917734808
ofi,順 0.3-1,6,0.17782794100389226,59819995.0,42825,3989000,0,0.7755948725588674,0.009198467075996445,0.8568052578201942,0.003490027266133445,0.22091510017499905
ofi,順 0.3-1,7,0.31622776601683794,55788170.0,75055,7012525,0,0.6770598120460243,0.009720799211783721,0.9082319298196474,0.004533479187211082,0.31840670876676447
ofi,順 0.3-1,8,0.5623413251903491,48700590.0,74259,10642498,14,0.528070107340376,0.006195543282055093,0.8879200768685919,0.005565864868974393,0.46636402779064945
ofi,順 0.3-1,9,1.0,37983819.0,71133,8037624,39,0.41533804167677574,0.004278949681407983,0.4834969515425633,0.006554792028445181,0.5781071662947789
ofi,順 0.3-1,10,1.7782794100389228,29875023.0,57428,7496293,4,0.31032229331921857,0.0024699031923625303,0.32240576045804986,0.007353185879194739,0.6823245208015865
ofi,順 0.3-1,11,3.1622776601683795,22321298.0,46022,6198401,30,0.223509018929244,0.0014897410788169733,0.20064344428056596,0.007993008087583794,0.768497972983172
ofi,順 0.3-1,12,5.623413251903491,16076845.0,35026,4969136,12,0.15393841868979372,0.0008852263640787584,0.12558699805552634,0.00847995871867587,0.8375816225915302
ofi,順 0.3-1,13,10.0,11072671.0,26660,3770234,24,0.10115183343572189,0.0005501393103975736,0.07780022253553959,0.008850601239345016,0.8899975653249329
ofi,順 0.3-1,14,17.78279410038923,7275753.0,19655,2694182,27,0.06342239188607608,0.00034710459738008246,0.04757888366210457,0.009123857213693617,0.9274537509002301
ofi,順 0.3-1,15,31.622776601683793,4561889.0,14221,1790003,13,0.03833884324617496,0.000225242583713948,0.0283513747679993,0.009321567223763339,0.9523395895300615
ofi,順 0.3-1,16,56.2341325190349,2757652.0,9548,1131060,26,0.022481223261349846,0.00014068229900004986,0.01666528289767453,0.009454310949578965,0.968064465789071
ofi,順 0.3-1,17,100.0,1617018.0,6679,725386,19,0.01230334435297053,0.00009437644183439698,0.010249940056368602,0.00954716889693209,0.9781494867500972
ofi,順 0.3-1,18,177.82794100389228,884934.0,4882,390737,26,0.006802924779270902,0.00007088555313920036,0.005673414251731203,0.009615044930082169,0.9835820302906467
ofi,順 0.3-1,19,316.22776601683796,489289.0,4083,233102,20,0.0035051095986247498,0.000060295827916425336,0.0034423409451321526,0.009671814874988374,0.9868230755263867
ofi,順 0.3-1,20,562.3413251903492,252084.0,2810,107296,23,0.0019740675473649866,0.00004529448334860261,0.001729507788388493,0.009710888387458538,0.9883150440651763
ofi,順 0.3-1,21,1000.0,141955.0,2544,57720,166,0.0011355285356191625,0.00004097178403337739,0.0009295956660403078,0.00974628668902965,0.9891181847753511
ofi,順 0.3-1,22,1778.2794100389228,81525.0,1989,29585,51,0.0006956095424518494,0.00003135770699435561,0.0004664242138904026,0.009773999328461137,0.9895303911290869
ofi,順 0.3-1,23,3162.2776601683795,49900.0,1398,15548,17,0.00045934085326854087,0.000020246272092141985,0.00022517098604336451,0.009793490867908691,0.9897471682788227
ofi,順 0.3-1,24,5623.413251903491,32937.0,1198,7384,25,0.0003396104639611674,0.000014784345006480613,0.00009112487773610422,0.009810204571752811,0.989850184964286
ofi,順 0.3-1,25,10000.0,24330.0,1154,4373,56,0.00026237291008439297,0.000010849962852493098,0.000041115153859577404,0.009826331247557732,0.9899112958423578
ofi,順 0.3-1,26,17782.794100389227,18747.0,937,2930,62,0.00020816282014549857,6.432666163127101e-6,0.000020114953957270444,0.009839466715432763,0.9899523704644216
ofi,順 0.3-1,27,31622.776601683792,14818.0,1104,2639,165,0.00015528687865694365,5.4133817640083145e-6,0.000012940139923204657,0.009855062504747047,0.9899896506165959
ofi,順 0.3-1,28,56234.13251903491,10910.0,900,3222,41,0.0000965061712026141,3.3581417891052023e-6,0.000012022147604996623,0.00986789672034843,0.9900355971084489
ofi,順 0.3-1,29,100000.0,6747.0,585,1975,263,0.0000591611786429146,2.020494400932963e-6,6.821327251012994e-6,0.009876430634663829,0.9900644081866932
ofi,順 0.3-1,30,1000000.0,3924.0,537,2131,1256,0.000011272214862788338,1.8102750809061488e-7,7.183791801510249e-7,0.009886069455334717,0.9901026583298024
ofi,順 1-2,0,1e-9,41828340.0,96689,4645063,0,0.8866378154141427,2311566.7511548386,111050617.83470249,0.002311566751154839,0.1110506178347025
ofi,順 1-2,1,0.01,37086588.0,4,362,0,0.8866290653657305,0.000010785571322980803,0.0009760942047297627,0.002311662380099234,0.11105927225417027
ofi,順 1-2,2,0.017782794100389226,37086222.0,7,543,0,0.8866159163858761,0.000024252130991988094,0.0018812724469499337,0.0023118297307519256,0.1110722538833719
ofi,順 1-2,3,0.03162277660168379,37085672.0,49,2513,0,0.8865546660469911,0.00009546724417346256,0.0048961058083247236,0.002313001185320766,0.11113233276768814
ofi,順 1-2,4,0.056234132519034905,37083110.0,1584,144154,0,0.8830704732724273,0.0017355754040567668,0.15794831868459544,0.0023508702473012317,0.11457865648027152
ofi,順 1-2,5,0.1,36937372.0,25132,2502213,15,0.8226486273859211,0.01554624848280627,1.5478284678858873,0.002951707026933483,0.1743996655871454
ofi,順 1-2,6,0.17782794100389226,34410012.0,24599,2418923,0,0.764230745425075,0.009185379145323021,0.903236915254368,0.003539801375318664,0.23222945319960642
ofi,順 1-2,7,0.31622776601683794,31966490.0,40032,4002426,13,0.6675866872605428,0.009048506090051709,0.9046756603712355,0.004496856448356542,0.3279164562911007
ofi,順 1-2,8,0.5623413251903491,27924019.0,39685,6005624,18,0.5230598872495006,0.005774482356937507,0.8738659400378093,0.005445616231923967,0.47149449651857556
ofi,順 1-2,9,1.0,21878692.0,36950,4608393,18,0.4120023530361635,0.0038588484782297702,0.4812744334271915,0.006328990374410928,0.5816686565894257
ofi,順 1-2,10,1.7782794100389228,17233331.0,28816,4302544,16,0.3084511974147713,0.0021484691722087534,0.32078994815629297,0.007017903348716005,0.6845308992365128
ofi,順 1-2,11,3.1622776601683795,12901955.0,23729,3576011,5,0.2223910361033846,0.001328888235451106,0.20026629641972882,0.007585200311207156,0.7700237635854084
ofi,順 1-2,12,5.623413251903491,9302210.0,17747,2889002,15,0.15289836253468114,0.0007751818913807982,0.1261904566722775,0.008009484099667659,0.8390921533656512
ofi,順 1-2,13,10.0,6395446.0,13426,2212221,28,0.0996888558304858,0.0004796685188648181,0.07903565994872984,0.008330465296151435,0.8919806788733629
ofi,順 1-2,14,17.78279410038923,4169771.0,9992,1579519,7,0.06168756848773315,0.00030789670715994767,0.04867180734553376,0.008569349370013638,0.9297430821422533
ofi,順 1-2,15,31.622776601683793,2580253.0,7196,1042040,15,0.036602816819802646,0.00020150906335282824,0.029180170146773366,0.008741388713881392,0.9546557944663161
ofi,順 1-2,16,56.2341325190349,1531002.0,5059,650773,5,0.020923322110258446,0.00013426230212357695,0.017271057746563855,0.008862338231037591,0.9702143396587041
ofi,順 1-2,17,100.0,875165.0,3409,402960,26,0.011207764718372676,0.00008900368142788107,0.010520658101548536,0.008943841335725544,0.9798483939459018
ofi,順 1-2,18,177.82794100389228,468770.0,2472,213098,5,0.006053700410715686,0.00006775719694318466,0.005840988330986555,0.009002944397230058,0.9849433551920543
ofi,順 1-2,19,316.22776601683796,253195.0,1954,121448,13,0.0031031764410917218,0.00005576286032214912,0.003465858679838468,0.009049664254579577,0.9878471593043288
ofi,順 1-2,20,562.3413251903492,129780.0,1645,55973,5,0.0017254428572052788,0.00005150281387203184,0.0017524419458110868,0.009088998694259767,0.9891855584485351
ofi,順 1-2,21,1000.0,72157.0,1082,28542,165,0.0010162527941198717,0.00003430126063775658,0.0009048304816292499,0.009114901463914723,0.9898688457419655
ofi,順 1-2,22,1778.2794100389228,42368.0,972,14535,72,0.0006439804687296976,0.000029502711773314882,0.0004411748103139216,0.009138236003173074,0.9902177835280974
ofi,順 1-2,23,3162.2776601683795,26789.0,813,7242,9,0.00045031388262139934,0.000021931657801499168,0.00019536170454914758,0.009157782984489778,0.990391903132889
ofi,順 1-2,24,5623.413251903491,18725.0,1117,3709,8,0.00033422954965142584,0.00002424312433388473,0.00008049932690633702,0.009184651239758626,0.9904811192105901
ofi,順 1-2,25,10000.0,13891.0,663,2414,44,0.00026007681158253575,0.000010922771267302343,0.00003977009025530596,0.009200628901552476,0.9905392942868652
ofi,順 1-2,26,17782.794100389227,10770.0,495,1531,4,0.00021114334016108168,5.906559878492699e-6,0.000018268572068630953,0.009212584512783286,0.9905762721470558
ofi,順 1-2,27,31622.776601683792,8740.0,523,1054,4,0.00017303701749754016,4.324681290904315e-6,8.715514494480208e-6,0.009225222183520782,0.9906017407989819
ofi,順 1-2,28,56234.13251903491,7159.0,407,1643,90,0.00012317394666960127,2.3245827320263124e-6,9.384003510366662e-6,0.009235121827338816,0.9906417042259918
ofi,順 1-2,29,100000.0,5019.0,200,2071,313,0.00006564633065177824,9.397987008105476e-7,9.73161554689322e-6,0.009240188107921628,0.9906941655614269
ofi,順 1-2,30,1000000.0,2435.0,368,1266,801,0.000012922760101271659,2.0097758116927446e-7,6.914065700008192e-7,0.009252062204593958,0.990735015035305
ofi,順 2以上,0,1e-9,50138529.0,120244,5524808,0,0.8874108971166665,2398235.4966975595,110190867.38663593,0.0023982354966975597,0.11019086738663593
ofi,順 2以上,1,0.01,44493477.0,5,530,0,0.887400226679965,0.000011237603435667772,0.0011911859641807838,0.0023983352204050503,0.11020143809962993
ofi,順 2以上,2,0.017782794100389226,44492942.0,15,925,0,0.8873814786229567,0.000043317620736755635,0.0026712532787665976,0.002398634391527522,0.11021988698551567
ofi,順 2以上,3,0.03162277660168379,44492002.0,85,3946,0,0.8873010813699779,0.00013803888308554883,0.0064082521488891256,0.0024003296945548603,0.11029858893546718
ofi,順 2以上,4,0.056234132519034905,44487971.0,2132,186546,0,0.8835379474335994,0.0019471932723009314,0.17037575805565178,0.00244285188342881,0.11401920068297178
ofi,順 2以上,5,0.1,44299293.0,31485,2901270,0,0.8250449070813386,0.016239451686851432,1.496427949674812,0.0030708120694964945,0.1718842808491649
ofi,順 2以上,6,0.17782794100389226,41366538.0,31048,2833847,0,0.7679053168871388,0.009643815936470089,0.8802209114956825,0.0036900564035295094,0.22840462670933165
ofi,順 2以上,7,0.31622776601683794,38501643.0,49433,4582368,15,0.6755252252761431,0.009276886616635978,0.8599540463192802,0.004675985002060913,0.319798789721796
ofi,順 2以上,8,0.5623413251903491,33869827.0,49940,6956422,1,0.5357850861166996,0.00599100973160123,0.8345212634986964,0.005672025821764863,0.45854288806153554
ofi,順 2以上,9,1.0,26863464.0,45147,5490693,7,0.4253741243149515,0.003840001543824995,0.46701374613305635,0.0065724715883447365,0.5680534040967038
ofi,順 2以上,10,1.7782794100389228,21327617.0,36231,5177765,2,0.3213822396766656,0.002182742312129214,0.31193526945879824,0.007295090089074261,0.6713226702342602
ofi,順 2以上,11,3.1622776601683795,16113619.0,29330,4379788,22,0.23344338589303748,0.0013151755538756305,0.19639243466613843,0.007880070255509772,0.7586765438514528
ofi,順 2以上,12,5.623413251903491,11704479.0,22252,3613098,24,0.1609370160680592,0.0007724704389427503,0.12542744014035473,0.00832388219695844,0.8307391017349823
ofi,順 2以上,13,10.0,8069105.0,16859,2789868,14,0.10495724381871291,0.0004773877598772032,0.07899927841942543,0.008660132562723166,0.8863826236185639
ofi,順 2以上,14,17.78279410038923,5262364.0,12485,1988678,80,0.06504397490710903,0.0003048424347864244,0.04855694381467336,0.008909146342390976,0.9260468787505
ofi,順 2以上,15,31.622776601683793,3261121.0,9232,1315779,32,0.038616128445359575,0.00020454811069087564,0.029152958030408325,0.009093282080535694,0.9522905894741047
ofi,順 2以上,16,56.2341325190349,1936078.0,6345,825584,75,0.02202253077970147,0.000133162410258386,0.0173265177794735,0.009219839006894314,0.9687576302134042
ofi,順 2以上,17,100.0,1104074.0,4547,504763,26,0.01186340447109193,0.0000941014562044003,0.010446213621750982,0.00931053729933948,0.9788260582295686
ofi,順 2以上,18,177.82794100389228,594738.0,3341,269943,13,0.006412072857619485,0.00007218051777458897,0.005831974112429174,0.009377181884901062,0.9842107452574794
ofi,順 2以上,19,316.22776601683796,321441.0,2625,154945,11,0.003268828504786328,0.00005900650981791519,0.003482957586185474,0.009429546017833645,0.98730162547738
ofi,順 2以上,20,562.3413251903492,163860.0,1835,72072,27,0.0017943428837737148,0.00004550544428804203,0.0017872852211050492,0.00946615528508246,0.9887395018311438
ofi,順 2以上,21,1000.0,89926.0,1460,37262,34,0.0010215554526435077,0.00003710343751309257,0.0009469508826115447,0.009495292975528462,0.989483151571828
ofi,順 2以上,22,1778.2794100389228,51170.0,1075,19267,67,0.0006151826852919245,0.000027011078401857126,0.00048411390471495924,0.009516768283998767,0.9898680490307092
ofi,順 2以上,23,3162.2776601683795,30761.0,804,9484,25,0.00040935152389272387,0.000018892810705850916,0.00022285997106254987,0.009532853845212312,0.9900577946308949
ofi,順 2以上,24,5623.413251903491,20448.0,538,4714,9,0.0003041878188772135,0.000010692800991732807,0.00009369119679373319,0.00954362651720362,0.9901521856639192
ofi,順 2以上,25,10000.0,15187.0,462,2697,16,0.00024088132175400926,6.954457758756752e-6,0.000040597776137157925,0.009552885017257725,0.9902062336609883
ofi,順 2以上,26,17782.794100389227,12012.0,475,1950,15,0.00019222146876109221,5.084098928644932e-6,0.000020871564022858143,0.00956241632866871,0.9902453622025702
ofi,順 2以上,27,31622.776601683792,9572.0,447,1498,19,0.00015312387328497986,3.3775402559102397e-6,0.000011318915667457582,0.009571401740071189,0.9902754743866439
ofi,順 2以上,28,56234.13251903491,7608.0,554,1289,50,0.00011590808817826511,2.968473441602334e-6,6.906791094269691e-6,0.009582588687954596,0.9903015032238672
ofi,順 2以上,29,100000.0,5715.0,560,2154,185,0.00005995885717500828,2.2757419851552876e-6,8.753478992900874e-6,0.009594133112922107,0.990345908029903
ofi,順 2以上,30,1000000.0,2816.0,446,1821,549,6.475981229407738e-6,1.9498546352766302e-7,7.961177782149649e-7,0.009604655107925079,0.9903888689108455
near_queue,先頭 0,0,1e-9,60216110.0,899818,11526526,0,0.7936375498184788,14943143.95267313,191419306.22884804,0.01494314395267313,0.19141930622884806
near_queue,先頭 0,1,0.01,47789766.0,29,747,0,0.793624662901672,0.00006068245427274176,0.0015630963221288997,0.014943625551368231,0.1914317115469598
near_queue,先頭 0,2,0.017782794100389226,47788990.0,51,971,0,0.7936076906993825,0.00013712188761182823,0.0026106931935506905,0.014944472500797544,0.19144783679981986
near_queue,先頭 0,3,0.03162277660168379,47787968.0,194,4158,0,0.7935354176814144,0.00029332401753120606,0.006286810643787396,0.014947694229999248,0.19151688808858627
near_queue,先頭 0,4,0.056234132519034905,47783616.0,8299,231820,0,0.7895477970928377,0.007056855292510829,0.19712256825037477,0.015085514491055633,0.1953666884161066
near_queue,先頭 0,5,0.1,47543497.0,140169,4566584,1,0.7113834478929403,0.06736360428462125,2.1946475861886925,0.01741328029117313,0.2712032718158866
near_queue,先頭 0,6,0.17782794100389226,42836743.0,136834,4256867,0,0.6384179059890971,0.04104327796494468,1.2768447574491733,0.019685662267295418,0.34189643174360745
near_queue,先頭 0,7,0.31622776601683794,38443042.0,250584,7661017,6,0.5070311094499045,0.04709774177589297,1.4399027887124727,0.02384707397448048,0.469121816575615
near_queue,先頭 0,8,0.5623413251903491,30531435.0,227025,11931193,5,0.30512133133930325,0.030212799037167063,1.5878195634077938,0.027617245505831476,0.6672614231548653
near_queue,先頭 0,9,1.0,18373212.0,223490,6573324,7,0.19224758168661657,0.027793135902737836,0.8174562050415154,0.031328713012501355,0.776423705300882
near_queue,先頭 0,10,1.7782794100389228,11576391.0,157847,4159133,8,0.12055604570138302,0.017519743935403665,0.46163021884031535,0.03395005799919602,0.8454938962994208
near_queue,先頭 0,11,3.1622776601683795,7259403.0,112411,2576902,2,0.07589493712338673,0.011188514357351034,0.25648473035989894,0.03581685441759773,0.8882882084590155
near_queue,先頭 0,12,5.623413251903491,4570088.0,75327,1636027,11,0.04747463962856987,0.0066971664091248955,0.14545574719318935,0.03706780293519962,0.9154575574362305
near_queue,先頭 0,13,10.0,2858723.0,50615,1050595,11,0.029186876705029004,0.004045502369715083,0.08397084978980178,0.03790836479022729,0.9329047585047436
