d,buy_sz,sell_sz,buy_usd,sell_usd,n_buy,n_sell,volume_usd,net_usd,buy_share,z_hac
2026-05-04,128965.25,159625.77,12717736.06195,15722337.77925,14324,14864,28440073.8412,-3004601.7172999997,44.71766189132154,-2.392304096039542
2026-05-05,241020.06,250955.49,25974337.8039,26976436.96711,17310,14743,52950774.77101,-1002099.1632100008,49.05374456979746,-0.3508359224999311
2026-05-06,158252.0,164911.26,17775699.0578,18483307.8385,19307,15237,36259006.8963,-707608.7807000019,49.02423033437767,-0.46627803635063947
2026-05-07,106998.25,146024.19,11874082.6454,16232279.5164,12064,11555,28106362.1618,-4358196.870999999,42.24695667494934,-2.494876401577498
2026-05-08,318271.07,318251.83,38778435.125,38747393.3125,18466,19042,77525828.4375,31041.8125,50.02002030363663,0.007448928666413861
2026-05-09,11883.55,12715.78,1501965.6984,1604400.2947,3253,4268,3106365.9931,-102434.59629999986,48.351214948149504,-0.25081713098749997
2026-05-10,58098.8,35368.28,7422711.126,4499344.9756000005,9481,10292,11922056.1016,2923366.1503999997,62.26032710082479,1.3473397211202058
2026-05-11,214774.51,256568.22,27757557.6781,33028090.9159,23435,23296,60785648.594,-5270533.237799998,45.6646565762562,-1.841335972844942
2026-05-12,234115.63,262919.67,28498525.1164,31980151.0408,26320,26615,60478676.1572,-3481625.9244000018,47.121608684563185,-1.4003766908192472
2026-05-13,203579.81,216812.17,24750175.0679,26273281.107,25788,25393,51023456.174899995,-1523106.0391000025,48.507445248437264,-0.7075919121071217
2026-05-14,208128.55,245322.06,24216000.7908,28509060.3546,28315,29773,52725061.1454,-4293059.5638,45.928824480676255,-2.6961435657577826
2026-05-15,326508.3,373441.89,35837535.1049,40987962.3894,29396,29763,76825497.49430001,-5150427.284499995,46.64797010596506,-1.9048322437052838
2026-05-16,9542.36,9222.44,1018863.2065,983878.9360999999,3982,3132,2002742.1426,34984.27040000004,50.87340925363918,0.19032377756424762
2026-05-17,15467.51,22457.99,1666122.3972,2421754.4021,3773,4813,4087876.7993,-755632.0049,40.757647037829116,-1.3592840939967963
2026-05-18,323969.49,361460.93,34745814.9982,38643409.738,24201,28298,73389224.7362,-3897594.7397999987,47.34457288940574,-1.6445997370484602
2026-05-19,392755.57,415140.56,42489009.9212,44846914.0949,22963,24988,87335924.01609999,-2357904.1736999974,48.65009490638393,-0.972776562735726
2026-05-20,333533.55,310011.85,38892000.058,36142878.9986,19275,18453,75034879.0566,2749121.0593999997,51.83189544246902,1.1994382223238604
2026-05-21,313405.55,333578.87,36578323.0878,39023303.8946,15708,16517,75601626.9824,-2444980.806799993,48.382984001541935,-0.7126865504095938
2026-05-22,209965.97,252445.56,25231671.0518,30342013.6361,15564,16665,55573684.68790001,-5110342.5843,45.40219205096844,-1.749322739250137
2026-05-23,74670.26,40522.57,8828989.3652,4800882.127,7917,9168,13629871.4922,4028107.2381999996,64.77676161695719,1.410243870429902
2026-05-24,22308.46,23183.21,2733520.4254,2836892.6907,7131,5177,5570413.1161,-103372.26530000009,49.07213106868837,-0.20772757053479113
2026-05-25,23858.49,15655.84,2947749.3061,1930612.7411,4734,4493,4878362.0472,1017136.5650000002,60.42498030239268,2.090898219021574
2026-05-26,274716.31,204336.86,33542350.8557,24891975.8189,21092,15409,58434326.674600005,8650375.0368,57.40179234456731,3.1095837338481345
2026-05-27,122486.94,129122.3,14732370.4351,15511354.7752,13742,9569,30243725.2103,-778984.3400999997,48.71215543937904,-0.48407042543304574
2026-05-28,174031.73,256035.88,20829671.2541,30638097.6992,12583,13364,51467768.9533,-9808426.445100002,40.47129237912001,-2.9459860977882144
2026-05-29,215864.75,284362.19,25711530.4923,33730480.9921,13220,12394,59442011.484400004,-8018950.4998,43.25481229558954,-2.2115717819167093
2026-05-30,35920.34,38714.3,4141683.8801,4462794.4558,6655,4479,8604478.3359,-321110.57569999946,48.13404971710925,-0.47812477696522737
2026-05-31,27140.98,38392.28,3137811.489,4437718.2678,5691,4382,7575529.7568,-1299906.7787999995,41.42035725202473,-1.757786350555412
2026-06-01,304577.92,273543.58,33778845.3893,30204078.6213,18634,18250,63982924.0106,3574766.768000003,52.793531886263736,1.254321988243471
2026-06-02,160320.49,209496.4,17274383.8043,22434266.7353,13928,13546,39708650.5396,-5159882.931000002,43.502822608068435,-2.029110363513054
2026-06-03,347957.41,332146.69,39141414.6328,37458616.8058,18796,19229,76600031.4386,1682797.8269999996,51.09843155113381,0.38917916488882276
2026-06-04,293884.12,311420.07,32507777.732,34081434.3154,19889,18389,66589212.0474,-1573656.5833999962,48.81838473904765,-0.46415309940691807
2026-06-05,184728.34,245982.29,19083442.26081,25481153.88419,17062,20594,44564596.144999996,-6397711.623380002,42.82197957930131,-2.3500948967358894
