feature,corr_two_versions,rel_level,r_real,r_l1,dr
trade_sell_vol,1.0,NaN,-0.04527177437833479,-0.04182686020431984,0.0034449141740149486
trade_sell_cnt,1.0,NaN,-0.06841590204765297,-0.06425798370912471,0.0041579183385282575
trade_dollar_imb,1.0,NaN,0.06213036235097125,0.05560347643960576,-0.006526885911365486
trade_imb,1.0,NaN,0.0890981682729704,0.08333499775690958,-0.005763170516060817
signed_vol,1.0,NaN,0.06223225817752518,0.055710785263992764,-0.006521472913532417
signed_cnt,1.0,NaN,0.10191323202648524,0.09407237956404499,-0.007840852462440248
aggr_buy_int,1.0,0.0,0.03603182112207553,0.027542524752532847,-0.008489296369542682
aggr_sell_int,1.0,0.0,-0.03467857650702522,-0.030264896037356253,0.00441368046966897
aggr_imb,1.0,0.0,0.05128778639277221,0.04457753264457577,-0.006710253748196442
aggr_mom,1.0,0.0,0.04049070606826301,0.03292536343247633,-0.007565342635786676
aggr_acc,1.0,0.0,0.04487256457972855,0.04059110612380152,-0.004281458455927027
aggr_shock,1.0,NaN,0.0003147607213400944,-0.000015670748459740814,-0.0003304314697998352
size_wgt_imb,1.0,NaN,0.08876442503173158,0.08302053427697406,-0.005743890754757522
d_depth,0.7329730870662887,0.046552030307060364,0.00495945463136373,0.004986400231176717,0.000026945599812987046
depth_vol,0.8793234293962781,-0.013657966595826949,0.00027963211028322557,-0.0022669939189648627,-0.002546626029248088
depl_rate,0.9344963292134949,0.04508255392149897,0.0004928340060675796,0.000037919153207039205,-0.00045491485286054044
repl_rate,0.9390287306628001,0.046108890614148614,0.00040999917857479664,-0.000509498481939428,-0.0009194976605142246
d_micro,0.8792625718389618,0.09922990057643487,-0.03952532745106761,-0.06789749615613151,-0.0283721687050639
micro_ret,0.8798685789709421,0.09769820529366982,-0.039484759888801645,-0.06776134846755195,-0.02827658857875031
micro_mom,0.9729669902642859,0.04966923767034619,-0.016784798124606006,-0.034425145115812864,-0.017640346991206857
micro_persist,0.9674769871940992,0.0,-0.0024632785921014665,-0.0022254111053093806,0.00023786748679208592
micro_minus_bid,0.8684560643810454,0.061003746213012223,-0.12093411953168298,-0.13004569747567848,-0.009111577943995502
micro_minus_ask,0.8778380418211378,0.06658127620619918,-0.10785134329347146,-0.10243281701155345,0.00541852628191801
