d,buy_sz,sell_sz,buy_usd,sell_usd,n_buy,n_sell,volume_usd,net_usd,buy_share,z_hac
2026-07-14,3185.2,3142.6440000000002,1350506.7173,1313354.65033,4182,4132,2663861.36763,37152.06696999981,50.69733484297371,0.2055572934675536
2026-07-15,7410.307,5091.296,3068090.58354,2181273.19619,5742,6585,5249363.77973,886817.38735,58.44690351594964,1.0982802971347674
2026-07-16,6615.689,7068.926,2495456.42592,2695005.99995,6858,6940,5190462.425869999,-199549.57403000025,48.07772836351327,-0.5044306331514009
2026-07-17,14115.561,14368.819,4677382.78243,4726582.82906,11394,10148,9403965.61149,-49200.046630000696,49.73840798306468,-0.07803963421841405
2026-07-18,506.636,509.598,173056.2645,173022.00365,4174,1784,346078.26815,34.26084999999148,50.00494987018155,0.0006855740783041521
2026-07-19,487.747,315.484,166990.06173,108855.28574,1319,1001,275845.34747,58134.77598999998,60.53756688724332,0.7538009449615787
2026-07-20,4917.073,3886.343,1719870.89823,1334655.70908,5401,5311,3054526.60731,385215.18915,56.30564468202888,1.5631039946928176
2026-07-21,8225.129,7685.095,3075491.06379,2852782.4855,7065,7853,5928273.5492899995,222708.5782900001,51.87835949571418,0.464420101411125
2026-07-22,5269.637,5294.91,2139833.30052,2138205.66611,6482,6427,4278038.966630001,1627.6344099999405,50.01902313680048,0.005013811731345474
2026-07-23,3465.685,4382.147,1337784.93694,1686411.4053,4452,4282,3024196.34224,-348626.46836000006,44.23604771471658,-1.3457719486112174
2026-07-24,4735.188,5203.183,1645199.98416,1801929.40035,4856,5122,3447129.3845100002,-156729.41619000002,47.72666763112695,-0.43891183027091735
2026-07-25,230.495,289.181,76318.44416,95412.96784,668,663,171731.412,-19094.52368,44.44058502238367,-0.5731495310794966
2026-07-26,1873.375,1164.346,644546.1521899999,400108.21654,6811,6327,1044654.36873,244437.93564999994,61.69946457732074,2.2830853158136546
2026-07-27,15619.349,14810.022,4973459.70637,4711068.57413,28942,28873,9684528.280499998,262391.1322400002,51.35469237447698,0.4300789518812516
2026-07-28,28840.106,32115.022,7838906.07081,8631018.17822,46677,46435,16469924.249030001,-792112.1074099997,47.59527701696427,-0.8436178353651905
2026-07-29,29663.912,32638.002,7430347.78293,8040566.13999,36211,32110,15470913.92292,-610218.3570600003,48.02785291127511,-0.9336800141092914
2026-07-30,29687.216,30499.402,7779280.21044,7836927.22575,23840,22408,15616207.43619,-57647.01531000063,49.81542568659659,-0.10190330692970216
2026-07-31,53707.901,66722.545,15665111.94301,19309980.0015,62658,65148,34975091.94451,-3644868.058489999,44.78933741722139,-3.015474114562179
2026-08-01,1514.358,2491.097,418205.44449,686478.24577,7544,8567,1104683.69026,-268272.80128,37.857483384367754,-3.018918731184204
2026-08-02,7707.818,6228.306,2274245.89702,1823419.90554,14195,12034,4097665.8025599997,450825.9914800001,55.501009760219446,1.2488110721808305
2026-08-03,38288.064,36192.13,11878593.73148,11140571.03757,24127,24625,23019164.769050002,738022.6939100008,51.603061408427585,0.7247770604984985
2026-08-04,23146.911,21016.424,7597486.68752,6909338.49536,37879,36476,14506825.18288,688148.1921600001,52.37180838496664,1.1317250827276435
2026-08-05,26773.378,23875.726,9252609.32407,8220563.91481,44859,34140,17473173.23888,1032045.4092599992,52.953228343674766,1.5506010414247846
2026-08-06,13542.806,18036.101,4244611.4079,5617287.49723,36369,33686,9861898.905129999,-1372676.0893299999,43.040508209752815,-2.773600466601396
2026-08-07,20664.964,24682.489,6162169.12527,7341945.01869,25726,24521,13504114.14396,-1179775.8934200006,45.631790871866706,-1.5288257197292607
2026-08-08,1122.465,669.7570000000001,334540.13592,198506.85112,4115,2528,533046.98704,136033.28479999996,62.759971269642676,1.6868962345732925
2026-08-09,3031.358,3217.899,910360.41896,964420.12652,3807,3222,1874780.54548,-54059.70756000001,48.55823905122295,-0.32839127092281034
2026-08-10,10768.582,12859.465,3245126.14453,3881777.75766,19699,19970,7126903.90219,-636651.61313,45.53346290431694,-1.143905443015818
