dt,side,delta,var,auc,n
2026-07-19,-1,0.5,obi,0.49497676557721715,10223
2026-07-19,-1,0.5,ofi,0.4575523819762997,10223
2026-07-19,-1,0.5,aggr,0.5371333261659021,10223
2026-07-19,-1,0.5,depth,0.5194094633983181,10223
2026-07-19,-1,0.5,qdepl,0.5041676820527523,10223
2026-07-19,-1,0.5,drift,0.49117199445718657,10223
2026-07-19,-1,1.0,obi,0.5141336964831804,10223
2026-07-19,-1,1.0,ofi,0.4573567708333333,10223
2026-07-19,-1,1.0,aggr,0.5496843941131498,10223
2026-07-19,-1,1.0,depth,0.5263220924120795,10223
2026-07-19,-1,1.0,qdepl,0.5070332807721712,10223
2026-07-19,-1,1.0,drift,0.49877992402522936,10223
2026-07-19,-1,2.0,obi,0.5261607057530581,10223
2026-07-19,-1,2.0,ofi,0.47609386945718657,10223
2026-07-19,-1,2.0,aggr,0.5632256426796636,10223
2026-07-19,-1,2.0,depth,0.5483524464831804,10223
2026-07-19,-1,2.0,qdepl,0.5218939936926605,10223
2026-07-19,-1,2.0,drift,0.5237989774464832,10223
2026-07-20,1,0.5,obi,0.5183976320154204,21121
2026-07-20,1,0.5,ofi,0.4761302699704142,21121
2026-07-20,1,0.5,aggr,0.5046476039985656,21121
2026-07-20,1,0.5,depth,0.5431636492513896,21121
2026-07-20,1,0.5,qdepl,0.5256058084543661,21121
2026-07-20,1,0.5,drift,0.4751220134032634,21121
2026-07-20,1,1.0,obi,0.5261112045006275,21121
2026-07-20,1,1.0,ofi,0.4928472409001255,21121
2026-07-20,1,1.0,aggr,0.49850906905594405,21121
2026-07-20,1,1.0,depth,0.5299191153397884,21121
2026-07-20,1,1.0,qdepl,0.5383878261161915,21121
2026-07-20,1,1.0,drift,0.4811775063878429,21121
2026-07-20,1,2.0,obi,0.5040207969114219,21121
2026-07-20,1,2.0,ofi,0.4739682653084095,21121
2026-07-20,1,2.0,aggr,0.49540656659046084,21121
2026-07-20,1,2.0,depth,0.5212563598260713,21121
2026-07-20,1,2.0,qdepl,0.5386876624977587,21121
2026-07-20,1,2.0,drift,0.49165795342478036,21121
2026-07-20,-1,0.5,obi,0.4916036391018202,23242
2026-07-20,-1,0.5,ofi,0.47464277570435387,23242
2026-07-20,-1,0.5,aggr,0.5005542047079186,23242
2026-07-20,-1,0.5,depth,0.5064797362832947,23242
2026-07-20,-1,0.5,qdepl,0.5214398869204081,23242
2026-07-20,-1,0.5,drift,0.48187273735590425,23242
2026-07-20,-1,1.0,obi,0.47602222831735364,23242
2026-07-20,-1,1.0,ofi,0.4825839944829296,23242
2026-07-20,-1,1.0,aggr,0.49853807810021844,23242
2026-07-20,-1,1.0,depth,0.4874375062730774,23242
2026-07-20,-1,1.0,qdepl,0.5216530096664365,23242
2026-07-20,-1,1.0,drift,0.49987197140448014,23242
2026-07-20,-1,2.0,obi,0.48185227035680106,23242
2026-07-20,-1,2.0,ofi,0.48862258021097893,23242
2026-07-20,-1,2.0,aggr,0.5096093832749696,23242
2026-07-20,-1,2.0,depth,0.4986333479338969,23242
2026-07-20,-1,2.0,qdepl,0.5208744773977263,23242
2026-07-20,-1,2.0,drift,0.5209889653966643,23242
2026-07-21,1,0.5,obi,0.48769030892275417,23712
2026-07-21,1,0.5,ofi,0.4594761382984613,23712
2026-07-21,1,0.5,aggr,0.4993867008976451,23712
2026-07-21,1,0.5,depth,0.5283794646718054,23712
2026-07-21,1,0.5,qdepl,0.5165592536007043,23712
2026-07-21,1,0.5,drift,0.4814892285111097,23712
2026-07-21,1,1.0,obi,0.4921297348036151,23712
2026-07-21,1,1.0,ofi,0.46341447474355524,23712
2026-07-21,1,1.0,aggr,0.49775198872752724,23712
2026-07-21,1,1.0,depth,0.5238634021061718,23712
2026-07-21,1,1.0,qdepl,0.5179643558166471,23712
2026-07-21,1,1.0,drift,0.4946744839864174,23712
2026-07-21,1,2.0,obi,0.5080325526850532,23712
2026-07-21,1,2.0,ofi,0.4788237723817327,23712
2026-07-21,1,2.0,aggr,0.48662231920125076,23712
2026-07-21,1,2.0,depth,0.5428034112761206,23712
2026-07-21,1,2.0,qdepl,0.5226943008659768,23712
2026-07-21,1,2.0,drift,0.5174540855394556,23712
2026-07-21,-1,0.5,obi,0.4786178053896423,24326
2026-07-21,-1,0.5,ofi,0.4420565404527374,24326
2026-07-21,-1,0.5,aggr,0.5001076953663581,24326
2026-07-21,-1,0.5,depth,0.5160519735018821,24326
2026-07-21,-1,0.5,qdepl,0.5181993343192025,24326
2026-07-21,-1,0.5,drift,0.48005092086533496,24326
2026-07-21,-1,1.0,obi,0.4928709933261183,24326
2026-07-21,-1,1.0,ofi,0.46290782895317095,24326
2026-07-21,-1,1.0,aggr,0.4947928479971265,24326
2026-07-21,-1,1.0,depth,0.521517137184215,24326
2026-07-21,-1,1.0,qdepl,0.5300805844740882,24326
2026-07-21,-1,1.0,drift,0.494868344038056,24326
2026-07-21,-1,2.0,obi,0.4905692299064885,24326
2026-07-21,-1,2.0,ofi,0.47555394375321103,24326
2026-07-21,-1,2.0,aggr,0.4948672775904848,24326
2026-07-21,-1,2.0,depth,0.5205439984960766,24326
2026-07-21,-1,2.0,qdepl,0.5319040619963774,24326
2026-07-21,-1,2.0,drift,0.5191262039651936,24326
2026-07-22,1,0.5,obi,0.47822148857335167,29554
2026-07-22,1,0.5,ofi,0.4859170896755462,29554
2026-07-22,1,0.5,aggr,0.5049462045989948,29554
2026-07-22,1,0.5,depth,0.48978690708296607,29554
2026-07-22,1,0.5,qdepl,0.49948140415978765,29554
2026-07-22,1,0.5,drift,0.5050592819143487,29554
2026-07-22,1,1.0,obi,0.4832367045918966,29554
2026-07-22,1,1.0,ofi,0.4920661040645291,29554
2026-07-22,1,1.0,aggr,0.5106916421803489,29554
2026-07-22,1,1.0,depth,0.5003672849325568,29554
2026-07-22,1,1.0,qdepl,0.5075484561256118,29554
2026-07-22,1,1.0,drift,0.5108252952617057,29554
2026-07-22,1,2.0,obi,0.4788034172935916,29554
2026-07-22,1,2.0,ofi,0.5017826072699538,29554
2026-07-22,1,2.0,aggr,0.5185006996439864,29554
2026-07-22,1,2.0,depth,0.4947054735006197,29554
2026-07-22,1,2.0,qdepl,0.5082216920424316,29554
2026-07-22,1,2.0,drift,0.5144847206342714,29554
2026-07-22,-1,0.5,obi,0.4923967947245501,29158
2026-07-22,-1,0.5,ofi,0.45935944212684365,29158
2026-07-22,-1,0.5,aggr,0.4809138942197824,29158
2026-07-22,-1,0.5,depth,0.51695119759567,29158
2026-07-22,-1,0.5,qdepl,0.5194703608788511,29158
2026-07-22,-1,0.5,drift,0.4913830795969151,29158
2026-07-22,-1,1.0,obi,0.5014575053982281,29158
2026-07-22,-1,1.0,ofi,0.4713537026392892,29158
2026-07-22,-1,1.0,aggr,0.47563761808973004,29158
2026-07-22,-1,1.0,depth,0.5067565253018379,29158
2026-07-22,-1,1.0,qdepl,0.5082055109736429,29158
2026-07-22,-1,1.0,drift,0.5007685322500535,29158
2026-07-22,-1,2.0,obi,0.5116742231273862,29158
2026-07-22,-1,2.0,ofi,0.48079922708218586,29158
2026-07-22,-1,2.0,aggr,0.4889989014183999,29158
2026-07-22,-1,2.0,depth,0.530948431823429,29158
2026-07-22,-1,2.0,qdepl,0.5300470241852613,29158
2026-07-22,-1,2.0,drift,0.5237175584401776,29158
2026-07-23,1,0.5,obi,0.4879280789461905,29087
2026-07-23,1,0.5,ofi,0.46793362950594036,29087
2026-07-23,1,0.5,aggr,0.5174671918369055,29087
2026-07-23,1,0.5,depth,0.5062430137132319,29087
2026-07-23,1,0.5,qdepl,0.5239954274705569,29087
2026-07-23,1,0.5,drift,0.48918195373116835,29087
2026-07-23,1,1.0,obi,0.4833645799061674,29087
2026-07-23,1,1.0,ofi,0.4728743896927999,29087
2026-07-23,1,1.0,aggr,0.5184423424567183,29087
2026-07-23,1,1.0,depth,0.500851693269978,29087
2026-07-23,1,1.0,qdepl,0.5335078901134483,29087
2026-07-23,1,1.0,drift,0.5017745812628691,29087
2026-07-23,1,2.0,obi,0.5075582258310493,29087
2026-07-23,1,2.0,ofi,0.49330817599400484,29087
2026-07-23,1,2.0,aggr,0.5002878948606492,29087
2026-07-23,1,2.0,depth,0.5249372844785034,29087
2026-07-23,1,2.0,qdepl,0.547049677243944,29087
2026-07-23,1,2.0,drift,0.5111556268057391,29087
2026-07-23,-1,0.5,obi,0.502529186007561,27896
2026-07-23,-1,0.5,ofi,0.47882831465275205,27896
2026-07-23,-1,0.5,aggr,0.4857041682202678,27896
2026-07-23,-1,0.5,depth,0.5128275577821825,27896
2026-07-23,-1,0.5,qdepl,0.5187342082659504,27896
2026-07-23,-1,0.5,drift,0.5038995900564036,27896
2026-07-23,-1,1.0,obi,0.4916990718385572,27896
2026-07-23,-1,1.0,ofi,0.47461730598372387,27896
2026-07-23,-1,1.0,aggr,0.4927301982149828,27896
2026-07-23,-1,1.0,depth,0.5125534063313749,27896
2026-07-23,-1,1.0,qdepl,0.515989193815483,27896
2026-07-23,-1,1.0,drift,0.5116304651008422,27896
2026-07-23,-1,2.0,obi,0.49903975147069624,27896
2026-07-23,-1,2.0,ofi,0.5067712365968362,27896
2026-07-23,-1,2.0,aggr,0.5062976526488435,27896
2026-07-23,-1,2.0,depth,0.5181688150493091,27896
2026-07-23,-1,2.0,qdepl,0.5345146297150455,27896
2026-07-23,-1,2.0,drift,0.5235066847575157,27896
2026-07-24,1,0.5,obi,0.5024340630312137,24142
2026-07-24,1,0.5,ofi,0.4642712305375304,24142
2026-07-24,1,0.5,aggr,0.5245251238891148,24142
2026-07-24,1,0.5,depth,0.5356471201462827,24142
2026-07-24,1,0.5,qdepl,0.5420445627730578,24142
2026-07-24,1,0.5,drift,0.47419994176482594,24142
2026-07-24,1,1.0,obi,0.5021052894519719,24142
2026-07-24,1,1.0,ofi,0.45733627039303165,24142
2026-07-24,1,1.0,aggr,0.5307789940838552,24142
2026-07-24,1,1.0,depth,0.5339469039299737,24142
2026-07-24,1,1.0,qdepl,0.5565000188685395,24142
2026-07-24,1,1.0,drift,0.4768894483696724,24142
2026-07-24,1,2.0,obi,0.48355950922928875,24142
2026-07-24,1,2.0,ofi,0.4536658248725087,24142
