user,n,B,A_n,rate_per_s,n_days
0x17c3c8fdbcb7d1b240ce08965e09b1fc91cba868,308673,0.8103566968784053,0.8396096353087639,0.1713811953505523,30
0x9c80801cdbd3280dfca2dc787aadfba8d2d6cb8f,289938,0.7829467972684215,0.8353848703688107,0.03176034662194617,28
0x5e75b7c318ace8af56f8903dfa323b288be7dfae,289309,0.8789538219452822,0.9162936493899014,0.03684115066637023,81
0x856c35038594767646266bc7fd68dc26480e910d,288719,0.8711210947580957,0.8934017036379418,0.09092910653214231,25
0x60373c5dc22d7d81bd4060cccb793db31d9b1f23,272239,0.33938696646954125,0.3492912140172726,0.045144700229102434,74
0xaea14980ffb4e1642576be82e80a22c0f789af38,255378,0.5962952797893362,0.6055428395058595,0.20911720970329692,23
0x1fd011219f4453774929ddeddad3361cb889d9a1,249266,0.3357065827608461,0.34787415223674734,0.044057876166410916,68
0xf28e1b06e00e8774c612e31ab3ac35d5a720085f,248528,0.8596520634277317,0.8984251935633137,0.04751378556264071,55
0x09748ec2bb6a4df6bd217abf8d5d761f6b6172a8,239082,0.6207008166624671,0.6622939471995581,0.05023271449792329,52
0xc897e2a9cf140a9035e2aebaa834ae98196c152a,229255,0.4869832613030419,0.4939977984915483,0.14514607868595705,22
0x034d4f0b00827e4ac77d910071377f707ddd23d3,223098,0.7441885741779681,0.8087885120928149,0.014533851135337257,86
0xaaf4aa93e98c43355c1fe96fa760aa5c239a4b15,222096,0.7285649335459823,0.8089620271722533,0.007129442505030628,61
0x3137dab4798758869ec683b221a0a8067ae30fae,221402,0.3531460193712601,0.3566935464702871,0.1466317807576782,20
0x5c92c6e4b3bacd41390944cd70a59e3f88562d97,217687,0.849144372763105,0.9270506155400696,0.01858433313944097,60
0x08b6ba90a7613ddc7e86e02f41d0e08c80ad41e0,217321,0.911827703125418,0.9275711368028252,0.24688812726012468,10
0x94dac1facdc4afd2614c3119447187b4143bc449,212450,0.84208414909639,0.8563722165517995,0.16527715980323046,18
0xf21cd17b9db49fdb21bfdf714558cf8bde3221bd,211272,0.7215391392001012,0.7778802858080109,0.015562447712827946,60
