feat,x_form,y_kind,day_type,hor,sample,n,beta,r,r2,t,lay,hor_ms
var_ask_depth,log1p,二乗,立会日,10ms,full,58751886.0,-6.488435819509347e-10,-3.1589145026333475e-6,9.97874083494729e-12,-0.024213009395916408,全窓,10
var_ask_depth,log1p,二乗,立会日,10ms,sub,58751886.0,-6.488435819509347e-10,-3.1589145026333475e-6,9.97874083494729e-12,-0.024213009395916408,全窓,10
var_ask_depth,log1p,二乗,立会日,20ms,full,58751886.0,3.7458023201373124e-8,0.00012789866877404386,1.6358069474172583e-8,0.9803404591935071,全窓,20
var_ask_depth,log1p,二乗,立会日,20ms,sub,58751886.0,3.7458023201373124e-8,0.00012789866877404386,1.6358069474172583e-8,0.9803404591935071,全窓,20
var_ask_depth,log1p,二乗,立会日,50ms,full,58751886.0,2.406340146269725e-7,0.0004139925030664324,1.7138979259521004e-7,3.17324359908644,全窓,50
var_ask_depth,log1p,二乗,立会日,50ms,sub,58751886.0,2.406340146269725e-7,0.0004139925030664324,1.7138979259521004e-7,3.17324359908644,全窓,50
var_ask_depth,log1p,二乗,立会日,100ms,full,58751886.0,3.3247210002685916e-7,0.0004130596447493826,1.7061827012048615e-7,3.166093259002648,全窓,100
var_ask_depth,log1p,二乗,立会日,100ms,sub,58751886.0,3.3247210002685916e-7,0.0004130596447493826,1.7061827012048615e-7,3.166093259002648,全窓,100
var_ask_depth,log1p,二乗,立会日,500ms,full,58751614.0,4.332144731330536e-7,0.0003937784773721805,1.5506148924155285e-7,3.01829651702574,全窓,500
var_ask_depth,log1p,二乗,立会日,500ms,sub,11750302.0,-9.983399864520281e-8,-0.00011814838142370151,1.3959040033040456e-8,-0.40499742022615115,全窓,500
var_ask_depth,log1p,二乗,立会日,1s,full,58751274.0,7.712852149561425e-7,0.000756245249750697,5.719068777704941e-7,5.796574484192698,全窓,1000
var_ask_depth,log1p,二乗,立会日,1s,sub,5875102.0,1.4670616042973667e-6,0.0013537363802179321,1.8326021871255498e-6,3.2812712232813257,全窓,1000
var_ask_depth,log1p,二乗,立会日,3s,full,58749914.0,4.3641741082114287e-7,0.00040572592285152063,1.6461352447371807e-7,3.1098282378329825,全窓,3000
