label,diff,se,t,lo,hi,pos,n
置き方だけ変更(門 G0),58.91035924475114,17.573074545569924,3.352308048997728,3.262173821190621,104.88193551567369,27,39
置き方だけ変更(門 G1),182.57751259838594,41.87350190123771,4.3602159912254495,96.50344591636998,272.269849796188,26,39
門だけ学習し直す(BBO),-36.81815521026294,9.388076811434557,-3.92179952825044,-64.61921183249949,-9.323225248320217,18,39
両方変更(候補 1 の全効果),145.75935738812296,38.13971759393751,3.821720940358827,73.62054608784923,218.1067196999718,29,39
候補 1 − (候補 1+候補 2),28.36585713039858,10.025718650008379,2.8293091119582607,9.581685596529294,49.68548231084898,26,39
遅延 0 − 遅延 65ms,183.55245394341557,18.620794025938455,9.857391349033241,135.87494998821623,238.58753703455207,36,39
★ 新鮮な A − 候補 1,40.6269007756483,10.594802418797798,3.834606741090909,18.149240456208418,65.4154771427392,33,39
★ 新鮮な A(遅延 65ms)− 候補 1(遅延 65ms),40.21071416150716,10.170631741300575,3.9536102755761755,21.088759834017033,62.23527894702081,32,39
100ms 寝かせた A を足す(先読み検査),34.72838529463311,11.134636888658774,3.118950859547637,13.505575932351798,60.69463007222336,28,39
