dt,n_post_bid,n_post_ask,n_fill_bid,n_fill_ask,n_fill,n_pair,realized_bp,forced_n,forced_pnl_bp,forced_cost_bp,total_bp,q_abs_mean,q_abs_max,p_absq_ge2,t_off_med,pair_pnl_mean,p_off_0.25s,p_off_1s,p_off_5s,p_off_10s,p_off_30s,p_off_60s
2026-06-16,51400,55493,2458,2458,4916,2458,-4796.9398736563235,0,0.0,0.0,-4796.9398736563235,0.5,1,0.0,10.434000000000001,-1.9515621943272246,0.01871440195280716,0.06956875508543531,0.3075671277461351,0.48942229454841335,0.7668836452400325,0.8958502847843776
2026-06-17,60732,64990,2420,2421,4841,2420,-5319.232535247305,1,-2.789287569573706,2.701287569572651,-5322.021822816879,0.5001032844453626,1,0.0,11.058499999999999,-2.198029973242684,0.016115702479338842,0.07024793388429752,0.2909090909090909,0.46735537190082643,0.7603305785123967,0.8979338842975206
2026-06-18,43571,50815,2289,2288,4577,2288,-2542.453890013957,1,1.670731929671843,1.71424397655761,-2540.783158084285,0.5001092418614813,1,0.0,13.219000000000001,-1.1112123645165943,0.013111888111888112,0.05725524475524475,0.24737762237762237,0.4130244755244755,0.7399475524475524,0.8942307692307693
2026-06-19,22148,27611,1971,1971,3942,1971,-2788.835542194143,0,0.0,0.0,-2788.835542194143,0.5,1,0.0,12.423,-1.4149343187184937,0.0136986301369863,0.0639269406392694,0.2937595129375951,0.4561136478944698,0.7402333840690005,0.8680872653475393
2026-06-20,10085,13895,1036,1036,2072,1036,-1567.675103589039,0,0.0,0.0,-1567.675103589039,0.5,1,0.0,25.988,-1.5131999069392346,0.019305019305019305,0.03957528957528957,0.13996138996138996,0.27606177606177607,0.5415057915057915,0.7055984555984556
2026-06-21,8916,14393,1014,1015,2029,1014,-1799.2193836910594,1,-6.263070077270709,1.7341783462121212,-1805.48245376833,0.5002464268112371,1,0.0,23.71,-1.7743780904251087,0.006903353057199211,0.027613412228796843,0.13609467455621302,0.257396449704142,0.5729783037475346,0.73767258382643
2026-06-22,49528,50714,2490,2491,4981,2490,-5270.697859099961,1,-3.3722314694404627,2.0651157347202314,-5274.070090569401,0.5001003814495081,1,0.0,11.0895,-2.1167461281525943,0.01927710843373494,0.0714859437751004,0.3024096385542169,0.46265060240963857,0.765863453815261,0.8963855421686747
2026-06-23,89276,90571,5373,5372,10745,5372,-10921.534340544611,1,-5.6257519001595195,2.7227007600631676,-10927.16009244477,0.500046533271289,1,0.0,5.6395,-2.0330480901981876,0.033879374534623974,0.1347728965003723,0.4650037230081906,0.6537602382725242,0.9166046165301563,0.9836187639612807
2026-06-24,91243,89492,5176,5176,10352,5176,-11574.423567138572,0,0.0,0.0,-11574.423567138572,0.5,1,0.0,4.5475,-2.236171477422449,0.03651468315301391,0.16537867078825347,0.5255023183925811,0.705177743431221,0.9043663060278208,0.9725656877897991
2026-06-25,82721,86185,5094,5095,10189,5094,-10625.815441845063,1,-11.878142778970027,1.266928568421556,-10637.693584624034,0.5000490725291982,1,0.0,5.8155,-2.085947279514149,0.030427954456223007,0.13191990577149587,0.46270121711817824,0.6503729878288182,0.9167648213584609,0.9813506085590892
2026-06-26,78269,90656,4719,4720,9439,4719,-11891.496163658545,1,-5.343948844593403,2.1689846533778203,-11896.840112503138,0.5000529717131053,1,0.0,6.562,-2.5199186615084863,0.02225047679593134,0.09874973511337147,0.42445433354524265,0.6240728968001695,0.8984954439499894,0.9718160627251536
2026-06-27,11059,15076,1121,1121,2242,1121,-1424.710954867504,0,0.0,0.0,-1424.710954867504,0.5,1,0.0,23.95,-1.270928594886265,0.006244424620874219,0.042818911685994644,0.17752007136485282,0.2854594112399643,0.5709188224799286,0.7404103479036575
2026-06-28,17367,21787,1518,1517,3035,1517,-1967.05494686141,1,-4.401556672880161,2.5797783364400804,-1971.45650353429,0.500164744645799,1,0.0,18.333,-1.296674322255381,0.01054713249835201,0.043506921555702044,0.2017139090309822,0.33882663150955833,0.6446934739617667,0.7989452867501649
2026-06-29,80262,74963,4209,4209,8418,4209,-7413.848288260895,0,0.0,0.0,-7413.848288260895,0.5,1,0.0,6.744,-1.7614274859256072,0.022095509622238062,0.09693513898788311,0.4107864100736517,0.6051318602993585,0.8709907341411262,0.9615110477548111
2026-06-30,66758,62216,2534,2535,5069,2534,-3680.251017307478,1,-1.7983789437281446,1.2781894718640723,-3682.049396251206,0.5000986387847701,1,0.0,11.9535,-1.4523484677614407,0.0122336227308603,0.06195737963693765,0.2892659826361484,0.45027624309392267,0.7640094711917916,0.8962115232833465
2026-07-01,71159,72102,3576,3577,7153,3576,-5706.205748343419,1,-5.835240013723472,1.8262480027449173,-5712.040988357143,0.5000699007409478,1,0.0,8.3,-1.5956951197828309,0.018456375838926176,0.09004474272930649,0.36129753914988816,0.5506152125279642,0.8453579418344519,0.9423937360178971
2026-07-02,129063,132235,5613,5612,11225,5612,-10823.418530286264,1,-1.5473244742014813,1.2037726099508643,-10824.965854760465,0.5000445434298441,1,0.0,5.7305,-1.9286205506568532,0.017462580185317177,0.09729151817533856,0.45901639344262296,0.6785459729151817,0.925160370634355,0.9837847469707769
2026-07-03,46960,51664,2900,2899,5799,2899,-6121.4117178366105,1,-1.9074728644430183,2.3062092966656342,-6123.319190701053,0.5000862217623728,1,0.0,10.51,-2.111559750892224,0.011383235598482234,0.06174542945843394,0.29561917902725077,0.48154536046912727,0.7937219730941704,0.9230769230769231
2026-07-04,9544,13188,842,841,1683,841,-1473.6092126227586,1,-1.9019605072104255,1.813960507211526,-1475.511173129969,0.5002970885323826,1,0.0,41.996,-1.752210716555005,0.0023781212841854932,0.022592152199762187,0.12604042806183116,0.20095124851367419,0.4042806183115339,0.6147443519619501
2026-07-05,17416,20144,2382,2383,4765,2382,-1406.4698595068526,1,-20.46620372088481,1.8226101860444626,-1426.9360632277373,0.5001049317943337,1,0.0,14.559000000000001,-0.5904575396754187,0.01595298068849706,0.055415617128463476,0.24223341729638959,0.39420654911838793,0.7686817800167927,0.9047019311502938
2026-07-06,93111,85884,4794,4794,9588,4794,-8356.668564316393,0,0.0,0.0,-8356.668564316393,0.5,1,0.0,6.665,-1.7431515570121758,0.024405506883604506,0.10012515644555695,0.4219858156028369,0.6228619107217355,0.8942428035043805,0.9741343345848978
2026-07-07,171440,138679,5853,5854,11707,5853,-12047.239661648633,1,-8.041437112849449,0.9006725931757171,-12055.281098761483,0.5000427094900487,1,0.0,6.366,-2.058301667802606,0.022210832051939175,0.09208952673842474,0.4252520075175124,0.6576114812916453,0.9290961899880403,0.9887237314197848
2026-07-08,180252,162215,5206,5205,10411,5205,-12012.000116319936,1,-1.247121350178977,0.8981868916964961,-12013.247237670115,0.5000480261262127,1,0.0,6.277,-2.3077810021748166,0.018443804034582133,0.08414985590778098,0.43112391930835736,0.6416906820365034,0.9116234390009607,0.9786743515850144
2026-07-09,118023,125526,5208,5208,10416,5208,-7890.006448206105,0,0.0,0.0,-7890.006448206105,0.5,1,0.0,7.1235,-1.5149781966601528,0.020737327188940093,0.0890937019969278,0.3901689708141321,0.6161674347158218,0.9059139784946236,0.9842549923195084
2026-07-10,128430,126145,5123,5124,10247,5123,-10846.808931657946,1,-1.9514026727170526,0.8968701336357948,-10848.760334330664,0.5000487947692007,1,0.0,7.114,-2.1172767776025663,0.01424946320515323,0.07183291040406012,0.3903962521959789,0.6140933047042748,0.9057193050946711,0.9783330080031232
2026-07-11,32765,33450,1401,1400,2801,1400,-1717.2281586988395,1,-2.058186880739241,0.8970994036699127,-1719.2863455795787,0.50017850767583,1,0.0,22.244,-1.2265915419277433,0.01,0.04071428571428572,0.1992857142857143,0.2978571428571429,0.5857142857142857,0.7685714285714286
2026-07-12,42388,40196,1664,1663,3327,1663,-1970.0180682133694,1,-5.690021278026007,1.5180464849383808,-1975.7080894913954,0.5001502855425308,1,0.0,16.676,-1.184616998324336,0.012627781118460614,0.06253758268190018,0.25856885147324116,0.3920625375826819,0.6692723992784125,0.820204449789537
2026-07-13,173568,164370,5434,5433,10867,5433,-10557.054696536023,1,-1.0426029854959724,1.3347134347318763,-10558.097299521518,0.5000460108585626,1,0.0,6.925,-1.9431354125779523,0.014908890115958034,0.07730535615681944,0.3898398674765323,0.6287502300754647,0.9158844100865083,0.9874838947174673
2026-07-14,177636,175963,5032,5032,10064,5032,-10511.41473372951,0,0.0,0.0,-10511.41473372951,0.5,1,0.0,7.260999999999999,-2.0889138977999924,0.02007154213036566,0.07511923688394277,0.37579491255961844,0.6055246422893482,0.9032193958664547,0.9821144674085851
2026-07-15,165844,148039,4256,4257,8513,4256,-8138.04564567367,1,-2.830189217375329,1.0690810843969483,-8140.875834891045,0.5000587337013979,1,0.0,8.2575,-1.9121347851676853,0.011513157894736841,0.06461466165413533,0.34375,0.5585056390977443,0.8796992481203008,0.9675751879699248
2026-07-16,195412,185776,4895,4896,9791,4895,-10728.635737983495,1,0.9856851716314704,1.2059409696813268,-10727.650052811863,0.5000510673067102,1,0.0,7.036,-2.1917539812019426,0.014096016343207354,0.07374872318692544,0.39101123595505616,0.6145045965270685,0.8960163432073545,0.9773237997957099
2026-07-17,208821,194315,6543,6542,13085,6542,-16511.806184694284,1,-6.378721283534292,1.1419087654091797,-16518.184905977818,0.500038211692778,1,0.0,5.2255,-2.523969150824557,0.02277590950779578,0.11280953836747172,0.4860898807704066,0.7036074594925099,0.9435952308162642,0.9909813512687251
2026-07-18,50768,48156,1231,1232,2463,1231,-1592.9697069264603,1,-4.51083640742497,0.9652278802474086,-1597.4805433338852,0.5002030044660982,1,0.0,26.207,-1.2940452533927385,0.01462225832656377,0.034930950446791224,0.15272136474411047,0.25832656376929325,0.5393988627132412,0.7636068237205524
2026-07-19,74819,62131,1595,1596,3191,1595,-2768.4863849418084,1,2.6633936302917416,1.6002922128032138,-2765.8229913115165,0.5001566906925728,1,0.0,19.997,-1.7357281410293521,0.007523510971786834,0.038871473354231974,0.18307210031347962,0.322884012539185,0.6225705329153605,0.8050156739811912
2026-07-20,189878,175675,4755,4755,9510,4755,-10616.280696124255,0,0.0,0.0,-10616.280696124255,0.5,1,0.0,7.488,-2.2326562978179263,0.01871713985278654,0.07528916929547845,0.37350157728706623,0.5989484752891693,0.8944269190325973,0.9781282860147213
2026-07-21,157088,146177,5589,5588,11177,5588,-9878.60166337752,1,-6.708110710975876,1.7070515972510814,-9885.309774088495,0.5000447347230921,1,0.0,6.787,-1.7678242060446503,0.013779527559055118,0.08697208303507516,0.4037222619899785,0.6338582677165354,0.9230493915533285,0.9883679312813171
2026-07-22,158631,176198,5753,5754,11507,5753,-10989.563113722337,1,-2.9675329584847314,1.0493532958483576,-10992.530646680822,0.5000434518119405,1,0.0,6.442,-1.9102317249647793,0.01998957065878672,0.08534677559534157,0.4189118720667478,0.6593081870328524,0.9266469667999304,0.9867895011298453
2026-07-23,182527,184235,6391,6391,12782,6391,-11134.368923166607,0,0.0,0.0,-11134.368923166607,0.5,1,0.0,5.651,-1.7421951061127503,0.015803473634798938,0.08230323892974495,0.4559536848693475,0.6922234392113911,0.9439837271162572,0.9920200281646064
2026-07-24,168701,160156,5180,5180,10360,5180,-10287.93482441804,0,0.0,0.0,-10287.93482441804,0.5,1,0.0,6.611000000000001,-1.9860878039417051,0.01718146718146718,0.08030888030888031,0.416988416988417,0.6258687258687259,0.9015444015444015,0.9795366795366796
2026-07-25,35577,33853,1319,1318,2637,1318,-1940.2532485883476,1,-1.7909714628495075,1.0602428657123768,-1942.044220051197,0.5001896094046264,1,0.0,20.2785,-1.4721193084888824,0.0037936267071320183,0.022003034901365705,0.1661608497723824,0.3110773899848255,0.590288315629742,0.7640364188163885
2026-07-26,49298,39940,1454,1455,2909,1454,-2018.9389247639879,1,-1.6684262295075287,1.5279672131147302,-2020.6073509934954,0.5001718803712616,1,0.0,20.272,-1.3885412137303934,0.0068775790921595595,0.0343878954607978,0.171939477303989,0.3184319119669876,0.6141678129298487,0.7730398899587345
2026-07-27,181299,165612,5519,5519,11038,5519,-12808.798041732129,0,0.0,0.0,-12808.798041732129,0.5,1,0.0,5.527,-2.3208548725733147,0.014495379597753216,0.09095850697590144,0.4660264540677659,0.6845443015038957,0.9157456060880594,0.9784381228483421
2026-07-28,206881,219379,6572,6573,13145,6572,-16759.96249644263,1,-9.96579190751445,1.5083314065511417,-16769.928288350144,0.500038037276531,1,0.0,5.377000000000001,-2.5502073183875065,0.02130249543517955,0.10209981740718198,0.4738283627510651,0.7060255629945222,0.943700547778454,0.9911746804625685
2026-07-29,239651,223890,8365,8365,16730,8365,-27148.740080797197,0,0.0,0.0,-27148.740080797197,0.5,1,0.0,4.378,-3.2455158494676972,0.026180514046622833,0.1260011954572624,0.5451285116557083,0.7729826658696951,0.9707112970711297,0.9968918111177525
2026-07-30,173272,174083,11442,11441,22883,11441,-24023.103346042597,1,-2.818951434781487,0.9014397480817342,-24025.92229747738,0.5000218502818686,1,0.0,3.143,-2.0997380776193335,0.041342539987763306,0.1678174984704134,0.6641027882178131,0.87431168604143,0.9925705794947994,0.99973778515864
2026-07-31,169209,182079,10325,10325,20650,10325,-25713.947749711704,0,0.0,0.0,-25713.947749711704,0.5,1,0.0,3.532,-2.490454987865545,0.03641646489104116,0.14150121065375304,0.6192736077481841,0.8349636803874092,0.9854721549636803,0.9991283292978208
2026-08-01,29956,18915,2754,2754,5508,2754,-4837.197146332124,0,0.0,0.0,-4837.197146332124,0.5,1,0.0,11.761,-1.7564259790603172,0.010893246187363835,0.05010893246187364,0.29411764705882354,0.4506172839506173,0.7632534495279594,0.9019607843137255
2026-08-02,50058,51696,5438,5438,10876,5438,-10367.075943671114,0,0.0,0.0,-10367.075943671114,0.5,1,0.0,5.745,-1.9064133769163456,0.018573004781169546,0.08992276572269217,0.4567855829349025,0.6691798455314454,0.9174328797351967,0.9771974990805443
2026-08-03,142557,135873,8951,8952,17903,8951,-22434.30433129925,1,-1.4093501250760694,0.9054187656345086,-22435.713681424324,0.5000279282801765,1,0.0,4.013,-2.506346143592826,0.026812646631661267,0.12021003239861468,0.5787062898000224,0.7958887275164787,0.9754217405876439,0.9958663836442856
2026-08-04,146271,160888,8757,8756,17513,8756,-19310.029526945254,1,-4.746941572278029,0.902072670180503,-19314.77646851753,0.5000285502198367,1,0.0,4.3125,-2.2053482785455985,0.030379168570123342,0.12848332571950663,0.5542485153037917,0.7866605756052992,0.9787574234810416,0.9974874371859297
2026-08-05,149147,155951,9640,9639,19279,9639,-24292.138933623235,1,-1.0480985925950537,1.2453450740787966,-24293.18703221583,0.5000259349551325,1,0.0,3.835,-2.520192855443849,0.030604834526403155,0.13984853200539474,0.5928000829961614,0.8143998340076771,0.9841269841269841,0.9991700383857247
