h_quote,n_fill,half_spread_T,A,A_se,B,B_se,edge,total
0.1,115288,0.6326230799165103,-0.0072305565238007415,0.0005449066403915148,-1.2698275145719795,0.03766984473937373,0.6253925233927096,-0.7324349911792699
0.5,355600,0.5809320432927838,-0.11909721285081223,0.004903904692151218,-1.5022378437189248,0.07897381626256442,0.4618348304419716,-1.1284030132769534
1.0,571705,0.5950636493245999,-0.2760305488946098,0.009881361670011714,-1.4744338304378457,0.09071548264360368,0.31903310042999006,-1.2434007300078558
2.0,854948,0.6086400915966974,-0.5213066630147347,0.018642069479328657,-1.392386531266811,0.09500513355602255,0.08733342858196269,-1.3930531026848483
5.0,1445515,0.6469085823093458,-1.0950090422192789,0.03533331053574099,-1.3043967768280509,0.10025343056332545,-0.4481004599099331,-1.840497236737984
10.0,2102027,0.675680915762258,-1.6184830018457539,0.05186801438809459,-1.2598571143294122,0.10090240632702775,-0.9428020860834959,-2.2906592004129083
