window,n,mean_s,max_s,p1,p5,p25,p50,p75,p90,p95,p99,share_zero,share_lt_0.001,share_lt_0.01,share_lt_0.1,share_lt_1.0,share_lt_10.0,share_lt_60.0,share_lt_600.0,share_lt_3600.0,n_rejected,n_orphan,n_censored,n_nonresting,n_other_tif
開場前 1 時間,11359007,46.75513172077416,4267908.898983466,0.0,0.0,0.2682627792031028,0.8096399771621998,3.4964298212691305,13.73723509409709,32.94205635688611,184.76822636498514,0.08306025341827855,0.08306025341827855,0.08306351074526144,0.1307606377916661,0.5367615320599767,0.8734184246915245,0.9706630165823474,0.9970700783968176,0.9992899027177288,0,0,1724,267997,0
開場後 1 時間,27283305,47.6208914248276,4325466.534440867,0.0,0.0,0.13640428751316155,0.4395535371760775,1.4426729653497956,5.701433698155293,13.640942539713016,72.60125862341867,0.120653931039513,0.120653931039513,0.12065770624196738,0.1994204880970249,0.6859981955998367,0.934810427109179,0.9874861934798589,0.9986607194399653,0.9994036279695587,0,0,2613,675341,0
昼 12 時から 1 時間,13169923,97.09950943409196,6588698.566896423,0.0,0.0,0.26315597393260165,0.7432097884242923,2.9029370194312,11.39395526463355,28.161754322840284,174.43793812527784,0.08358021531333175,0.08358021531333175,0.08358560638509428,0.13418620594820485,0.5598785961011313,0.8889764199836248,0.9737227772706036,0.997030354695316,0.998877669975747,0,0,734,277888,0
閉場前 1 時間,11215257,49.17047269440068,3885902.181539351,0.0,0.0,0.26939664727159857,0.8096659707449106,3.2918518815157882,12.500943564901966,30.165296550327085,177.43235424904836,0.08142104991441569,0.08142104991441569,0.0814247056487426,0.12902236658509028,0.5387075837851955,0.8807841853289675,0.9723670175369142,0.9973604706517203,0.9994228397976078,0,0,343,192331,0
夜 12 時から 1 時間,20122946,52.0297278223247,4654315.880069614,0.0,0.0,0.2554964489533252,0.6776133318198254,2.0862113746122875,7.459912102769757,17.686645634873944,102.57002819805139,0.08571766778085077,0.08571766778085077,0.08572055006260018,0.13975254915458205,0.5970728142887229,0.9202774285633922,0.9832649255233304,0.9982513494793456,0.9994103746041957,0,0,628,432069,0
(参考)昼 12 時 UTC,5065425,62.65581873555333,3781001.4421941834,0.0,0.0,0.276809255390143,0.8768241082670408,3.8115755017646005,15.007990801209337,35.68860292400786,211.80211300942838,0.07763376222133385,0.07763376222133385,0.0776367234733512,0.12281950675412232,0.5205547412112508,0.865068775078103,0.9681045519378927,0.9964261636486573,0.9989069031719945,0,0,294,106563,0
(参考)夜 12 時 UTC,26599687,33.461820113382245,6153481.733250286,0.0,0.0,0.19842132666084375,0.5290556644873688,1.452212949092589,5.455072061963766,13.124889064280792,72.94635650075958,0.10558857327907656,0.10558857327907656,0.1055936485267665,0.17299440403189706,0.6737029650010543,0.9369415888239587,0.987568049202985,0.9985440430182505,0.9994453694135574,0,0,789,714376,0
