var,spread_bp,qsize,fillsz,obi,abs_obi,ofi_z,abs_ofi_z
spread_bp,0.9999999999999998,-0.12452460677225503,-0.18310470188288752,-0.0007285699753355288,-0.09960594607759972,0.007991850977279768,-0.0051708347418432795
qsize,-0.12452460677225503,1.0,0.2865654431262026,0.000928958779071296,0.32325204806502117,-0.011274043742093414,0.2480870367797966
fillsz,-0.18310470188288752,0.28656544312620263,1.0,-0.0026421902491636728,0.07336369085635039,-0.003576514294939879,-0.08720227555625118
obi,-0.0007285699753355287,0.0009289587790712959,-0.0026421902491636728,0.9999999999999998,-0.017204513657674607,0.3149688628828565,-0.002982877536443878
abs_obi,-0.09960594607759972,0.3232520480650212,0.07336369085635039,-0.017204513657674607,1.0,-0.008299327201958197,0.09304214382578134
ofi_z,0.007991850977279766,-0.011274043742093414,-0.003576514294939879,0.3149688628828565,-0.008299327201958199,0.9999999999999998,0.02095045159588804
abs_ofi_z,-0.0051708347418432795,0.2480870367797966,-0.08720227555625117,-0.002982877536443878,0.09304214382578135,0.020950451595888042,1.0
