dt,n_bbo,n_seg,n_stale,n_carry,repl_bid,life_bid_ms_p50,life_bid_ms_mean,life_bid_ms_p90,size_turn_bid,order_turn_bid,touch_dwell_bid_ms_p50,touch_dwell_bid_ms_mean,own_bid_ms_p50,own_bid_ms_mean,own_bid_ms_p90,wallet_turn_bid,n_wallet_bid,touch_cover_bid,repl_ask,life_ask_ms_p50,life_ask_ms_mean,life_ask_ms_p90,size_turn_ask,order_turn_ask,touch_dwell_ask_ms_p50,touch_dwell_ask_ms_mean,own_ask_ms_p50,own_ask_ms_mean,own_ask_ms_p90,wallet_turn_ask,n_wallet_ask,touch_cover_ask
2026-05-16,89251,428754,174,1360,0.31148191062387603,471.4701345,3210.340015739856,8104.222906100008,0.0321301142337703,0.6381958897097573,404.233359,2616.914751388244,748.247254,4615.982893445081,13120.644919,0.34152936482400176,196,0.9999703884916966,0.29622669312165506,507.735672,3375.6611121196765,8975.7263865,0.006831864771594943,0.5607970737481854,410.986809,2783.5155144942933,872.778917,4710.523142234415,13234.4222336,0.3189706251336917,151,0.9999715641170004
2026-05-17,126160,633746,638,890,0.46581517270598977,465.685499,2146.720871324521,5352.440594800005,0.03602213807971225,0.9150213712820512,403.064194,1720.7539074298923,676.7865055,3026.9004917955876,8509.4969695,0.4900052465258854,214,0.9999969536051598,0.44689135897607146,469.1470955,2237.6223689059875,5296.534074800003,0.028486129086929435,0.85968513064429,403.4387505,1767.005587113913,702.485739,3192.5401463645394,8690.463916400002,0.45323401948004405,155,0.999991885240985
2026-05-18,368659,4124303,210,1845,1.698379400344001,336.227629,588.7965903245491,1063.1438764000002,0.13231016011654043,2.79240291187615,333.754594,543.5599985766221,362.988248,774.7762313642119,1665.9105176,1.723958274908774,448,0.9994661845113403,1.6986108833717366,335.789603,588.7123389727037,1039.5327791,0.13107597792191097,2.8018011228022113,333.330367,537.5351992660344,362.898525,775.2570815624616,1657.1322393999997,1.697719673714955,258,0.9998123730209768
2026-05-19,398037,4457273,61,2289,1.8457656030277931,334.928696,541.7772049413886,988.6931713000009,0.13708424060092916,3.060415551356048,331.955187,506.1259119436045,340.625653,676.3843554952648,1432.3547536,1.9615303253411878,417,0.9998823253314016,1.8876756269726844,333.570492,529.7487843331984,958.3915752000008,0.13012432590297934,3.1308674474489924,329.804933,501.6954488934364,338.5952235,670.4942978959223,1439.3426666000016,1.9942736166253903,304,0.9999077403618488
2026-05-20,343714,3673004,822,2515,1.5218962672736356,343.251685,657.0700096176802,1253.5487659,0.14801989308168056,2.626984324273882,333.5508815,578.6497914607834,390.9219565,772.8524174480664,1653.2976174,1.6939922707878814,285,0.9998644728540977,1.5785864431572039,341.615638,633.47349295878,1190.104527600001,0.15044193214916105,2.753015219577307,333.435295,561.7400180140755,360.852703,740.7204345890719,1608.7562427999994,1.8219097521813472,286,0.999866646183264
2026-05-21,369597,3709281,364,2264,1.600263709737898,340.956452,624.892485733385,1171.2228054000009,0.1538848238882956,2.877238548054878,331.6642945,538.0592992540951,367.689172,752.1306864183172,1605.5007316000006,1.7799869517336024,298,0.9998655055760275,1.6648937060866882,342.241209,600.6347699636071,1099.4394632000005,0.15714094522151797,3.029808858203473,330.8346595,515.5981347594719,361.6018895,710.6466559553159,1489.1670933000003,1.8957746457653533,276,0.9973022594488201
2026-05-22,264340,2492219,1081,1001,1.1374088803043274,398.801996,879.182359429794,1794.490328,0.10263551263750027,2.0859287100407125,343.997808,769.4263325168977,407.151569,1083.4802973417354,2447.4499238000008,1.3088073465231975,241,0.9999546140011957,1.076255500346585,394.911402,929.1474001089624,1884.442458600002,0.10907329108152351,1.9121804168047267,338.604443,804.9119918185203,404.691802,1091.799394812064,2383.594375,1.2264360703961306,230,0.9992014956876416
2026-05-23,149656,618818,298,904,0.5339829457184296,468.872367,1872.6783935148476,3991.9770295,0.02291365352217522,1.030106170716257,402.363362,1445.3191122810033,551.261737,2375.449969137314,5754.96940860001,0.6007438350845054,159,0.9999707534843689,0.5018525315575028,452.9599115,1992.5712722140454,4522.898065699997,0.03326039170081713,0.9826976057295294,401.42422,1495.8862231505013,602.820315,2580.5877217773705,6293.3308692,0.5462517638058153,144,0.9999504494440894
2026-05-24,136031,653648,128,1144,0.48952587390714636,466.252135,2042.792941706041,4796.346049199996,0.019207110363312522,0.9446651448735637,402.24106,1496.7902367840454,618.769573,2658.3339467838773,6744.179102,0.5117018184491984,197,0.9999621339781546,0.48567170400500476,466.598419,2058.954971509592,4801.269164800002,0.02433198670886106,0.9240632757269809,402.3153,1554.580457058117,674.5926105,2770.2860110467523,7019.874348900001,0.4904170783589929,156,0.9994774453831347
2026-05-25,178407,860212,140,1070,0.6359862933595193,469.621039,1572.3609304811005,3575.0229524,0.04597411505429018,1.2206992372571253,403.5442005,1235.2916078660826,673.395251,1970.2258257531946,4583.113155800001,0.7309635181189911,242,0.9999459866078123,0.6618544504808231,482.525672,1510.8797896127655,3365.712531,0.02226753139049579,1.202273238985485,407.0028345,1225.6172893266105,667.799939,1783.6654228134207,4016.7542406000007,0.7880702238176547,169,0.9987747182604798
2026-05-26,374281,3770301,321,2001,1.5948684843280527,339.386987,627.0063975646713,1229.2080490000012,0.13086426793898662,2.8513210522777785,333.167547,559.9795678680553,349.903649,728.5333284588552,1578.7913430000053,1.8882378961561401,449,0.9998150789410891,1.5328195863594418,339.680083,652.3875726027592,1370.979013,0.15821201702453705,2.6608340605285905,333.257392,571.0174004328411,350.6759505,758.8894371009775,1722.916311,1.7642442673671592,459,0.9986631903111541
2026-05-27,445768,4933450,92,3641,1.9537063662350453,332.8182355,511.84764367998815,999.2911728000001,0.17563418485760615,3.2647035232459674,285.461299,459.3526731227852,334.924616,567.7570296687238,1195.855778,2.3424453219384604,642,0.999936115896908,1.9130813108707978,334.053867,522.7137730014459,1012.662621,0.1857199686252702,3.1945182424115517,295.72662,462.40579129898623,336.222048,595.0244758038817,1279.4306910000003,2.167653417063569,513,0.9997706740656319
2026-05-28,395625,4570275,487,3298,1.7419952129886664,335.355635,574.0505762212256,1194.3744411999994,0.16508639175964446,3.0349671027351013,325.240099,522.3574144840343,340.459482,655.1350055706446,1494.0859884000001,2.16175881304089,502,0.99991961185814,1.7327010841431063,334.0637365,577.1297365155774,1234.0283116000003,0.17834437430908037,2.881075773805376,300.030633,515.8521559147762,340.164681,660.1723312598805,1504.938479,1.9800198203472563,372,0.9999644687898949
2026-05-29,319868,2923201,1824,1532,1.396127728942554,348.6860315,716.2668424023163,1439.8160645999994,0.14115511151440166,2.3044602999042425,335.66299,630.9398112496447,362.934765,808.3380120352815,1764.0509574000007,1.6323921152247562,341,0.9998809193402801,1.4059310863707137,347.5009325,711.2665601779587,1431.5690823000014,0.1355839565950789,2.342770941093391,335.484,630.6989018064897,365.677287,808.1231120286571,1769.8165421000006,1.631292565099992,296,0.9978980638224247
2026-05-30,106712,566462,413,1408,0.4018434078774711,489.3065645,2488.459879032258,6464.201918700004,0.025229274472109285,0.6517527619167681,429.882835,2176.2660319879064,601.736431,2789.0095934527026,7402.576059299999,0.4625036026032934,139,0.9999961951581405,0.4537651086101631,475.9769145,2203.7271591083,5783.2579555,0.03614953831713815,0.7559549624732609,415.7746635,1946.7880813607496,546.443911,2516.3020356791426,6681.083383000001,0.5253976110253729,148,1.0
2026-05-31,117188,606663,430,1203,0.33853098359592676,483.006208,2953.9393687923343,6045.5656754,0.022069914274406858,0.6106266071508053,434.8672295,2612.6927614633987,545.732211,3199.1801633343593,7199.615375400031,0.4249779703810468,199,0.9999803807906082,0.4248738034402159,473.166936,2353.5759356526014,4399.477461399998,0.23835872243694006,0.8495739953123803,413.978911,2252.878890482882,488.656144,2858.5174398830104,5981.344053,0.6018071394937881,157,0.9979647354256524
2026-06-01,391717,2999413,380,1297,0.89236674021597,419.7455415,1120.6009645646045,2615.9463263000002,0.2908657869541767,3.640405828433935,374.884128,865.453040084785,418.8011245,1086.2598500077959,2572.3106004000006,2.2359227340811305,374,0.999973223998519,0.8964871900209854,415.5781325,1115.4505056797539,2609.380798,0.27891251168178016,3.678219057402995,371.3955745,870.5226924253662,417.621418,1080.4804158726456,2569.7335045,2.2270799710164346,337,0.9997105874391222
2026-06-02,388098,2985985,109,1920,0.9374217679052786,437.762858,1066.7556848338993,2501.4548114000004,0.33754444480329876,3.698830438971678,378.089038,805.4154538653819,421.979457,1026.2003615708802,2438.3143810000006,2.315793920580294,401,0.9999871466596763,0.943000488191357,425.491841,1060.431822644116,2474.519394,0.32392868379970163,3.543262846927738,359.246628,792.8542341140993,414.518377,1005.3909886999819,2364.0627188000003,2.238837673314454,345,0.9999137953060655
2026-06-03,328782,2838704,361,1222,0.8347422996166725,471.6036155,1197.9579027736613,2927.6507694000006,0.28926062426574245,3.0365124137079804,397.977246,895.3819342583324,455.275955,1156.2384481161637,2826.943358600003,1.914822746582586,351,0.9999322892272373,0.8514901554082633,465.230281,1174.3957354842664,2869.262225199998,0.27742571313200115,2.960701456254684,398.134464,903.3199030583147,450.111441,1144.2986776507373,2849.746087,1.8891511887762635,323,0.9997683731510166
2026-06-04,381035,4445408,264,1735,1.2750482513116648,334.41498,784.2769257384106,1756.5882886000006,0.2612003744585976,3.275861504318523,301.5961095,673.792795410085,376.9353565,837.8351982703614,1883.1123619000002,2.28111460871531,471,0.9997176587824949,1.2818075209348267,326.089873,780.1412881739068,1788.4777711999998,0.2994118345811312,3.4306302601420184,293.7999205,683.4426227775685,367.787392,844.4162264389076,1930.808529,2.3454202628699123,366,0.9999206590484401
2026-06-05,452536,6700027,214,2046,2.2639849266540586,216.8146685,441.69905383508853,907.8145082000011,0.21456399651977776,3.198095144413399,212.854202,430.70649319988416,283.418736,528.2116477806594,1119.5375410000001,2.4027235637026565,561,0.9991605056211856,2.321079920944601,209.470316,430.83393681378874,875.044784,0.23595569014014459,3.350606950569183,207.851497,422.9967863758791,276.6328875,519.868098906133,1083.7248928,2.4555824404358635,418,0.9997325892643695
2026-06-06,183705,1491222,393,2254,0.7373903302054292,429.61589,1356.1125809696437,3209.7462477999998,0.026106811666830418,1.1629792178296838,417.538519,1303.217800153644,469.716081,1502.7389447644994,3638.6778536,0.9898385006697376,301,0.9995781055921468,0.7478535435427239,423.188976,1337.139513628254,3166.4472288000006,0.02261162863056469,1.1394369878207706,413.814146,1304.3567026774747,466.936736,1478.5512087661568,3630.5978267000014,0.9943293488720277,226,0.9998850046199179
2026-06-07,203990,1730951,964,1893,0.8295979567549521,418.353967,1205.3863447656186,2761.9595699000015,0.07124443087369452,1.2754213547242308,409.0428115,1192.2676778000382,467.00997,1357.101360727563,3253.2605854000003,1.1055943416033496,352,0.9999215557422648,0.820604868143562,417.82999,1218.6132922441466,2904.1657603,0.05058038295298621,1.2585578668132975,407.713164,1182.374591739523,466.7125095,1341.7927569370117,3294.6327776000003,1.0960688436275787,265,0.9991523870228954
2026-06-08,436205,5826832,610,2190,2.1072083985928898,260.62776,474.5615102273511,944.7660378999999,0.1365863092085916,3.0305805401234793,234.926504,460.04101992121934,297.186649,549.4193934656037,1125.4716294,2.4180431073877546,515,0.9998471991901323,2.1094885012750684,263.352681,474.04596551636126,973.5876260000002,0.13009212014815877,3.0442958785924215,241.605032,454.5472485606518,304.084258,542.2198577797211,1131.6196482000003,2.421920439359987,436,0.9991703278010832
2026-06-09,396552,5759711,250,3047,1.9412617925092999,217.47296,515.128873322844,979.0160352000001,0.17280040945446742,2.731979474075258,214.834519,501.1604410505713,271.805174,586.9420017808943,1161.513655200001,2.2422803448991155,618,0.9997316672977812,2.005335873793136,221.3794725,498.6667029012363,950.8129633999998,0.17367258879789985,2.800995685544824,218.7473085,489.5708166096626,274.842368,571.9607350499743,1136.5867280999998,2.3014122959972227,446,0.9994641572501108
2026-06-10,485204,7366562,372,3380,2.4631014409796474,243.4730025,405.990303273556,815.3981316999999,0.18812090321475244,3.558303163882595,221.633051,383.6298257443305,273.983532,442.48132727218615,886.7092447,3.0257544539834096,511,0.9998623107978669,2.4965969631575198,228.7659505,400.54337116376917,809.724978,0.20367923449854408,3.5706643310166544,218.914887,385.2658039645904,274.842905,449.623544177975,902.9487555,2.996819137658365,347,0.9998901004637681
2026-06-11,431560,6285142,1655,2109,2.2098582618834857,261.717748,452.51770995832527,882.955202,0.14593211901017772,3.2719110661357576,246.0177515,432.9803952854732,292.457368,517.4045813999218,1035.9205544,2.632267337024242,375,0.9998676693476896,2.183608158244204,265.942089,457.9551948440243,899.1129573000003,0.1262869642579552,3.191297321934876,260.315091,441.0919270860199,310.203274,523.8241947774876,1053.9969945999999,2.5925102356128953,403,0.9976992554270386
2026-06-12,380559,4878984,400,1889,1.7798571949177677,266.961393,561.8391744755328,1070.8306501999998,0.19957348971338226,2.8527068145678935,233.7270905,505.00424120160017,279.6307795,600.4226924756318,1209.442923,2.310772614299713,371,0.999957010310703,1.7603081183244365,267.4203255,568.0786303542949,1082.0100467000002,0.19349975539614053,2.9283683383633976,233.339013,512.6418863857315,279.117623,618.6166508863881,1235.2916308000001,2.343053475530501,311,0.9997045234923267
2026-06-13,98976,715634,555,1449,0.37866127171975655,514.208412,2640.8019766818165,6481.320168400001,0.015138960077285893,0.5777258032122401,470.712772,2486.9149484667337,543.628227,2758.4162185732234,6932.934577100009,0.5149821073449947,154,1.0,0.37801311695706225,545.2620085,2645.4108472473667,6708.217513400012,0.036825320661561564,0.5782697902452157,482.4565225,2481.4995990122293,602.399378,2752.686842809532,7252.130328,0.5162784168703833,113,0.9999816804630108
2026-06-14,125882,731711,567,1299,0.29592791825286746,536.902794,3379.0691194128826,8342.4515396,0.041966100257777014,0.8574131799191341,492.41668,2707.8334459093817,601.804326,3019.246201153339,7439.060997,0.752921735692488,205,0.9999911829613456,0.34232869360783247,534.8549425,2921.07033316208,6973.324407699998,0.046421519202205226,0.8483737672096735,471.974685,2385.9107365976342,534.996985,2633.3976198197383,6446.61783,0.7524471954606213,184,0.9960476924782072
2026-06-15,303572,2718924,401,1224,0.6813584047031448,419.827231,1467.6314352577374,3431.1687592999983,0.19158631953459124,2.576022967258911,337.071108,1064.5644196924745,402.183229,1257.6106472638025,2930.0,2.097848696727634,348,0.999993257771119,0.7289628674686757,457.447879,1371.7902067799723,3197.771350800001,0.220635959278207,2.518383719854986,344.081176,991.7168254850474,403.141987,1168.6997316298994,2749.7289923999997,2.067454989160826,317,0.9998278415558444
2026-06-16,357494,3782083,189,1570,0.9286192054755645,381.6511605,1076.85424795093,2358.3297307000007,0.2489510206281484,3.2141884478638465,278.59617,801.5269967251387,339.153005,1001.2453643169403,2304.0883874000006,2.4572858423613035,466,0.9999769394273339,1.0101834330308275,400.079407,989.9078818684793,2087.1506637999996,0.2630699786849209,3.2877085235600334,274.28639,734.6570204778668,336.990175,901.208369871145,1955.9485370000004,2.5569407308600707,346,0.9999278602964109
2026-06-17,389181,4219919,248,1457,1.0866430922427301,348.2703385,920.2555613000874,2105.7144425,0.2955861595261908,3.5397585363666044,295.776393,739.7967030377167,348.020602,901.8544969187462,2181.8618526,2.7758270881342253,384,0.9999918372058302,1.1665976161945093,360.099029,857.1850866938508,1935.2608937999996,0.22418060691533473,3.638463252675344,286.4733295,669.875358020276,339.694565,812.6646038706567,1874.6653204000004,2.8650178179507293,308,0.9999619262275634
2026-06-18,339010,3405779,361,1774,0.8105607253351654,403.0,1233.6962423188497,2921.1747400000004,0.224110628139186,2.968271246534163,335.09764,914.9503406399474,400.216445,1104.664462740484,2719.6785989,2.3601770903143744,332,0.999989201382515,0.9094386707963591,405.170724,1099.5653754112707,2520.530512,0.2503242432036082,3.1151356091652165,334.989464,831.4847471259168,400.0920945,1010.4698594996554,2410.761607,2.451473968904787,313,0.9999635502278811
2026-06-19,219601,1570908,215,1789,0.4024887641095246,501.501709,2484.4699601041552,6284.875260800004,0.14772688459798589,1.5668866521345517,419.281729,1794.8934475844433,563.9826285,2169.1916893567045,5589.6789955,1.256588116532888,277,0.9999963268626537,0.5513589108851819,470.521568,1813.6625493339632,4284.7419838000005,0.11533695452465517,1.8178084303921689,403.063138,1397.1475663199983,472.138886,1685.2093503778965,4156.553453,1.4580408380871033,248,0.9999802532045802
2026-06-20,118236,850712,476,1278,0.18064896616379197,953.530606,5535.2430497177265,15794.892285200003,0.04375008542698569,0.7587302875385199,815.607877,3720.1333368980077,1088.4370435,4263.566231792129,11146.853644900004,0.6549566694821027,183,1.0,0.2604525682716434,622.009818,3839.3000694562743,10408.085731900008,0.06150499432710474,0.8343903523650645,578.963781,3058.4174478631867,715.7169015,3468.30197687214,9279.4931895,0.7274338495255206,182,1.0
2026-06-21,116067,756446,524,1189,0.17540598420847744,1025.0414645,5700.683611465361,15835.471169,0.08519221629142615,0.7280361081281193,873.560242,3934.38427134115,1081.713236,4391.224719654563,11152.96514020001,0.6183827729653931,197,0.9999947958312432,0.26829997492159124,686.032982,3727.171425536819,9930.95046,0.04143661204738789,0.840085288802634,615.371846,2967.2306678352093,730.001842,3356.617472067357,8789.497777800003,0.7344134553599815,167,0.9999993289142739
2026-06-22,364606,3531300,194,1810,0.8907307721897819,407.684114,1122.6590988989722,2622.529592799998,0.09941998180981074,3.161979656244948,348.230846,836.8879732514614,402.667414,1009.8402266663176,2461.0685539999986,2.5196206146149587,415,0.9999923784979585,0.9643661209861565,419.064647,1036.9381259486324,2289.940842,0.24855672239712143,2.981560320023966,352.466104,796.404206095946,402.6822565,945.1164585989162,2179.9736005,2.4197811743890036,411,0.999629139136789
2026-06-23,548457,5983605,142,3313,1.6169269348354445,335.962989,618.4527082909601,1426.0822786,0.4091305462460084,4.8389752077823625,270.1647815,478.50458433051097,329.460387,577.8190605887644,1329.6039869999995,3.7494690936475266,766,0.9997828429039693,1.648477970785978,338.706013,606.6159188534076,1371.0144101999997,0.35438708621371867,4.81072279444588,270.538485,464.09169811348386,327.671573,559.9776017304101,1274.942108200001,3.7263092906625603,498,0.9999498861871531
2026-06-24,555373,6147527,99,3802,1.6027114660804607,286.891779,623.9381196450912,1401.302462800001,0.4159895486509582,5.306005741778199,245.496723,486.0415103798049,281.4896205,605.0631236820685,1360.666602,3.86308625470251,969,0.9998606687098661,1.6639037153197938,291.8789735,600.9921336504361,1307.2010889,0.4416266078179201,5.304883054398547,224.862435,457.37170911029995,274.450422,575.4525468432512,1261.627468,3.8104356888258835,734,0.9999237693416783
2026-06-25,512019,5583207,643,3602,1.47953937932333,333.171494,675.8807445538633,1566.111657,0.3342840404429328,4.82148911447052,271.066185,522.6281620930322,333.074174,653.3680749576519,1494.4584672000028,3.5647625878863587,833,0.9999457299766651,1.544539482226201,336.197333,647.4373222620926,1427.075142,0.33755678277384055,4.778954324910682,269.942524,491.5508531198181,332.13624,612.4792565347866,1346.037156,3.547436171567698,733,0.999834901866431
2026-06-26,521366,6169286,1037,2282,1.4989262006685342,342.964592,667.144252701695,1490.7852396000005,0.38793434164879204,5.089022567582284,274.0684595,486.86662698630835,329.456303,585.2269126270968,1237.071066800005,3.8156905183150895,588,0.9999524456206078,1.5719714363923991,346.180483,636.139190573588,1393.6449806,0.3840331457266192,5.25160637778877,275.609274,474.00855724154843,331.618739,569.7413982719246,1183.4190758000002,3.90365499169512,460,0.9999900509037035
2026-06-27,131964,784132,832,2097,0.21818618244525137,1090.17927,4582.998538329196,11393.599629900036,0.07240210933630455,0.9893321477307703,749.001794,3234.525528686196,807.753591,4122.836486893628,10052.847363999997,0.6566650607941932,218,1.0,0.2633026080551177,875.413355,3797.9114881789087,9200.811520800002,0.09771075080025361,1.3208302354404113,737.728547,3186.2345822973675,751.5296015,3828.6893449056174,8728.8937525,0.953208914193471,187,1.0
2026-06-28,160140,1028658,595,1321,0.3286557739487707,818.9411415,3042.590038075011,7747.4741845,0.10153246606683496,1.3645088639133853,597.84619,2101.6602778131646,665.8901065,2753.124754714799,6540.5378089000105,0.902087469977788,241,0.9999994952406935,0.3896529892581569,750.5459,2566.3098295365653,6449.5119745,0.12190859698590584,1.5758347001788073,590.438035,1937.059501042542,617.8172695,2387.2158625752063,5899.276272900001,1.1077881361027238,230,0.9999715215754159
2026-06-29,470964,5348462,414,2522,1.3754529205311907,340.4390395,727.0271271361411,1674.5066515000005,0.3490617221157713,4.658836206388277,288.456717,550.49640415139,333.0820485,663.295393260177,1429.1597938999996,3.4470871718540503,673,0.9995121857136323,1.4461127214369787,349.064623,691.5034918472847,1554.2649108000012,0.3443839744637856,4.6375630345512855,285.451113,518.9913904545217,333.718583,613.3545334506838,1278.8167931999997,3.5228395710233182,519,0.999932098670696
2026-06-30,393166,3940096,122,2823,1.1419588319851035,401.9785395,875.6883102884435,2008.2517801999993,0.2858754941526706,3.9134636575850488,334.712575,644.6144670199869,340.9367575,797.207685382654,1743.1272207000006,2.788461057750052,382,0.9999915730763291,1.1884987701936913,403.0554185,841.3893953050951,1896.2374675,0.292869644051717,4.001601342105913,334.216103,615.6381387950679,341.983395,742.7170930476844,1565.489668,2.9318772165022557,363,0.9999563580777364
2026-07-01,477481,5040414,1125,2253,1.278618951510103,359.921252,782.0867560530176,1823.6597272000001,0.2989359177460385,4.468869995380394,320.461376,598.5835106618485,334.112695,703.9280306510299,1542.881192,3.3419302146967436,747,0.9998714992128642,1.3293252809561686,374.316814,752.2613271002499,1705.1993548,0.2089034093844521,4.627377911783925,285.244315,542.8005370397971,330.73647,634.2455063845925,1324.18548,3.54959352511019,409,0.9999915826677258
2026-07-02,574396,8328987,230,3317,2.319725337835685,224.730417,431.0833676263889,931.8593284000001,0.4046135596659191,5.440342955050166,206.491597,373.4623513877522,265.116518,442.8462931952205,937.517736,4.269751105055338,923,0.9996613967536956,2.3591466870786313,255.826255,423.8799984129941,890.281433,0.41754037013199813,5.594382513791909,208.234647,360.479572861077,266.498568,425.32340599285806,879.2824352999999,4.40148739310091,536,0.9999381565976213
