k,var_1d,var_5d,turn_1d,turn_5d
2026-06-25T00:00:00.000000000,108.824278243862,,5.128051784428371,
2026-06-26T00:00:00.000000000,185.5364100720017,,3.3088183969127996,
2026-06-27T00:00:00.000000000,43.37877766493271,,0.15384846450031722,
2026-06-28T00:00:00.000000000,52.25534826482277,,0.368282510849518,
2026-06-29T00:00:00.000000000,160.94065755847427,110.1870943608187,2.6126565731060367,2.259655482384033
2026-06-30T00:00:00.000000000,79.67964990968102,104.3581686939825,1.260341919452638,1.5731746719921178
2026-07-01T00:00:00.000000000,86.47597828411217,84.54608233640458,0.7984621676852891,1.1278686467688628
2026-07-02T00:00:00.000000000,147.75451218736356,105.42122924089077,1.6990636253625806,1.3996924855717472
2026-07-03T00:00:00.000000000,146.9546106407523,124.36108171607667,3.374733235845979,1.9817570278350845
2026-07-04T00:00:00.000000000,15.25966175017118,95.22488255441604,0.16179659506042723,1.5064670874458344
2026-07-05T00:00:00.000000000,24.203173733282146,84.12958731913629,0.26789628005556176,1.2932478862130081
2026-07-06T00:00:00.000000000,77.8485499179644,82.4041016459067,1.0899115649945013,1.3367739834108257
2026-07-07T00:00:00.000000000,106.81807492168411,74.21681419277083,1.8437179715138354,1.3762538791722374
2026-07-08T00:00:00.000000000,119.3100407644353,68.68790021750743,1.5978339499631042,1.0402641926749838
2026-07-09T00:00:00.000000000,59.54178183103256,77.54432423367972,0.999109464767389,1.1880497355459403
2026-07-10T00:00:00.000000000,36.70981523199157,80.04565253342157,0.7047075650565123,1.2521187802188007
2026-07-11T00:00:00.000000000,6.622107827066146,65.80036411524193,0.060720536089611914,1.0427317951742923
2026-07-12T00:00:00.000000000,10.76674989869946,46.590099110645006,0.14260117202101202,0.7134979982327885
2026-07-13T00:00:00.000000000,81.75697401658607,39.079485761075155,1.240027727051447,0.6419204481558709
2026-07-14T00:00:00.000000000,83.00903829315618,43.772937053499874,0.797314439905257,0.6101171639338937
2026-07-15T00:00:00.000000000,76.04146885537673,51.639267778176915,1.6639350246179794,0.8144294295421063
2026-07-16T00:00:00.000000000,78.33746062529032,65.98233833782174,1.7285172218749711,1.1417104052012685
2026-07-17T00:00:00.000000000,132.31369916135753,90.29172819035337,2.3941171351525634,1.6464245486420799
2026-07-18T00:00:00.000000000,13.2321552607362,76.5867644391834,0.08540708522770092,1.3148994864347718
2026-07-19T00:00:00.000000000,9.699040401628299,61.924764860877815,0.0672045874110178,1.1037821673994797
2026-07-20T00:00:00.000000000,73.79927930510095,61.47632695082266,0.6862544501925694,0.9344758805059454
2026-07-21T00:00:00.000000000,95.64515603180494,64.93786603212558,1.3300609205940197,0.9087996964340089
2026-07-22T00:00:00.000000000,51.018676018192856,48.678861403492654,1.1039700233281144,0.6373009920972242
2026-07-23T00:00:00.000000000,55.34127325758152,57.10068500286172,0.8060874084365562,0.7837851383466695
2026-07-24T00:00:00.000000000,62.180236003671766,67.5969241232704,0.9142622722493099,0.9654054216657513
2026-07-25T00:00:00.000000000,5.912723800071238,54.01961302226446,0.0450184759179487,0.8341942957150006
2026-07-26T00:00:00.000000000,23.717204104351033,39.63402263677368,0.25688930904890933,0.5959203899076658
2026-07-27T00:00:00.000000000,120.13716954525785,53.45772134218669,2.607925510491714,0.9304530900577647
2026-07-28T00:00:00.000000000,138.6842088145409,70.12630845357856,4.805721929329607,1.790043349502637
2026-07-29T00:00:00.000000000,207.93351418682695,99.27696409020959,4.708242260536059,2.579752607364634
2026-07-30T00:00:00.000000000,277.9864755120626,153.69171443260788,4.1149842074462715,3.387343611823129
2026-07-31T00:00:00.000000000,224.0021149702761,193.74869660579287,4.559252158943915,4.251864465906088
2026-08-01T00:00:00.000000000,11.047843859750161,171.93083146869137,0.1504899545305346,3.290253363569459
2026-08-02T00:00:00.000000000,30.708236310054822,150.33563696779413,0.5122860509693344,2.4132943689985678
2026-08-03T00:00:00.000000000,126.77983258733973,134.1049006478967,3.2153198902476503,2.313402666996324
2026-08-04T00:00:00.000000000,50.362894645439546,88.58018447457208,2.1453535350489443,2.072971151954007
2026-08-05T00:00:00.000000000,45.86597778780096,52.952957038077045,2.6849762564316237,1.608078267871807
2026-08-06T00:00:00.000000000,42.189542756406496,59.18129681740831,1.736505785606807,1.9889093905477155
2026-08-07T00:00:00.000000000,53.30306235676845,63.700262026751034,2.317280850574388,2.4531574403777214
2026-08-08T00:00:00.000000000,5.244455148282453,39.39318653893958,0.0981476329271485,1.8177543400935354
2026-08-09T00:00:00.000000000,3.982270364913375,30.11706168283434,0.33910284457636464,1.4534374218190056
2026-08-10T00:00:00.000000000,38.81761940295136,28.707390005864422,1.3112933098507482,1.1744828929908449
