dt,grid_s,series,n,rv,rvol,bv,medrv,rho1,rv_ac1,rv_nw5,rs_up,rs_dn,rq,tq,se_rv,jump,rj,z,mean_abs,max_share,zero_share,ret_sum,park_bp,oc_bp,gap_max_s
2026-05-04,0.0,mid,28124,976567.7468698806,988.2144235285582,425737.7666097118,650785.6702281282,-0.15918346328335126,665678.3066169858,503800.19468148286,453545.05700635724,523022.68986352347,82226618823893.5,4619486490370.7705,76468.51728813734,550829.9802601688,0.5640468692783505,24.010026830834086,1.571274203586027,0.07909680805691213,0.0777627648983075,-155.70387918105058,515.8061881145048,-155.70387918105055,4397.458361477
2026-05-04,0.0,micro,28124,7858416.942743858,2803.286810646363,8389749.825377163,9587392.073031768,-0.5471913375076686,-741599.9911115225,1833535.4157412888,3836539.5003233384,4021877.44242052,177373616922530.38,209669306930091.75,112310.65607359353,0.0,-0.06761322114932007,-8.418705801210063,9.996532964519036,0.007100949896848367,0.0002488977385862608,-150.65982172580507,515.8061881145048,-155.70387918105055,4397.458361477
2026-05-04,0.0,spread,28124,57994443.59932527,7615.408301550566,31379549.31744263,47357607.90675651,-0.2646523286736425,27297886.315692794,19953458.145238467,28515886.55712475,29478557.042200517,5.694183020093211e+16,2.47105983049361e+16,2012297.3912545724,26614894.28188264,0.4589214522991352,19.686819349938535,11.63098697054782,0.004270733057475981,0.0760560375480017,-50.84130773606218,515.8061881145048,-155.70387918105055,4397.458361477
2026-05-04,0.0,bp,28124,9216.064611585629,96.00033651808533,9698.748841312898,11370.15409637389,-0.5307075625519576,-565.8172739933034,1918.7413577971856,4515.633326922929,4700.4312846627,130470511.28766632,200637370.01969072,96.32358443095167,0.0,-0.052374223713718374,-7.706541549102454,0.3636893149429697,0.00043109551526986415,0.03050775138671597,0.17903114224840533,515.8061881145048,-155.70387918105055,4397.458361477
2026-05-04,0.0,ofi,28124,28155947.209313005,5306.217787587785,25486830.07671533,37056509.81386568,-0.5197075121503154,-1093028.6565150097,8383955.278496988,14414250.516526,13741696.692787,3013556455284736.5,4567040557744900.0,462930.8454440497,2669117.1325976737,0.09479763237071359,7.682949975339575,11.338837967572065,0.003327903349456744,0.0002488977385862608,12112.080999999898,515.8061881145048,-155.70387918105055,4397.458361477
2026-05-04,0.1,mid,863974,1018855.5441344591,1009.3837447346074,11331.892534747492,26447.18448722486,-0.005215424101970495,1008228.0730259722,976199.1009529692,478063.6707219634,540791.873412496,2600332286759823.5,583984465.1183094,77585.23598118665,1007523.6515997116,0.9888778221800086,552.316928451972,0.050942127239391344,0.07581387967453042,0.9702352154115749,-155.70387918105067,515.8061881145048,-155.70387918105055,4397.458361477
2026-05-04,0.1,micro,863974,7774630.305170244,2788.3024056171244,210776.51990561918,432903.9241980814,-0.009927148783873024,7620270.534677962,6785230.622109608,3808757.234393491,3965873.070776754,5407996675394523.0,769642082204.7949,111887.83467587178,7563853.785264624,0.9728891906583069,278.41018721958574,0.3221283974164274,0.007177476328599079,0.9677721783294405,-150.65982172580493,515.8061881145048,-155.70387918105055,4397.458361477
2026-05-04,0.1,spread,863974,54006376.41523941,7348.9030756460115,600553.5408888464,1222592.5426415908,-0.004043475985723394,53569629.44902533,51915036.62173351,26343597.115900666,27662779.29933873,1.622141787402478e+18,1700617994591.4077,1937800.5163138995,53405822.87435056,0.988879951206662,542.4201772839228,0.36132760965279453,0.004586102676566082,0.9701703986462555,-50.84130773606144,515.8061881145048,-155.70387918105055,4397.458361477
2026-05-04,0.1,bp,863974,9159.966678904468,95.70771483482649,256.67962771934674,546.4057124310455,-0.008683199078903208,9000.891050521192,8048.591230174918,4489.99176313709,4669.974915767377,4021041934.860972,1589287.9690263036,96.47925969403533,8903.287051185122,0.971978104646332,235.71678128222246,0.011742269870601106,0.0004353804328317591,0.968739800040279,0.17903114224840155,515.8061881145048,-155.70387918105055,4397.458361477
2026-05-04,0.1,ofi,863974,28046413.284811005,5295.886449387959,866905.9392778592,2165231.044564432,-0.012845501222506994,27326216.774613004,22747962.487467,14366442.471934002,13679970.812877003,9.230870810778933e+16,19967660070647.902,462259.6622784032,27179507.345533147,0.9690903100344975,223.9322065841787,0.36736205834897423,0.003340900316681311,0.9677791229828675,12112.080999999898,515.8061881145048,-155.70387918105055,4397.458361477
