window,n,mean_s,max_s,p1,p5,p25,p50,p75,p90,p95,p99,share_zero,share_lt_0.001,share_lt_0.01,share_lt_0.1,share_lt_1.0,share_lt_10.0,share_lt_60.0,share_lt_600.0,share_lt_3600.0,n_rejected,n_orphan,n_censored,n_nonresting,n_other_tif
開場前 1 時間,22078762,45.814631673679926,3109788.165649041,0.0,0.0,0.20109336678720133,0.5688829189678254,2.3255107901415566,8.885691646737255,20.329521358364524,105.40656064975333,0.10271789695454844,0.10271789695454844,0.10272591370838637,0.1621476783888517,0.6094986666371964,0.9090127879452662,0.9820606789456764,0.9983860508120881,0.9996901547287842,0,0,0,246995,0
開場後 1 時間,58594007,35.31770362105278,5438911.573659836,0.0,0.0,0.11646509275608358,0.3843116731860819,1.0779402281039507,3.618230945442312,7.831113028924316,39.95029164513754,0.1526214617819191,0.1526214788485109,0.15264021796631863,0.24073873288781905,0.7346225186476836,0.9603476512538219,0.9935286555841795,0.9991316006089155,0.9996261051066195,0,0,0,736519,0
昼 12 時から 1 時間,30574316,52.37791173059745,5893363.112797894,0.0,0.0,0.19524116923935003,0.492792546729686,1.8908300675960727,6.887335181123743,15.417255724621228,77.28978841238289,0.11320724231410442,0.11320724231410442,0.11322032519059462,0.17922808150475059,0.6405041735030148,0.9265425594476095,0.9862057093934661,0.998567228781177,0.9995018694776361,0,0,0,300242,0
閉場前 1 時間,30949650,45.422072155874794,4571478.217679639,0.0,0.0,0.1842330353478701,0.47393396114352776,1.7881081176013103,6.594987573142877,15.034893399711601,74.52525990988778,0.11615653165706236,0.11615659627814855,0.11617365624490099,0.18416990175979372,0.6502930081600277,0.9288503424109804,0.9866133542705653,0.9988208913509523,0.9996570235850809,0,0,0,268072,0
夜 12 時から 1 時間,14176849,60.63498133542805,5486922.884017214,0.0,0.0,0.21408640057849215,0.7055343773091434,3.05483885717606,11.870110604532472,28.054287165098263,151.4550732851938,0.08744291485364625,0.08744291485364625,0.08745003914480573,0.1410674544110613,0.5636543071030805,0.8858174337611976,0.9742281941494898,0.9975268129046165,0.9994548153824591,0,0,0,141890,0
(参考)昼 12 時 UTC,9472829,30.462990981068728,5630383.855431902,0.0,0.0,0.20498701242194564,0.6428265452567473,2.7300216639360957,10.30771258560216,23.550558676325952,121.78337392260747,0.09379310024492156,0.09379310024492156,0.09380133432156329,0.1482287920535671,0.58241460919436,0.8974295851851648,0.9793946454644119,0.9980712203292174,0.9995600047250932,0,0,0,101559,0
(参考)夜 12 時 UTC,24022348,27.14792569038056,2256193.571472087,0.0,0.0,0.19757861661671963,0.48032064541635694,1.8490124933552863,7.187191362579146,16.52503096668567,86.24967645583729,0.10715701063026811,0.10715701063026811,0.1071654194669064,0.17488061533368846,0.6452285180449472,0.9231481452187771,0.9847624387091554,0.9986229073028166,0.9996651035111139,0,0,0,273170,0
