d,buy_sz,sell_sz,buy_usd,sell_usd,n_buy,n_sell,volume_usd,net_usd,buy_share,z_hac
2026-06-05,31407.326,39683.934,51072619.0794,63992413.4202,33581,31365,115065032.4996,-12919794.340799995,44.38587290155031,-2.860904830776416
2026-06-06,4361.986,4328.522,6682761.1296,6621001.7707,10652,9318,13303762.9003,61759.35889999941,50.23211237062337,0.07666519948761405
2026-06-07,5447.016,4568.578,8512257.392,7137270.1054,12366,9675,15649527.4974,1374987.2866000012,54.39306326286349,1.7991824777956107
2026-06-08,36517.63,32864.748,59216025.534,53275318.8305,33257,29868,112491344.3645,5940706.703500003,52.640517249154136,1.2132474841609004
2026-06-09,58292.167,54857.997,97164338.8633,91150805.4415,42746,39733,188315144.30479997,6013533.421800002,51.596667502234105,0.7932533880586989
2026-06-10,37218.501,46432.326,61877021.3802,76829401.5804,39608,44050,138706422.96060002,-14952380.200200006,44.610062071729985,-3.2550739494879126
2026-06-11,48669.352,42368.72,85872907.2086,74734401.6216,45432,45380,160607308.83020002,11138505.586999997,53.4676210155467,1.972269507058134
2026-06-12,38065.266,40456.933,73878238.7764,78268662.6359,53241,48447,152146901.4123,-4390423.859500006,48.55717605197806,-0.9764894839481244
2026-06-13,3449.898,2758.674,6868253.0174,5489103.1707,13527,8568,12357356.188099999,1379149.8467000006,55.58027876556682,1.7303628490507816
2026-06-14,4528.741,3939.564,9224702.1004,8012715.9290000005,13285,12179,17237418.029400002,1211986.1714000003,53.51556761381793,1.1841599080413998
2026-06-15,24940.721,22380.551,51988782.1398,46609996.3913,32100,30791,98598778.5311,5378785.748499997,52.72761276997129,1.1741658281820178
2026-06-16,28736.323,31587.623,59491986.0886,65072000.609799996,34000,35151,124563986.69839999,-5580014.521199994,47.7601814661285,-1.0528413496659854
2026-06-17,35120.373,31256.177,70527623.819,62596581.3701,43882,37717,133124205.1891,7931042.448900007,52.97881307070872,1.3768865316383947
2026-06-18,24863.474,27784.032,53120972.7068,59264249.8056,34861,36508,112385222.5124,-6143277.0988000035,47.26686615843903,-1.3605869988080268
2026-06-19,4941.662,5351.712,10817815.6353,11712280.396,18815,17153,22530096.0313,-894464.7607000005,48.01495572975507,-0.7101730173138702
2026-06-20,1339.273,1581.82,2977245.5212,3514546.0004000003,6183,7188,6491791.521600001,-537300.4792000004,45.861693359897245,-0.9005670945930752
2026-06-21,1388.432,1443.65,3072692.7462,3192136.3891,4763,6160,6264829.135299999,-119443.64289999986,49.04671268505171,-0.2610755867486749
2026-06-22,22110.605,22914.042,50522459.0409,52352522.3624,33673,35900,102874981.4033,-1830063.3215000033,49.11054014468026,-0.5776672041756269
2026-06-23,58861.007,61734.101,120662043.6423,126740295.4356,83737,69339,247402339.0779,-6078251.793300003,48.771585625270475,-0.8969423347945029
2026-06-24,49446.078,49767.675,98866926.2559,99312096.1585,63009,59790,198179022.41439998,-445169.90260000527,49.88768490802495,-0.07777161530883066
2026-06-25,60147.517,51785.645,133751645.7103,115101108.5337,63838,59358,248852754.24400002,18650537.176599994,53.74730374860813,2.856321665627657
2026-06-26,41428.484,50259.651,90387979.5006,109529394.1547,62319,65505,199917373.6553,-19141414.6541,45.21266853797713,-3.910040955960798
2026-06-27,2270.628,2313.826,4777506.5657,4861476.1137,5907,5934,9638982.6794,-83969.54799999949,49.564427332256464,-0.10860572719165992
2026-06-28,2284.017,1998.065,4821205.3859,4216557.3883,7260,5673,9037762.7742,604647.9976000004,53.34511987483276,0.9476089910719823
2026-06-29,41752.426,44041.316,84124149.6432,88361559.4817,55387,47578,172485709.12489998,-4237409.838500008,48.77166350186391,-0.8290841809125341
2026-06-30,41769.713,33382.891,90116393.0491,72094457.8566,49191,43565,162210850.9057,18021935.192499995,55.555095448878724,4.735507530167986
2026-07-01,49185.641,54773.642,103296995.6099,114939715.405,60694,63394,218236711.0149,-11642719.795100003,47.33254782365532,-2.5694564573913765
2026-07-02,95153.377,102928.013,178142851.8707,192968191.5772,90529,90148,371111043.4479,-14825339.706499994,48.00257362745642,-2.666140373927393
2026-07-03,29947.988,21449.75,54499538.7037,38913718.0331,41267,31032,93413256.7368,15585820.670599997,58.34240300309538,4.014937131712343
2026-07-04,1578.021,1525.339,2880072.4782000002,2782400.1659,3385,3309,5662472.6441,97672.31230000034,50.86245284029557,0.1843994341239556
2026-07-05,4432.301,4556.467,8198558.3457,8426813.638,16175,12405,16625371.9837,-228255.29229999986,49.313533277559785,-0.1582591983330918
2026-07-06,45520.649,47534.024,82244194.5312,85060718.6233,62683,55063,167304913.1545,-2816524.0920999944,49.158266174317596,-0.7211190563557648
2026-07-07,91800.737,99474.319,146797444.7866,158440436.5146,96409,87879,305237881.30120003,-11642991.728000015,48.09280033029205,-1.804198903134925
2026-07-08,106619.51,109964.56,174401849.898,179286434.291,95350,94569,353688284.189,-4884584.393000007,49.30947890962797,-0.8233852808254318
2026-07-09,83812.713,86298.855,153867969.7531,158132708.2753,83003,83406,312000678.0284,-4264738.522199988,49.316549799002075,-0.7171637061075733
2026-07-10,49766.961,56611.822,92579533.2293,104708581.4229,62148,74845,197288114.6522,-12129048.193599999,46.92605704733345,-2.686747505461896
2026-07-11,6663.758,4876.897,13000045.6359,9488952.8511,13011,12088,22488998.487,3511092.7848000005,57.80624532219526,1.4875038910103697
2026-07-12,4415.304,4533.446,8605711.22,8828562.0092,13491,11436,17434273.229199998,-222850.7891999986,49.360883054113344,-0.24734197048075546
2026-07-13,57672.52,61126.344,101607895.9488,107409544.9998,78878,68252,209017440.9486,-5801649.050999999,48.61216149602877,-1.4422383605805678
2026-07-14,66901.77,66815.334,116397890.4372,116233923.1886,76238,69761,232631813.6258,163967.2485999912,50.035241793898344,0.03383920356631925
2026-07-15,107880.731,120306.684,173068795.5015,193341747.7044,74943,83545,366410543.2059,-20272952.202899992,47.23357411804771,-2.495985028075543
2026-07-16,141941.403,149825.412,211353202.4179,222923121.5507,109014,100146,434276323.96860003,-11569919.132800013,48.66790813887006,-1.3188187989156928
2026-07-17,205763.011,222137.209,288518869.63,309798247.7583,139948,149976,598317117.3883,-21279378.12830001,48.221730792093496,-2.2773793386590846
2026-07-18,6934.81,7274.965,9350809.6183,9809391.3731,11922,11628,19160200.9914,-458581.7547999993,48.80329607448839,-0.42993694277821726
2026-07-19,15724.663,12782.842,21525402.2995,17458832.4809,23222,21507,38984234.7804,4066569.818599999,55.215659408870245,2.3236458205453436
2026-07-20,96091.384,93977.754,134857961.6351,131938015.1039,80657,71704,266795976.73900002,2919946.5312000066,50.54722461839379,0.5407609171593601
2026-07-21,136404.82200000001,111621.815,211533859.4461,171951543.8772,78496,79408,383485403.3233,39582315.56889999,55.16086338956816,4.1398316011490515
2026-07-22,172820.707,209098.153,272677454.5513,329446085.79,110729,118199,602123540.3413,-56768631.23870003,45.28596480329252,-5.0938252357521145
2026-07-23,133359.401,124367.802,217507422.1016,202113343.0302,107666,89292,419620765.1318,15394079.071399987,51.83428471021505,1.7090272178278618
2026-07-24,74125.332,85041.993,111737242.8193,128470718.2679,64502,66648,240207961.0872,-16733475.44860001,46.51687742303315,-3.519564287511437
2026-07-25,8075.763,6061.722,11637739.1735,8730702.1607,12736,9986,20368441.334200002,2907037.0127999987,57.13613026422125,2.068160034836169
2026-07-26,11247.478,9490.191,16449028.5373,13883269.2469,19950,16256,30332297.784199998,2565759.2904000003,54.22941794362921,2.4227519716826804
2026-07-27,218612.37,233478.075,287661029.3445,307669615.6472,117925,120401,595330644.9916999,-20008586.302699983,48.319540034514866,-2.064642370322604
2026-07-28,352584.747,396508.942,395697223.2771,445312898.9351,177063,193573,841010122.2122,-49615675.65799999,47.05023314538174,-5.501121630321896
2026-07-29,458589.424,472346.033,481775469.07448,496162490.95621,241471,245580,977937960.03069,-14387021.88173002,49.26442052207082,-1.2977191144650944
2026-07-30,279635.483,267451.115,331491994.74891,315707322.49003,163803,176624,647199317.23894,15784672.25888002,51.219459897317265,1.6890085178075198
2026-07-31,354294.133,357527.545,461696011.3976,461910606.8514,189369,173325,923606618.2490001,-214595.4538000226,49.988382745989476,-0.01566024364259374
2026-08-01,9365.489,11210.531,11316717.3885,13521499.9253,20865,16680,24838217.3138,-2204782.536800001,45.561713409329435,-1.8120626640995017
2026-08-02,20117.284,18048.863,24931803.6001,22369845.6178,27162,36613,47301649.2179,2561957.9822999984,52.70810640290582,1.4602936104163022
2026-08-03,210172.808,200144.659,258085557.8446,244830236.0147,118426,129290,502915793.8593,13255321.829899997,51.317847042362764,1.3232577512446393
2026-08-04,146695.847,138950.619,201876827.4219,191177287.49560001,105000,108409,393054114.9175,10699539.92629999,51.361077205430824,1.1740629584327797
2026-08-05,281679.935,292342.499,381300627.636607,394659772.0007,162900,151805,775960399.6373069,-13359144.364093006,49.139186460395585,-1.1134791660898888
2026-08-06,239298.241,229515.691,299429690.4209,286006008.1858,135870,136122,585435698.6067,13423682.235099971,51.146469395959926,1.2534207229454397
2026-08-07,105764.969,109318.838,132000551.245,136484584.9728,68593,69393,268485136.2178,-4484033.727799982,49.16493818038357,-0.673048183248696
2026-08-08,4799.317,4760.028,5838444.6036,5791207.4426,6636,8199,11629652.0462,47237.16100000031,50.20308931347364,0.04880879038321971
2026-08-09,5479.966,4910.443,6711285.9358,6017134.7555,11895,11812,12728420.691300001,694151.1803000001,52.72677654649826,0.9713952526113907
2026-08-10,83940.755,89095.059,103733629.1011,110097066.4008,58992,59518,213830695.50190002,-6363437.299700007,48.5120383944962,-1.2961168561222967
