k,side,h,n,n_fill,sum_edge,sum_as,sum_pnl,sum_wait,p_fill,edge,AS,pnl_fill,wait_s,EV
0,1,0.1,8467190.0,346097.0,246593.04936219243,-107965.70824263307,108170.80511955917,15760.978000000005,0.04087507189516239,0.7124969282085439,-0.3119521644008271,0.31254476380771623,0.04553919276965707,0.01277528969109695
0,1,0.5,8467190.0,883955.0,474476.5339263989,-511351.6000662461,-114663.10613984716,168188.27899999998,0.10439768093074563,0.5367654845850738,-0.5784814838608822,-0.12971599927580835,0.19026791974704593,-0.013542049504008669
0,1,1.0,8467190.0,1359632.0,542392.7022836806,-956193.4949268142,-533448.4086431332,515656.9249999999,0.16057653129314448,0.39892610815550134,-0.7032737497549442,-0.3923476415994425,0.37926212754627714,-0.06300182334908432
0,1,3.0,8467190.0,2534809.0,402235.61177827476,-2105163.999641731,-1925991.5798634565,2668329.716,0.29936838549743183,0.15868478129053304,-0.8305020219045028,-0.7598172406139699,1.0526748626819615,-0.22746526059571787
0,1,5.0,8467190.0,3226955.0,167752.50270007065,-2845852.428255148,-2962071.9655550765,5344613.137,0.38111286034682107,0.051984766660852305,-0.8819002521743093,-0.9179154855134567,1.6562403680869426,-0.3498293962406745
0,1,10.0,8467190.0,4258420.0,-271496.1219544666,-4057604.9999357867,-4703842.081890252,12732777.785,0.5029319053900999,-0.06375513029585307,-0.9528428384085615,-1.1045979687044145,2.990023949023347,-0.5555375610905451
0,1,30.0,8467190.0,5842864.0,-897068.2515656283,-6094229.974039365,-7505470.257604992,41006974.335000016,0.6900593939665934,-0.15353228340855243,-1.0430210208622628,-1.284553304270815,7.01830032925634,-0.8864180746629038
0,1,60.0,8467190.0,6554033.0,-1140167.3483405167,-7387337.065995337,-9104259.31833586,71577075.96599998,0.7740505409704991,-0.1739642367288228,-1.1271437092238226,-1.389107945952646,10.92107347735356,-1.0752397570310646
0,-1,0.1,8467190.0,640205.0,473930.63054110814,110292.15596482364,307300.4345762846,26909.421000000017,0.07561009024245352,0.7402794894465181,0.17227631143902913,0.48000317800748915,0.0420325067751736,0.03629308360581074
0,-1,0.5,8467190.0,1168963.0,696566.0966266342,485113.91502611653,108583.43760051762,176179.837,0.13805796255900718,0.5958837847105805,0.41499509824187464,0.0928886864687057,0.15071463938550664,0.012824022798651927
