coin,regime,name,share,share_null,run_s,run_s_null,diag,diag_null,rv10_bp,abs_er
MU,1,R1 低ボラ/中立,0.4158641746563453,0.3774757982522033,7.199548859571805,5.26301166020929,0.8611024080112326,0.8099946590863606,2.0881307125091553,0.26896438002586365
MU,2,R2 低ボラ/上,0.11764451559943823,0.1381215530526355,4.357086607283482,4.058699481405046,0.7704888403346494,0.7536153311719005,2.5917789936065674,0.777213454246521
MU,3,R3 低ボラ/下,0.11259903695052367,0.1355886153532479,4.269443697930663,4.016569185901382,0.7657774476602923,0.7510302405480401,2.672947645187378,0.7689899206161499
MU,4,R4 高ボラ/上,0.08200036832277643,0.07319121681300154,5.154953215505718,4.391873111875236,0.8060118184987453,0.7723065302261998,5.284862995147705,0.7792403101921082
MU,5,R5 高ボラ/下,0.08159873347996155,0.0733863247194866,5.113944105126781,4.385134874498276,0.8044573769661173,0.7719562240265189,5.302126407623291,0.7762452960014343
MU,6,R6 高ボラ/両建て,0.19029317099095483,0.20223649180942524,5.518376798884614,5.422009913597797,0.8187872926324781,0.8155667677115526,5.1926469802856445,0.2953983545303345
SNDK,1,R1 低ボラ/中立,0.4440148923016333,0.37603186354157053,8.128316935960338,5.27208423853969,0.8769733011300386,0.8103217421001973,2.2565977573394775,0.2741392254829407
SNDK,2,R2 低ボラ/上,0.0945177512900499,0.13864346625153384,3.92605886924422,4.098608639195043,0.7452916440367835,0.7560146530890344,3.3501365184783936,0.7619049549102783
SNDK,3,R3 低ボラ/下,0.09298053123546725,0.13760715432924597,3.895889269965703,4.089677603759076,0.7433191934613678,0.755481673953795,3.411081075668335,0.7589819431304932
SNDK,4,R4 高ボラ/上,0.07663227897842806,0.07368443988192273,5.000297571359901,4.4390352797607155,0.8000119021460484,0.7747254477811502,6.268643856048584,0.7774979472160339
SNDK,5,R5 高ボラ/下,0.07651312279132781,0.07394906250352022,4.963663397131001,4.434260447446513,0.7985358957704505,0.7744823994265774,6.226059913635254,0.7766862511634827
SNDK,6,R6 高ボラ/両建て,0.2153414234030937,0.2000840134922067,6.230653936203327,5.422619216008201,0.8395036588623968,0.8155871403027094,5.151198863983154,0.30139732360839844
INTC,1,R1 低ボラ/中立,0.4322531593052738,0.3663754180747034,9.360066543943564,5.37533162840387,0.8931631527078138,0.8139651134401787,1.9464861154556274,0.2977429926395416
INTC,2,R2 低ボラ/上,0.07659287207454897,0.14423016469474284,3.92494741825111,4.405128161176221,0.745219516737989,0.7729913516690368,3.084040403366089,0.7990306615829468
INTC,3,R3 低ボラ/下,0.07523842053855088,0.1420569772378941,3.924561446312245,4.37950195169697,0.7451944596409211,0.7716633908700098,3.1668288707733154,0.7953553199768066
INTC,4,R4 高ボラ/上,0.06698857936474434,0.0744168392131669,4.8195668999865395,4.6236190149278835,0.7925138599896661,0.7837189541993282,5.491575717926025,0.8046031594276428
INTC,5,R5 高ボラ/下,0.06625013842113492,0.07519753246518872,4.810429880197322,4.612276355779131,0.7921183709346616,0.7831875849652886,5.520056247711182,0.8039751648902893
INTC,6,R6 高ボラ/両建て,0.2826768302957471,0.197723068314304,8.687200606602916,5.543890915895344,0.8848881192820705,0.8196212562480562,4.026124000549316,0.2944272458553314
AMD,1,R1 低ボラ/中立,0.4270072297068722,0.35094268858907157,9.402337916473558,5.16065008790396,0.8936434736888227,0.8062249033460441,1.2199703454971313,0.2885226011276245
AMD,2,R2 低ボラ/上,0.0846893150786168,0.1547875871887697,4.246083673373669,4.542700236539822,0.7644888615194285,0.7798660022389908,2.060922622680664,0.8145775198936462
AMD,3,R3 低ボラ/下,0.07978403140672506,0.14950764550632367,4.1560647868964296,4.461442221371676,0.7593877739459503,0.7758567248264548,2.117694854736328,0.8088700771331787
AMD,4,R4 高ボラ/上,0.07410522628045865,0.07649267715483023,5.257144516246775,4.735502844087336,0.8097826687264195,0.7888279201249347,4.209762096405029,0.82840496301651
AMD,5,R5 高ボラ/下,0.07282608022008001,0.07621608817824958,5.227062141202538,4.7169726451592755,0.8086879449705681,0.7879982154310463,4.29754638671875,0.8246304392814636
AMD,6,R6 高ボラ/両建て,0.2615881173072473,0.19205331338275533,8.364957690020978,5.509875781123523,0.8804540626754545,0.8185074768633962,2.8674542903900146,0.30208632349967957
SMSN,1,R1 低ボラ/中立,0.3923876134132713,0.32646608430966784,10.113046282371592,4.862742070571051,0.9011178262139337,0.794354724905492,1.492428183555603,0.2786540687084198
SMSN,2,R2 低ボラ/上,0.07886399107369105,0.16451162303198816,4.517969948485031,4.743011394013614,0.7786616530427962,0.7891629879586596,2.594465494155884,0.8236361145973206
SMSN,3,R3 低ボラ/下,0.07719019121006002,0.1660146206273869,4.534099416851548,4.763519659617903,0.7794490353953478,0.7900708414473248,2.697275400161743,0.8180526494979858
SMSN,4,R4 高ボラ/上,0.07016383336418454,0.07809078144454362,5.386383834394104,4.872120885502108,0.8143480449180536,0.7947489831065492,6.59215784072876,0.8296317458152771
SMSN,5,R5 高ボラ/下,0.06894935206030918,0.07802272558869387,5.411983368670319,4.870576762274683,0.8152248571588475,0.794685176965736,6.693828582763672,0.8288688659667969
SMSN,6,R6 高ボラ/両建て,0.3124450188784839,0.1868941649977196,10.998057205421714,5.523957961167743,0.9090748501010678,0.8189704072514629,4.644684791564941,0.2357601821422577
DRAM,1,R1 低ボラ/中立,0.3888500006239389,0.308348113620915,7.98406597922196,4.601289755089696,0.8747505340508911,0.7823249327008903,1.7522557973861694,0.27415600419044495
DRAM,2,R2 低ボラ/上,0.11373958110392915,0.1792165886429157,4.892131793347545,4.859991503273123,0.795590134885608,0.7940390848986012,2.257211685180664,0.8250758051872253
DRAM,3,R3 低ボラ/下,0.10375326302366424,0.17650512300895813,4.71258455204128,4.8102884818563405,0.7878022157572017,0.7919280000828118,2.430084705352783,0.8118011951446533
DRAM,4,R4 高ボラ/上,0.07990408293819168,0.0741843686755065,5.474452142632457,4.708946136839427,0.8173345237779526,0.7876347604127337,5.3601908683776855,0.8233372569084167
DRAM,5,R5 高ボラ/下,0.07755395246433483,0.07409132722626684,5.4045876677714695,4.704635363121546,0.814972008694913,0.7874361302271758,5.506283760070801,0.816633403301239
DRAM,6,R6 高ボラ/両建て,0.23619911984594125,0.18765447882543784,7.582958539627348,5.567015954034825,0.8681253504454551,0.8203680540520999,4.87985897064209,0.2742322087287903
KIOXIA,1,R1 低ボラ/中立,0.43406429578228345,0.304148226272264,11.653501372763058,4.494770106217891,0.9141888804048857,0.7775188132293097,0.8811978101730347,0.25249558687210083
KIOXIA,2,R2 低ボラ/上,0.08773101830404227,0.17805371288511265,5.006510856114298,4.890854898597119,0.8002600955556242,0.7955366337021347,1.5491530895233154,0.8598600029945374
KIOXIA,3,R3 低ボラ/下,0.07887888973219126,0.1795664823448625,5.076923076923077,4.90855530051298,0.803030303030303,0.7962747144315819,1.7074394226074219,0.8500634431838989
KIOXIA,4,R4 高ボラ/上,0.06477137196534356,0.08172602091608923,4.972380916348228,5.070483987843784,0.7988891002472893,0.8027794027642404,7.698895454406738,0.8642539978027344
KIOXIA,5,R5 高ボラ/下,0.061898859570441486,0.08097805551996162,4.97441432164287,5.080435756695267,0.798971308913863,0.8031617770948887,8.127835273742676,0.861530601978302
KIOXIA,6,R6 高ボラ/両建て,0.272655564645698,0.17552750206171006,9.438687333122916,5.3775924350734785,0.8940538723216578,0.8140421928622098,6.5519280433654785,0.31369149684906006
SKHX,1,R1 低ボラ/中立,0.42289325026453534,0.3576573332957583,9.113364782251521,5.053918153853551,0.8902710443515306,0.8021337155115308,1.9982718229293823,0.2538582384586334
SKHX,2,R2 低ボラ/上,0.08846279730774398,0.14786472893521163,4.19745106307426,4.3025345337939465,0.7617601765992743,0.7675788101594635,3.1762566566467285,0.7824914455413818
SKHX,3,R3 低ボラ/下,0.08841508798102665,0.14953475026135865,4.27935841346562,4.318517776697618,0.7663201107779719,0.7684391714586188,3.2623801231384277,0.7797927260398865
SKHX,4,R4 高ボラ/上,0.06737258540232585,0.07597281519445391,4.816471886442293,4.603257110650907,0.7923805226024246,0.7827620716153927,7.43056583404541,0.7792312502861023
SKHX,5,R5 高ボラ/下,0.06530798767555834,0.07540868358858797,4.80909983295159,4.59539918552662,0.7920608773500447,0.7823908892859713,7.536333084106445,0.7805380821228027
SKHX,6,R6 高ボラ/両建て,0.2675482913688098,0.19356168872462953,8.473599810382309,5.432511046939534,0.8819864021929916,0.8159229128461668,5.964821815490723,0.24222789704799652
GOLD,1,R1 低ボラ/中立,0.23939881201632265,0.44083844638885616,16.68833042599325,11.797669862636633,0.9400778882923825,0.9152237426257757,0.2730486989021301,0.25372105836868286
GOLD,2,R2 低ボラ/上,0.024992864076233766,0.1023503704073563,5.0531716197366245,6.848910595764937,0.8021044850140829,0.8539847177457878,0.9124283790588379,0.9478997588157654
GOLD,3,R3 低ボラ/下,0.022712291831860916,0.09396441755368255,4.94856050955414,6.7335881180323085,0.7979210321730311,0.8514860493352475,0.9212328195571899,0.945198118686676
GOLD,4,R4 高ボラ/上,0.05055671898819909,0.08695337976176014,6.378645933226125,6.682185395533444,0.8432269151684627,0.8503420247263302,1.6760404109954834,0.9391853213310242
GOLD,5,R5 高ボラ/下,0.04892185868216531,0.08499971721356316,6.268372713243337,6.614207486351479,0.8404689628797476,0.8488061675114286,1.727503776550293,0.9356730580329895
GOLD,6,R6 高ボラ/両建て,0.6134174544052182,0.19089366867478166,33.04643412854902,7.357387813096338,0.9697397338796981,0.8640083878873436,0.3815033733844757,0.16883721947669983
GOOGL,1,R1 低ボラ/中立,0.39867157729206826,0.34735276660013875,12.4606483681152,5.504453100523797,0.9197473541939567,0.8183281068620017,0.4123391807079315,0.2583380937576294
GOOGL,2,R2 低ボラ/上,0.0548255594497343,0.15932259531604043,4.2219971004313335,5.020035813260311,0.7631452660406052,0.8007982751363212,1.034226417541504,0.8299358487129211
GOOGL,3,R3 低ボラ/下,0.0513778626150577,0.15122741468575723,4.167635760018971,4.9195094281376965,0.7600575366659686,0.796726693046927,1.0619946718215942,0.8241404294967651
GOOGL,4,R4 高ボラ/上,0.06664494803196895,0.07848398161041259,5.463219646862599,5.055656477792731,0.8169577530029793,0.8022016033395015,1.8902149200439453,0.8520371317863464
GOOGL,5,R5 高ボラ/下,0.06451323207429176,0.07806453755445054,5.419489194499017,5.021772586538057,0.8154807650479242,0.8008669893262014,1.9841558933258057,0.8460284471511841
GOOGL,6,R6 高ボラ/両建て,0.363966820536879,0.18554870423320047,13.05679420438195,5.665541844681898,0.923411521668589,0.8234943148113244,0.8347539901733398,0.25102463364601135
AAPL,1,R1 低ボラ/中立,0.41235333345728387,0.3404561247965388,15.051526766430772,5.634513811616735,0.9335615572082503,0.822444569323255,0.3230437636375427,0.23863382637500763
AAPL,2,R2 低ボラ/上,0.04125121304914043,0.16097532873305265,4.077063541594434,5.270217810595041,0.7547254317236062,0.8102460622198429,1.001025915145874,0.8322591185569763
AAPL,3,R3 低ボラ/下,0.040473364837822975,0.15698061276867695,4.120427137772169,5.2266270017532745,0.7573067144343002,0.8086623458299224,1.003077507019043,0.8328240513801575
AAPL,4,R4 高ボラ/上,0.05748920373109886,0.07853593032357215,5.122915971990664,5.1499681314402865,0.804798672188367,0.8058206617837672,1.8847217559814453,0.8501509428024292
AAPL,5,R5 高ボラ/下,0.05576710953265144,0.07717726851249314,5.133076451151126,5.109316650507168,0.8051850562685963,0.8042788974095597,1.9375900030136108,0.84909987449646
AAPL,6,R6 高ボラ/両建て,0.3926657753920024,0.18587473486566627,14.478560249041733,5.776314778842129,0.9309326363305268,0.8268791125341471,0.7532010674476624,0.26179206371307373
