dt,cells,idx_move_pct
2026-05-04,1439,99.65253648366922
2026-05-05,1439,99.37456567060458
2026-05-06,1439,99.86101459346769
2026-05-07,1439,99.79152189020152
2026-05-08,1439,99.86101459346769
2026-05-09,1439,0.0
2026-05-10,1439,0.0
2026-05-11,1439,99.86101459346769
2026-05-12,1439,99.93050729673384
2026-05-13,1439,99.86101459346769
2026-05-14,1439,99.86101459346769
2026-05-15,1439,99.93050729673384
2026-05-16,1439,99.93050729673384
2026-05-17,1439,99.93050729673384
2026-05-18,1439,99.93050729673384
2026-05-19,1439,99.93050729673384
2026-05-20,1439,99.86101459346769
2026-05-21,1439,99.86101459346769
2026-05-22,1439,99.86101459346769
2026-05-23,1439,99.93050729673384
2026-05-24,1439,99.86101459346769
2026-05-25,1439,80.75052119527449
2026-05-26,1439,99.93050729673384
2026-05-27,1439,99.93050729673384
2026-05-28,1439,99.86101459346769
2026-05-29,1439,99.86101459346769
2026-05-30,1439,99.93050729673384
2026-05-31,1439,99.93050729673384
2026-06-01,1439,99.93050729673384
2026-06-02,1439,99.86101459346769
2026-06-03,1439,99.93050729673384
2026-06-04,1439,99.93050729673384
2026-06-05,1439,99.93050729673384
2026-06-06,1439,99.93050729673384
2026-06-07,1439,99.93050729673384
2026-06-08,1439,99.93050729673384
2026-06-09,1439,99.93050729673384
2026-06-10,1439,99.93050729673384
2026-06-11,1439,99.93050729673384
2026-06-12,1439,99.93050729673384
2026-06-13,1439,99.93050729673384
2026-06-14,1439,99.93050729673384
2026-06-15,1439,99.93050729673384
2026-06-16,1439,99.93050729673384
2026-06-17,1439,99.93050729673384
2026-06-18,1439,99.93050729673384
2026-06-19,1439,99.93050729673384
2026-06-20,1439,99.93050729673384
2026-06-21,1439,99.93050729673384
2026-06-22,1439,99.93050729673384
2026-06-23,1439,99.93050729673384
2026-06-24,1439,99.93050729673384
2026-06-25,1439,99.93050729673384
2026-06-26,1439,99.93050729673384
2026-06-27,1439,99.93050729673384
2026-06-28,1439,99.93050729673384
2026-06-29,1439,99.93050729673384
2026-06-30,1439,99.93050729673384
2026-07-01,1439,99.93050729673384
2026-07-02,1439,99.93050729673384
2026-07-03,1439,99.93050729673384
2026-07-04,1439,99.93050729673384
2026-07-05,1439,99.93050729673384
2026-07-06,1439,99.93050729673384
2026-07-07,1439,99.93050729673384
2026-07-08,1439,99.93050729673384
2026-07-09,1439,99.93050729673384
2026-07-10,1439,99.93050729673384
2026-07-11,1439,99.93050729673384
2026-07-12,1439,99.93050729673384
2026-07-13,1439,99.93050729673384
2026-07-14,1439,99.93050729673384
2026-07-15,1439,99.93050729673384
2026-07-16,1439,99.93050729673384
2026-07-17,1439,99.93050729673384
2026-07-18,1439,99.93050729673384
2026-07-19,1439,99.93050729673384
2026-07-20,1439,99.93050729673384
2026-07-21,1439,99.93050729673384
2026-07-22,1439,99.93050729673384
2026-07-23,1439,99.93050729673384
2026-07-24,1439,99.93050729673384
2026-07-25,1439,99.93050729673384
2026-07-26,1439,99.93050729673384
2026-07-27,1439,99.93050729673384
2026-07-28,1439,99.93050729673384
2026-07-29,1439,99.93050729673384
2026-07-30,1439,99.93050729673384
2026-07-31,1439,99.93050729673384
2026-08-01,1439,99.93050729673384
2026-08-02,1439,99.93050729673384
2026-08-03,1439,99.93050729673384
2026-08-04,1439,99.93050729673384
2026-08-05,1439,99.93050729673384
2026-08-06,1439,99.93050729673384
2026-08-07,1439,99.93050729673384
2026-08-08,1439,99.93050729673384
2026-08-09,1439,99.93050729673384
2026-08-10,1439,99.93050729673384
