col,family,h,nday,mean,med,pos,worst,best
obi_sign,4 板の偏り OBI,1s,99,-0.13602673237942153,-0.1356497028271529,1,-0.22561297511072875,0.005543556902801274
obi_sign,4 板の偏り OBI,10s,99,-0.0928781481150999,-0.08885450816593203,0,-0.20685257926745074,-0.005856335100000515
micro_bid,2.1 マイクロプライス,1s,99,-0.1356722493796427,-0.13784230566661912,0,-0.23509933653130685,-0.00010069331050663549
micro_bid,2.1 マイクロプライス,10s,99,-0.09040534880053888,-0.08224631655658175,1,-0.21030795285703457,0.005100148782399521
delta_bp__d,61 加速と高次の動き,1s,99,-0.1315205559128132,-0.12951068334182095,0,-0.22430168679384255,-0.01912938188492618
delta_bp__d,61 加速と高次の動き,10s,99,-0.05195689166139411,-0.051947814379226395,6,-0.12555234436551715,0.016325740612970662
d_obi,4 板の偏り OBI,1s,99,-0.1079133989283559,-0.10418386653365663,0,-0.20100639207169757,-0.022230114653882475
d_obi,4 板の偏り OBI,10s,99,-0.042276375204709005,-0.042177027163046686,12,-0.11383426367179335,0.025387795740282253
obi1__d,61 加速と高次の動き,1s,99,-0.1079133989283559,-0.10418386653365663,0,-0.20100639207169757,-0.022230114653882475
obi1__d,61 加速と高次の動き,10s,99,-0.042276375204709005,-0.042177027163046686,12,-0.11383426367179335,0.025387795740282253
micro_bid__d,61 加速と高次の動き,1s,99,-0.10315446709570107,-0.10218210276277305,0,-0.18431885595249875,-0.02317392280152042
micro_bid__d,61 加速と高次の動き,10s,99,-0.042323321116303034,-0.03977868212696107,10,-0.11037518755389963,0.027291992782304795
mret_500ms,2.1 マイクロプライス,1s,99,-0.0882705842058826,-0.09209477052093216,4,-0.17309540147155145,0.02149033855240837
mret_500ms,2.1 マイクロプライス,10s,99,-0.024266419049639765,-0.027991340868537898,26,-0.09325496198206054,0.04606413235882175
ask_sz,1.1 最良気配,1s,99,0.08976754697620473,0.09433333862055701,99,0.0003978201047302938,0.15540756227967617
ask_sz,1.1 最良気配,10s,99,0.06404693580869462,0.06192492611493309,95,-0.04837078213190407,0.15946829138858487
bid_sz,1.1 最良気配,1s,99,-0.08814844591219505,-0.0867549557877648,0,-0.16268488231873757,-0.008642201702565699
bid_sz,1.1 最良気配,10s,99,-0.05606485243267708,-0.04754598299424354,2,-0.18552555879697746,0.023000055637439662
obi_streak,62 慣性,1s,99,-0.08719025451852556,-0.0867822242927346,1,-0.14699354717206672,0.021653611281350963
obi_streak,62 慣性,10s,99,-0.06894578378490708,-0.0661432377009509,2,-0.16434108920335844,0.011734680611966137
mret_1s,2.1 マイクロプライス,1s,99,-0.07651079689900925,-0.07965755436624115,6,-0.16665371373435903,0.0501729546164504
mret_1s,2.1 マイクロプライス,10s,99,-0.0231136646818303,-0.02217643684825381,23,-0.08953771101257033,0.08658818140306117
delta_bp__dd,61 加速と高次の動き,1s,99,-0.07165286048641346,-0.07152049677104234,2,-0.13799516422384672,0.025938835946711845
delta_bp__dd,61 加速と高次の動き,10s,99,-0.026138983479796676,-0.024808218245096412,18,-0.10436585728012547,0.05892811134746174
micro_bid__dd,61 加速と高次の動き,1s,99,-0.05517741106853551,-0.053913257982797586,2,-0.11317089562216325,0.030127352458801143
micro_bid__dd,61 加速と高次の動き,10s,99,-0.02159672769348478,-0.02006455662105725,22,-0.09429849436289743,0.04134430130427879
obi1__dd,61 加速と高次の動き,1s,99,-0.05331413625973615,-0.054252325935718194,4,-0.10271500034721164,0.017799692224512942
obi1__dd,61 加速と高次の動き,10s,99,-0.019807959765051703,-0.01904206413886086,25,-0.09152537407477099,0.0678508195398917
ofi_norm_60s,10 注文フローの偏り OFI,1s,99,0.008559732032292022,0.006660212649448435,60,-0.04324926280523459,0.06860415210337259
ofi_norm_60s,10 注文フローの偏り OFI,10s,99,0.029922638567020817,0.023026594406412144,70,-0.05788393732292778,0.19797908876898557
ret_60s,1.2 中値,1s,99,0.014696445794820049,0.012756070401012653,61,-0.0542241274546977,0.09415243342059268
ret_60s,1.2 中値,10s,99,0.038100646228709206,0.03419344289979578,70,-0.1004858265521437,0.2539772715591269
ofi_norm_30s,10 注文フローの偏り OFI,1s,99,0.0025888132735161756,-0.0006189352459142441,49,-0.04589067364752469,0.06764653592964243
ofi_norm_30s,10 注文フローの偏り OFI,10s,99,0.0218344279565651,0.016784131208592967,70,-0.054444134475416905,0.14845932722307378
