k,side,h,n,n_fill,sum_edge,sum_as,sum_pnl,sum_wait
0,1,0.1,8553566.0,78783.0,117512.86326714834,-32328.595337701616,78251.3639294468,3547.9849999999997
0,1,0.5,8553566.0,207630.0,236418.24149848675,-155045.78421202986,63101.01728645702,40679.22099999999
0,1,1.0,8553566.0,343111.0,320015.4755921726,-313970.5547209056,-24148.84712873293,140473.31799999997
0,1,3.0,8553566.0,781223.0,475914.76817944425,-839907.1734515782,-432740.02927213383,965245.9109999998
0,1,5.0,8553566.0,1113318.0,473933.3392263481,-1284749.1948723749,-908787.8396460268,2259987.046
0,1,10.0,8553566.0,1739437.0,306536.61826706876,-2134257.603427722,-1980791.4411606537,6819643.252000001
0,1,30.0,8553566.0,3165946.0,-468432.2810978602,-4067950.143510895,-4814985.6726087555,33467554.764999997
0,1,60.0,8553566.0,4090840.0,-1510743.8118846072,-5800269.5407042615,-7671007.272588869,73778679.47999999
0,-1,0.1,8553566.0,111335.0,175571.80982559407,32300.87533988277,133473.4544857114,4820.154000000001
0,-1,0.5,8553566.0,245315.0,305027.00513324764,150973.9192760197,132465.3658572281,43448.88800000001
0,-1,1.0,8553566.0,386242.0,404305.4451848264,304778.11250901886,65538.0366758073,147355.3179999999
0,-1,3.0,8553566.0,875986.0,662460.8035958805,824724.4888960713,-239350.45330019138,1051547.122
0,-1,5.0,8553566.0,1249553.0,733544.5753018293,1259584.8684465333,-636000.957144704,2492883.7730000005
0,-1,10.0,8553566.0,1950148.0,697914.2316513163,2126439.8083124706,-1600138.6006611544,7561009.829000002
0,-1,30.0,8553566.0,3502086.0,188747.4054431049,4049037.4927420323,-4168473.6552989264,36373121.11999999
0,-1,60.0,8553566.0,4407122.0,-720154.7020001456,5747499.164527491,-6855480.602527637,75800536.91399997
1,1,0.1,8553566.0,17248.0,31351.523074009372,-16045.529928223521,13788.169145785854,788.37
1,1,0.5,8553566.0,56193.0,66783.56877484529,-72573.3351476824,-10734.750372837168,12761.746000000005
1,1,1.0,8553566.0,116999.0,79678.86153771178,-167416.12849921983,-98033.17896150808,58408.791999999994
1,1,3.0,8553566.0,382382.0,-15584.935057269406,-569045.1991251536,-618279.7501824227,576749.723
1,1,5.0,8553566.0,623380.0,-197890.20370619575,-953907.10931699,-1206654.7530231865,1526305.4970000002
1,1,10.0,8553566.0,1124758.0,-692869.3726291814,-1736138.8310542128,-2527986.9076833944,5211109.209999999
1,1,30.0,8553566.0,2394285.0,-2192546.6247113184,-3691651.729516298,-6094895.434227615,29200089.266000006
1,1,60.0,8553566.0,3391925.0,-3485570.451266219,-5580374.163975453,-9364434.015241673,72584283.138
1,-1,0.1,8553566.0,16740.0,29608.007081646967,16217.586935646432,11917.300146000542,763.2970000000001
1,-1,0.5,8553566.0,55930.0,65673.53303313491,70918.25981032326,-10166.566777188353,12868.370999999992
1,-1,1.0,8553566.0,117274.0,79964.05028920881,163410.4084080464,-93766.47011883753,58977.13299999998
1,-1,3.0,8553566.0,396445.0,-356.0300592033566,560027.7303575345,-595270.9204167378,599929.4309999999
1,-1,5.0,8553566.0,655132.0,-170405.91704224644,933754.6343728177,-1161812.1674150648,1613095.473
1,-1,10.0,8553566.0,1195778.0,-643160.4347628497,1744784.9608287374,-2493173.8595915865,5569655.91
1,-1,30.0,8553566.0,2563733.0,-2035055.1063085783,3748018.6089699343,-6008682.219278512,31356121.282000005
1,-1,60.0,8553566.0,3595031.0,-3169253.761321401,5627660.570548635,-9113277.059870034,76069566.27999999
2,1,0.1,8553566.0,12384.0,24247.7761577411,-14961.035934524498,8196.948223216585,579.2509999999997
2,1,0.5,8553566.0,45159.0,58243.3832539243,-67062.22016408281,-12792.828910158549,10709.24
2,1,1.0,8553566.0,97778.0,71973.79408507375,-154685.25139627213,-91315.92131119833,50278.237
2,1,3.0,8553566.0,338339.0,-13613.772468702544,-531798.722088783,-575186.3265574859,522083.7390000001
2,1,5.0,8553566.0,562549.0,-186103.33227874048,-900375.4286190685,-1135983.0728978086,1406399.547
2,1,10.0,8553566.0,1036843.0,-664102.788910597,-1655099.669398995,-2410444.642309592,4896394.0600000005
2,1,30.0,8553566.0,2263486.0,-2144511.442839565,-3579432.261705357,-5923130.472544924,28125217.940999996
2,1,60.0,8553566.0,3249683.0,-3438901.0066345083,-5458295.77685464,-9183168.887489144,71043996.16899998
2,-1,0.1,8553566.0,12533.0,25121.003427884836,15226.50515297254,8791.594274912306,579.3100000000001
2,-1,0.5,8553566.0,45311.0,59272.70272895399,65384.584065241164,-10099.249336287165,10772.051000000003
2,-1,1.0,8553566.0,98300.0,74484.3305385487,151069.58040388746,-85235.64986533886,50679.92299999999
2,-1,3.0,8553566.0,350597.0,1883.6191092898823,524785.2360194363,-553754.1529101466,541727.107
2,-1,5.0,8553566.0,590302.0,-159551.40360756265,881621.6344269679,-1093119.6140345305,1481667.673
2,-1,10.0,8553566.0,1099895.0,-617417.5521309136,1667363.410215847,-2381571.722346761,5216134.699999996
2,-1,30.0,8553566.0,2418443.0,-1995665.931901179,3650165.975496548,-5858654.891397724,30125135.886
2,-1,60.0,8553566.0,3439368.0,-3127178.4527859027,5547626.703201814,-8977469.539987715,74424718.58600001
3,1,0.1,8553566.0,10849.0,23577.395398429653,-14321.371786489792,8301.311611939858,506.8320000000001
3,1,0.5,8553566.0,40199.0,58563.12371368341,-63782.16488766323,-8756.553173979852,9602.224
3,1,1.0,8553566.0,88084.0,75759.52249139329,-146720.0498643074,-78711.91937291407,45644.417000000016
3,1,3.0,8553566.0,312629.0,9840.020637222995,-508276.7714275803,-525948.1027903571,487179.99400000006
3,1,5.0,8553566.0,524905.0,-144059.286722196,-865714.3669096701,-1055965.2936318668,1324813.5549999997
3,1,10.0,8553566.0,979419.0,-585997.7217999566,-1602209.9470519384,-2274396.540851894,4671623.459999999
3,1,30.0,8553566.0,2172154.0,-1991657.1823087942,-3507149.72712096,-5689956.461429753,27295438.396
3,1,60.0,8553566.0,3145155.0,-3249641.238202088,-5390147.320175941,-8916562.198378026,69665850.528
3,-1,0.1,8553566.0,11000.0,24491.59810439372,14625.941652790769,8897.65645160296,507.27099999999996
3,-1,0.5,8553566.0,40297.0,59587.571487705725,62176.167746924206,-6134.7322592184455,9646.672
3,-1,1.0,8553566.0,88520.0,78310.39429012423,143648.09199456754,-73127.45770444338,45976.65300000001
3,-1,3.0,8553566.0,323281.0,25771.18678128935,502025.1091532012,-504702.6503719118,503976.77700000006
3,-1,5.0,8553566.0,549763.0,-116283.896374873,844485.8829170816,-1009148.9232919539,1392600.7470000002
3,-1,10.0,8553566.0,1037248.0,-536802.040400615,1612427.325973237,-2240507.1903738515,4968467.121000001
3,-1,30.0,8553566.0,2316665.0,-1846670.8267352101,3568096.6026287656,-5618633.9493639795,29180658.62499999
3,-1,60.0,8553566.0,3326621.0,-2940930.536182048,5467805.409558879,-8701478.59374093,73018249.766
4,1,0.1,8553566.0,9554.0,22840.606747924987,-13654.349069007789,8345.505678917205,447.041
4,1,0.5,8553566.0,36076.0,58664.196865384416,-60800.988899163895,-5311.480033779486,8681.594000000001
4,1,1.0,8553566.0,79784.0,78993.30925475623,-140167.62178164016,-68195.30452688398,41610.607999999986
4,1,3.0,8553566.0,289353.0,30873.02721686809,-487820.93692364026,-482410.9737067723,454846.9459999999
4,1,5.0,8553566.0,490704.0,-105494.31449486031,-834774.5817480383,-983450.8482428986,1249869.9170000004
4,1,10.0,8553566.0,926579.0,-512431.8094792425,-1554966.7502346542,-2148937.5117138964,4462097.984999999
