feat,bin_i,bin,n_full,n_sub,fill_rate,spread_bp_mean_full,spread_bp_med,spread_bp_q1,spread_bp_q3,qsize_mean_full,qsize_med,qsize_q1,qsize_q3,fillsz_mean_full,fillsz_med,fillsz_q1,fillsz_q3
OBI,0,−1.00〜−0.75,8200495,245503,0.1534626873133878,1.6119981244839205,1.115735213719334,0.5183240510164631,2.160954298933885,45.51487543406521,18.093999999999998,8.033000000000001,39.892,0.7054820390725578,0.0,0.0,0.0
OBI,1,−0.75〜−0.50,3587076,107784,0.14630189045339434,1.7173341496903431,1.3452978606446138,0.7334376058508093,2.372344050599222,23.28636366584,9.542,3.01675,24.012,0.6547484594697452,0.0,0.0,0.0
OBI,2,−0.50〜−0.25,2880018,86071,0.1442053487165705,1.725814330138518,1.3637575239124176,0.7781322608527748,2.372843506880668,20.356753361615176,7.025,2.345,24.755,0.6403295687735929,0.0,0.0,0.0
OBI,3,−0.25〜0,2719080,81680,0.14281926239757564,1.7902900496693104,1.4444157855546944,0.8033073310608834,2.5370480286760637,19.083144117863693,6.0845,2.324,22.85375,0.6215515347103576,0.0,0.0,0.0
OBI,4,ちょうど 0,473907,14325,0.028900185057405776,1.8799912320287302,1.2989965251843443,0.823002931948366,2.200877206772795,5.512568685416794,1.18,1.028,2.334,0.16292088321126344,0.0,0.0,0.0
OBI,5,0〜+0.25,2761887,82461,0.1422074835067474,1.803225895626735,1.4303520709453235,0.8026188305836339,2.5334628214327113,18.61038633695027,5.686,2.222,22.149,0.6100322913284402,0.0,0.0,0.0
OBI,6,+0.25〜+0.50,2825649,84604,0.14453316742454567,1.7228799927982037,1.3481491469221343,0.7699732526695084,2.4023124153582973,20.03587177883908,7.034,2.351,24.46725,0.6506797648965331,0.0,0.0,0.0
OBI,7,+0.50〜+0.75,3584640,107669,0.14487535707909302,1.7166625229807275,1.3448299048790993,0.7292692201500871,2.375122290523108,22.835808054923685,9.391,3.004,23.093,0.6520761856144605,0.0,0.0,0.0
OBI,8,+0.75〜+1.00,8138994,244018,0.15234180047312973,1.594813901772551,1.1093764497636651,0.5139512056352902,2.1334124391113822,51.140505335893444,17.654,7.922,39.101749999999996,0.7130115117425819,0.0,0.0,0.0
OFI_z,0,< −2σ,850089,25431,0.04953834245590756,1.708838994634558,1.190714591124994,0.543386715166196,2.3935287692212173,76.47995421303376,43.782,20.1905,92.638,1.9606015311338298,0.0,0.0,0.0
OFI_z,1,−2〜−1σ,1622087,48890,0.0512685201225335,1.5999854139174299,1.185818907541534,0.5897791287018983,2.1495822898509416,43.859868738858715,25.029,16.11475,46.84975,0.7889979150316938,0.0,0.0,0.0
OFI_z,2,−1〜−0.5σ,2116755,63420,0.061179494084105154,1.6808290423690506,1.2653883690779768,0.6548238144798745,2.3691249403380628,35.28302825929811,19.464,9.894,36.078500000000005,0.765863465068014,0.0,0.0,0.0
OFI_z,3,−0.5〜0σ,12580837,377369,0.16915456419950436,1.6793857915831665,1.254354606047285,0.6721710003018656,2.2972992375833585,30.196440634427194,8.903,2.759,23.085,0.566023713128969,0.0,0.0,0.0
OFI_z,4,ちょうど 0,84219,2472,0.01852313610942899,1.5691183345462565,1.181901014641697,0.7910811556723212,1.8651561518835549,6.375795639938612,2.052,1.078,3.432,0.09348281266697542,0.0,0.0,0.0
OFI_z,5,0〜+0.5σ,13080665,391896,0.1889553015844378,1.6824517089690958,1.2613861601896756,0.6795844341342651,2.2899863611895355,28.45758378758899,8.967,2.75,23.009,0.5324884007047174,0.0,0.0,0.0
OFI_z,6,+0.5〜+1σ,2136254,63878,0.060346756518653684,1.6847609010007856,1.2704022313392844,0.6662317698266639,2.39903509620503,34.74474813997559,19.044,9.74725,35.021,0.7543301269418476,0.0,0.0,0.0
OFI_z,7,+1〜+2σ,1618762,48372,0.051556065684764035,1.59653895207481,1.1828783733565644,0.5863864521886979,2.154313743873969,43.41420563492925,25.0865,15.814,46.920500000000004,0.7902938986707132,0.0,0.0,0.0
OFI_z,8,> +2σ,837078,25081,0.05026771698694745,1.6932320585409986,1.2195189552037422,0.5520500378149255,2.405902480752111,75.72652867952786,42.432,18.722,93.013,1.992784874288904,0.0,0.0,0.0
