dt,series,kind,acf1,hurst,dfa,gph_d,lw_d,d_from_hurst,d_from_dfa,acf2,acf3,acf5,acf10,acf20,acf30,acf60,acf120,acf300,acf600,acf1200,acf1800,acf3600
2026-05-04,ofi,生,-0.00038717233912039927,0.6764009309647657,0.5314856247102798,-0.00995503498687175,0.0050000000000004485,0.17640093096476572,0.031485624710279825,0.006372175400708473,-0.002970903000223846,0.004054527799507182,-0.001188058949958692,-0.004807776746076837,0.0028727958051037368,0.0014726121101236768,0.00032284653376034756,0.0011978998215990443,0.0010669814787437944,0.002004279966981439,-0.002378666518798406,0.00021944177055961296
2026-05-04,ofi,帰無対照,-0.0017279821531043617,0.5490574220881422,0.49323886100175157,-0.021641193476032595,4.440892098500626e-16,0.04905742208814223,-0.006761138998248428,-0.0000198990348819557,0.00032704448358123703,0.0021792323165880263,-0.0010793104732403304,-0.0003875793806211752,0.00007813584360683903,-0.0002801061560885771,0.0004706381380737435,0.0000741739965323106,0.00039932592290790924,0.00008375276423184047,-0.00045023046831257674,-0.0005705536018154611
2026-05-04,depth,生,0.8660733344217073,0.8265019771510105,1.0363075761032585,0.32816992660409483,0.6750000000000009,0.3265019771510105,0.5363075761032585,0.8260048654940664,0.8011467266560679,0.7841793447600741,0.7465306189679123,0.6974933176192638,0.6381052019344953,0.5874806058911923,0.3725765952032672,0.19155625241661978,-0.0021328777277747402,-0.001956568771576154,0.002966897061806715,-0.0024424354186029264
2026-05-04,depth,帰無対照,-0.0006687448683273009,0.5457585892629839,0.5054044792622405,-0.012493304718675899,0.010000000000000453,0.04575858926298393,0.005404479262240525,-0.002988046022421134,-0.003069525092854418,0.0006946954059017214,-0.00329507677641926,0.0010854004769286234,-0.00303294190565249,0.0005417899090193403,-0.0031431726648150486,0.0007182973660638668,0.0025166873301517316,0.0023631557626619887,0.004616922459097346,0.0014860574095075126
2026-05-04,spread,生,0.6622075251886002,0.8547928277035137,0.9096881655501189,0.461520109359693,0.3850000000000008,0.3547928277035137,0.4096881655501189,0.5725021300980118,0.5228749549282489,0.4592898948854199,0.3757614223533389,0.297998535042078,0.303717657905102,0.26547631443935304,0.224809812125083,0.20507523708160422,0.1583505787293688,0.10203026907197192,0.09109192515553972,0.00019572748563191698
2026-05-04,spread,帰無対照,0.0021354574675054947,0.5534515870888362,0.5114602949112074,-0.025554289671169406,-0.009999999999999565,0.05345158708883624,0.01146029491120737,-0.0008288629722654865,0.000604367823368479,-0.0032435756797266,-0.0037739912027241946,0.0003451535860075348,0.0021999537991929784,0.002598045338303253,-0.005586516439401348,0.001032642391928948,-0.002492190328280687,-0.004661495894252231,0.0024085965580277575,0.0016427609475347233
2026-05-04,arrivals,生,0.7107936634989301,0.8620806716105054,0.9496948572897161,0.6855920320158554,0.47000000000000086,0.3620806716105054,0.44969485728971614,0.6000267939230746,0.5538538553476111,0.5215140116013773,0.4885359929962359,0.47700852423814577,0.46232793013635176,0.4483286199094503,0.42733828750871095,0.3975440887999325,0.35550795249954864,0.2599849012875579,0.17934784214765967,0.0006610131356031415
2026-05-04,arrivals,帰無対照,-0.004679913566989542,0.5572188540010923,0.5104163630322844,0.003934246273419455,0.0050000000000004485,0.05721885400109228,0.010416363032284437,-0.0005790800532781515,-0.005783201981410734,0.001428351855539231,0.0016850029074041589,-0.0002640643678925119,0.006960321523979121,0.0014089018439478564,0.0034030211555879162,-0.0054587747831702825,0.002698170376372431,0.0033598901257293787,0.0027673853596217246,0.004838050035877803
2026-05-04,cancels,生,0.6639432007526603,0.8597231961393188,0.9422872627961718,0.6846596597100744,0.47000000000000086,0.3597231961393188,0.4422872627961718,0.5709122359787078,0.526600845749895,0.49042406705138947,0.4594404392668747,0.4473709591476194,0.4345846329411265,0.4261528742519323,0.40561977376394054,0.37679047309496927,0.3383628404963188,0.24765679653309072,0.17001612577412745,0.0010116968509695193
2026-05-04,cancels,帰無対照,-0.0019563382815838814,0.5514471168074799,0.5028269038551969,0.017471329366731157,-0.00499999999999956,0.05144711680747993,0.002826903855196905,-0.0016736640453734021,-0.005656234855599584,-0.003072552581792325,0.0004987513604359818,-0.0007837093295144887,-0.0003486562699411134,-0.0035939653723906302,-0.0008430090166059736,-0.0030224150691581337,0.0032263590889499813,-0.003229930945295835,0.0005936877409682948,0.00592921227053392
