lag_ms,pairs_day,ev_pair,se,t,per_day_bp
0,130.05128205128204,0.03595500207395178,0.0834764228296804,0.4307204460271605,11.961995641699554
10,130.05128205128204,0.03568921465121646,0.08343875366497686,0.4277294792119707,11.94684575860364
25,130.05128205128204,0.03568921465121646,0.08343875366497686,0.4277294792119707,11.94684575860364
50,129.02564102564102,0.0024512921603313956,0.08563803336431731,0.028623872641998015,6.339075283510031
65,114.87179487179488,-0.21060133492081937,0.08242108369488375,-2.555187647137092,-13.917197915386295
100,108.56410256410257,-0.33574571497504424,0.07746386209657541,-4.334223803048508,-25.725145529902438
130,96.64102564102564,-0.5401664039618903,0.09476597000709545,-5.70000395628775,-39.166790531978016
200,77.84615384615384,-0.8224411238316125,0.10818217299517911,-7.6023720088175955,-51.39126298916618
300,65.38461538461539,-1.2127072863892787,0.2577067998302964,-4.705763632111624,-57.62796740074951
