dt,n_post_bid,n_post_ask,n_fill_bid,n_fill_ask,n_fill,n_pair,realized_bp,forced_n,forced_pnl_bp,forced_cost_bp,n_timeout,timeout_pnl_bp,timeout_cost_bp,total_bp,q_abs_mean,q_abs_max,p_absq_ge2,t_off_med,pair_pnl_mean,p_off_0.25s,p_off_1s,p_off_5s,p_off_10s,p_off_30s,p_off_60s
2026-05-04,36206,32359,1353,1354,2707,1353,-2149.6844820093675,1,-3.1815795297371277,3.0935795297371276,0,0.0,0.0,-2152.8660615391045,0.500184706316956,1,0.0,17.163,-1.5888281463483895,0.005912786400591279,0.03325942350332594,0.19807834441980784,0.36289726533628974,0.6585365853658537,0.8137472283813747
2026-05-05,47607,47016,1128,1127,2255,1127,-1882.0055549142999,1,1.8756949262832845,0.9938786803305222,0,0.0,0.0,-1880.1298599880165,0.5002217294900222,1,0.0,23.685,-1.6699250709088742,0.007985803016858917,0.038154392191659274,0.15882874889086068,0.2795031055900621,0.5758651286601597,0.7551020408163265
2026-05-06,49709,58350,1692,1692,3384,1692,-1477.7092949822709,0,0.0,0.0,0,0.0,0.0,-1477.7092949822709,0.5,1,0.0,19.5975,-0.873350647152643,0.01182033096926714,0.04846335697399527,0.20685579196217493,0.3380614657210402,0.625886524822695,0.8209219858156028
2026-05-07,47023,53507,1508,1509,3017,1508,-1682.6224958683927,1,-7.450527931855102,3.173331404233839,0,0.0,0.0,-1690.0730238002477,0.5001657275439177,1,0.0,16.375500000000002,-1.1157974110533104,0.013925729442970823,0.050397877984084884,0.23474801061007958,0.3640583554376658,0.653183023872679,0.8116710875331565
2026-05-08,51057,54031,1751,1750,3501,1750,-1212.7786940007663,1,-3.835666479815792,2.890355928961569,0,0.0,0.0,-1216.614360480582,0.5001428163381891,1,0.0,15.921,-0.6930163965718666,0.012,0.06,0.2537142857142857,0.38971428571428574,0.668,0.836
2026-05-09,12613,10973,1327,1326,2653,1326,5549.4770247621655,1,-4.044097449718736,4.085684843458428,0,0.0,0.0,5545.432927312447,0.5001884658876743,1,0.0,20.3,4.185125961359092,0.00904977375565611,0.03695324283559578,0.17873303167420815,0.2993966817496229,0.6825037707390649,0.8107088989441931
2026-05-10,12019,15341,1161,1160,2321,1160,-1182.9988322337463,1,-7.271679485062282,3.0245773229901123,0,0.0,0.0,-1190.2705117188086,0.5002154243860405,1,0.0,15.1685,-1.0198265795118482,0.020689655172413793,0.06896551724137931,0.28448275862068967,0.4077586206896552,0.6560344827586206,0.7758620689655172
2026-05-11,66935,76705,4337,4338,8675,4337,-6046.030579867708,1,-0.9339999999999999,0.9085668683404821,0,0.0,0.0,-6046.964579867708,0.5000576368876081,1,0.0,6.44,-1.394058238383144,0.03366382291906848,0.12819921604795942,0.4401660133732995,0.6163246483744523,0.8801014526170163,0.9617246944892783
2026-05-12,79707,81342,3934,3933,7867,3933,-9954.999656447451,1,-12.682449671911131,2.5815664288050018,0,0.0,0.0,-9967.682106119362,0.5000635566289564,1,0.0,8.159,-2.531146619996811,0.016018306636155607,0.0798372743452835,0.36689549961861173,0.559115179252479,0.8520213577421816,0.9529621154335113
2026-05-13,66910,65453,4273,4272,8545,4272,-10452.46400058065,1,-2.9248173549498957,1.4681304234221075,0,0.0,0.0,-10455.3888179356,0.5000585137507314,1,0.0,7.672000000000001,-2.4467378278512766,0.018726591760299626,0.07677902621722846,0.37523408239700373,0.5868445692883895,0.87687265917603,0.9665262172284644
2026-05-14,72820,77024,3766,3765,7531,3765,-4395.8908536408135,1,-1.0625033218122129,0.9745033218114824,0,0.0,0.0,-4396.953356962626,0.5000663922453857,1,0.0,8.192,-1.1675672918036701,0.022045152722443558,0.08260292164674635,0.37264276228419657,0.5564409030544488,0.852058432934927,0.9466135458167331
2026-05-15,94092,92021,4261,4262,8523,4261,-5508.532289003741,1,0.7421766410817562,1.265044160270836,0,0.0,0.0,-5507.79011236266,0.5000586647893934,1,0.0,7.04,-1.2927792276469678,0.024172729406242665,0.09762966439802863,0.40413048580145505,0.5965735742783385,0.871157005397794,0.9629195024642103
2026-05-16,19637,15175,1230,1231,2461,1230,-345.0316970226204,1,-3.3206180919684556,0.9161946497637311,0,0.0,0.0,-348.35231511458886,0.5002031694433158,1,0.0,20.296999999999997,-0.2805135748151388,0.04878048780487805,0.0886178861788618,0.22845528455284553,0.3146341463414634,0.6373983739837399,0.7853658536585366
2026-05-17,20726,27869,1549,1548,3097,1548,-991.6898737367053,1,-4.2578695381207545,2.300192922928027,0,0.0,0.0,-995.947743274826,0.5001614465611882,1,0.0,19.021,-0.6406265334216447,0.02131782945736434,0.060723514211886306,0.2189922480620155,0.330749354005168,0.6395348837209303,0.8087855297157622
2026-05-18,95316,90186,3762,3761,7523,3761,-7291.9933456832005,1,-4.269315187285462,1.7885890746675233,0,0.0,0.0,-7296.262660870486,0.5000664628472684,1,0.0,7.235,-1.93884428228747,0.026322786492954,0.105291145971816,0.4049454932198883,0.5897367721350705,0.8569529380483913,0.9545333687848976
2026-05-19,104167,98543,3465,3464,6929,3464,-4701.713275070327,1,-3.200240802248793,1.1292801002808979,0,0.0,0.0,-4704.913515872576,0.5000721604849184,1,0.0,8.096499999999999,-1.357307527445242,0.02367205542725173,0.09411085450346421,0.3721131639722864,0.5571593533487298,0.8449769053117783,0.9416859122401847
2026-05-20,79521,88630,2596,2597,5193,2596,-5296.743801671778,1,-0.658489444502093,0.9148776388744767,0,0.0,0.0,-5297.40229111628,0.5000962834585019,1,0.0,9.838000000000001,-2.0403481516455226,0.025423728813559324,0.08936825885978428,0.3447611710323575,0.5050077041602465,0.7777349768875192,0.8967642526964561
2026-05-21,96520,86721,3453,3454,6907,3453,-4117.025958954589,1,-4.351567611974511,0.9117224540763754,0,0.0,0.0,-4121.377526566564,0.5000723903286521,1,0.0,8.066,-1.1923040715188544,0.01592817839559803,0.0822473211699971,0.3559223863307269,0.559223863307269,0.8546191717347235,0.9516362583260932
2026-05-22,66895,56448,2374,2374,4748,2374,-3041.7457020395977,0,0.0,0.0,0,0.0,0.0,-3041.7457020395977,0.5,1,0.0,11.9905,-1.281274516444648,0.009688289806234204,0.04844144903117102,0.2750631844987363,0.44987363100252736,0.8053917438921652,0.9043807919123842
2026-05-23,27981,29597,1297,1297,2594,1297,-1619.8352885301135,0,0.0,0.0,0,0.0,0.0,-1619.8352885301135,0.5,1,0.0,20.114,-1.24890924327688,0.013878180416345412,0.05628373168851195,0.2158828064764842,0.3292212798766384,0.6021588280647648,0.7733230531996916
2026-05-24,25266,27996,1082,1083,2165,1082,-1685.2742256764996,1,-0.676113508739363,2.4577905703804466,0,0.0,0.0,-1685.9503391852388,0.5002309468822171,1,0.0,24.598,-1.5575547372241227,0.013863216266173753,0.054528650646950096,0.20055452865064696,0.3142329020332717,0.5609981515711645,0.7218114602587801
2026-05-25,37197,34778,1583,1583,3166,1583,-928.4752017662528,0,0.0,0.0,0,0.0,0.0,-928.4752017662528,0.5,1,0.0,16.785,-0.5865288703513897,0.024636765634870498,0.06253948199620973,0.1945672773215414,0.35881238155401135,0.6835123183828175,0.8300694883133292
