var,day_type,lag,lag_ms,n_days,rho,lo,hi,rho_null
OBI,立会日,1,200,68,0.7099348216317699,0.6901029780847769,0.734496241336946,-0.00004031308710450929
OBI,立会日,2,400,68,0.5605390165970021,0.5341117622763539,0.5930916567505463,0.00009167879701451343
OBI,立会日,3,600,68,0.48880588474577813,0.4593629652408297,0.5250789697995449,-4.637469227504233e-6
OBI,立会日,4,800,68,0.4411624237297115,0.4094500359371332,0.4783835083396767,-0.00004932963566023818
OBI,立会日,5,1000,68,0.40595232426732425,0.3731242057198664,0.4442414036003604,-0.0000565932861991792
OBI,立会日,6,1200,68,0.37822210150847396,0.34541150752539534,0.416564087205535,-0.00020453627140871173
OBI,立会日,7,1400,68,0.35590746811840623,0.3234177711179353,0.3938521957370888,0.00012627399474730104
OBI,立会日,8,1600,68,0.33754343497587275,0.30523210690857216,0.3748587230347096,-0.00002700432245233896
OBI,立会日,9,1800,68,0.3221767308189164,0.2902650489273109,0.3588226182819775,0.0003503907721639702
OBI,立会日,10,2000,68,0.3092179064576043,0.27795805706772464,0.3453377589398198,-0.00003937175925470481
OBI,立会日,11,2200,68,0.29750272659367955,0.2667263370627916,0.33307079795377187,0.0003564069476437231
OBI,立会日,12,2400,68,0.2867082153789254,0.25633558744185553,0.3215656058170012,0.000022115257989111422
OBI,立会日,13,2600,68,0.27692250556860265,0.24696945897393216,0.31110222046940483,0.000013353541989691767
OBI,立会日,14,2800,68,0.2683203209009444,0.23905637729110388,0.3017132133861622,-0.0001701094145452105
OBI,立会日,15,3000,68,0.2604733077136886,0.23176981546913283,0.29309828876548455,-0.00004797545060283818
OBI,立会日,16,3200,68,0.253239605171369,0.2250222756153021,0.28508494076099744,0.0001422950461914035
OBI,立会日,17,3400,68,0.2462817837334356,0.21850768364910225,0.2775445462618765,0.00006164255274867695
OBI,立会日,18,3600,68,0.2399705370076667,0.212731876598216,0.2707484519425528,0.000018986928241140423
OBI,立会日,19,3800,68,0.23425888603353268,0.20755639234386228,0.2643373981302888,-0.00008777543535866013
OBI,立会日,20,4000,68,0.22891417408823858,0.20289549165656723,0.25826126048696824,-0.0003472439137641699
OBI,立会日,21,4200,68,0.22393520851716953,0.19852505486106464,0.2528206217488566,0.0001839765201503199
OBI,立会日,22,4400,68,0.21924574641622763,0.19418651355616248,0.24769663514878854,-0.00006210179740303689
OBI,立会日,23,4600,68,0.21489311616236226,0.19017428561282557,0.24266424706926495,0.0004090274046449208
OBI,立会日,24,4800,68,0.21092527663138602,0.1868154858502068,0.2380114909526083,-0.000046258830348956426
OBI,立会日,25,5000,68,0.20721865999100575,0.1836544405725129,0.2337287575276915,0.00019689544698400373
OBI,立会日,26,5200,68,0.2032789902101595,0.18025958042251802,0.22924339849752282,0.00004528206176547575
OBI,立会日,27,5400,68,0.19958112379084025,0.1770515540716187,0.22513659500799194,0.000025830835377263812
OBI,立会日,28,5600,68,0.1960476665212112,0.17389687015638358,0.221187196617425,-0.0001576334770223335
OBI,立会日,29,5800,68,0.19293196308673607,0.17125871871014176,0.21778433375820933,0.0004046459542558898
OBI,立会日,30,6000,68,0.18990707437761134,0.16870856120463174,0.21441285601748714,0.000023166258453630623
OBI,立会日,31,6200,68,0.18693435396911584,0.1659768439574036,0.21120462805260082,-0.00007964732506298036
OBI,立会日,32,6400,68,0.18406404829350514,0.1633912246610008,0.2081176011787663,0.0003500821793423594
OBI,立会日,33,6600,68,0.18141068098480814,0.16103417894846894,0.2053808872599291,-0.00011520354151090742
OBI,立会日,34,6800,68,0.17896617545332108,0.15891704560667588,0.20274335197455648,0.00033006728417860434
OBI,立会日,35,7000,68,0.1766833949514675,0.15682567648131596,0.20017519235117137,0.000024716616862725774
OBI,立会日,36,7200,68,0.17429621739108153,0.15456900471665444,0.19750265072196113,0.00010908297809756457
OBI,立会日,37,7400,68,0.17196559897627764,0.15254292846926984,0.19486416171742713,0.00023245786343319141
OBI,立会日,38,7600,68,0.16990450271103985,0.15078547451103136,0.19246873709514126,4.027069618270547e-6
OBI,立会日,39,7800,68,0.16780203107222283,0.14896783488654172,0.19003224904796312,0.0002711884986400312
OBI,立会日,40,8000,68,0.1658517841941496,0.1472404548487643,0.18766589649610563,0.00021033780574923556
OBI,立会日,41,8200,68,0.16370300336906216,0.1452933279955534,0.18521745259758174,0.00022150783465133442
OBI,立会日,42,8400,68,0.16178359072782342,0.1435636542236174,0.18300214063153825,-0.000509496097096525
OBI,立会日,43,8600,68,0.15998405086796708,0.14201358388272337,0.18090660651227292,0.0001791550499918377
OBI,立会日,44,8800,68,0.15822832711815943,0.1403595079057028,0.17896667018545542,-0.0001077889498413818
OBI,立会日,45,9000,68,0.15653627383646015,0.1388798728810418,0.17704221352129657,-0.00009596811810238626
OBI,立会日,46,9200,68,0.1547858483218011,0.13743840843684133,0.17502530096860094,0.0000506616649308863
OBI,立会日,47,9400,68,0.15308171601912215,0.13602125818326538,0.1730732785271258,-0.00030878388711102903
OBI,立会日,48,9600,68,0.15146601480004707,0.1345763412483993,0.17121850847489145,-0.00004743424655954211
OBI,立会日,49,9800,68,0.15011287906147894,0.13343729962411047,0.1696154749641422,-0.000018839154773262207
OBI,立会日,50,10000,68,0.14888702133697723,0.13244239430961835,0.1683830845476309,-0.00009220131742795695
OBI,立会日,51,10200,68,0.14742884069405174,0.13121026108234474,0.166665669426237,0.0002771157567157468
OBI,立会日,52,10400,68,0.14585505524646147,0.12958753235001053,0.16505733794218116,-0.00010931693399597549
OBI,立会日,53,10600,68,0.14445621433237868,0.12841016281016787,0.1634980878736678,-0.00023869929755064226
OBI,立会日,54,10800,68,0.14305564641366408,0.12725231880306537,0.16178380290022426,-0.00020632166957455572
OBI,立会日,55,11000,68,0.14166721857350714,0.12609320313055455,0.1601682958768437,0.000579279469808253
OBI,立会日,56,11200,68,0.14027754626623534,0.12489216046723968,0.15862414260590663,-0.00004690299352085043
OBI,立会日,57,11400,68,0.13896625728857537,0.12362567702567,0.1571549627208186,0.00014191045297401296
OBI,立会日,58,11600,68,0.13783863425232828,0.12253186870833094,0.15592957281560668,-0.000052858841594194346
OBI,立会日,59,11800,68,0.13699768379148816,0.12192798071405249,0.1548620855038852,0.00017431629828391188
OBI,立会日,60,12000,68,0.1360951995341473,0.121319058400656,0.15371360809400553,0.00019911912225024865
OBI,立会日,61,12200,68,0.13499518788996814,0.12035288254359824,0.15257058049770827,0.00018535176773040637
OBI,立会日,62,12400,68,0.1338881121021194,0.11921254463567597,0.15141219843631742,-0.00004717984236677997
OBI,立会日,63,12600,68,0.13288465400183544,0.1183359925741994,0.15030895780190456,-0.0002201594378114505
OBI,立会日,64,12800,68,0.13187595341710323,0.11751262523957239,0.1491490477740239,-0.000037781588931887446
OBI,立会日,65,13000,68,0.13085728900261145,0.116839298368958,0.14782416992428196,0.00015981571729397097
OBI,立会日,66,13200,68,0.12991286302908578,0.11601467073873745,0.1466770762174611,0.0001127345435635451
OBI,立会日,67,13400,68,0.1287762973440199,0.11488980223667508,0.14537751257336706,-0.00003784591804326747
OBI,立会日,68,13600,68,0.12804634126783035,0.11442183231040612,0.1445859085660737,-0.00002255201664259505
OBI,立会日,69,13800,68,0.12713330263373845,0.11382406868620425,0.14350970208444547,-0.00012556668051636586
OBI,立会日,70,14000,68,0.12606368298118759,0.11289344745893237,0.14229632901469966,-0.000016880431923303104
OBI,立会日,71,14200,68,0.12512751955447937,0.11200943755478357,0.14126099742945403,-0.0000782943197228221
OBI,立会日,72,14400,68,0.12407938761009685,0.11097693444481087,0.1401737615588152,0.00015855278097502788
OBI,立会日,73,14600,68,0.12313667441937073,0.11001209624255125,0.13919684879090036,0.00030305322696318296
OBI,立会日,74,14800,68,0.12256556476285645,0.10970360534488331,0.13846949053893054,0.000263997335381137
OBI,立会日,75,15000,68,0.12178874464773749,0.10905381916682433,0.13747505134913868,0.00022247437729061112
OBI,立会日,76,15200,68,0.12091271433843724,0.10821631699063992,0.13635675486349697,6.821661974553905e-6
OBI,立会日,77,15400,68,0.11989670359297705,0.10719043853842697,0.13527452654876063,0.000013912713977461813
OBI,立会日,78,15600,68,0.11905753663458864,0.10653291138043834,0.13421176579953725,-0.000338074949120534
OBI,立会日,79,15800,68,0.11844539105395316,0.10605356815964,0.13350568508344213,-0.0000621262583337988
OBI,立会日,80,16000,68,0.11775788002695664,0.10542086300583552,0.1327355191255442,-0.000024554132254905953
OBI,立会日,81,16200,68,0.11691319573453295,0.10472111250719505,0.1318126830471758,0.0002154133477488395
OBI,立会日,82,16400,68,0.11617663592735784,0.1040873635764556,0.13107197806231058,0.00014183661133553246
OBI,立会日,83,16600,68,0.11539262386145903,0.10332209743291604,0.1302599428168545,0.00011513487266745564
OBI,立会日,84,16800,68,0.11482858137885629,0.10286117602866558,0.12949495017788382,-4.992824247538523e-6
OBI,立会日,85,17000,68,0.11394575931500725,0.10209523319752012,0.12866263564422734,-0.0001096878510440388
OBI,立会日,86,17200,68,0.11310732330231396,0.10136724619971325,0.12779922319924897,0.00006875513847637256
OBI,立会日,87,17400,68,0.1123784569338045,0.10066912429067924,0.12697702253349424,0.0001398371709707073
OBI,立会日,88,17600,68,0.11183952041168142,0.10013399546283801,0.12633897023690627,-0.00003371550860773981
OBI,立会日,89,17800,68,0.11130884118799425,0.0998224525688127,0.12570613704594982,0.00007536604511633536
OBI,立会日,90,18000,68,0.11086414064782915,0.09947785713478928,0.12521533511220642,0.0002471355620731262
OBI,立会日,91,18200,68,0.11027774993616754,0.09903490380713717,0.12436808174782803,-4.8655717024752165e-6
OBI,立会日,92,18400,68,0.10971562322471669,0.09858187900907205,0.12372356093860638,-0.00020031472183507136
OBI,立会日,93,18600,68,0.10919483402971203,0.09820190210834907,0.12313063213812916,-0.0004969619951481459
OBI,立会日,94,18800,68,0.10862457358730611,0.09775524657600601,0.12243645987708687,-0.00003054857472417218
OBI,立会日,95,19000,68,0.1081403939054925,0.09728788709402098,0.12193522584180615,-0.00015147359100636283
OBI,立会日,96,19200,68,0.10757733259085578,0.0968188361408533,0.12125016044531708,0.000058337745339790044
OBI,立会日,97,19400,68,0.10699206360692791,0.09642981479537792,0.120593804582316,-0.00017006600921770195
OBI,立会日,98,19600,68,0.10631789248517953,0.09586316487441436,0.11997895480081186,0.000010580301594230918
OBI,立会日,99,19800,68,0.10581576139853342,0.09541872334121139,0.1193307201040883,0.00007715878228535787
OBI,立会日,100,20000,68,0.10542441529727176,0.09492428458510802,0.1188341350553527,-0.00019884666989295637
OBI,立会日,101,20200,68,0.10473566602175442,0.09422499409851266,0.11801201141353977,-0.00005304591651253966
OBI,立会日,102,20400,68,0.10413798651528135,0.09368739757643327,0.11735471776770677,-0.0004007758145590418
OBI,立会日,103,20600,68,0.10351273351240547,0.09321407708574246,0.11671551458990478,-0.00018826578962825727
OBI,立会日,104,20800,68,0.10290693647901795,0.09273080727225033,0.11603780012461296,0.00007281386307055496
OBI,立会日,105,21000,68,0.10237874524379557,0.09234263704724453,0.11543591975359234,0.00021691101310644212
OBI,立会日,106,21200,68,0.10189855185383008,0.09189561598252449,0.11487050167793904,-0.00007886034410742658
OBI,立会日,107,21400,68,0.10140575206984145,0.09142055361391373,0.11428470686194366,0.00011974071270717324
OBI,立会日,108,21600,68,0.10092473307672567,0.09116858153991914,0.11384178778133658,0.00028999527154302757
OBI,立会日,109,21800,68,0.10042455590731673,0.09072811259206857,0.11327306647699813,0.000012129560792020238
