dt,vol_usd,hi,lo,o,c,liq_usd,liq_sz,oi_cut_sz,n,n_acct,n_long,oi_mean,oi_close,ret_pct,range_pct,liq_over_vol_bp,liq_over_oi_pct,oicut_over_oi_pct
2026-05-17,11773704.164470013,735.95,705.0,712.42,722.12,8482.574920000001,12.008,10.026,8,2,8,85401.95459614859,87157.83450000835,1.3615563852783508,4.3900709219858225,7.2046781552387,0.014060568117888875,0.011739778143733665
2026-05-18,148017683.74047998,753.42,663.6,720.94,689.55,1924782.16536,2761.669,727.671,571,94,571,87226.07258134817,91740.40000000891,-4.354037784004228,13.535262206148268,130.03731153736527,3.1661049480640453,0.8342356573733898
2026-05-19,205480928.07029048,725.78,652.41,689.49,705.86,459467.09105,660.86,271.118,122,61,56,97523.93882008422,94156.36550001231,2.37421862536078,11.245995616253591,22.36057114229241,0.6776387500295481,0.27800148689663623
2026-05-20,115388180.75894989,739.52,691.76,705.7,725.93,0.0,0.0,0.0,0,0,0,91816.45245627187,86855.59150001245,2.8666572197817652,6.904128599514281,0.0,0.0,0.0
2026-05-21,180255577.4119789,764.49,728.66,741.92,761.0,229989.99254,305.94,75.104,72,16,0,94216.85896766427,87146.89700001378,2.5717058442958907,4.9172453544863215,12.759105479124887,0.32471895513413396,0.07971397138783419
2026-05-22,87501155.80882023,780.39,743.73,761.0,744.75,31017.094090000002,40.191,22.467,16,4,0,84559.01424671913,79724.13550001361,-2.1353482260183965,4.929208180388045,3.544763929492396,0.047530118885650806,0.026569609639071345
2026-05-23,16553265.479489915,775.55,736.62,744.83,772.19,0.0,0.0,0.0,0,0,0,78992.92710474759,79723.6245000149,3.673321429050924,5.28495017783932,0.0,0.0,0.0
2026-05-24,18908590.84093993,788.11,768.68,772.12,775.6,3160.37426,4.029,1.102,17,9,0,80856.20268118761,82741.97550001516,0.4507071439672661,2.5277098402456177,1.6713959737059392,0.004982920130303628,0.0013629133739376021
2026-05-25,23671976.57665983,802.33,774.79,775.61,789.72,19543.70306,24.762999999999998,16.408,16,4,0,82578.54146218488,83701.0975000159,1.819213264398356,3.554511545063832,8.256050354185364,0.029987209221102186,0.01986956866695654
2026-05-26,243951895.65044853,916.62,772.99,789.72,914.85,200.57189,0.249,0.07100000000000001,3,2,0,91523.24941882114,92336.64750001891,15.84485640480171,18.581094192680368,0.008221780341784822,0.0002720620187560723,0.00007757591699470334
2026-05-27,380605785.1002512,986.06,889.01,914.97,904.93,2268732.50482,2374.855,952.184,788,245,16,106464.6062128218,108650.10400002192,-1.097303736734545,10.916637608125889,59.60846087041,2.230652124192979,0.8943667138509793
2026-05-28,247430704.322849,950.28,879.58,904.8,936.2,1907956.57383,2155.12,516.386,373,54,317,112647.39643613665,116963.37400002017,3.47038019451813,8.037927192523696,77.11074415972591,1.9131556238157754,0.4584091744124379
2026-05-29,162088534.5756906,980.93,929.51,936.21,964.95,286587.10268,295.455,180.594,114,42,0,111097.23885710725,93352.56700002006,3.069824077931238,5.53194693978547,17.680899110490273,0.2659427030225412,0.16255489502514023
2026-05-30,21035215.541870225,978.79,959.72,964.9,978.04,0.0,0.0,0.0,0,0,0,92586.97132233149,91254.77500001973,1.3617991501710058,1.9870378860500804,0.0,0.0,0.0
2026-05-31,30005312.371719938,1003.6,977.5,978.04,988.67,907.5371,0.9249999999999999,0.0,2,1,0,91389.68277374441,91848.76550001712,1.0868676127765653,2.6700767263427183,0.30245880754614485,0.0010121492622860331,0.0
2026-06-01,162116816.33664003,1047.6,978.73,988.6,1040.4,111101.6957,106.595,18.022,33,13,0,87059.8654698058,83747.83800001605,5.239732955694931,7.036669970267573,6.853187609439249,0.12243873732721239,0.02070069819514069
2026-06-02,162030342.09769726,1076.6,1009.4,1040.9,1057.2,1425.8123999999998,1.351,1.351,4,4,0,84820.71172330459,87413.686000017,1.5659525410702146,6.657420249653256,0.08799662961522953,0.0015927713556650235,0.0015927713556650235
2026-06-03,146626018.04540116,1090.2,1039.6,1057.5,1052.2,46826.8652,43.303000000000004,23.795,37,21,1,89667.03646932618,86437.59650002104,-0.5011820330969252,4.86725663716816,3.1936259215264626,0.04829310938007118,0.026537065277204668
2026-06-04,246168980.832583,1061.7,969.0,1051.1,970.76,521628.69172,517.785,230.892,270,117,268,75026.85420469509,72675.26700002098,-7.643421177813714,9.566563467492273,21.189862750203865,0.6901328937333983,0.30774580974707993
2026-06-05,338666168.29531103,984.0,850.76,970.76,858.04,5256239.08032,5936.789,1487.892,1158,302,1158,70618.96646045086,72889.83850002036,-11.611520870245995,15.661291080915895,155.20413824556132,8.406791117970855,2.106929730886493
2026-06-06,60618037.38558107,878.88,834.02,858.51,877.47,0.0,0.0,0.0,0,0,0,74937.04619394073,76633.73800002097,2.208477478421922,5.3787678952543105,0.0,0.0,0.0
2026-06-07,59880155.369719654,914.96,869.12,877.35,888.0,950.6838,1.07,0.704,6,4,0,78540.72223117918,80870.58550002084,1.213882714994008,5.2743004418262185,0.15876441771571356,0.0013623505992859718,0.0008963503008386205
2026-06-08,288145308.8996286,962.8,866.54,887.99,954.97,88988.18432,95.826,26.721,64,43,14,85525.36658086759,74577.84500002468,7.542877735109621,11.108546633738769,3.0883093207322627,0.11204395120527517,0.031243362137166927
2026-06-09,378159014.6467388,1000.5,855.21,955.32,919.48,6449793.44666,7371.378,3914.822,676,106,637,91535.69492797347,107196.98900002532,-3.7516224929866504,16.98880976602237,170.55770712447887,8.053009272284765,4.276825563055428
2026-06-10,253890284.44748887,957.35,867.09,919.73,877.21,275193.80214,303.755,159.883,83,28,70,108262.43019049072,110567.32150002745,-4.623095908581865,10.409530729220728,10.839083611996866,0.2805728630564959,0.14768096348722404
2026-06-11,206971146.27845058,1000.2,870.39,877.15,999.32,103922.19178000001,108.688,55.234,60,34,0,105295.97305335989,110856.19100002671,13.928062475061287,14.914004067142317,5.021095628478924,0.10322142134051143,0.052455947172841605
2026-06-12,132598702.34124145,1019.9,957.29,999.45,990.14,0.0,0.0,0.0,0,0,0,109384.54779328246,108837.2940000266,-0.9315123317824914,6.540337828662168,0.0,0.0,0.0
2026-06-13,19726504.994260043,994.13,980.19,990.14,991.04,0.0,0.0,0.0,0,0,0,109484.49805586674,109423.60200002548,0.09089623689579884,1.4221732521245922,0.0,0.0,0.0
2026-06-14,34432510.05321939,1044.5,990.0,991.13,1035.4,73722.9585,71.104,11.496,58,27,0,110741.6698794729,111192.57850002471,4.466618909729303,5.505050505050502,21.41085804841201,0.06420708670673554,0.010380916246352269
2026-06-15,130231543.99880075,1097.4,1025.2,1035.5,1084.6,16832.4412,15.592,12.585,18,10,0,112256.18885405349,104861.02800002418,4.741670690487676,7.042528287163474,1.2925010856167845,0.013889657362474217,0.011210963180267958
2026-06-16,185468930.7715998,1135.0,1021.2,1084.8,1034.6,281674.2269,265.642,29.042,61,23,61,108861.64196739749,112317.4705000242,-4.627581120943958,11.143752448100264,15.187138122172849,0.2440179986257749,0.026677900016148632
2026-06-17,180994169.88799995,1093.5,1013.7,1035.1,1078.3,61680.367399999996,60.56,6.336,15,7,15,108118.43129595487,96942.57400002389,4.173509805815878,7.872151524119553,3.4078648742204294,0.056012651380621524,0.005860240408646268
2026-06-18,152882128.7775979,1155.8,1075.8,1078.3,1152.3,16536.84,14.610999999999999,6.121,22,16,0,99948.37301384247,102994.70950002469,6.862654177872574,7.436326454731357,1.0816725363666686,0.014618547115295645,0.006124161720123512
2026-06-19,64693138.541099764,1155.5,1098.4,1152.0,1132.0,0.0,0.0,0.0,0,0,0,102658.80567797672,102352.79800002728,-1.736111111111116,5.198470502549157,0.0,0.0,0.0
2026-06-20,19957139.37820005,1153.7,1125.6,1131.6,1138.0,0.0,0.0,0.0,0,0,0,103083.83913258249,103496.2610000295,0.5655708731000519,2.496446339729941,0.0,0.0,0.0
2026-06-21,20536034.810899813,1152.0,1118.9,1138.1,1126.3,0.0,0.0,0.0,0,0,0,103563.69876202791,103798.35500002977,-1.036815745540809,2.958262579318971,0.0,0.0,0.0
2026-06-22,175057575.8683024,1246.6,1119.1,1128.5,1230.3,386964.75049999997,319.203,99.716,80,15,0,108257.31186722252,104158.93750002896,9.020824102791302,11.393083727995702,22.104998802857722,0.29485583421053546,0.09211017554389449
2026-06-23,465092124.5426984,1236.2,1038.6,1230.3,1065.7,1836186.9019,1665.966,791.127,517,228,516,92595.66605892642,91462.95500002947,-13.37885068682434,19.025611399961505,39.48006867898333,1.7991835589149554,0.854388799899705
2026-06-24,645044784.1928325,1221.3,995.0,1065.3,1215.0,7292744.01977,6819.101,3112.784,942,338,516,105747.56180359422,108524.82250002737,14.052379611377086,22.743718592964825,113.0579488197191,6.448471136067581,2.943598837561284
2026-06-25,571552688.1474016,1254.8,1138.4,1214.7,1189.0,79582.0082,64.477,14.984,43,24,4,113073.1060513693,105473.09950002463,-2.1157487445459866,10.224877020379463,1.3923827120462438,0.05702240103911888,0.013251603783832333
2026-06-26,387818707.1473012,1198.4,1120.6,1189.0,1134.3,122052.57800000001,106.935,93.095,40,30,20,100289.42788212848,95605.90800002581,-4.600504625735913,6.942709262894886,3.1471555072159534,0.10662639348753905,0.09282633470540465
2026-06-27,29074830.791899983,1151.6,1124.8,1134.3,1129.9,0.0,0.0,0.0,0,0,0,96759.2077628313,97618.29450002612,-0.38790443445295697,2.3826458036984244,0.0,0.0,0.0
2026-06-28,43144019.378700055,1160.9,1119.3,1130.2,1153.4,0.0,0.0,0.0,0,0,0,97862.75384611842,99058.69500002767,2.052734029375336,3.716608594657389,0.0,0.0,0.0
2026-06-29,434802366.06060266,1165.4,1027.0,1153.9,1139.0,1551874.8627,1469.955,341.837,463,306,451,109422.72149943981,99709.73700002744,-1.291273073923227,13.476144109055511,35.691499951122616,1.3433727290428665,0.3124003820374272
2026-06-30,191714121.20219406,1169.3,1124.9,1138.8,1156.9,16589.5167,14.273,11.312,10,5,0,101446.5647489985,102180.55800002802,1.5893923428170087,3.947017512667772,0.8653257567033169,0.014069475920958582,0.011150697934413471
2026-07-01,465175143.5649985,1161.9,1018.1,1157.0,1020.3,144252.7443,139.623,38.571,74,58,74,108174.74530191216,104166.71700002637,-11.815038893690588,14.124349278066983,3.1010415387735284,0.12907171596320083,0.035656196732749036
2026-07-02,523850674.4950441,1074.4,952.45,1020.7,978.3,1934568.75597,1947.675,604.964,490,217,462,113751.89260245704,118606.17800002352,-4.1540119525815715,12.80382172292509,36.92977503245158,1.712213269986446,0.5318276348282339
2026-07-03,160456243.20762068,1048.3,968.9,978.1,1027.5,1874.6825999999999,1.8499999999999999,1.133,12,11,0,120051.0353797082,119609.47100002461,5.050608322257433,8.194860150686335,0.11683450656228277,0.0015410112825338437,0.0009437652881680243
2026-07-04,20934658.6536,1035.0,1022.9,1027.4,1033.1,0.0,0.0,0.0,0,0,0,119821.8336739693,119375.31650002598,0.5547985205372585,1.1829113305308558,0.0,0.0,0.0
2026-07-05,55655062.290999815,1047.7,1020.5,1033.5,1026.3,546.6396000000001,0.523,0.062,2,1,0,119758.70300432993,119822.38650002988,-0.6966618287372994,2.6653601175894215,0.09821920549505866,0.0004367114763935701,0.00005177076775602552
2026-07-06,273351927.39635944,1049.8,956.93,1025.8,960.34,193155.56074000002,199.024,53.566,122,93,122,122785.42504468122,123241.22650002758,-6.381360889062194,9.704994095701892,7.066186164472331,0.16209089957344353,0.04362569904409054
2026-07-07,366779641.2626393,971.36,893.8,960.33,915.15,1350312.0334400001,1455.093,381.956,490,189,488,131649.57024730762,130063.65150002079,-4.704632782481033,8.677556500335658,36.81534855074152,1.1052774401515817,0.2901308369503101
2026-07-08,401459474.7040359,962.12,875.4,915.15,957.97,1009320.56726,1133.051,454.059,309,127,256,122538.96641217484,112776.18000001853,4.679014369229084,9.90632853552662,25.14128152048452,0.9246454684372348,0.37054254111522117
2026-07-09,400883673.4122911,1034.4,930.26,958.01,1002.0,57424.56263,57.445,26.325999999999997,38,28,0,110222.87891691303,106896.46350001814,4.591810106366312,11.194719755767224,1.4324495218577131,0.05211712900667614,0.023884333505609815
2026-07-10,282683932.5111294,1002.8,955.11,1002.3,982.9,9172.91742,9.517,5.795,23,21,23,106823.40971867635,105844.09350001687,-1.9355482390501777,4.993142151165819,0.3244937672444067,0.00890909588550243,0.005424840880160407
2026-07-11,26440084.910129905,990.2,974.3,983.0,978.49,0.0,0.0,0.0,0,0,0,105349.40616535563,104836.49800001606,-0.45879959308240403,1.6319408806322544,0.0,0.0,0.0
2026-07-12,36682879.71150007,984.05,964.59,978.28,966.48,0.0,0.0,0.0,0,0,0,104293.6397883395,105445.6900000149,-1.2061986343378073,2.017437460475424,0.0,0.0,0.0
2026-07-13,274885115.6468123,989.12,903.47,966.5,920.81,500257.23377,537.196,369.921,230,86,224,103603.58693744903,101266.10900001576,-4.727366787377141,9.4801155544733,18.198774880658082,0.5185110051492076,0.35705424004609115
2026-07-14,286518888.9978088,994.91,910.71,921.0,990.38,27350.960479999998,29.375,23.3,26,14,9,102790.72527689279,94968.89700001794,7.533116178067312,9.245533704472319,0.9545953698085562,0.028577481013847328,0.022667414727579327
2026-07-15,249818643.5922531,1006.0,875.5,990.34,896.42,5711.01745,6.001,3.052,11,3,11,101675.63352471274,112375.95300001558,-9.483611688914928,14.905768132495712,0.22860653503992925,0.005902102393629471,0.0030017024671483332
2026-07-16,309142357.3950697,911.72,828.49,896.68,833.35,1231876.41808,1448.699,386.819,324,116,324,118289.66503990223,122953.3110000158,-7.062720256947841,10.045987278060098,39.84819254340221,1.2247046261491363,0.327009971555432
2026-07-17,535394487.98200345,903.7,805.26,833.18,844.55,921982.32035,1114.801,317.645,416,148,352,121549.67474782385,101192.08300001775,1.364651095801639,12.224623103097155,17.220616592918514,0.9171567117006693,0.2613293706124762
2026-07-18,20695965.284209732,847.81,836.79,844.45,839.05,0.0,0.0,0.0,0,0,0,101505.04026679858,101556.6110000165,-0.6394694771745035,1.3169373438975063,0.0,0.0,0.0
2026-07-19,43186195.25325008,867.76,838.99,838.99,861.43,0.0,0.0,0.0,0,0,0,101762.77122390312,102684.19500001773,2.6746445130454433,3.4291231123136034,0.0,0.0,0.0
2026-07-20,253587487.07993954,900.91,846.6,861.45,872.71,1115.47381,1.254,0.999,6,6,0,102670.39500776246,100890.64300001746,1.3070984967206378,6.4150720529175365,0.043987730737217484,0.0012213842168477004,0.0009730166129432637
2026-07-21,461333224.58263,987.69,867.53,872.69,986.53,726190.51435,763.307,261.17900000000003,125,35,0,128026.44403616307,104915.05750001776,13.044723785078304,13.85081783915254,15.74112757664457,0.5962104202350508,0.20400394775178318
2026-07-22,535984815.75057,994.96,923.89,986.7,983.78,17329.6815,17.725,17.725,9,6,3,112406.58442471076,128707.8555000173,-0.2959359481098711,7.692474212298017,0.3233241127499528,0.015768649221676243,0.015768649221676243
2026-07-23,480508933.3231028,1011.6,957.63,983.78,986.88,821.26719,0.8300000000000001,0.459,4,4,1,123471.90038974468,106926.2425000111,0.3151111020756714,5.63578835249523,0.017091611269748553,0.0006722177251504733,0.0003717445010169485
2026-07-24,419669104.7525748,991.0,904.87,987.03,911.19,277060.09477,299.932,109.595,96,54,96,115454.28213654141,104580.42850000906,-7.683657031701152,9.518494369356922,6.601870178967474,0.2597842145389523,0.09492501964577463
2026-07-25,28700934.656550042,934.49,911.19,911.19,933.5,0.0,0.0,0.0,0,0,0,104158.00813118128,103980.66550000943,2.4484465369461805,2.5570956661069566,0.0,0.0,0.0
2026-07-26,47734769.27890002,953.18,931.52,933.21,953.09,0.0,0.0,0.0,0,0,0,105929.72879033689,108022.1425000108,2.1302815014841325,2.325231879079359,0.0,0.0,0.0
2026-07-27,517001024.20502126,961.31,855.56,953.15,884.19,1542315.57605,1737.344,1190.784,332,132,284,115654.21400078267,101624.08050001046,-7.234957771599426,12.360325400907012,29.83196364884533,1.502188238457306,1.0296071010364929
2026-07-28,643005269.3404335,891.31,772.0,884.22,831.16,2597707.16705,3247.504,682.227,632,290,615,109233.22207713244,117726.12250000995,-6.00076903937935,15.454663212435227,40.39946934983307,2.9730002816422028,0.6245599891929047
2026-07-29,846164750.735797,855.64,705.76,831.04,734.37,4129890.86043,5558.872,2012.769,1037,380,1025,159402.94806990144,182953.50050000695,-11.632412398921833,21.236681024710947,48.80717208839984,3.4873081503877343,1.2626924560500348
2026-07-30,641892928.7921348,910.79,711.07,734.41,901.78,210108.08197,246.74099999999999,79.318,98,52,16,153736.11111143974,121965.81750000753,22.789722362168273,28.087248794070895,3.2732574631312015,0.1604964495434278,0.05159360375813346
2026-07-31,717385763.6242403,929.9,812.4,901.78,812.94,732012.6224100001,835.357,414.445,198,102,107,132538.23371658544,109502.00950000563,-9.851626782585543,14.463318562284599,10.203891121449981,0.6302762429943759,0.31269844812194564
2026-08-01,33800085.040940024,823.37,806.59,812.85,820.98,19327.72685,23.854,6.693,15,2,15,109117.8257341549,108904.09100000319,1.0001845358922345,2.080363009707531,5.718247994521161,0.0218607728292862,0.006133736587004801
2026-08-02,75942666.97799043,862.81,820.45,820.92,854.66,318.38372000000004,0.372,0.188,2,2,0,109747.20643719236,109602.76300000219,4.110022901135313,5.163020293741227,0.041924221609477244,0.00033896079187481937,0.00017130276578619904
2026-08-03,359586988.7477803,854.46,770.79,854.46,841.5,402562.02611,513.464,49.893,147,57,136,117239.02427187977,118869.45150000055,-1.5167474194227926,10.855096718950708,11.195122145878393,0.4379633856464604,0.0425566489570035
2026-08-04,355668072.1539921,902.21,811.98,841.5,891.38,39760.12222,44.39,3.188,25,11,0,143481.8487117581,150255.05899999564,5.927510398098623,11.112342668538645,1.1178996748064927,0.030937711214730337,0.0022218838331281893
2026-08-05,472060993.4309314,928.13,867.43,891.39,876.44,11706.79932,12.620000000000001,11.133,4,3,0,123543.83795810612,107242.72249999491,-1.6771559025791083,6.997682810140304,0.24799336278380424,0.010214997533328583,0.009011376191643985
2026-08-06,335327119.55070984,912.45,827.09,876.84,889.81,171136.18241,201.603,70.537,114,44,105,107848.39129551436,103761.02699999565,1.479175220108564,10.320521345923673,5.103559253999435,0.18693185644984683,0.06540384993478691
2026-08-07,348725841.1337366,917.0,844.13,889.8,879.09,113943.85254,133.107,50.288000000000004,31,20,31,119451.69496127949,115538.95799999649,-1.2036412677005948,8.632556596732721,3.2674335853505747,0.11143165448020383,0.0420990259002193
2026-08-08,13219819.389190039,885.17,874.69,879.11,883.24,0.0,0.0,0.0,0,0,0,115426.87092653997,115914.68899999668,0.4697933136922572,1.1981387691639256,0.0,0.0,0.0
2026-08-09,13447331.140169982,884.33,875.8,883.23,878.5,0.0,0.0,0.0,0,0,0,115447.5107908233,115689.36499999781,-0.535534345527211,0.9739666590545815,0.0,0.0,0.0
2026-08-10,232622897.8946585,893.9,854.52,878.14,861.93,17081.23555,19.129,19.129,2,2,0,106721.9469201075,96211.64499999725,-1.8459471154941176,4.608435144876655,0.7342886579349169,0.017924148267572416,0.017924148267572416
