feat,bin_i,bin,n_full,n_sub,fill_rate,spread_bp_mean_full,spread_bp_med,spread_bp_q1,spread_bp_q3,qsize_mean_full,qsize_med,qsize_q1,qsize_q3,fillsz_mean_full,fillsz_med,fillsz_q1,fillsz_q3
OBI,0,−1.00〜−0.75,4847277,145295,0.07325432402563337,2.675473906745595,2.097095522700642,1.0841283639832358,3.130788699983624,471.80431071314507,187.97,81.275,444.535,2.215310218499994,0.0,0.0,0.0
OBI,1,−0.75〜−0.50,2430142,72850,0.07042757172214628,2.7279540381375464,2.2158209616658566,1.436317288043179,3.255208333333842,225.16897512159318,102.69000000000001,41.3125,262.695,1.8240999044501591,0.0,0.0,0.0
OBI,2,−0.50〜−0.25,2003893,59918,0.06791131063385121,2.7089011273833083,2.220988339810774,1.5137753557358318,3.2254813062199315,185.41921121534455,98.5,33.45,225.8975,1.6478350390966008,0.0,0.0,0.0
OBI,3,−0.25〜0,1979559,59250,0.06607936414120519,2.728035598617568,2.2724690376089107,1.6161942685294894,3.2610467960220326,164.48240059020873,94.505,27.25,193.57,1.5774791860208894,0.0,0.0,0.0
OBI,4,ちょうど 0,107384,3214,0.07060642181330552,3.6113709655382613,2.960697401253845,1.870513717435573,4.5744608500406265,71.5510632868759,53.86,9.66,125.48,1.7633275907025232,0.0,0.0,0.0
OBI,5,0〜+0.25,1972116,59305,0.06660510842161414,2.756333054244601,2.2625287529696543,1.6260162601622783,3.269932966374313,163.9537922769239,91.84,26.65,195.64999999999998,1.5800717148485954,0.0,0.0,0.0
OBI,6,+0.25〜+0.50,1972009,58888,0.0679692638319602,2.816192673065231,2.216803369540681,1.507357791817474,3.2409658078108508,185.5820658982561,97.46000000000001,33.75,236.05,1.7054012228141087,0.0,0.0,0.0
OBI,7,+0.50〜+0.75,2386194,71531,0.07002573973448932,2.7541245492658204,2.205801257307845,1.2335779929692365,3.2490828115939303,226.06501183051708,103.46000000000001,42.69499999999999,273.075,1.8744310102197148,0.0,0.0,0.0
OBI,8,+0.75〜+1.00,4620239,138732,0.07247049340954007,2.857966741058898,2.102386208346055,1.084539883954787,3.15673173041523,475.30968245815296,199.25,81.71000000000001,469.2525,2.4147253010072633,0.0,0.0,0.0
OFI_z,0,< −2σ,682797,20633,0.06686028204576178,2.7537038835060437,2.22469410456018,1.1287318697449198,3.3517680576497435,811.1796167967428,362.17,141.09,757.04,4.293276742575168,0.0,0.0,0.0
OFI_z,1,−2〜−1σ,1162514,34705,0.05851284371629073,2.623967758013468,2.191540653078679,1.1120378092860845,3.26051516139601,569.0424040312168,278.27000000000004,131.86,567.51,2.2879907940894872,0.0,0.0,0.0
OFI_z,2,−1〜−0.5σ,1557939,46532,0.060941410414656796,2.6325610198372353,2.164736443338106,1.093314382549708,3.2645066514316525,373.62082132863014,183.32,96.07000000000001,391.3175,2.1964015343349246,0.0,0.0,0.0
OFI_z,3,−0.5〜0σ,7267828,217753,0.07400973165572988,2.646086223365173,2.15819574835548,1.1549344574701295,3.1690698779909297,227.16008735075198,97.32000000000001,37.57,229.67,1.7196405528583332,0.0,0.0,0.0
OFI_z,4,ちょうど 0,703541,21327,0.05174396374909209,2.825786370743742,2.1675517502976067,1.2359411739200068,3.1799872889831367,214.59040124172628,97.03,39.67,221.885,1.3649310274738653,0.0,0.0,0.0
OFI_z,5,0〜+0.5σ,7343772,219779,0.0744151643052099,2.8132240443718803,2.1619284401682006,1.1554682535086838,3.1740993493097536,224.03015057659343,97.3,37.85,229.47500000000002,1.6252111585163311,0.0,0.0,0.0
OFI_z,6,+0.5〜+1σ,1549150,46712,0.061720943743343123,2.8297307186246137,2.239098390494468,1.1289867344048439,3.3498031990625785,366.05426762411884,180.425,93.6575,375.55,2.0984361811317522,0.0,0.0,0.0
OFI_z,7,+1〜+2σ,1134134,34093,0.06115414933332393,2.8294414655947713,2.244081235738693,1.1374623215611803,3.3208800332081396,545.8896198861304,273.02000000000004,130.0,547.6600000000001,2.3223388065256025,0.0,0.0,0.0
OFI_z,8,> +2σ,669638,20023,0.06946887721425606,3.208760987039241,2.23763705526919,1.1525384659702536,3.3624747814396643,741.5039450120407,347.34000000000003,133.07,716.4150000000001,4.6245588661337615,0.0,0.0,0.0
