var,spread_bp,qsize,fillsz,obi,abs_obi,ofi_z,abs_ofi_z
spread_bp,0.9999999999999998,-0.011930475567851312,-0.23825037826333187,-0.002253560621175468,-0.08586867936591225,0.005218968862879246,-0.027764371355125828
qsize,-0.011930475567851312,1.0,0.09689533063986927,-0.007159387894485729,0.3136074992608362,-0.00797771222455502,0.2845492877538584
fillsz,-0.2382503782633318,0.09689533063986927,0.9999999999999998,-0.0019193636843240268,0.012322202186877879,-0.0024299498872932036,-0.08982423592604409
obi,-0.002253560621175468,-0.00715938789448573,-0.0019193636843240268,0.9999999999999998,-0.004236927033140138,0.30357574984225777,-0.003468019036584642
abs_obi,-0.08586867936591225,0.3136074992608362,0.012322202186877877,-0.004236927033140139,0.9999999999999998,-0.001171503283115891,0.08329368924559902
ofi_z,0.005218968862879246,-0.00797771222455502,-0.0024299498872932036,0.30357574984225777,-0.0011715032831158911,1.0,0.022180226836210137
abs_ofi_z,-0.02776437135512583,0.2845492877538584,-0.08982423592604408,-0.0034680190365846417,0.08329368924559902,0.022180226836210133,1.0
