metric,unit,side,day_type,hor,hor_ms,bin_i,n_up,n_dn,n,p_up,base,diff,lo,hi
kappa_depth,1/s,売り,立会日,10ms,10,2,105,100,426692,0.5121951219512195,0.5374771480804388,-0.02528202612921926,-0.09847704015900559,0.041531419851017735
kappa_depth,1/s,売り,立会日,10ms,10,3,141,149,503472,0.4862068965517241,0.5374771480804388,-0.05127025152871467,-0.10796619767781276,0.0129465607289277
kappa_depth,1/s,売り,立会日,20ms,20,2,105,103,426692,0.5048076923076923,0.5370866845397676,-0.03227899223207531,-0.09029973801877855,0.036195153796439554
kappa_depth,1/s,売り,立会日,20ms,20,3,144,152,503472,0.4864864864864865,0.5370866845397676,-0.05060019805328109,-0.10996185884059108,0.020366261450412454
kappa_depth,1/s,売り,立会日,50ms,50,0,182,96,327279,0.6546762589928058,0.5051261829652997,0.14955007602750614,0.1030227765937516,0.200605235566516
kappa_depth,1/s,売り,立会日,50ms,50,1,218,209,341540,0.5105386416861827,0.5051261829652997,0.005412458720883029,-0.03925212669816223,0.0426809743034696
kappa_depth,1/s,売り,立会日,50ms,50,2,224,252,426692,0.47058823529411764,0.5051261829652997,-0.03453794767118201,-0.0812929531348644,0.006785391554855829
kappa_depth,1/s,売り,立会日,50ms,50,3,309,375,503472,0.4517543859649123,0.5051261829652997,-0.053371797000387355,-0.092235803290735,-0.010244278617344739
kappa_depth,1/s,売り,立会日,50ms,50,4,175,162,241656,0.5192878338278932,0.5051261829652997,0.014161650862593578,-0.033368625414817825,0.06854017770381499
kappa_depth,1/s,売り,立会日,50ms,50,5,135,124,173852,0.5212355212355212,0.5051261829652997,0.01610933827022154,-0.04513193009173642,0.06630238846327174
kappa_depth,1/s,売り,立会日,100ms,100,0,23091,13031,327279,0.639250318365539,0.4997016317016317,0.13954868666390735,0.12788927031036526,0.1507628035430615
kappa_depth,1/s,売り,立会日,100ms,100,1,24298,25349,341540,0.48941527181904243,0.4997016317016317,-0.010286359882589247,-0.015646681829556048,-0.005371865020722068
kappa_depth,1/s,売り,立会日,100ms,100,2,30420,35337,426690,0.46261234545371593,0.4997016317016317,-0.03708928624791574,-0.043615576777749764,-0.03155462430817499
kappa_depth,1/s,売り,立会日,100ms,100,3,41420,44106,503471,0.4842971727895611,0.4997016317016317,-0.015404458912070595,-0.019656374216094213,-0.0111790917248881
kappa_depth,1/s,売り,立会日,100ms,100,4,22985,24056,241653,0.48861631342871115,0.4997016317016317,-0.01108531827292053,-0.015039876788345943,-0.0071717200289109035
kappa_depth,1/s,売り,立会日,100ms,100,5,15481,16265,173852,0.48765198765198764,0.4997016317016317,-0.012049644049644037,-0.019780830630438208,-0.004563957664996122
kappa_depth,1/s,売り,立会日,100ms,100,6,3084,2827,27428,0.5217391304347826,0.4997016317016317,0.022037498733150918,0.006337287006364043,0.034003750346961036
kappa_depth,1/s,売り,立会日,500ms,500,0,111558,58480,327279,0.6560768769333913,0.49362394274560834,0.162452934187783,0.14793152363755244,0.17402524310921674
kappa_depth,1/s,売り,立会日,500ms,500,1,103236,123213,341537,0.4558907303631281,0.49362394274560834,-0.03773321238248023,-0.045040735074293875,-0.029136767142878005
kappa_depth,1/s,売り,立会日,500ms,500,2,125165,148815,426687,0.4568399153222863,0.49362394274560834,-0.03678402742332204,-0.042839012740534865,-0.03200684816215522
kappa_depth,1/s,売り,立会日,500ms,500,3,161703,178523,503470,0.4752811366562226,0.49362394274560834,-0.01834280608938571,-0.02166114252674398,-0.015199259071875807
kappa_depth,1/s,売り,立会日,500ms,500,4,81660,87709,241651,0.48214254084277525,0.49362394274560834,-0.011481401902833088,-0.015165699907945925,-0.008313181922895907
kappa_depth,1/s,売り,立会日,500ms,500,5,59035,62910,173851,0.4841116896961745,0.49362394274560834,-0.009512253049433816,-0.013844739910193223,-0.004742348537400323
kappa_depth,1/s,売り,立会日,500ms,500,6,10125,9688,27428,0.5110281128551961,0.49362394274560834,0.01740417010958778,0.010025347159832778,0.024580987997839924
kappa_depth,1/s,売り,立会日,1s,1000,0,140128,80235,327279,0.6358962257729293,0.48930880285056383,0.14658742292236543,0.13673532433486735,0.15610408196386355
kappa_depth,1/s,売り,立会日,1s,1000,1,117345,153957,341534,0.4325253776234602,0.48930880285056383,-0.05678342522710361,-0.0650088385021014,-0.04834615905324345
kappa_depth,1/s,売り,立会日,1s,1000,2,150189,177615,426682,0.4581670754475235,0.48930880285056383,-0.03114172740304033,-0.03644117049022383,-0.026409126661331085
kappa_depth,1/s,売り,立会日,1s,1000,3,190204,209286,503469,0.47611704923777814,0.48930880285056383,-0.013191753612785684,-0.01713556299503543,-0.009618577102896443
kappa_depth,1/s,売り,立会日,1s,1000,4,94747,101610,241649,0.4825241779004568,0.48930880285056383,-0.00678462495010701,-0.009891843323609685,-0.0034609724431102387
kappa_depth,1/s,売り,立会日,1s,1000,5,68753,72821,173848,0.4856329552036391,0.48930880285056383,-0.003675847646924746,-0.007620457175503356,-0.0001857247348259446
