dt,n_post_bid,n_post_ask,n_fill_bid,n_fill_ask,n_fill,n_pair,realized_bp,forced_n,forced_pnl_bp,forced_cost_bp,total_bp,q_abs_mean,q_abs_max,p_absq_ge2,t_off_med,pair_pnl_mean,p_off_0.25s,p_off_1s,p_off_5s,p_off_10s,p_off_30s,p_off_60s
2026-05-15,93945,92150,4228,4229,8457,4228,-5215.117864150021,1,0.7421766410817562,1.265044160270836,-5214.375687508939,0.5000591226203145,1,0.0,7.009,-1.2334715856551597,0.02436140018921476,0.09839167455061495,0.4056291390728477,0.5988647114474929,0.8708609271523179,0.9616840113528855
2026-05-16,19784,14656,1047,1047,2094,1047,-274.6873188009341,0,0.0,0.0,-274.6873188009341,0.5,1,0.0,22.081,-0.26235656045934513,0.050620821394460364,0.09169054441260745,0.23018147086914995,0.32664756446991405,0.6045845272206304,0.7507163323782235
2026-05-17,20834,27818,1365,1364,2729,1364,-815.6192184219358,1,-4.2578695381207545,2.300192922928027,-819.8770879600565,0.5001832172957127,1,0.0,20.137,-0.5979613038283984,0.021994134897360705,0.06304985337243402,0.2126099706744868,0.3255131964809384,0.6129032258064516,0.7866568914956011
2026-05-18,95306,90200,3737,3736,7473,3736,-7206.8346953759865,1,-4.269315187285462,1.7885890746675233,-7211.104010563272,0.5000669075337884,1,0.0,7.202999999999999,-1.9290242760642309,0.026498929336188436,0.10546038543897217,0.4057815845824411,0.591541755888651,0.8554603854389722,0.9526231263383298
2026-05-19,104213,98673,3449,3448,6897,3448,-4638.057504861262,1,-3.200240802248793,1.1292801002808979,-4641.257745663511,0.5000724952878063,1,0.0,8.0195,-1.3451442879528,0.02349187935034803,0.09425754060324826,0.3738399071925754,0.5600348027842227,0.8465777262180975,0.9417053364269141
2026-05-20,79615,88422,2577,2578,5155,2577,-5155.29436955026,1,-0.658489444502093,0.9148776388744767,-5155.952858994762,0.5000969932104753,1,0.0,9.723,-2.0005022776679326,0.02522312766783081,0.08886301901435778,0.3473030655801319,0.5075669383003493,0.7784245246410555,0.8956150562669771
2026-05-21,96403,86602,3427,3428,6855,3427,-4049.268732491418,1,-7.640202579915462,0.9117470841167596,-4056.9089350713334,0.500072939460248,1,0.0,8.025,-1.1815782703505786,0.016049022468631456,0.08257951561132186,0.35716370002918,0.561715786402101,0.8555587977823169,0.9521447330026263
2026-05-22,66768,56500,2322,2323,4645,2322,-2912.302723347768,1,-1.2025104383445728,1.5844037054441409,-2913.5052337861125,0.5001076426264801,1,0.0,11.7695,-1.2542216724150579,0.009474590869939707,0.04952627045650301,0.27648578811369506,0.45305770887166236,0.8074935400516796,0.9065460809646856
2026-05-23,28223,29703,1197,1197,2394,1197,-1380.4118248066357,0,0.0,0.0,-1380.4118248066357,0.5,1,0.0,19.466,-1.1532262529712909,0.015873015873015872,0.06015037593984962,0.22639933166248954,0.33751044277360065,0.6048454469507101,0.7786131996658312
2026-05-24,25106,27629,967,967,1934,967,-1520.1834534376737,0,0.0,0.0,-1520.1834534376737,0.5,1,0.0,25.43,-1.572061482355402,0.015511892450879007,0.06204756980351603,0.21199586349534644,0.33195449844881075,0.5532574974146846,0.6980351602895554
2026-05-25,37680,33667,1487,1487,2974,1487,-769.4394093506945,0,0.0,0.0,-769.4394093506945,0.5,1,0.0,17.282,-0.5174441219574253,0.026227303295225286,0.06590450571620712,0.1956960322797579,0.3577673167451244,0.67182246133154,0.8143913920645595
2026-05-26,95613,79387,4500,4501,9001,4500,-6848.69634508608,1,-3.776430934394408,2.1032290671361316,-6852.472776020475,0.5000555493834018,1,0.0,5.7059999999999995,-1.5219325211302384,0.03088888888888889,0.13333333333333333,0.4648888888888889,0.6364444444444445,0.8908888888888888,0.9666666666666667
2026-05-27,102557,110741,7136,7136,14272,7136,-16404.13037826256,0,0.0,0.0,-16404.13037826256,0.5,1,0.0,4.1875,-2.2987850866399397,0.046384529147982065,0.18259529147982062,0.5518497757847534,0.7502802690582959,0.9557174887892377,0.9894899103139013
2026-05-28,94884,97117,5304,5304,10608,5304,-13651.326797348374,0,0.0,0.0,-13651.326797348374,0.5,1,0.0,5.1899999999999995,-2.573779562094353,0.04034690799396682,0.1610105580693816,0.49095022624434387,0.6870286576168929,0.916289592760181,0.972473604826546
2026-05-29,76794,78129,3106,3105,6211,3105,-7176.492590766709,1,-1.8666763146853187,1.3123381573426594,-7178.359267081395,0.5000805023345677,1,0.0,7.612,-2.3112697554804162,0.028663446054750404,0.11497584541062802,0.40901771336553944,0.5706924315619968,0.822866344605475,0.9317230273752013
2026-05-30,23849,23142,1263,1262,2525,1262,-1051.5778404949497,1,-7.678259715311328,1.2547430130493298,-1059.256100210261,0.5001980198019802,1,0.0,20.967,-0.8332629480942524,0.012678288431061807,0.03328050713153724,0.1624405705229794,0.3201267828843106,0.6553090332805072,0.7979397781299524
2026-05-31,18583,23749,1016,1017,2033,1016,-1637.0429560993668,1,-0.22596020816319273,1.554039791836232,-1637.26891630753,0.500245941957698,1,0.0,13.137,-1.6112627520663048,0.012795275590551181,0.07480314960629922,0.27263779527559057,0.42618110236220474,0.7106299212598425,0.8415354330708661
2026-06-01,48543,48722,2910,2911,5821,2910,-6020.864154727133,1,-2.855875750733152,1.806937875366576,-6023.720030477866,0.5000858958941763,1,0.0,8.036,-2.0690254827240886,0.031958762886597936,0.11718213058419244,0.3893470790378007,0.5508591065292097,0.8206185567010309,0.9226804123711341
2026-06-02,51693,49589,3008,3007,6015,3007,-6269.854345197676,1,-4.717579265986483,2.7377896329932416,-6274.571924463662,0.5000831255195345,1,0.0,8.131,-2.0850862471558482,0.02660458929165281,0.1034253408713003,0.38244097106750913,0.5513801130695045,0.8041237113402062,0.9208513468573329
2026-06-03,47864,43783,2864,2865,5729,2864,-5500.817562552851,1,2.8661140034209667,1.7960285008552417,-5497.95144854943,0.5000872752661896,1,0.0,9.0395,-1.920676523237723,0.021997206703910616,0.09741620111731844,0.35824022346368717,0.5185055865921788,0.8125,0.9203910614525139
2026-06-04,69328,70390,4003,4004,8007,4003,-8093.920445921484,1,-4.128065220750558,1.1551030858788596,-8098.048511142235,0.5000624453603097,1,0.0,5.889,-2.0219636387513016,0.03497376967274544,0.12940294778915812,0.45640769422932803,0.6540094928803397,0.8798401199100675,0.955783162628029
2026-06-05,118261,135077,8024,8025,16049,8024,-13831.594900710943,1,-5.129828647020247,0.962550795750452,-13836.724729357964,0.500031154589071,1,0.0,3.371,-1.7237780285033595,0.051096709870388834,0.19416749750747755,0.6165254237288136,0.7917497507477568,0.9576271186440678,0.990902293120638
2026-06-06,39018,40474,4147,4148,8295,4147,-4912.6075894935875,1,-1.9598105327949558,1.5868631625738465,-4914.5674000263825,0.5000602772754672,1,0.0,5.6,-1.1846172147319967,0.034482758620689655,0.14299493609838437,0.47118398842536774,0.650590788521823,0.8803954666023631,0.958765372558476
2026-06-07,48779,38996,4772,4773,9545,4772,-4184.120532603443,1,-4.0879345333300225,1.7471241523799148,-4188.208467136773,0.5000523834468308,1,0.0,6.342499999999999,-0.8768064821046614,0.038767812238055324,0.12070410729253982,0.4243503772003353,0.6353730092204526,0.9103101424979044,0.9759010896898574
2026-06-08,121139,111054,8498,8499,16997,8498,-17487.858608380597,1,-10.994309459309953,1.631961676508534,-17498.852917839908,0.5000294169559334,1,0.0,3.7525,-2.0578793373006143,0.045304777594728174,0.17274652859496353,0.5893151329724641,0.7945398917392328,0.9732878324311602,0.994822311132031
2026-06-09,109664,106852,8740,8740,17480,8740,-18839.940559440314,0,0.0,0.0,-18839.940559440314,0.5,1,0.0,2.806,-2.1555996063432845,0.05091533180778032,0.21762013729977117,0.6734553775743707,0.8321510297482837,0.964187643020595,0.9897025171624714
2026-06-10,134093,144038,9078,9079,18157,9078,-20154.044116046185,1,1.2315876721078527,1.8148155375214228,-20152.812528374077,0.5000275375888087,1,0.0,3.1175,-2.2200973910603854,0.04736726151134611,0.19563780568407138,0.6395681868252919,0.8139458030403173,0.9711390174047146,0.9960343688037012
2026-06-11,130897,112433,5248,5249,10497,5248,-9822.42022875039,1,-5.137005148682036,2.6973236964429796,-9827.557233899073,0.5000476326569496,1,0.0,5.383,-1.8716501960271317,0.029535060975609755,0.12957317073170732,0.4792301829268293,0.6713033536585366,0.9064405487804879,0.9748475609756098
2026-06-12,95559,100694,4079,4078,8157,4078,-4644.241788340056,1,9.379135091958606,0.8965545837840657,-4634.862653248098,0.5000612970454824,1,0.0,7.291,-1.138852817150578,0.024521824423737126,0.10348209906817067,0.3974987739087788,0.6000490436488475,0.8783717508582638,0.9637076998528691
2026-06-13,19763,19859,1262,1261,2523,1261,-429.4302401824499,1,-9.805727920235055,1.5517056300186325,-439.2359681026849,0.5001981767736822,1,0.0,20.892,-0.34054737524381407,0.016653449643140365,0.07057890563045202,0.2386994448850119,0.3481363996827914,0.6542426645519429,0.7874702616970658
2026-06-14,15502,17351,1302,1301,2603,1301,-1351.5593232735305,1,2.9296144112826323,1.32895180140978,-1348.6297088622478,0.5001920860545525,1,0.0,10.98,-1.038861893369356,0.026902382782475018,0.11299000768639508,0.3481936971560338,0.48424289008455035,0.681783243658724,0.7916986933128363
2026-06-15,37067,40417,2743,2742,5485,2742,-2212.168870839943,1,-1.856041399658006,1.3070206998290028,-2214.024912239601,0.5000911577028259,1,0.0,8.299499999999998,-0.8067720170824038,0.02188183807439825,0.10211524434719182,0.3614150255288111,0.5459518599562363,0.7957695113056164,0.9153902261123268
2026-06-16,50807,55130,2828,2828,5656,2828,-4591.148148043124,0,0.0,0.0,-4591.148148043124,0.5,1,0.0,8.064499999999999,-1.6234611556022351,0.02934936350777935,0.09759547383309759,0.38048090523338046,0.557991513437058,0.8094059405940595,0.917963224893918
2026-06-17,60704,63821,2785,2785,5570,2785,-5280.000312861224,0,0.0,0.0,-5280.000312861224,0.5,1,0.0,8.788,-1.8958708484241333,0.02333931777378815,0.08617594254937164,0.3526032315978456,0.5342908438061041,0.8053859964093357,0.9134649910233393
2026-06-18,43196,50679,2514,2513,5027,2513,-2762.478303513942,1,1.670731929671843,1.71424397655761,-2760.80757158427,0.5000994629003381,1,0.0,10.975,-1.0992750909327305,0.019498607242339833,0.08475925189017111,0.30600875447672105,0.4715479506565858,0.7771587743732591,0.9104655789892558
2026-06-19,22309,26948,2020,2020,4040,2020,-2448.576901467464,0,0.0,0.0,-2448.576901467464,0.5,1,0.0,10.1035,-1.212166782904688,0.01782178217821782,0.07673267326732673,0.32524752475247526,0.497029702970297,0.7717821782178218,0.8747524752475248
2026-06-20,10214,13412,978,979,1957,978,-1382.739498242649,1,-12.369105774728016,1.725623521133155,-1395.108604017377,0.5002554931016863,1,0.0,23.996,-1.413844067732779,0.028629856850715747,0.05725971370143149,0.16462167689161555,0.30265848670756645,0.556237218813906,0.7280163599182005
2026-06-21,9162,13909,921,922,1843,921,-1491.9938281569462,1,-6.263070077270709,1.7341783462121212,-1498.2568982342168,0.5002712967986978,1,0.0,20.009,-1.619971583232301,0.00760043431053203,0.04234527687296417,0.17046688382193267,0.2996742671009772,0.5852334419109664,0.7285559174809989
2026-06-22,48828,50123,2792,2793,5585,2792,-5281.851521098089,1,-3.3722314694404627,2.0651157347202314,-5285.223752567529,0.5000895255147717,1,0.0,8.8535,-1.8917806307657898,0.031160458452722063,0.10207736389684814,0.3653295128939828,0.5318767908309455,0.8133954154727794,0.9129656160458453
2026-06-23,88036,88874,6574,6573,13147,6573,-11592.588280787439,1,-5.6257519001595195,2.7227007600631676,-11598.214032687598,0.5000380314900738,1,0.0,4.43,-1.7636677743477134,0.04974897307165678,0.1853035143769968,0.5329377757492774,0.714742126882702,0.9385364369389928,0.9893503727369543
2026-06-24,89782,87720,6586,6586,13172,6586,-12913.744186034766,0,0.0,0.0,-12913.744186034766,0.5,1,0.0,3.198,-1.960787152449862,0.06878226541147889,0.2389918007895536,0.6088672942605526,0.7651078044336471,0.9293956878226541,0.9793501366535075
2026-06-25,81327,84524,6171,6172,12343,6171,-11696.81266840945,1,-11.878142778970027,1.266928568421556,-11708.69081118842,0.5000405087904075,1,0.0,4.537,-1.895448495934121,0.043104845243882674,0.17663263652568464,0.5255226057365094,0.706044401231567,0.9351806838437855,0.9878463782207098
2026-06-26,77213,89911,5529,5530,11059,5529,-12688.908347561732,1,-5.343948844593403,2.1689846533778203,-12694.252296406325,0.5000452120444887,1,0.0,5.317,-2.29497347577532,0.03327907397359378,0.13709531560860916,0.4856212696690179,0.6780611322119733,0.9158979924036896,0.9784771206366432
2026-06-27,11354,14622,1000,1000,2000,1000,-1425.9681517829447,0,0.0,0.0,-1425.9681517829447,0.5,1,0.0,24.147,-1.4259681517829454,0.008,0.048,0.195,0.317,0.562,0.726
2026-06-28,17573,20814,1492,1491,2983,1491,-2058.2512096202295,1,-4.401556672880161,2.5797783364400804,-2062.65276629311,0.500167616493463,1,0.0,16.484,-1.3804501741249033,0.01006036217303823,0.051643192488262914,0.23138832997987926,0.3782696177062374,0.6586183769282361,0.8081824279007378
2026-06-29,79172,75010,5081,5081,10162,5081,-7936.863700368548,0,0.0,0.0,-7936.863700368548,0.5,1,0.0,5.125,-1.5620672506137574,0.034245227317457196,0.14131076559732336,0.4926195630781342,0.678409761857902,0.90395591419012,0.9700846290100374
2026-06-30,66066,62027,2933,2934,5867,2933,-3911.238222252128,1,-1.7983789437281446,1.2781894718640723,-3913.036601195856,0.5000852224305438,1,0.0,9.554,-1.3335282039727707,0.019774974428912375,0.07841800204568701,0.3317422434367542,0.5114217524718718,0.8056597340606887,0.920218206614388
2026-07-01,70895,71202,4214,4215,8429,4214,-6018.227532682866,1,-5.835240013723472,1.8262480027449173,-6024.0627726965895,0.5000593190176771,1,0.0,6.6945,-1.4281508145901378,0.024679639297579496,0.11532985287138112,0.4205030849549122,0.6096345514950167,0.8775510204081632,0.9572852396772663
2026-07-02,128044,129350,7196,7195,14391,7195,-10285.346765658265,1,-1.5473244742014813,1.2037726099508643,-10286.894090132466,0.500034743937183,1,0.0,4.261,-1.429513101550834,0.03168867268936762,0.142043085476025,0.5485753995830438,0.7513551077136901,0.9507991660875608,0.9901320361362057
2026-07-03,46698,51392,3195,3194,6389,3194,-6096.032718553153,1,-1.9074728644430183,2.3062092966656342,-6097.940191417596,0.5000782595085302,1,0.0,8.9535,-1.9085888286014716,0.019411396368190358,0.08547276142767689,0.34502191609267374,0.5363180964308077,0.8227927363807138,0.9351909830933
2026-07-04,9825,13138,745,744,1489,744,-1195.5040115424622,1,-1.9019605072104255,1.813960507211526,-1197.4059720496725,0.5003357958361316,1,0.0,43.2825,-1.6068602305678226,0.008064516129032258,0.0228494623655914,0.13978494623655913,0.2271505376344086,0.40591397849462363,0.5887096774193549
2026-07-05,17865,19229,2295,2296,4591,2295,-1459.1778626776984,1,-20.46620372088481,1.8226101860444626,-1479.6440663985832,0.5001089087344806,1,0.0,14.184,-0.6358073475719792,0.016557734204793027,0.05708061002178649,0.24444444444444444,0.4143790849673203,0.7472766884531591,0.8941176470588236
2026-07-06,91851,84801,5720,5719,11439,5719,-8518.469972900859,1,-3.1203498888597427,1.5227273465520503,-8521.590322789718,0.5000437101145205,1,0.0,5.123,-1.489503404948568,0.03497114880223815,0.1346389228886169,0.49326805385556916,0.6821122573876551,0.9186920790347963,0.9802413009267354
2026-07-07,169309,137144,7564,7565,15129,7564,-12430.211993336476,1,-8.041437112849449,0.9006725931757171,-12438.253430449326,0.5000330491109789,1,0.0,4.576499999999999,-1.6433384443861052,0.03873611845584347,0.1442358540454786,0.5268376520359598,0.7424643046007403,0.9559756742464305,0.9945795875198308
2026-07-08,177055,161911,6715,6714,13429,6714,-12288.38343622828,1,-1.247121350178977,0.8981868916964961,-12289.630557578459,0.5000372328542706,1,0.0,4.7645,-1.8302626506148738,0.034554661900506406,0.13255883229073578,0.5177241584748287,0.7244563598450998,0.9435507893952935,0.9873398868036938
2026-07-09,117482,122812,6445,6445,12890,6445,-8085.816690630849,0,0.0,0.0,-8085.816690630849,0.5,1,0.0,5.5,-1.254587539275531,0.029014740108611325,0.12117920868890612,0.47276958882854925,0.6881303335919318,0.9343677269200931,0.9900698215671063
2026-07-10,126876,124484,6321,6322,12643,6321,-11443.34414316487,1,-1.9514026727170526,0.8968701336357948,-11445.295545837587,0.5000395475757337,1,0.0,5.419,-1.8103692680216574,0.024996044929599746,0.11517165005537099,0.47967093814269895,0.6983072298686916,0.9319727891156463,0.9854453409270685
2026-07-11,33082,32333,1419,1419,2838,1419,-1627.1445728280246,0,0.0,0.0,-1627.1445728280246,0.5,1,0.0,20.494,-1.1466839836702092,0.015503875968992248,0.06624383368569416,0.23819591261451725,0.3382663847780127,0.6046511627906976,0.7681465821000705
2026-07-12,41912,39543,1769,1768,3537,1768,-1825.1596669970074,1,-5.690021278026007,1.5180464849383808,-1830.8496882750335,0.5001413627367826,1,0.0,12.887,-1.032330128391973,0.02262443438914027,0.08823529411764706,0.3071266968325792,0.4423076923076923,0.7007918552036199,0.8280542986425339
2026-07-13,170251,163501,7038,7038,14076,7038,-11185.616199213868,0,0.0,0.0,-11185.616199213868,0.5,1,0.0,5.1135,-1.5893174480269787,0.029553850525717535,0.12404092071611253,0.49303779482807614,0.7188121625461779,0.9481386757601591,0.9916169366297244
2026-07-14,175399,174381,6649,6650,13299,6649,-10888.819077817034,1,-0.8330317141386808,1.0984207146532978,-10889.652109531173,0.5000375968117904,1,0.0,5.23,-1.637662667742072,0.029478117010076705,0.1213716348323056,0.484884945104527,0.7032636486689727,0.9420965558730636,0.989171303955482
2026-07-15,165993,145644,5473,5473,10946,5473,-8596.340816276113,0,0.0,0.0,-8596.340816276113,0.5,1,0.0,6.066,-1.570681676644638,0.02466654485656861,0.10305134295633107,0.4403435044765211,0.6570436689201535,0.9185090443997808,0.9784396126438881
2026-07-16,193111,184764,6482,6483,12965,6482,-10940.786865102566,1,0.9856851716314704,1.2059409696813268,-10939.801179930933,0.5000385653682993,1,0.0,5.042,-1.6878720865631887,0.02884912064177723,0.12573279851897562,0.49676025917926564,0.7068805924097501,0.9369021906818883,0.986269669854983
2026-07-17,204687,192962,8857,8856,17713,8856,-17746.565148208716,1,-6.378721283534292,1.1419087654091797,-17752.94386949225,0.5000282278552476,1,0.0,3.6245000000000003,-2.003903020348786,0.04042457091237579,0.17299006323396568,0.5980126467931346,0.7944896115627823,0.967479674796748,0.9959349593495935
2026-07-18,51598,47499,1245,1246,2491,1245,-1551.1287968894085,1,-4.51083640742497,0.9652278802474086,-1555.6396332968334,0.5002007226013649,1,0.0,24.088,-1.2458865838469142,0.011244979919678716,0.043373493975903614,0.17670682730923695,0.29477911646586347,0.5710843373493976,0.7646586345381526
2026-07-19,74889,61656,1789,1790,3579,1789,-2686.525958467714,1,2.6633936302917416,1.6002922128032138,-2683.8625648374223,0.5001397038278849,1,0.0,15.76,-1.5016914245208026,0.01621017328116266,0.05366126327557295,0.2247065399664617,0.3767467859139184,0.6785913918390162,0.8311906092789267
2026-07-20,188606,172549,6164,6164,12328,6164,-11266.922817265486,0,0.0,0.0,-11266.922817265486,0.5,1,0.0,5.3415,-1.8278589904713627,0.032933160285528874,0.127190136275146,0.4792342634652823,0.6842959117456198,0.93170019467878,0.9870214146658014
2026-07-21,154154,145345,6930,6929,13859,6929,-10856.634520160582,1,-6.708110710975876,1.7070515972510814,-10863.342630871557,0.5000360776390793,1,0.0,5.172,-1.5668400231145292,0.023379997113580603,0.12353875018040121,0.4918458652042142,0.7153990474815991,0.9489103766777313,0.9923509885986433
2026-07-22,157310,172675,7278,7279,14557,7278,-11775.940915579844,1,-2.0522839424593466,1.0493243531742165,-11777.993199522303,0.5000343477364841,1,0.0,4.848,-1.6180188122533465,0.03064028579280022,0.12778235779060182,0.5097554273151965,0.7320692497938994,0.95026106073097,0.9936795823028305
2026-07-23,180120,181755,8174,8174,16348,8174,-12358.584130693096,0,0.0,0.0,-12358.584130693096,0.5,1,0.0,4.2405,-1.5119383570703586,0.030462441888916076,0.13677514068999266,0.5539515537068754,0.7659652556887693,0.9629312454122828,0.9957181306581845
2026-07-24,167613,157618,6546,6547,13093,6546,-11142.318885258559,1,-2.2510675491019745,0.9008778145458636,-11144.56995280766,0.5000381883449171,1,0.0,5.1129999999999995,-1.7021568721751577,0.027650473571646808,0.11900397189123128,0.49282004277421326,0.7080659945004583,0.9343110296364192,0.9865566758325696
2026-07-25,35068,33369,1300,1299,2599,1299,-1961.655917544912,1,-1.7909714628495075,1.0602428657123768,-1963.4468890077615,0.5001923816852636,1,0.0,19.317,-1.510127727132342,0.005388760585065435,0.029253271747498075,0.19476520400307928,0.3364126250962279,0.5996920708237106,0.7652040030792918
2026-07-26,49718,39863,1513,1514,3027,1513,-1968.3665985075822,1,-1.6684262295075287,1.5279672131147302,-1970.0350247370898,0.5001651800462504,1,0.0,16.942,-1.300969331465686,0.013218770654329148,0.046926635822868476,0.2293456708526107,0.3701255783212161,0.635822868473232,0.7911434236615995
2026-07-27,176151,165266,7317,7317,14634,7317,-14009.506175003387,0,0.0,0.0,-14009.506175003387,0.5,1,0.0,3.785,-1.91465165710037,0.034850348503485035,0.16003826704933716,0.5771491048243815,0.7688943556102228,0.940822741560749,0.9867432007653409
2026-07-28,204795,217009,9070,9071,18141,9070,-18700.787315625228,1,-2.137268076094947,1.5077974418521523,-18702.924583701322,0.5000275618764125,1,0.0,3.758,-2.0618288109840424,0.038037486218302094,0.1599779492833517,0.5939360529217199,0.7983461962513781,0.9708930540242557,0.9960308710033076
2026-07-29,237768,220355,11417,11417,22834,11417,-30686.951767562994,0,0.0,0.0,-30686.951767562994,0.5,1,0.0,3.165,-2.687829707240342,0.03959008496102304,0.18244722781816589,0.6529736358062538,0.8535517211176316,0.9851975124813874,0.9986861697468687
2026-07-30,171242,169798,14084,14083,28167,14083,-27152.847933692326,1,-3.262172550846029,0.9014326797819883,-27156.110106243174,0.5000177512692158,1,0.0,2.561,-1.928058505552273,0.053894766740041185,0.21288077824327203,0.7313072498757367,0.9141518142441242,0.9961655897180999,0.9997869772065611
2026-07-31,166648,178393,13305,13305,26610,13305,-28722.282043900665,0,0.0,0.0,-28722.282043900665,0.5,1,0.0,2.615,-2.158758515137231,0.05644494550920706,0.21465614430665164,0.7142427658774897,0.8901164975573093,0.9907553551296505,0.9991732431416761
2026-08-01,29946,18445,2601,2602,5203,2601,-4701.030004031191,1,-1.4212611658937115,0.9069076457367139,-4702.451265197085,0.5000960984047664,1,0.0,10.209,-1.8073933118151413,0.016916570549788543,0.06958861976163014,0.3344867358708189,0.4940407535563245,0.7500961168781238,0.8835063437139562
2026-08-02,49192,51071,5797,5797,11594,5797,-10744.948082445078,0,0.0,0.0,-10744.948082445078,0.5,1,0.0,5.051,-1.853535981101438,0.022770398481973434,0.10919441090219079,0.49594617905813354,0.7027772986027255,0.9209936173883043,0.9763670864240124
2026-08-03,139425,134836,10755,10756,21511,10755,-24352.31470810804,1,-0.696327761900168,0.9054180595249579,-24353.01103586994,0.5000232439217145,1,0.0,3.208,-2.264278447987748,0.0402603440260344,0.16643421664342167,0.6491864249186425,0.8448163644816364,0.9814969781496978,0.996559739655974
2026-08-04,142932,159744,10504,10503,21007,10503,-20867.180799435668,1,-4.746941572278029,0.902072670180503,-20871.927741007945,0.5000238015899462,1,0.0,3.512,-1.9867829000700445,0.03960773112444064,0.17566409597257926,0.6218223364752927,0.8345234694849091,0.9849566790440827,0.9980957821574789
2026-08-05,147308,151794,11966,11965,23931,11965,-27456.083486960226,1,-1.0480985925950537,1.2453450740787966,-27457.13158555282,0.5000208934018637,1,0.0,2.956,-2.2946998317559806,0.04655244463017133,0.19891349770162975,0.6716255745925617,0.8613455913079816,0.9885499373171751,0.9994149603008775
2026-08-06,134720,132774,8906,8907,17813,8906,-18203.35526910303,1,-3.519475249694009,0.9022059836889724,-18206.874744352725,0.500028069387526,1,0.0,4.0265,-2.0439428777344535,0.03200089827082866,0.14170222322030093,0.5737704918032787,0.7919380193128228,0.9740624298225915,0.9970806198068718
2026-08-07,103178,105771,8550,8549,17099,8549,-17495.71211847491,1,-0.7064894207582721,0.902877644810432,-17496.418607895666,0.5000292414761097,1,0.0,3.738,-2.0465214783571093,0.03766522400280735,0.15522283307989237,0.5971458650134519,0.8060591882091472,0.9704058954263657,0.991928880570827
