stage,q1,q2,q3,q4,q5,spread
1 全候補 E[U(5s)],-0.17479102586325215,0.016367110545911993,0.16394675448213542,0.16792755125039022,0.43372047688412735,0.6085115027473795
2 約定した候補 E[U(5s)|Fill],-1.365155463155318,-1.0154791691758862,-1.084770954803305,-0.7646979972533499,-0.6341430193456239,0.7310124438096941
3 選別の効果 SP = 2 − 1,-1.1903644372920659,-1.0318462797217982,-1.2487177092854405,-0.93262554850374,-1.0678634962297513,0.12250094106231457
4 約定時刻からの markout(5s),-1.1048504978724727,-0.6728664732606803,-0.5043994726642962,-0.594564080488301,0.07228522321424305,1.1771357210867157
5 往復損益 E[Π|Fill],-2.476432126034394,-1.547532094990234,-1.2504085538100527,-1.3621680708158919,-0.6430813160225629,1.8333508100118312
