var,spread_bp,qsize,fillsz,obi,abs_obi,ofi_z,abs_ofi_z
spread_bp,1.0,-0.29194353865264006,-0.14444397025754777,0.0014105768704213435,-0.08965864890372947,0.01021010578987333,-0.09843721887227809
qsize,-0.29194353865264006,0.9999999999999998,0.30060646291779936,0.00384711893567557,0.24503991724136556,-0.006455613784641553,0.2779358160519856
fillsz,-0.14444397025754777,0.30060646291779936,1.0,0.006952633664953986,-0.0032729728602683195,-0.0007110347562118833,-0.11010917519767843
obi,0.0014105768704213435,0.00384711893567557,0.006952633664953986,1.0,-0.0069111090423465025,0.27749618815549454,0.0032550642012380638
abs_obi,-0.08965864890372949,0.24503991724136556,-0.0032729728602683195,-0.0069111090423465025,1.0,-0.001702520964064151,0.07639216039187348
ofi_z,0.01021010578987333,-0.006455613784641553,-0.0007110347562118834,0.2774961881554945,-0.0017025209640641507,1.0,0.022930403920342166
abs_ofi_z,-0.09843721887227809,0.27793581605198564,-0.11010917519767843,0.0032550642012380638,0.07639216039187349,0.022930403920342166,0.9999999999999998
