feat,x_form,y_kind,day_type,hor,sample,n,beta,r,r2,t,lay,hor_ms
var_ask_depth,log1p,二乗,立会日,10ms,full,57887844.0,2.4816890338602622e-11,0.004930245243354182,0.000024307318159616538,37.51176344405141,全窓,10
var_ask_depth,log1p,二乗,立会日,10ms,sub,57887844.0,2.4816890338602622e-11,0.004930245243354182,0.000024307318159616538,37.51176344405141,全窓,10
var_ask_depth,log1p,二乗,立会日,20ms,full,57887844.0,6.277051472956123e-11,0.005285409096987014,0.000027935549322513088,40.214100039718296,全窓,20
var_ask_depth,log1p,二乗,立会日,20ms,sub,57887844.0,6.277051472956123e-11,0.005285409096987014,0.000027935549322513088,40.214100039718296,全窓,20
var_ask_depth,log1p,二乗,立会日,50ms,full,57887844.0,2.0264301587460893e-10,0.011268986148369787,0.00012699004881215012,85.74446644807836,全窓,50
var_ask_depth,log1p,二乗,立会日,50ms,sub,57887844.0,2.0264301587460893e-10,0.011268986148369787,0.00012699004881215012,85.74446644807836,全窓,50
var_ask_depth,log1p,二乗,立会日,100ms,full,57887844.0,-4.057692650229068e-10,-0.00003686093286668933,1.3587283718025776e-9,-0.28045294331615434,全窓,100
var_ask_depth,log1p,二乗,立会日,100ms,sub,57887844.0,-4.057692650229068e-10,-0.00003686093286668933,1.3587283718025776e-9,-0.28045294331615434,全窓,100
var_ask_depth,log1p,二乗,立会日,500ms,full,57887576.0,-1.4450814612571137e-10,-5.870702431061622e-6,3.446514703407284e-11,-0.044666584259651344,全窓,500
var_ask_depth,log1p,二乗,立会日,500ms,sub,11577490.0,-1.5306768839059593e-10,-6.2953199275627e-6,3.9631052990368034e-11,-0.021420271717266657,全窓,500
var_ask_depth,log1p,二乗,立会日,1s,full,57887241.0,1.5602200521193127e-9,0.000044819168675585095,2.008757880770548e-9,0.34100065655490974,全窓,1000
var_ask_depth,log1p,二乗,立会日,1s,sub,5788690.0,-1.0421516012035822e-9,-0.000030053488928699456,9.032121967874608e-10,-0.07230777005080144,全窓,1000
var_ask_depth,log1p,二乗,立会日,3s,full,57885901.0,1.6327825417189822e-8,0.0004688271027405408,2.197988522640896e-7,3.566967473783899,全窓,3000
var_ask_depth,log1p,二乗,立会日,3s,sub,1929490.0,1.7936627393384975e-11,2.991742035199532e-7,8.950520405179837e-14,0.00041557095321438414,全窓,3000
var_ask_depth,log1p,二乗,立会日,5s,full,57884561.0,3.184835712894719e-8,0.0009141125868093213,8.35601821363229e-7,6.954745383261712,全窓,5000
var_ask_depth,log1p,二乗,立会日,5s,sub,1157650.0,3.7399280571283634e-8,0.026126884447393993,0.0006826140909274781,28.120572995144784,全窓,5000
var_ask_depth,log1p,二乗,立会日,10s,full,57881211.0,7.404772287785634e-8,0.002123656150856871,4.509915447072222e-6,16.156748925296224,全窓,10000
var_ask_depth,log1p,二乗,立会日,10s,sub,578770.0,7.67321650069709e-8,0.03448424811588113,0.0011891633681176514,26.25012609482696,全窓,10000
var_ask_depth,log1p,二乗,立会日,30s,full,57867811.0,2.3902532862829747e-7,0.006797292229439496,0.00004620318165239855,51.708804174339924,全窓,30000
var_ask_depth,log1p,二乗,立会日,30s,sub,192850.0,2.3646545921057828e-7,0.044142796651151374,0.0019485864961849009,19.403986189373615,全窓,30000
var_ask_depth,log1p,二乗,立会日,50s,full,57854411.0,3.8072793146486874e-7,0.010739846674521773,0.00011534430659223638,81.69422556789982,全窓,50000
var_ask_depth,log1p,二乗,立会日,50s,sub,115666.0,3.833834174909168e-7,0.04984040520345573,0.002484065990844657,16.97152027674056,全窓,50000
