feat,target,direction,day_type,n,pearson,spearman,partial_sp,beta,t,n_sub
void_asym,回復力 5s,前向き,立会日,19448479,-0.013343481082186503,-0.011078477573929347,-0.00985260355341402,-0.03989269342670377,-58.85056128022149,189792
void_asym,回復力 5s,前向き,閉場日,7243924,-0.013206016568030577,-0.01679862929819761,-0.023972389885722742,-0.03633584353134263,-35.54647942189261,70630
void_size,|OBI|,同時点,立会日,39150379,0.03790774205233309,0.041679309640358424,NaN,0.0022991220472253922,237.36033995445587,385979
void_size,|OBI|,同時点,閉場日,16402345,-0.019840203608074616,-0.016281155416694733,NaN,-0.0013310048571192124,-80.36825943849009,162018
void_size,|OFI|,同時点,立会日,39150313,-0.024062100503897482,-0.09837790840064924,NaN,-0.10393550377337882,-150.60067068248424,385979
void_size,|OFI|,同時点,閉場日,16402314,-0.013472527822079295,-0.03642008850901455,NaN,-0.0126297251314189,-54.5683775335413,162018
void_size,回復力 10s,前向き,立会日,19477233,-0.023164340488108438,-0.011100547492007291,-0.049176170802810226,-0.005322114376965093,-102.25865990440003,190049
void_size,回復力 10s,前向き,閉場日,7257024,-0.035504484602002076,-0.031468845081889976,-0.08602492135711118,-0.007589045669162372,-95.70537605928094,70729
void_size,回復力 1s,前向き,立会日,19478762,-0.05664861208526317,-0.06012121761875342,-0.08334516196387771,-0.011513171924571587,-250.41935200521309,190067
void_size,回復力 1s,前向き,閉場日,7257775,-0.04168797547559291,-0.027201639271161804,-0.07399678317322868,-0.006091764152742269,-112.40618303388717,70740
void_size,回復力 2s,前向き,立会日,19478565,-0.04620540219981244,-0.04370126924502828,-0.07040220562595176,-0.009927473194863538,-204.14338129751778,190067
void_size,回復力 2s,前向き,閉場日,7257670,-0.03595747824146085,-0.025451085948863122,-0.07506889019779293,-0.006024777534647241,-96.93234407061946,70740
void_size,回復力 30s,前向き,立会日,19473077,-0.014509160983891893,0.004872257330656909,-0.03673063533697408,-0.0033967204137912706,-64.03321172598369,190008
void_size,回復力 30s,前向き,閉場日,7255088,-0.03928009143608954,-0.03140508698587742,-0.08580929556985435,-0.00919710386170653,-105.88369131289248,70712
void_size,回復力 5s,前向き,立会日,19477981,-0.032970040574857515,-0.023273315450684486,-0.05771690039455705,-0.007421054154674273,-145.5886774321065,190067
void_size,回復力 5s,前向き,閉場日,7257414,-0.03552567231694815,-0.028809035309581524,-0.08133097648262923,-0.006941899178863182,-95.76513466433157,70740
