event,n,rel_min,ofi_mean,ofi_ctl,obi_mean,ret_mean,ret_ctl,ofi_excess,ret_excess
下バンド到達,4103,3,0.009152112528681755,0.007115478582663389,0.033827874809503555,0.16247223117801307,-0.06995375425195134,0.0020366339460183664,0.2324259854299644
下バンド到達,4103,4,0.0303850956261158,-0.002460063099374867,0.01650901697576046,0.06651336669888881,0.05762488356961891,0.03284515872549067,0.008888483129269903
下バンド到達,4103,5,-0.04153748229146004,0.00808439514457386,0.01966298557817936,-0.6734852146110389,0.27685559375629826,-0.0496218774360339,-0.9503408083673373
下バンド到達,4103,6,-0.03483445197343826,-0.012821403542032995,0.026122866198420525,-0.4962602119562849,-0.20564227124402362,-0.022013048431405266,-0.29061794071226127
下バンド到達,4103,7,-0.007816779427230358,-0.0020498378356753185,0.025612764060497284,0.01520068833421336,-0.03281649079630073,-0.00576694159155504,0.04801717913051409
下バンド到達,4103,8,-0.008175041526556015,0.004024564780267419,0.03486147150397301,-0.09544111877003648,-0.16482920496081135,-0.012199606306823433,0.06938808619077487
下バンド到達,4103,9,-0.047819819301366806,-0.003564163138366641,0.026620298624038696,-0.17041972574030914,-0.2139174303028569,-0.044255656163000166,0.043497704562547757
下バンド到達,4103,10,-0.0030447235330939293,0.0029181866481897845,0.022073257714509964,0.5460405528713982,0.04445569216195849,-0.005962910181283714,0.5015848607094398
中間線を上抜け,8242,-10,-0.04916702210903168,-0.06845445440037527,-0.0233906339854002,-0.6602640408524056,-1.154259603703478,0.019287432291343595,0.4939955628510724
中間線を上抜け,8242,-9,-0.03567161038517952,-0.07513132181280256,-0.01677192933857441,-0.7486820935770477,-1.452105570483301,0.03945971142762304,0.7034234769062533
中間線を上抜け,8242,-8,-0.05106504261493683,-0.08800105920127517,-0.02205291949212551,-0.8364961404186455,-1.7305911564171048,0.03693601658633834,0.8940950159984593
中間線を上抜け,8242,-7,-0.04813072830438614,-0.09407440472997164,-0.0135717261582613,-0.7053581244096807,-1.7701415511772964,0.0459436764255855,1.0647834267676157
中間線を上抜け,8242,-6,-0.07912013679742813,-0.11184218783481326,-0.004420232959091663,-1.0147359675057208,-1.87070053783662,0.032722051037385125,0.8559645703308991
中間線を上抜け,8242,-5,-0.04825549200177193,-0.10623876122254129,-0.012880450114607811,-0.6541820915585376,-1.7615089387523388,0.057983269220769365,1.1073268471938014
中間線を上抜け,8242,-4,-0.04820118099451065,-0.10277564068434104,-0.008757584728300571,-0.5812062724559055,-1.9033157448788274,0.05457445968983039,1.3221094724229219
中間線を上抜け,8242,-3,-0.0447036437690258,-0.10502913627007109,0.005906644277274609,-0.5676993517457551,-1.83124987861472,0.06032549250104528,1.2635505268689649
中間線を上抜け,8242,-2,-0.03881718963384628,-0.09352603602591246,-0.004329603631049395,-0.45352445204553843,-1.6307606459813366,0.05470884639206618,1.1772361939357983
中間線を上抜け,8242,-1,0.008563083596527576,-0.04404630640206133,0.03270243853330612,-0.24867784840222307,-1.024216790519298,0.052609389998588905,0.775538942117075
中間線を上抜け,8242,0,0.7376486659049988,0.5872294446662815,0.0108725531026721,13.003470474931477,12.143394988877727,0.15041922123871732,0.8600754860537503
中間線を上抜け,8242,1,0.07112531363964081,0.05667198495727645,-0.0036107832565903664,0.5704284874596056,0.11841545864168225,0.01445332868236436,0.4520130288179234
中間線を上抜け,8242,2,0.015811624005436897,0.02253396419248987,-0.006292963866144419,-0.019424219763962507,-0.058721689084666184,-0.006722340187052974,0.039297469320703673
中間線を上抜け,8242,3,0.01718243397772312,0.010123126727101637,0.009578737430274487,-0.07525877155218293,-0.04314596392021099,0.007059307250621484,-0.03211280763197193
中間線を上抜け,8242,4,-0.009906025603413582,0.007560947621773274,0.002399308141320944,-0.06414196564083467,-0.055087849859393294,-0.017466973225186855,-0.009054115781441378
中間線を上抜け,8242,5,0.02181245945394039,0.009492785884719806,-0.0003767377929762006,-0.015769710379367485,0.0017455635876358318,0.012319673569220585,-0.017515273967003316
中間線を上抜け,8242,6,0.016245989128947258,-0.0029186024506766836,-0.004498764872550964,-0.04645986233084293,-0.3058816966974952,0.01916459157962394,0.2594218343666523
中間線を上抜け,8242,7,-0.015699461102485657,0.005340630104844337,0.0010808936785906553,-0.041623190078789715,-0.06663069350495385,-0.021040091207329994,0.025007503426164132
中間線を上抜け,8242,8,0.011041504330933094,0.00924065358952055,0.008179406635463238,-0.22740246699686892,-0.19824231671932013,0.0018008507414125439,-0.029160150277548785
中間線を上抜け,8242,9,-0.004295912571251392,0.0027527967981998813,-0.0015794448554515839,0.004167160061723146,-0.013615463975143065,-0.007048709369451274,0.017782624036866212
中間線を上抜け,8242,10,0.013771703466773033,0.006728236917125072,0.007660892326384783,0.27462799727037496,0.10766774762781524,0.007043466549647961,0.16696024964255973
中間線を下抜け,8237,-10,-0.03750700131058693,-0.05532657582168028,-0.010860195383429527,-0.4649307945559081,-1.054494124656648,0.017819574511093353,0.5895633301007399
中間線を下抜け,8237,-9,-0.024970099329948425,-0.06851722496010307,-0.005570945329964161,-0.6601609787416834,-1.369342216524245,0.04354712563015464,0.7091812377825616
中間線を下抜け,8237,-8,-0.048003487288951874,-0.07923719823592101,0.0006327458540908992,-0.8378012548432776,-1.5101972910682642,0.03123371094696914,0.6723960362249866
中間線を下抜け,8237,-7,-0.03680100291967392,-0.08279342802296771,-0.011628460139036179,-0.7987645769679491,-1.8696161746829008,0.045992425103293794,1.0708515977149515
中間線を下抜け,8237,-6,-0.04735438898205757,-0.09596480900422684,0.001490342547185719,-0.7086308117168632,-1.736575016870689,0.04861042002216927,1.027944205153826
中間線を下抜け,8237,-5,-0.026849884539842606,-0.0822126063938957,-0.01256625261157751,-0.6650701014112008,-1.5992844675327775,0.055362721854053096,0.9342143661215767
中間線を下抜け,8237,-4,-0.017764536663889885,-0.07831555321724919,-0.004122368525713682,-0.5808231273948388,-1.6283799475844765,0.0605510165533593,1.0475568201896377
中間線を下抜け,8237,-3,-0.01670500822365284,-0.08202098509395624,-0.007822663523256779,-0.6137919191057404,-1.665931174384087,0.0653159768703034,1.0521392552783466
中間線を下抜け,8237,-2,-0.027234895154833794,-0.07923817561597504,-0.008437801152467728,-0.7539301643161147,-1.832920110736628,0.05200328046114125,1.0789899464205133
中間線を下抜け,8237,-1,0.0019928808324038982,-0.035877676355338596,0.03863406181335449,-0.4188365573736325,-1.2021965051077557,0.037870557187742494,0.7833599477341231
中間線を下抜け,8237,0,0.7427098751068115,0.5831290061343376,0.02250717394053936,12.81876410980935,11.899625546683108,0.15958086897247392,0.9191385631262428
中間線を下抜け,8237,1,0.06309989094734192,0.06180070359583544,0.008348265662789345,0.1599338011543129,0.13872988713041307,0.001299187351506477,0.021203914023899845
中間線を下抜け,8237,2,0.023950990289449692,0.01596425544014796,-0.00020758029131684452,0.1333926014965185,0.03645749676519907,0.007986734849301732,0.09693510473131942
中間線を下抜け,8237,3,0.021764246746897697,0.0076437205392894374,0.006556178443133831,0.03920599888288746,-0.04596435093452033,0.01412052620760826,0.08517034981740779
中間線を下抜け,8237,4,-0.0022217831574380398,-0.0010198600160948622,0.018164005130529404,0.11770194019669833,0.04472501064139692,-0.0012019231413431775,0.07297692955530141
中間線を下抜け,8237,5,0.024828650057315826,0.005072324499121508,0.010196425020694733,0.3612790621102731,0.1726335764852684,0.01975632555819432,0.18864548562500472
中間線を下抜け,8237,6,-0.004042007960379124,-0.0068194983055746465,0.004228937905281782,-0.20533502739553453,-0.13381343720433106,0.002777490345195523,-0.07152159019120347
中間線を下抜け,8237,7,0.00858806911855936,-0.003126487481943672,0.0005203118198551238,0.20715597484869544,-0.06818264746538905,0.011714556600503032,0.27533862231408446
中間線を下抜け,8237,8,0.005162264686077833,0.005602790504450308,0.006568407639861107,-0.27271824114806176,-0.1050060480707142,-0.0004405258183724746,-0.16771219307734755
中間線を下抜け,8237,9,-0.00043282133992761374,-0.0020088346570573943,-0.0027672031428664923,0.010088222983634865,-0.18016265020701253,0.0015760133171297806,0.1902508731906474
中間線を下抜け,8237,10,0.003733194200322032,0.0044256674842493285,0.0005651307292282581,-0.11965223053622069,0.057733398055508985,-0.0006924732839272965,-0.17738562859172968
