h_quote,n_fill,half_spread_T,A,A_se,B,B_se,edge,total
0.1,29515,1.0793429441702291,-0.011792792455193482,0.0033475794329897437,-1.4845453106642434,0.1120973204484924,1.0675501517150356,-0.5049951589492078
0.5,89263,1.094780653129486,-0.20432528343912915,0.027195571309461052,-1.829580108940385,0.09629390137688823,0.8904553696903568,-1.0271247392500282
1.0,149508,1.1187025813611005,-0.4822342362293401,0.037151478570692294,-1.7918915249961491,0.10529628937771365,0.6364683451317603,-1.2434231798643889
2.0,254955,1.140581204324518,-0.8148877202955066,0.034132876194079786,-1.592803914858015,0.10556989175922497,0.32569348402901144,-1.3551104308290038
5.0,496040,1.1593658767967028,-1.5463900035272686,0.04284497846179506,-1.447541761415805,0.10669740011715903,-0.38702412673056585,-1.922565888146371
10.0,804713,1.1664068696791603,-2.262230986147503,0.05519236938610545,-1.369534204771102,0.10532081967804284,-1.0958241164683427,-2.553358321239445
