dt,side,n,sum_A,nq_0.1,A_0.1,spr_0.1,B_0.1,nB_0.1,nq_0.5,A_0.5,spr_0.5,B_0.5,nB_0.5,nq_1,A_1,spr_1,B_1,nB_1,nq_2,A_2,spr_2,B_2,nB_2,nq_5,A_5,spr_5,B_5,nB_5,nq_10,A_10,spr_10,B_10,nB_10,nq_30,A_30,spr_30,B_30,nB_30,nq_60,A_60,spr_60,B_60,nB_60,sum_B_1,n_B_1,sum_rest_1,sum_tot_1,sum_B_10,n_B_10,sum_rest_10,sum_tot_10
2026-05-04,1,9329,-14527.30913626096,334,-15.80922025679617,734.0722686658535,-669.8127889172117,334,1147,-49.14312834274142,2486.5327642062066,-3143.6619786258825,1147,1924,-454.5438164946693,4201.429840945384,-5006.0749077007795,1924,3190,-1460.7887510463695,7060.4785101913885,-8275.913645653847,3190,5946,-5820.5223358293115,13421.79964365021,-14314.071885618567,5946,9329,-14527.30913626096,21244.761805274957,-21886.072967574797,9329,9329,-14527.30913626096,21244.761805274957,-21886.072967574797,9329,9329,-14527.30913626096,21244.761805274957,-21886.072967574797,9329,-15477.648175574814,9329,-20125.925146792113,-34653.23428305317,-21886.072967574797,9329,-20125.925146792113,-34653.23428305317
2026-05-04,-1,11138,12787.25551308741,519,5.024282860005734,1266.831732319454,978.2970750397456,518,1270,53.91678208554711,2862.835260485883,3498.1332363765787,1269,2023,398.52209756003435,4448.337151813126,5373.77375149338,2022,3453,1142.8471090272315,7571.493762593057,8135.500395662849,3452,6787,4899.04859766341,14813.039273528606,14656.266675869749,6786,11138,12787.25551308741,24641.355036658246,22788.712185539163,11137,11138,12787.25551308741,24641.355036658246,22788.712185539163,11137,11138,12787.25551308741,24641.355036658246,22788.712185539163,11137,16614.06598868568,11138,20227.219689194175,33014.475202281654,22788.712185539163,11137,20227.219689194175,33014.475202281654
2026-05-05,1,8976,-17159.710259483447,349,-2.0776113302687573,627.99754515067,-346.2729629625933,349,1101,-126.99786120838924,1961.3114074250054,-2062.146000829067,1101,1888,-580.7994218449352,3417.5691372818037,-3876.8170045744628,1887,3055,-1597.6903321971693,5493.669814882114,-6252.407463177018,3054,5606,-6716.118456606311,10292.769768251925,-11171.65966949535,5605,8976,-17159.710259483447,16980.610574137972,-16416.278496837287,8970,8976,-17159.710259483447,16980.610574137972,-16416.278496837287,8970,8976,-17159.710259483447,16980.610574137972,-16416.278496837287,8970,-12598.823784470718,8976,-16037.078947759741,-33196.78920724314,-16416.278496837287,8970,-16037.078947759741,-33196.78920724314
2026-05-05,-1,9499,18439.1090527861,313,2.0287061284153944,574.8307749802157,741.9824840130134,313,1132,191.04270239969853,2034.2095561637948,3402.9121456479406,1131,1878,583.9260345898203,3347.7920625008046,5638.295164851457,1877,3080,1734.9296318192946,5555.919172024693,8910.261849097398,3078,5795,6861.322701214667,10693.617151778566,15666.22084842173,5793,9499,18439.1090527861,18023.812195062208,23229.599990792645,9497,9499,18439.1090527861,18023.812195062208,23229.599990792645,9497,9499,18439.1090527861,18023.812195062208,23229.599990792645,9497,14002.743848407204,9499,20971.13861749036,39410.24767027663,23229.599990792645,9497,20971.13861749036,39410.24767027663
2026-05-06,1,13704,-27604.879830340033,866,-3.2591785459196334,2038.4159954577176,-1243.9877899653848,866,2010,-261.66073349313433,4583.680363809235,-4925.198121312974,2010,3072,-949.7685919674112,7023.652610383202,-7789.648440155166,3072,4874,-2834.0208392357754,11071.573083983882,-11801.501877120343,4874,8822,-11298.289647856562,20114.900515331112,-21305.240295117375,8822,13704,-27604.879830340033,31615.95118560228,-32837.63991404568,13704,13704,-27604.879830340033,31615.95118560228,-32837.63991404568,13704,13704,-27604.879830340033,31615.95118560228,-32837.63991404568,13704,-18212.436908830903,13704,-26825.180530093705,-54430.06036043369,-32837.63991404568,13704,-26825.180530093705,-54430.06036043369
2026-05-06,-1,12603,26423.774277257267,381,3.304971981822794,856.5416299971173,1368.1816551605061,381,1425,140.17406297634608,3030.4193422315448,4485.346304942461,1425,2492,750.6248223602626,5428.6202366748785,7148.141289416966,2492,4123,2459.7318936411984,9066.636846369287,10384.78531875047,4123,7719,9841.371787616934,17230.20474542962,17894.142203195363,7719,12603,26423.774277257267,28651.820920725084,28406.141567355447,12603,12603,26423.774277257267,28651.820920725084,28406.141567355447,12603,12603,26423.774277257267,28651.820920725084,28406.141567355447,12603,17507.07877642947,12603,24039.625962307895,50463.40023956534,28406.141567355447,12603,24039.625962307895,50463.40023956534
2026-05-07,1,12260,-25721.198494481898,427,-3.6738070017001516,759.0211050081914,-706.4362802687886,427,1474,-223.9003727725241,2400.6991359127887,-2723.0340073910193,1474,2501,-1144.809990004052,4080.4421120646234,-4497.331061173429,2501,4096,-3157.112157128193,6800.3577371697575,-7263.696522686867,4096,7717,-11304.134378292532,13142.67638910402,-14111.460138669694,7717,12260,-25721.198494481898,21410.176836995775,-22641.52044991538,12260,12260,-25721.198494481898,21410.176836995775,-22641.52044991538,12260,12260,-25721.198494481898,21410.176836995775,-22641.52044991538,12260,-15059.141868548351,12260,-18743.149880714765,-44464.348375196685,-22641.52044991538,12260,-18743.149880714765,-44464.348375196685
2026-05-07,-1,10893,22967.34710028213,478,2.848579620964244,846.6124573157501,714.9474479190028,478,1335,176.23752872834822,2115.461199439277,2802.9306924734583,1335,2186,892.0108785478837,3565.4911360993183,4688.024415257885,2186,3558,2640.9120535166585,5847.316597539899,7286.5315524645885,3558,6707,9762.872810470431,11282.94267722932,13573.25929617406,6707,10893,22967.34710028213,18739.760066601128,20726.58273556449,10893,10893,22967.34710028213,18739.760066601128,20726.58273556449,10893,10893,22967.34710028213,18739.760066601128,20726.58273556449,10893,14910.882274181045,10893,19341.950683444375,42309.29778372646,20726.58273556449,10893,19341.950683444375,42309.29778372646
2026-05-08,1,12309,-20219.47353497963,530,-4.923098828695762,887.760136261013,-425.14222784675724,530,1687,-156.57786718523127,2761.3163310540535,-1827.6933124183392,1686,2749,-723.9326800448105,4550.008417941572,-3311.3979839863696,2748,4345,-2263.419357325627,7316.877948118537,-4749.080095372648,4343,7888,-8414.531900720496,13677.379574351422,-8353.299363436174,7883,12309,-20219.47353497963,21733.675246184943,-13020.400867661361,12299,12309,-20219.47353497963,21733.675246184943,-13020.400867661361,12299,12309,-20219.47353497963,21733.675246184943,-13020.400867661361,12299,-11769.327692330702,12309,-13287.850612297128,-33507.324147276704,-13020.400867661361,12299,-13287.850612297128,-33507.324147276704
2026-05-08,-1,12602,22332.370909115405,498,-1.148114218762244,880.6585150010934,674.7365289446441,498,1556,153.91218634897368,2340.953217342249,3436.6413490200425,1556,2597,703.34623173881,3888.636900995305,5826.307421710551,2597,4227,2150.467158593432,6498.647300519609,9501.95866994276,4227,7907,8876.248426805061,12702.280907459543,16997.19665886304,7907,12602,22332.370909115405,20890.06412150187,26011.538041006974,12602,12602,22332.370909115405,20890.06412150187,26011.538041006974,12602,12602,22332.370909115405,20890.06412150187,26011.538041006974,12602,17248.29504335227,12602,22216.317330699334,44548.6882398148,26011.538041006974,12602,22216.317330699334,44548.6882398148
