d,w,n,p50
2026-05-14,開場前 1 時間,147950,0.872340962
2026-05-14,開場後 1 時間,429940,0.475004824
2026-05-15,夜 12 時から 1 時間,92254,0.42337582100000004
2026-05-15,昼 12 時から 1 時間,266214,0.30251034400000004
2026-05-15,閉場前 1 時間,265941,0.328687172
2026-05-15,開場前 1 時間,95277,1.257913321
2026-05-15,開場後 1 時間,470811,0.344003286
2026-05-18,夜 12 時から 1 時間,63073,1.011084925
2026-05-18,昼 12 時から 1 時間,317622,0.41819410300000004
2026-05-18,閉場前 1 時間,280801,0.426208087
2026-05-18,開場前 1 時間,94474,0.6011239460000001
2026-05-18,開場後 1 時間,216271,0.431081621
2026-05-19,夜 12 時から 1 時間,55352,1.2513394020000002
2026-05-19,昼 12 時から 1 時間,346826,0.429207769
2026-05-19,閉場前 1 時間,275454,0.41666209000000004
2026-05-19,開場前 1 時間,137808,1.1008700905
2026-05-19,開場後 1 時間,546211,0.371884335
2026-05-20,夜 12 時から 1 時間,51775,1.607987587
2026-05-20,昼 12 時から 1 時間,230533,0.46745380300000006
2026-05-20,閉場前 1 時間,213436,0.41405761500000005
2026-05-20,開場前 1 時間,108503,1.2786654400000002
2026-05-20,開場後 1 時間,316694,0.345784357
2026-05-21,夜 12 時から 1 時間,41352,2.1633669540000002
2026-05-21,昼 12 時から 1 時間,209274,0.432828305
2026-05-21,閉場前 1 時間,205766,0.46245370750000003
2026-05-21,開場前 1 時間,128733,1.104071636
2026-05-21,開場後 1 時間,467335,0.40094433900000004
2026-05-22,夜 12 時から 1 時間,28212,1.4223064765000002
2026-05-22,昼 12 時から 1 時間,168072,0.729281456
2026-05-22,閉場前 1 時間,152771,0.608446743
2026-05-22,開場前 1 時間,75589,1.65244279
2026-05-22,開場後 1 時間,472213,0.40748950700000003
2026-05-26,夜 12 時から 1 時間,36836,0.8739436660000001
2026-05-26,昼 12 時から 1 時間,226576,0.402550601
2026-05-26,閉場前 1 時間,237003,0.401918408
2026-05-26,開場前 1 時間,82758,0.8815857340000001
2026-05-26,開場後 1 時間,477186,0.37921302700000004
2026-05-27,夜 12 時から 1 時間,47684,0.5594539890000001
2026-05-27,昼 12 時から 1 時間,217867,0.374649583
2026-05-27,閉場前 1 時間,152398,0.437640064
2026-05-27,開場前 1 時間,65066,0.9233286745
2026-05-27,開場後 1 時間,221725,0.38281354100000003
2026-05-28,夜 12 時から 1 時間,73470,1.862409724
2026-05-28,昼 12 時から 1 時間,162523,0.60439769
2026-05-28,閉場前 1 時間,168085,0.530016257
2026-05-28,開場前 1 時間,134118,0.884296033
2026-05-28,開場後 1 時間,379040,0.409345379
2026-05-29,夜 12 時から 1 時間,24274,3.6436823
2026-05-29,昼 12 時から 1 時間,160440,0.5843801900000001
2026-05-29,閉場前 1 時間,186825,0.512447277
2026-05-29,開場前 1 時間,109046,1.022856508
2026-05-29,開場後 1 時間,483152,0.4067396805
2026-06-01,夜 12 時から 1 時間,108436,1.566880184
2026-06-01,昼 12 時から 1 時間,166058,0.518010226
2026-06-01,閉場前 1 時間,188706,0.652791635
2026-06-01,開場前 1 時間,173037,0.713377641
2026-06-01,開場後 1 時間,412155,0.36569287500000003
2026-06-02,夜 12 時から 1 時間,125700,1.1249415465000001
2026-06-02,昼 12 時から 1 時間,131480,0.863191499
2026-06-02,閉場前 1 時間,104274,1.0299742955000002
2026-06-02,開場前 1 時間,108857,0.9787809700000001
2026-06-02,開場後 1 時間,385026,0.42391526
2026-06-03,夜 12 時から 1 時間,36480,2.5261487560000004
2026-06-03,昼 12 時から 1 時間,172299,0.662163032
2026-06-03,閉場前 1 時間,157785,0.6686608380000001
2026-06-03,開場前 1 時間,174120,0.893519978
2026-06-03,開場後 1 時間,499248,0.414170182
2026-06-04,夜 12 時から 1 時間,36879,1.7670273090000002
2026-06-04,昼 12 時から 1 時間,217871,0.557947889
2026-06-04,閉場前 1 時間,217628,0.6083224865000001
2026-06-04,開場前 1 時間,132530,1.0862232710000002
2026-06-04,開場後 1 時間,568151,0.364338433
2026-06-05,夜 12 時から 1 時間,48920,1.6557922975000001
2026-06-05,昼 12 時から 1 時間,338681,0.46959713500000005
2026-06-05,閉場前 1 時間,391519,0.419143786
2026-06-05,開場前 1 時間,133804,0.9758999100000001
2026-06-05,開場後 1 時間,466184,0.3987557705
2026-06-08,夜 12 時から 1 時間,91973,0.73815838
2026-06-08,昼 12 時から 1 時間,264054,0.6153490625
2026-06-08,閉場前 1 時間,282688,0.60537996
2026-06-08,開場前 1 時間,358194,0.47593572050000005
2026-06-08,開場後 1 時間,584623,0.40301241000000004
2026-06-09,夜 12 時から 1 時間,104789,1.154051248
2026-06-09,昼 12 時から 1 時間,582869,0.467589423
2026-06-09,閉場前 1 時間,334304,0.614954671
2026-06-09,開場前 1 時間,105999,1.309357715
2026-06-09,開場後 1 時間,508253,0.47121372600000005
2026-06-10,夜 12 時から 1 時間,142250,0.953876284
2026-06-10,昼 12 時から 1 時間,303076,0.588627596
2026-06-10,閉場前 1 時間,299000,0.54742998
2026-06-10,開場前 1 時間,249244,0.49277396100000004
2026-06-10,開場後 1 時間,607026,0.39832307
2026-06-11,夜 12 時から 1 時間,72598,1.7906139900000002
2026-06-11,昼 12 時から 1 時間,378428,0.49246681800000003
2026-06-11,閉場前 1 時間,353910,0.485080127
2026-06-11,開場前 1 時間,229819,0.672811936
2026-06-11,開場後 1 時間,667315,0.40727865100000005
2026-06-12,夜 12 時から 1 時間,55085,2.235092164
2026-06-12,昼 12 時から 1 時間,368238,0.42093970700000005
2026-06-12,閉場前 1 時間,304036,0.47774827900000005
2026-06-12,開場前 1 時間,150667,0.935182825
2026-06-12,開場後 1 時間,554039,0.411346549
2026-06-15,夜 12 時から 1 時間,64358,2.4780881800000003
2026-06-15,昼 12 時から 1 時間,202745,0.7389900500000001
2026-06-15,閉場前 1 時間,198520,0.7213749635
2026-06-15,開場前 1 時間,133581,0.9308313060000001
2026-06-15,開場後 1 時間,516941,0.47355924800000004
2026-06-16,夜 12 時から 1 時間,44878,1.756731045
2026-06-16,昼 12 時から 1 時間,280333,0.7380851900000001
2026-06-16,閉場前 1 時間,283882,0.7438936230000001
2026-06-16,開場前 1 時間,104088,1.5381348590000001
2026-06-16,開場後 1 時間,502367,0.540901431
2026-06-17,夜 12 時から 1 時間,48578,1.262928182
2026-06-17,昼 12 時から 1 時間,170549,1.0505789490000002
2026-06-17,閉場前 1 時間,441732,0.489086479
2026-06-17,開場前 1 時間,111048,1.182982183
2026-06-17,開場後 1 時間,470598,0.4678717725
2026-06-18,夜 12 時から 1 時間,226959,0.596719631
2026-06-18,昼 12 時から 1 時間,279125,0.796664918
2026-06-18,閉場前 1 時間,280592,0.647391587
2026-06-18,開場前 1 時間,172065,0.9425048850000001
2026-06-18,開場後 1 時間,600516,0.471741002
2026-06-22,夜 12 時から 1 時間,106970,2.158197253
2026-06-22,昼 12 時から 1 時間,283752,0.8048751175
2026-06-22,閉場前 1 時間,173090,1.1460023425
2026-06-22,開場前 1 時間,117054,2.119997493
2026-06-22,開場後 1 時間,469120,0.7524770005
2026-06-23,夜 12 時から 1 時間,99942,2.705927752
2026-06-23,昼 12 時から 1 時間,271004,0.8112097920000001
2026-06-23,閉場前 1 時間,315337,0.736379282
2026-06-23,開場前 1 時間,219695,0.870596176
2026-06-23,開場後 1 時間,561135,0.5825798080000001
2026-06-24,夜 12 時から 1 時間,60835,2.9898816850000003
2026-06-24,昼 12 時から 1 時間,196426,1.413517582
2026-06-24,閉場前 1 時間,295603,0.836941861
2026-06-24,開場前 1 時間,127839,1.2036383000000002
2026-06-24,開場後 1 時間,535680,0.5576386320000001
2026-06-25,夜 12 時から 1 時間,42671,6.067091155
2026-06-25,昼 12 時から 1 時間,308306,0.9805015690000001
2026-06-25,閉場前 1 時間,338210,0.7197216150000001
2026-06-25,開場前 1 時間,122595,1.239303481
2026-06-25,開場後 1 時間,636684,0.53457831
2026-06-26,夜 12 時から 1 時間,88257,3.2961086240000004
2026-06-26,昼 12 時から 1 時間,281638,0.953249737
2026-06-26,閉場前 1 時間,278574,0.797910631
2026-06-26,開場前 1 時間,122017,1.7283738640000001
2026-06-26,開場後 1 時間,629868,0.5162964520000001
2026-06-29,夜 12 時から 1 時間,42993,6.346360189
2026-06-29,昼 12 時から 1 時間,227886,1.0080113245
2026-06-29,閉場前 1 時間,187424,1.1915382730000001
2026-06-29,開場前 1 時間,79651,2.2181819160000003
2026-06-29,開場後 1 時間,644322,0.5273082600000001
2026-06-30,夜 12 時から 1 時間,43047,5.889034233
2026-06-30,昼 12 時から 1 時間,185232,1.0737620140000002
2026-06-30,閉場前 1 時間,153259,1.063716858
2026-06-30,開場前 1 時間,97148,1.599106858
2026-06-30,開場後 1 時間,523340,0.60665038
2026-07-01,夜 12 時から 1 時間,31306,5.3615801705
2026-07-01,昼 12 時から 1 時間,180379,1.3026746260000002
2026-07-01,閉場前 1 時間,251394,1.0074652
2026-07-01,開場前 1 時間,204006,1.278056732
2026-07-01,開場後 1 時間,507260,0.609196472
2026-07-02,夜 12 時から 1 時間,69811,4.401693632000001
2026-07-02,昼 12 時から 1 時間,371877,0.68101877
2026-07-02,閉場前 1 時間,348248,0.6685494940000001
2026-07-02,開場前 1 時間,151174,1.6811408930000002
2026-07-02,開場後 1 時間,506002,0.5836155810000001
2026-07-06,夜 12 時から 1 時間,72167,4.663220197
2026-07-06,昼 12 時から 1 時間,188360,1.113905576
2026-07-06,閉場前 1 時間,238120,0.9193733375
2026-07-06,開場前 1 時間,121969,1.334360398
2026-07-06,開場後 1 時間,564144,0.530129829
2026-07-07,夜 12 時から 1 時間,108005,2.150160922
2026-07-07,昼 12 時から 1 時間,349301,0.739254999
2026-07-07,閉場前 1 時間,345693,0.6669490880000001
2026-07-07,開場前 1 時間,137975,1.3453723480000002
2026-07-07,開場後 1 時間,663834,0.4618038835
2026-07-08,夜 12 時から 1 時間,116096,2.1633194955
2026-07-08,昼 12 時から 1 時間,293178,0.7570649175
2026-07-08,閉場前 1 時間,264426,0.683036147
2026-07-08,開場前 1 時間,185746,0.805635396
2026-07-08,開場後 1 時間,591378,0.476034061
2026-07-09,夜 12 時から 1 時間,109653,0.933499991
2026-07-09,昼 12 時から 1 時間,184749,1.141705541
2026-07-09,閉場前 1 時間,216936,0.725120184
2026-07-09,開場前 1 時間,169138,0.731473919
2026-07-09,開場後 1 時間,661192,0.40492171250000003
2026-07-10,夜 12 時から 1 時間,60238,1.128864456
2026-07-10,昼 12 時から 1 時間,169392,0.93980163
2026-07-10,閉場前 1 時間,171777,0.806919017
2026-07-10,開場前 1 時間,141492,0.7359651520000001
2026-07-10,開場後 1 時間,520855,0.416113381
2026-07-13,夜 12 時から 1 時間,154501,0.7646239730000001
2026-07-13,昼 12 時から 1 時間,252317,0.733231005
2026-07-13,閉場前 1 時間,233864,0.679514684
2026-07-13,開場前 1 時間,131649,0.80768934
2026-07-13,開場後 1 時間,594683,0.40557362700000005
2026-07-14,夜 12 時から 1 時間,111021,1.555298555
2026-07-14,昼 12 時から 1 時間,221499,0.817757747
2026-07-14,閉場前 1 時間,242731,0.803836222
2026-07-14,開場前 1 時間,225622,0.829177472
2026-07-14,開場後 1 時間,545053,0.46507089100000004
2026-07-15,夜 12 時から 1 時間,48011,4.094499343
2026-07-15,昼 12 時から 1 時間,332595,0.735872344
2026-07-15,閉場前 1 時間,266164,0.941604988
2026-07-15,開場前 1 時間,169644,1.147460527
2026-07-15,開場後 1 時間,584065,0.469780448
2026-07-16,夜 12 時から 1 時間,81204,3.217933585
2026-07-16,昼 12 時から 1 時間,408471,0.472344054
2026-07-16,閉場前 1 時間,404380,0.4690120325
2026-07-16,開場前 1 時間,160776,0.809127344
2026-07-16,開場後 1 時間,670028,0.41197373000000004
2026-07-17,夜 12 時から 1 時間,221858,0.6027920050000001
2026-07-17,昼 12 時から 1 時間,483986,0.439584342
2026-07-17,閉場前 1 時間,455717,0.407154866
2026-07-17,開場前 1 時間,232700,0.551647489
2026-07-17,開場後 1 時間,847432,0.40143715850000006
2026-07-20,夜 12 時から 1 時間,130997,0.872573323
2026-07-20,昼 12 時から 1 時間,302670,0.5199992685000001
2026-07-20,閉場前 1 時間,338801,0.46939303800000004
2026-07-20,開場前 1 時間,190469,0.463906796
2026-07-20,開場後 1 時間,671643,0.40207438500000003
2026-07-21,夜 12 時から 1 時間,70782,3.3714088110000002
2026-07-21,昼 12 時から 1 時間,161895,1.21112201
2026-07-21,閉場前 1 時間,197707,0.9356273350000001
2026-07-21,開場前 1 時間,118173,1.6921302500000002
2026-07-21,開場後 1 時間,562283,0.46826359500000003
2026-07-22,夜 12 時から 1 時間,72606,2.551452415
2026-07-22,昼 12 時から 1 時間,121780,1.668465941
2026-07-22,閉場前 1 時間,146522,1.420986015
2026-07-22,開場前 1 時間,136852,1.138575924
2026-07-22,開場後 1 時間,513786,0.5265508790000001
2026-07-23,夜 12 時から 1 時間,84251,2.0296027270000003
2026-07-23,昼 12 時から 1 時間,342007,0.601049747
2026-07-23,閉場前 1 時間,390245,0.41062581600000003
2026-07-23,開場前 1 時間,214273,0.7652130060000001
2026-07-23,開場後 1 時間,690142,0.406745362
2026-07-24,夜 12 時から 1 時間,144456,1.074104868
2026-07-24,昼 12 時から 1 時間,517280,0.46668790200000004
2026-07-24,閉場前 1 時間,556364,0.40619162200000003
2026-07-24,開場前 1 時間,277588,0.744506933
2026-07-24,開場後 1 時間,1067053,0.345331726
2026-07-27,夜 12 時から 1 時間,88514,0.9799722165000001
2026-07-27,昼 12 時から 1 時間,630842,0.39894792300000004
2026-07-27,閉場前 1 時間,543881,0.40106484200000003
2026-07-27,開場前 1 時間,203169,0.683333728
2026-07-27,開場後 1 時間,932603,0.335977668
2026-07-28,夜 12 時から 1 時間,172198,0.806574216
2026-07-28,昼 12 時から 1 時間,503257,0.39937513100000005
2026-07-28,閉場前 1 時間,501674,0.39592522500000005
2026-07-28,開場前 1 時間,332336,0.4154376515
2026-07-28,開場後 1 時間,1074581,0.33594539300000004
2026-07-29,夜 12 時から 1 時間,489038,0.405098512
2026-07-29,昼 12 時から 1 時間,513981,0.398767213
2026-07-29,閉場前 1 時間,757514,0.3352443365000001
2026-07-29,開場前 1 時間,268655,0.47906134400000006
2026-07-29,開場後 1 時間,995225,0.337668778
2026-07-30,夜 12 時から 1 時間,254457,0.40416104
2026-07-30,昼 12 時から 1 時間,415160,0.40449224500000003
2026-07-30,閉場前 1 時間,255557,0.782933506
2026-07-30,開場前 1 時間,396130,0.40633887900000004
2026-07-30,開場後 1 時間,297093,0.34330794800000003
2026-07-31,夜 12 時から 1 時間,130765,0.653010549
2026-07-31,昼 12 時から 1 時間,449307,0.397454244
2026-07-31,閉場前 1 時間,394130,0.403615019
2026-07-31,開場前 1 時間,263767,0.465427927
2026-07-31,開場後 1 時間,1044660,0.29675818
2026-08-03,夜 12 時から 1 時間,46004,2.209790066
2026-08-03,昼 12 時から 1 時間,296234,0.4056714495
2026-08-03,閉場前 1 時間,260265,0.551625661
2026-08-03,開場前 1 時間,218567,0.471881455
2026-08-03,開場後 1 時間,964720,0.322514913
2026-08-04,夜 12 時から 1 時間,115596,0.8145337960000001
2026-08-04,昼 12 時から 1 時間,207731,0.6928269880000001
2026-08-04,閉場前 1 時間,240320,0.7453366560000001
2026-08-04,開場前 1 時間,253942,0.5993096725
2026-08-04,開場後 1 時間,1036881,0.331714597
2026-08-05,夜 12 時から 1 時間,112809,1.088316552
2026-08-05,昼 12 時から 1 時間,296698,0.612749069
2026-08-05,閉場前 1 時間,254073,0.677117834
2026-08-05,開場前 1 時間,268867,0.40367851400000004
2026-08-05,開場後 1 時間,853789,0.33867711
2026-08-06,夜 12 時から 1 時間,92964,1.7530937785000003
2026-08-06,昼 12 時から 1 時間,296163,0.672020123
2026-08-06,閉場前 1 時間,186419,0.8082847790000001
2026-08-06,開場前 1 時間,218206,0.46905723600000004
2026-08-06,開場後 1 時間,814436,0.31896565
2026-08-07,夜 12 時から 1 時間,78090,0.6036906075
2026-08-07,昼 12 時から 1 時間,254035,0.8008812230000001
2026-08-07,閉場前 1 時間,180095,0.8820985750000001
2026-08-07,開場前 1 時間,168326,1.066610222
2026-08-07,開場後 1 時間,836375,0.340923748
2026-08-10,夜 12 時から 1 時間,31038,5.3016053415
2026-08-10,昼 12 時から 1 時間,290673,0.7298148830000001
2026-08-10,閉場前 1 時間,270917,0.7198832820000001
2026-08-10,開場前 1 時間,316762,0.7360905545
2026-08-10,開場後 1 時間,883546,0.40533106100000005
