  2026-06-25 立会日 格子 857,530
  2026-06-26 立会日 格子 863,905
  2026-06-27 閉場日 格子 863,580
  2026-06-28 閉場日 格子 863,820
  2026-06-29 立会日 格子 863,918
  2026-06-30 立会日 格子 863,968
  2026-07-01 立会日 格子 863,940
  2026-07-02 立会日 格子 863,905
  2026-07-03 閉場日 格子 863,918
  2026-07-04 閉場日 格子 863,875
  2026-07-05 閉場日 格子 863,926
  2026-07-06 立会日 格子 863,952
  2026-07-07 立会日 格子 863,970
  2026-07-08 立会日 格子 863,936
  2026-07-09 立会日 格子 863,932
  2026-07-10 立会日 格子 863,935
  2026-07-11 閉場日 格子 863,981
  2026-07-12 閉場日 格子 863,936
  2026-07-13 立会日 格子 863,970
  2026-07-14 立会日 格子 863,959
  2026-07-15 立会日 格子 863,817
  2026-07-16 立会日 格子 863,973
  2026-07-17 立会日 格子 863,978
  2026-07-18 閉場日 格子 863,978
  2026-07-19 閉場日 格子 863,980
  2026-07-20 立会日 格子 863,981
  2026-07-21 立会日 格子 863,979
  2026-07-22 立会日 格子 863,981
  2026-07-23 立会日 格子 863,980
  2026-07-24 立会日 格子 863,975
  2026-07-25 閉場日 格子 863,974
  2026-07-26 閉場日 格子 863,970
  2026-07-27 立会日 格子 863,954
  2026-07-28 立会日 格子 863,975
  2026-07-29 立会日 格子 863,977
  2026-07-30 立会日 格子 863,970
  2026-07-31 立会日 格子 863,978
  2026-08-01 閉場日 格子 863,977
  2026-08-02 閉場日 格子 863,980
  2026-08-03 立会日 格子 863,976
  2026-08-04 立会日 格子 863,977
  2026-08-05 立会日 格子 863,982
  2026-08-06 立会日 格子 863,981
  2026-08-07 立会日 格子 863,970
  2026-08-08 閉場日 格子 863,963
  2026-08-09 閉場日 格子 863,964
  2026-08-10 立会日 格子 863,972

Δ=1000ms / 傾きは直近 10 点(=1000ms)の OLS

=== 立会日(32 日) 平均 log リターン[bp] ===
       h       何もしない        傾き>0        傾き<0    (b)-(a)             95%区間        帰無
    100ms      -0.001      -0.025       0.026    -0.024*[ -0.028, -0.021]     0.000
    300ms      -0.004      -0.058       0.058    -0.054*[ -0.065, -0.045]     0.002
    500ms      -0.006      -0.063       0.062    -0.057*[ -0.079, -0.042]     0.004
   1000ms      -0.012      -0.046       0.038    -0.034*[ -0.063, -0.011]     0.013
   5000ms      -0.058      -0.080       0.032    -0.022 [ -0.086, +0.057]     0.046
  10000ms      -0.109      -0.113      -0.004    -0.005 [ -0.104, +0.136]     0.083
  30000ms      -0.189      -0.193      -0.114    -0.005 [ -0.121, +0.150]     0.130
  60000ms      -0.304      -0.325      -0.240    -0.020 [ -0.170, +0.169]     0.105

=== 閉場日(15 日) 平均 log リターン[bp] ===
       h       何もしない        傾き>0        傾き<0    (b)-(a)             95%区間        帰無
    100ms       0.000      -0.021       0.027    -0.022*[ -0.029, -0.016]    -0.000
    300ms       0.001      -0.052       0.067    -0.053*[ -0.080, -0.035]     0.000
    500ms       0.002      -0.060       0.080    -0.062*[ -0.103, -0.035]     0.001
   1000ms       0.003      -0.042       0.066    -0.045*[ -0.103, -0.011]     0.002
   5000ms       0.016      -0.052       0.077    -0.067*[ -0.158, -0.019]     0.008
  10000ms       0.032      -0.039       0.091    -0.071*[ -0.163, -0.022]     0.012
  30000ms       0.088       0.045       0.176    -0.043 [ -0.195, +0.067]     0.023
  60000ms       0.173       0.173       0.303    -0.000 [ -0.195, +0.207]     0.069

-> data/cancel_rate_cells_xyz_KIOXIA.parquet
