scope,kind,defn,lv,h,h_ms,n_day,n,slope,ci_lo,ci_hi,bonf_lo,bonf_hi,r,sd_x,slope_per_sd,mean_y
閉場日,実測,水準ごと,2,200ms,200,31,20654203.0,0.02362078923158113,0.018698016455173373,0.03015165939110895,0.015411041783708971,0.033119251387046286,0.06165784205537419,0.8613150026045369,0.020344940138520517,0.00040482025910729873
全日,実測,水準ごと,2,20s,20000,98,65891649.0,0.3885412346543043,0.34877203802725004,0.42816043973045903,0.3263575464806258,0.44760205994510993,0.04356775628282383,0.8645523669963381,0.3359142440960584,0.003313408255737029
立会日,実測,水準ごと,2,20s,20000,67,45242129.0,0.48180596384651375,0.4437496839253797,0.527304126713494,0.41561758411333505,0.5535648887073418,0.0464158111068737,0.865878294148036,0.41718532608576964,-0.004528514620833925
閉場日,実測,水準ごと,2,20s,20000,31,20649520.0,0.18298248396640482,0.1577985632609829,0.21081600924291097,0.14188966968698963,0.22350699601430102,0.044231689374312363,0.8613179313092071,0.15760609455576396,0.0204946931664698
全日,実測,水準ごと,2,2s,2000,98,65905710.0,0.2547700877184095,0.2252080937514255,0.28599764552548884,0.21158539280173755,0.30306477581485297,0.09734319571771519,0.8645531986980222,0.2202622942695266,0.0014428548225935438
立会日,実測,水準ごと,2,2s,2000,67,45251955.0,0.32521711886678895,0.29899752553683623,0.3560222745518658,0.29135676235684776,0.37082800624820306,0.10746535757812359,0.8658807036542261,0.2815992277247753,0.0007070406117919892
閉場日,実測,水準ごと,2,2s,2000,31,20653755.0,0.09903390036829254,0.083066734651696,0.1206104278950534,0.07074230706255057,0.13245397823126373,0.07499311717255108,0.8613154714552934,0.08529943058577245,0.0030550087169121526
全日,実測,水準ごと,2,500ms,500,98,65906854.0,0.1559865182178924,0.13518047718063964,0.17930239775116297,0.12334141967139403,0.1972264831239691,0.1302371341326803,0.8645531162812379,0.13485863042313895,0.0004901089173092449
立会日,実測,水準ごと,2,500ms,500,67,45252728.0,0.2051101080026057,0.18493706490851794,0.2295668525781414,0.17451639520030002,0.24529460259366886,0.14839087694254618,0.8658807251069718,0.1776008890440655,0.00028159165558679946
閉場日,実測,水準ごと,2,500ms,500,31,20654126.0,0.047347979163574944,0.03803269290095779,0.060016997203873296,0.03170809040912795,0.06595198527750934,0.07665744463408453,0.8613151278749718,0.04078153072789605,0.0009469655728767879
全日,実測,水準ごと,2,50s,50000,98,65868768.0,0.4183875963010301,0.37199842194780347,0.4670608608345286,0.3523345091078703,0.4815980792035946,0.029073394919722568,0.8645466593690612,0.36171559870350695,0.009196511924691418
立会日,実測,水準ごと,2,50s,50000,67,45225976.0,0.515532323355232,0.4598040748422874,0.5743174703098993,0.4314431561546575,0.6026480746592119,0.030727602711492948,0.8658721580341004,0.44638508535992844,-0.010721091909115752
閉場日,実測,水準ごと,2,50s,50000,31,20642792.0,0.2052858366884403,0.17083392796784883,0.24031346122402072,0.15259066132354415,0.2574774262736521,0.0314774047115114,0.8613118835438854,0.17681513066300297,0.05283368430744234
全日,実測,水準ごと,2,5s,5000,98,65903344.0,0.3125313628145628,0.28055199931260794,0.34568877961690897,0.2652472075510508,0.3622660032839873,0.07298565220784838,0.8645528353729146,0.27019987586429134,0.002022139603595315
立会日,実測,水準ごと,2,5s,5000,67,45250298.0,0.39148289985878,0.3634170570763711,0.4252458483328529,0.34756842670707494,0.43924958042079176,0.07883283715932878,0.8658796854929625,0.33897709020559336,-0.0001684842246964639
閉場日,実測,水準ごと,2,5s,5000,31,20653046.0,0.1381304694549157,0.11762766895777449,0.16413592079418005,0.10286556994309558,0.17933707618733233,0.06626284222826147,0.8613166533252243,0.1189740736731501,0.0068217406424011025
全日,実測,水準ごと,3,100ms,100,98,56536111.0,0.046994833506437704,0.04055241975185886,0.05451658113383728,0.03683229547834698,0.06010515235461947,0.09203004558665777,0.8430128078144395,0.03961724654703415,0.000023062086378500104
立会日,実測,水準ごと,3,100ms,100,67,39194459.0,0.06252756656735414,0.056275831523819465,0.07008301093828649,0.053609656534960304,0.07329011689598823,0.10703368505933476,0.8450761915958425,0.05284055782449516,-0.00002892354595140522
閉場日,実測,水準ごと,3,100ms,100,31,17341652.0,0.011334562246974995,0.008920711303064491,0.014315787262728712,0.007350834886804894,0.015820284152995665,0.041140309834746265,0.8380187609959517,0.009498575810641476,0.00014055658661086252
全日,実測,水準ごと,3,10s,10000,98,56529796.0,0.32411309731864685,0.2880389542354106,0.3613099537854571,0.27392327837977953,0.3792275010878296,0.049879410627047316,0.8430127711402668,0.27323148033344746,-0.001287058000425565
立会日,実測,水準ごと,3,10s,10000,67,39190014.0,0.4062402749484743,0.3706446807886309,0.4451676541451678,0.34506276093962573,0.46461978237671886,0.053983759353110665,0.845076300959688,0.3433040288543033,-0.0066358084167481195
閉場日,実測,水準ごと,3,10s,10000,31,17339782.0,0.13607004038201,0.1159046120872535,0.1574836087964517,0.10596205263041018,0.17636770146709635,0.044997394868905735,0.8380182791672315,0.11402918108714773,0.010801767781708662
全日,実測,水準ごと,3,1s,1000,98,56535543.0,0.19998284347569872,0.1735477152916261,0.22903679652547965,0.16104117347605224,0.2486689320247909,0.10549776835888565,0.8430129558426036,0.16858812799625753,0.00042045589631842397
立会日,実測,水準ごと,3,1s,1000,67,39194064.0,0.259331655882227,0.23467332854928014,0.28871779824519034,0.22683537746265942,0.3038438174914074,0.11863966561673273,0.8450763732190938,0.21915505521385448,-0.000048962238813637366
閉場日,実測,水準ごと,3,1s,1000,31,17341479.0,0.06376811006483361,0.052374976561971154,0.07758146553781861,0.04461520552836079,0.08682919642349812,0.06824423241813501,0.8380187812318185,0.053438873877988326,0.0014814037215371743
全日,実測,水準ごと,3,200ms,200,98,56536053.0,0.0856840328466198,0.0733202228387855,0.09913100601274494,0.06711039015651557,0.10981574729015273,0.11398672220773996,0.8430128536747963,0.07223274104439394,0.00007027453804620705
立会日,実測,水準ごと,3,200ms,200,67,39194418.0,0.11368582402316703,0.10193464279606577,0.1273590971824649,0.09713418815091915,0.1340590036325701,0.13181718245167606,0.8450762373017565,0.09607318840004764,-0.000023982731157784072
閉場日,実測,水準ごと,3,200ms,200,31,17341635.0,0.021397889313091382,0.016933160507594847,0.026998911369633706,0.013903638966443154,0.029967594009339897,0.05441949800134344,0.8380187961258203,0.017931833441790397,0.00028330859214316866
全日,実測,水準ごと,3,20s,20000,98,56523212.0,0.3519127152548395,0.3118731726625672,0.39234439513560393,0.29949779594185316,0.41183318646380984,0.037585330684779275,0.8430131029781305,0.29666703006444156,-0.000277395697225045
立会日,実測,水準ごと,3,20s,20000,67,39185478.0,0.4409017360845589,0.3999924175034276,0.4840000345442013,0.37521055515806145,0.5125512450436804,0.04061334713771313,0.8450758029267169,0.37259538863344205,-0.0094071268097645
閉場日,実測,水準ごと,3,20s,20000,31,17337734.0,0.14845494032204262,0.1248637439143022,0.17434018620250874,0.12120044113555789,0.19177915075565807,0.03465748229934882,0.8380202062212992,0.12440823970324884,0.020356954654229775
全日,実測,水準ごと,3,2s,2000,98,56534877.0,0.24366952106562342,0.21260883810837974,0.2749208577764435,0.20093274551310025,0.2959378774568133,0.08856267793480638,0.8430127063887192,0.2054165024179742,0.00029359701295631185
立会日,実測,水準ごと,3,2s,2000,67,39193594.0,0.3121755907215343,0.2844396527783777,0.34400853072434645,0.2773949755487542,0.3586629995630824,0.09828926914520973,0.8450763620716745,0.2638122125345302,-0.0007396429279483831
閉場日,実測,水準ごと,3,2s,2000,31,17341283.0,0.0864902382802644,0.07234361732959467,0.10266959349509497,0.06267483894357846,0.11589327586784184,0.06465186075686226,0.838018052156129,0.07248038101414664,0.0026288559870704313
全日,実測,水準ごと,3,500ms,500,98,56535877.0,0.15487297250046608,0.13280695074153276,0.1793736078139383,0.12185166481736685,0.19693054403856672,0.12142076947036279,0.8430129596377248,0.13055992291550989,0.0002978827096065342
立会日,実測,水準ごと,3,500ms,500,67,39194294.0,0.20375212685581584,0.18289476176681116,0.2286564214943365,0.17488145854343418,0.24204039022654322,0.13863046463096199,0.8450763365671241,0.17218610093107278,0.00010230526324185238
閉場日,実測,水準ごと,3,500ms,500,31,17341583.0,0.042663573726457855,0.03405435098669052,0.0531603668523267,0.028505185821315775,0.05899745119806784,0.06724473924568547,0.8380188975356889,0.0357528810191788,0.0007399138628516885
全日,実測,水準ごと,3,50s,50000,98,56503771.0,0.3695345662223295,0.32545526139280767,0.41381898411806467,0.31047176073637983,0.43730440762246575,0.024494177676547473,0.8430068393354946,0.311520166696299,0.002092202811347203
立会日,実測,水準ごと,3,50s,50000,67,39172129.0,0.46599854100490046,0.41339267925186457,0.5181252213328813,0.387682668110419,0.5457691797615842,0.02659656592856584,0.8450713686241026,0.39380202482384624,-0.020998979268066095
閉場日,実測,水準ごと,3,50s,50000,31,17331642.0,0.1501428577407037,0.11679050552612334,0.188245110138243,0.0915333195994029,0.20886284481960932,0.022301555514748644,0.8380086672112732,0.12582101610657892,0.05428176241437072
全日,実測,水準ごと,3,5s,5000,98,56532934.0,0.2915869646081213,0.2579088072727614,0.32632481851582323,0.24604531244221312,0.3449136956773834,0.06472569066994124,0.8430127474363434,0.24581152815091614,0.000133921139744717
立会日,実測,水準ごと,3,5s,5000,67,39192193.0,0.36773965728530517,0.3369866504477656,0.4032503185034171,0.3203361244804528,0.4152883709002323,0.07054230259653752,0.8450762574037569,0.3107680532776059,-0.002501475770646156
閉場日,実測,水準ごと,3,5s,5000,31,17340741.0,0.11701122056723605,0.0999008268989679,0.13546862416131858,0.08863883087664869,0.15523691961076932,0.055192329321249255,0.8380184090269287,0.09805755689805419,0.006090240096566853
全日,実測,水準ごと,4,100ms,100,98,55809871.0,0.043047271016368426,0.03701734337730022,0.050191015486857206,0.03350200987181898,0.0548472802352073,0.0816096426954734,0.8242312708188492,0.03548090689510476,0.000016441949161483396
立会日,実測,水準ごと,4,100ms,100,67,38443475.0,0.05771855576211222,0.051871913555235856,0.06491855154600441,0.0494391086946784,0.06717548882710568,0.09546169443982164,0.8277601968616399,0.047777123080215554,-0.00005072388462107516
閉場日,実測,水準ごと,4,100ms,100,31,17366396.0,0.009678830452083358,0.007744000668444624,0.012004356864766804,0.006358729290611991,0.013648687104813964,0.034312071350062756,0.8157879877531861,0.007895873618309342,0.00016512496041344067
全日,実測,水準ごと,4,10s,10000,98,55803774.0,0.2919514608361688,0.25777722222259614,0.32824235817221215,0.24887481551842344,0.3401723727894967,0.04401875006665848,0.8242307993043035,0.24063538592305447,0.0003012160187909888
立会日,実測,水準ごと,4,10s,10000,67,38439276.0,0.37079866458563987,0.3388831725765747,0.4059382216967198,0.3210025732324894,0.4209478210914491,0.04821057541544135,0.8277604986209687,0.3069324874853986,-0.005697689703259247
閉場日,実測,水準ごと,4,10s,10000,31,17364498.0,0.11339973034710142,0.09486325570805226,0.13559891589009607,0.08903569193611116,0.14608337434227225,0.03681876253035982,0.8157851898964421,0.09250982055541546,0.013580816312900748
全日,実測,水準ごと,4,1s,1000,98,55809286.0,0.1829820663062175,0.15806963585616585,0.21035754099060364,0.14671061815605557,0.2269666969948307,0.09421921320386324,0.8242310855694005,0.15081950715130568,0.0004380411985987394
立会日,実測,水準ごと,4,1s,1000,67,38443074.0,0.23954919069832165,0.21729470525650607,0.26646682796340687,0.2077956229056738,0.279475324986397,0.10685493523961673,0.8277601934091141,0.1982892844234395,-0.00008979271840890292
閉場日,実測,水準ごと,4,1s,1000,31,17366212.0,0.05438248496444702,0.043670901770535085,0.06522648090047176,0.03877730082334085,0.07497820057682328,0.056730231200757465,0.8157872919757696,0.044364540140059236,0.0016064916546472234
全日,実測,水準ごと,4,200ms,200,98,55809808.0,0.07890839172405392,0.06758127423083848,0.09163987926546391,0.061327811805383846,0.10086901249963173,0.10204156964453487,0.8242312538022325,0.06503876264623468,0.00009322015814309529
立会日,実測,水準ごと,4,200ms,200,67,38443430.0,0.10552474617287652,0.09472623333125375,0.11860785671108254,0.08997633078001244,0.12368721282546685,0.11870900864742817,0.8277601794319827,0.0873491828265747,-0.000017975151695933873
閉場日,実測,水準ごと,4,200ms,200,31,17366378.0,0.01837187611782267,0.01478046078948271,0.022785649537652553,0.012152606168668409,0.02589490727467877,0.04582373772555112,0.8157879628449634,0.01498755539179859,0.00033936987975603187
全日,実測,水準ごと,4,20s,20000,98,55797161.0,0.312036449513666,0.274726429730395,0.34999427676646744,0.26627736876098274,0.3657361441578394,0.03266950360247173,0.8242298405350925,0.2571897530237854,0.0005672718110693461
立会日,実測,水準ごと,4,20s,20000,67,38434667.0,0.3968012403165552,0.3603389315315179,0.43468533460540365,0.3395737071762013,0.45501266347481484,0.03579712408397058,0.8277597107650971,0.32845607991566356,-0.010382367946605091
閉場日,実測,水準ごと,4,20s,20000,31,17362494.0,0.12063632743152826,0.10095378897910645,0.14301335109490795,0.09441975366282308,0.1563790062461568,0.02750598504484295,0.8157837201720967,0.09841315197999127,0.024806056737715125
全日,実測,水準ごと,4,2s,2000,98,55808643.0,0.22129896172256683,0.1922700523774969,0.2506774983998958,0.18151300328189188,0.26819117662542646,0.07816766981205127,0.824230753180914,0.1824014098987455,0.0005197174189145016
立会日,実測,水準ごと,4,2s,2000,67,38442632.0,0.2867425871304907,0.2616184081760869,0.31549634739440996,0.2534296507774162,0.32874550873460556,0.08765979332146227,0.8277600163850316,0.23735404862142134,-0.0007270855391708062
