scope,kind,defn,lv,h,h_ms,n_day,n,slope,ci_lo,ci_hi,bonf_lo,bonf_hi,r,sd_x,slope_per_sd,mean_y
閉場日,実測,水準ごと(L1一致),6,5s,5000,31,7891453.0,0.07534838882592916,0.06017544836052697,0.09363573133353878,0.0505968364878215,0.106154720818365,0.03546843336575402,0.8416534966683615,0.06341723492367057,0.009033863796266701
全日,実測,水準ごと(L1一致),7,100ms,100,98,31165463.0,0.03469682066886739,0.029341898199645493,0.0406039109060096,0.02774101745324565,0.043347300183458476,0.06912253164732417,0.83301997814857,0.02890314479540476,0.0001309719076616423
立会日,実測,水準ごと(L1一致),7,100ms,100,67,23082874.0,0.04453482780352698,0.04006277639817249,0.050264124700472534,0.03826416071192003,0.05261928030125619,0.07842006064331303,0.830251962045707,0.036975128163245975,0.00006697039294680447
閉場日,実測,水準ごと(L1一致),7,100ms,100,31,8082589.0,0.00737210479715692,0.00578887891386041,0.009290358741843533,0.004943942606870216,0.011027912293178446,0.031180660274886002,0.8382447545896895,0.006179628176502275,0.00031375231378791523
全日,実測,水準ごと(L1一致),7,10s,10000,98,31162004.0,0.2101947592229475,0.18063084760125542,0.24121188703832686,0.1736479892472493,0.2556333559494687,0.031367800024433935,0.8330205632905322,0.17509655672861751,4.889165761462561e-6
立会日,実測,水準ごと(L1一致),7,10s,10000,67,23080558.0,0.25972826637353563,0.23355518110359405,0.2889848640725131,0.2231694393407399,0.3082669989002541,0.034151886980667095,0.8302519530513176,0.21563990041926082,-0.006522500507608845
閉場日,実測,水準ごと(L1一致),7,10s,10000,31,8081446.0,0.0747840808252661,0.059474404346471804,0.09437180907771947,0.04994801433632724,0.1088593254744415,0.025004008235630773,0.8382455137211766,0.06268742024954117,0.01864707225339508
全日,実測,水準ごと(L1一致),7,1s,1000,98,31165153.0,0.1418650994714133,0.12143388897849944,0.16294396209027678,0.11549555158277049,0.17116475028351477,0.07452902732812865,0.8330202547761351,0.11817650130551845,0.0006627552330739225
立会日,実測,水準ごと(L1一致),7,1s,1000,67,23082647.0,0.17919269156926274,0.1625778688111522,0.20121372194360773,0.15514979382254637,0.20788011722839214,0.0828502528443238,0.8302523071333987,0.14877514559682392,-0.00006195857591357961
閉場日,実測,水準ごと(L1一致),7,1s,1000,31,8082506.0,0.03840440248861834,0.030456898927354897,0.04823873060505993,0.026522663823649508,0.05605908426452943,0.04619235568089808,0.8382447206168273,0.03219228763452807,0.0027324490914990124
全日,実測,水準ごと(L1一致),7,200ms,200,98,31165430.0,0.06340850165636884,0.053768474423645,0.07400455396517137,0.05062591843431356,0.0784439593015378,0.08527150683426193,0.833019998214995,0.05282054993660387,0.00026324222295328145
立会日,実測,水準ごと(L1一致),7,200ms,200,67,23082851.0,0.08120202769578304,0.07302591441285974,0.09145830452463959,0.06958272456800174,0.09513554407098436,0.09635037312914828,0.830251967404845,0.06741814325168657,0.00012151087991340193
閉場日,実測,水準ごと(L1一致),7,200ms,200,31,8082579.0,0.013999872711050562,0.011065592083831476,0.0176007604394411,0.009449178027184571,0.02087929372509651,0.04116613505739478,0.838244808329354,0.011735320617309933,0.0006680094975347513
全日,実測,水準ごと(L1一致),7,20s,20000,98,31158270.0,0.22202737509198475,0.18760829371712273,0.25624603504220994,0.1767865742378696,0.2734627504184778,0.02298712894135022,0.8330226196315803,0.18495382562904863,0.002973913115663447
立会日,実測,水準ごと(L1一致),7,20s,20000,67,23077991.0,0.2733687488278432,0.24267269232284383,0.30807047430506157,0.22027396841748342,0.3346178962112665,0.0249239139905919,0.8302529548819301,0.22696521148669296,-0.006299765575819675
閉場日,実測,水準ごと(L1一致),7,20s,20000,31,8080279.0,0.0824866684893084,0.05689654548915803,0.10928120906228186,0.04741735549258438,0.13338886657188043,0.019332596557523164,0.838248403880927,0.06914431820261792,0.029460359113250803
全日,実測,水準ごと(L1一致),7,2s,2000,98,31164767.0,0.1681172906603578,0.1450540899939906,0.19211562396955775,0.13880673991821563,0.2007219089431449,0.05995538124612977,0.8330204075358411,0.1400451339797127,0.00030536715921872806
立会日,実測,水準ごと(L1一致),7,2s,2000,67,23082387.0,0.21120001336324357,0.19147252015575847,0.23493282090315248,0.18694482095714493,0.24325882286492692,0.06634099728625137,0.8302523814534833,0.1753493140578405,-0.001137940172532391
閉場日,実測,水準ごと(L1一致),7,2s,2000,31,8082380.0,0.04892271248100615,0.03975022555311101,0.06152453731862834,0.032650542076193986,0.06988311207993236,0.039351807582569474,0.8382450633773293,0.04100922222423186,0.004427293917353922
全日,実測,水準ごと(L1一致),7,500ms,500,98,31165324.0,0.11334459667249934,0.0966857315398889,0.13152057715330484,0.09118070449869094,0.13858373740126606,0.08955752449345032,0.8330200316250287,0.09441831950465152,0.00044506243580055144
立会日,実測,水準ごと(L1一致),7,500ms,500,67,23082776.0,0.14435851270233405,0.1303700717754917,0.16291393245858676,0.12376083016964833,0.16780617928484637,0.1004220247193615,0.8302520404481922,0.11985394972717912,0.00005645788633048214
閉場日,実測,水準ごと(L1一致),7,500ms,500,31,8082548.0,0.02728801850127016,0.02163603522509209,0.03415900925056307,0.01869562342638932,0.04032847538421362,0.04901952103205613,0.8382446788026539,0.02287403630375808,0.0015548698589050636
全日,実測,水準ごと(L1一致),7,50s,50000,98,31147507.0,0.2361131612846763,0.19313187191120468,0.2862945196208471,0.16844592504618477,0.3030699532622091,0.015159041032216852,0.8330181007121839,0.19668653716651058,-0.0044246241581367115
立会日,実測,水準ごと(L1一致),7,50s,50000,67,23070471.0,0.2913724297945576,0.23769904342026024,0.3519931877220411,0.2188802897534056,0.38433372612713956,0.01644376151332921,0.8302452694147149,0.24191058147480254,-0.02624249307846834
閉場日,実測,水準ごと(L1一致),7,50s,50000,31,8077036.0,0.08963564057321424,0.05390847588042447,0.12371568061814328,0.03912475709187576,0.14060116532252553,0.013491165319009723,0.8382414336171152,0.07513630785727957,0.05789384417706848
全日,実測,水準ごと(L1一致),7,5s,5000,98,31163775.0,0.19291483566653772,0.16516534872824304,0.21992653896883743,0.1602296677137719,0.22951928198927843,0.04158289997343913,0.8330201664490628,0.16070194851743286,-0.0004951807502421678
立会日,実測,水準ごと(L1一致),7,5s,5000,67,23081745.0,0.23951769683627117,0.2173386849537299,0.26535670917437054,0.2081820353351032,0.2793275117397195,0.045461273760829354,0.8302520239169029,0.1988600525622293,-0.0038666650465254593
閉場日,実測,水準ごと(L1一致),7,5s,5000,31,8082030.0,0.06461707435662381,0.05210394424394261,0.08218496541830103,0.04129106467158211,0.09374422152602675,0.03157337085989004,0.8382455065179493,0.054164972223776114,0.009133556188165061
全日,実測,水準ごと(L1一致),8,100ms,100,98,31958073.0,0.03292889709096002,0.027749298573979272,0.038356337593496104,0.02616792964872373,0.041212183858387395,0.06417681779132152,0.8328512648896096,0.027424873593625842,0.00011408573744316819
立会日,実測,水準ごと(L1一致),8,100ms,100,67,23792741.0,0.042309841980825005,0.0380167752109301,0.04772050706369026,0.03606023528720991,0.0502702630008447,0.07367225109661268,0.82984454857686,0.035110591718936005,0.00007302947830941892
閉場日,実測,水準ごと(L1一致),8,100ms,100,31,8165332.0,0.006392973719249357,0.004808815097417999,0.008308068712486676,0.004152753239275264,0.009643562464087943,0.023330983631462507,0.8394373272274492,0.005366500771922005,0.00023371846517526552
全日,実測,水準ごと(L1一致),8,10s,10000,98,31954568.0,0.19618745084433734,0.17083474484930997,0.22331716773071805,0.16297314234548965,0.2351975073689321,0.029281857594269583,0.8328523546013832,0.16339518037894948,-0.002719756283263364
立会日,実測,水準ごと(L1一致),8,10s,10000,67,23790412.0,0.24358448093659255,0.21827795986287338,0.26865248156421356,0.20192063380466388,0.28654487441803467,0.03211803356190768,0.8298454440422786,0.2021374717446346,-0.008985437528490672
閉場日,実測,水準ごと(L1一致),8,10s,10000,31,8164156.0,0.06399139486964268,0.05039403804992246,0.08192271819230337,0.04263951056400008,0.08819358219470076,0.02115124072326214,0.8394379205643512,0.05371680344338515,0.01553848599978841
全日,実測,水準ごと(L1一致),8,1s,1000,98,31957732.0,0.13396452210852336,0.1146502306385876,0.15344124168368964,0.10930939400662337,0.16260927612973067,0.06931833884902869,0.8328519177445959,0.111572609147822,0.0002903971635730781
立会日,実測,水準ごと(L1一致),8,1s,1000,67,23792509.0,0.16935338391151636,0.15422234397667128,0.187958059142152,0.1447848750375828,0.19484106214585195,0.07776901972252506,0.829845448506019,0.14053713482806432,-0.00028385271214097864
閉場日,実測,水準ごと(L1一致),8,1s,1000,31,8165223.0,0.03402823659080694,0.026078168437844794,0.044925884701054644,0.022420643215028055,0.05077796297750521,0.03615979773446135,0.8394372771537502,0.02856457027013059,0.0019636944312870865
全日,実測,水準ごと(L1一致),8,200ms,200,98,31958038.0,0.06004382892754363,0.05070596661303251,0.06941661707646667,0.04797345055698447,0.07456723404105889,0.07874676152640189,0.8328513115171919,0.050007581670818625,0.00021066985895660005
立会日,実測,水準ごと(L1一致),8,200ms,200,67,23792718.0,0.07691999306491622,0.06918143899758834,0.08652342661820148,0.06526804295675005,0.09030371380934948,0.08986096741788116,0.8298446413606534,0.06383164405841935,0.00010487410609848266
閉場日,実測,水準ごと(L1一致),8,200ms,200,31,8165320.0,0.012319283582797802,0.009268724254769468,0.01591142840694894,0.008094114980372354,0.018668858423751662,0.031452397736176974,0.8394372503684335,0.01034126553725277,0.0005189454088861656
全日,実測,水準ごと(L1一致),8,20s,20000,98,31950742.0,0.2098400215483628,0.18210292856401306,0.24057288432564186,0.17325452761147536,0.2540455081858131,0.021747610321566555,0.8328514499180381,0.17476556619738629,-0.0011689648780093878
立会日,実測,水準ごと(L1一致),8,20s,20000,67,23787804.0,0.2585515169268597,0.22824438542007516,0.28668208151392255,0.2084950931363944,0.30336751569143955,0.02364631699685008,0.8298425787648502,0.21455705755014906,-0.010706548191722225
閉場日,実測,水準ごと(L1一致),8,20s,20000,31,8162938.0,0.07490385015699558,0.056462572945019524,0.0987258153061528,0.04481354987858106,0.10772086268089219,0.017542190363444274,0.839440550468751,0.06287732920801721,0.026624724416246078
全日,実測,水準ごと(L1一致),8,2s,2000,98,31957354.0,0.15783854540548506,0.13592765583710714,0.17948119818830535,0.1304721348209465,0.18982526364670002,0.055960974295001145,0.832852273210075,0.13145619134112987,0.00012063180848430078
立会日,実測,水準ごと(L1一致),8,2s,2000,67,23792267.0,0.19870300870031088,0.18191485727615725,0.21914189994402344,0.1722219603476935,0.22903307603828765,0.062379897275803266,0.8298458994505133,0.16489287697843266,-0.0010750319211190293
閉場日,実測,水準ごと(L1一致),8,2s,2000,31,8165087.0,0.04260660630335843,0.03248699264520451,0.055481950480650466,0.02812005908197377,0.060894690848680696,0.0321594596046209,0.8394374923235921,0.03576558275170975,0.003604679277536161
全日,実測,水準ごと(L1一致),8,500ms,500,98,31957928.0,0.1072916051194962,0.09087301576242486,0.12370612629696191,0.08674100482085512,0.1320423490167319,0.08276757691260997,0.8328515918922902,0.0893579841204514,0.0003715968871811244
立会日,実測,水準ごと(L1一致),8,500ms,500,67,23792646.0,0.13671028420380055,0.12369219841817598,0.15242094874152354,0.11603556604744474,0.15878552828656856,0.09361343670391231,0.8298449981452679,0.11344834554154191,0.00009090573114545281
閉場日,実測,水準ごと(L1一致),8,500ms,500,31,8165282.0,0.02413829309626294,0.01824260795811729,0.03170147723638058,0.01587661263382929,0.036657771631713125,0.03812305610237416,0.8394372675875407,0.02026258280095416,0.001189497029624154
全日,実測,水準ごと(L1一致),8,50s,50000,98,31940286.0,0.20767223818693198,0.16974612640320436,0.24629376504248357,0.15889852340134256,0.26224934229943175,0.01336605014983852,0.8328507356575314,0.1729599763496324,-0.0053979052242345
立会日,実測,水準ごと(L1一致),8,50s,50000,67,23780398.0,0.25508990553090016,0.21168898018609858,0.2977488418527881,0.18143822755383718,0.31447787197687166,0.014467187600651478,0.8298412778302067,0.21168413316734888,-0.028238705295305717
閉場日,実測,水準ごと(L1一致),8,50s,50000,31,8159888.0,0.0802095451557448,0.046543724669507396,0.11424833427196202,0.0294007721432029,0.13557079331968722,0.011996000625015735,0.839440536248846,0.06733114359781443,0.06116714031664819
全日,実測,水準ごと(L1一致),8,5s,5000,98,31956364.0,0.18077755912003426,0.15660459050155423,0.20528507189068426,0.15017887828042753,0.21547819107882618,0.03896449948394419,0.8328530107306841,0.15056113438566476,-0.001382301546590205
立会日,実測,水準ごと(L1一致),8,5s,5000,67,23791639.0,0.22572164804061445,0.2054676425008853,0.24964783091198345,0.19582013658163003,0.2598111329323278,0.04299549518817669,0.8298462677459751,0.18731426717597452,-0.0046889156480779
閉場日,実測,水準ごと(L1一致),8,5s,5000,31,8164725.0,0.054645150270197236,0.04155369347096427,0.07063762414283126,0.03670122292625413,0.07505986335635234,0.025919102379290213,0.8394391194441997,0.04587127682471034,0.00825302224140077
全日,実測,水準ごと(L1一致),9,100ms,100,98,33028881.0,0.03118918090880847,0.02660603986113884,0.03633954839722175,0.02450122452391515,0.038647868762651603,0.0618448302057414,0.8330058900243824,0.025980771402073475,0.00014149946534970572
立会日,実測,水準ごと(L1一致),9,100ms,100,67,24540777.0,0.04016704080666764,0.036100336442754594,0.04484870763631467,0.03348987288909186,0.047542690101127896,0.07053516586678567,0.8296459653154674,0.03332442334391354,0.0000940355145359628
閉場日,実測,水準ごと(L1一致),9,100ms,100,31,8488104.0,0.006066762089598268,0.004646097469279203,0.007759593450375503,0.0042456977572386066,0.008893694596545463,0.02507563492962816,0.8407628273048804,0.005100708047036704,0.00027872707618706506
全日,実測,水準ごと(L1一致),9,10s,10000,98,33025197.0,0.18859566143690454,0.16248775530365908,0.2165607279977537,0.15543108128896632,0.22740340088145483,0.02795009971549298,0.8330070846529434,0.15710152211174938,-0.002713648269431716
立会日,実測,水準ごと(L1一致),9,10s,10000,67,24538217.0,0.23735189195503875,0.2122269999958721,0.26033047749754745,0.19647927121271763,0.27951825622070475,0.03101393467199925,0.8296468724440526,0.19691825482917658,-0.010479689930336902
閉場日,実測,水準ごと(L1一致),9,10s,10000,31,8486980.0,0.05425260822278091,0.03639097978609396,0.07497172084864079,0.023244750923076228,0.08409588977129717,0.01806174150859736,0.8407625895696186,0.04561356338029126,0.019740135703940658
全日,実測,水準ごと(L1一致),9,1s,1000,98,33028524.0,0.1277931899428214,0.10963827840433304,0.14646578207964842,0.10195495865771347,0.15569987593567666,0.0670409676414117,0.8330059519775344,0.10645248784456582,0.00036704871199506845
立会日,実測,水準ごと(L1一致),9,1s,1000,67,24540514.0,0.16239533151594823,0.1467594825261592,0.17967336959714597,0.13785013895467785,0.18690119919806408,0.07521659375080346,0.829645771926661,0.1347306001728349,-0.0005099579103413715
閉場日,実測,水準ごと(L1一致),9,1s,1000,31,8488010.0,0.031186873573935108,0.023751603079590563,0.04073155795055205,0.02014065909485129,0.046640480503880075,0.03586366504475492,0.8407633202374216,0.026220779373846384,0.002902648139132891
全日,実測,水準ごと(L1一致),9,200ms,200,98,33028845.0,0.05715749818272024,0.048730452121793486,0.06634941142968608,0.044993790262537046,0.0702065890523233,0.07664624695956844,0.8330059088647037,0.04761253372212953,0.00026263380633317977
立会日,実測,水準ごと(L1一致),9,200ms,200,67,24540752.0,0.07345839507044667,0.06606487677978873,0.08193393190434975,0.06193301228687437,0.08612268216268151,0.08706876471162725,0.8296459458474661,0.06094445965865757,0.00013743873737360974
閉場日,実測,水準ごと(L1一致),9,200ms,200,31,8488093.0,0.011556083282896253,0.008967197137243263,0.014731989096646449,0.008052817905654755,0.016930803193414043,0.0333158028403671,0.8407629094202148,0.009715926202430161,0.0006245974581168848
全日,実測,水準ごと(L1一致),9,20s,20000,98,33021258.0,0.20257186117354398,0.1741421195776821,0.23599325835462764,0.16263473955989172,0.25069130929389444,0.020809002715374884,0.8330060502709211,0.16874358597220324,-0.00187975812563576
立会日,実測,水準ごと(L1一致),9,20s,20000,67,24535481.0,0.25161487770941654,0.2221414315040783,0.28158168210582457,0.2072151266241113,0.30741560979085414,0.02277623510868541,0.8296454488175585,0.20875113814640398,-0.014736828269488323
閉場日,実測,水準ごと(L1一致),9,20s,20000,31,8485777.0,0.06884136664850972,0.04193523382642843,0.09726271401510547,0.025297075211917784,0.10878411305114216,0.016049277430970746,0.8407628607858719,0.05787926436381014,0.03529472810351708
全日,実測,水準ごと(L1一致),9,2s,2000,98,33028129.0,0.15102003942870154,0.1298657747898313,0.17277902848214705,0.12230416505982163,0.18237052907531118,0.053396421283268825,0.8330062671320753,0.12580063930664148,-0.00016968716337927952
立会日,実測,水準ごと(L1一致),9,2s,2000,67,24540239.0,0.19098800661530768,0.17419849311282493,0.21052586587737324,0.16218928106712327,0.21958917168560138,0.05967530709758564,0.8296460619339473,0.1584524475650047,-0.001905448229330058
閉場日,実測,水準ごと(L1一致),9,2s,2000,31,8487890.0,0.03964088517508254,0.029747621891970426,0.05153192616885524,0.025998254744474782,0.05961913655152086,0.03024066363496929,0.8407634069936104,0.0333286056760449,0.004848755748266239
全日,実測,水準ごと(L1一致),9,500ms,500,98,33028730.0,0.10208846776660187,0.08678998731242951,0.1181529976879747,0.08096214104119397,0.12514595132294357,0.08043953928444207,0.8330060134719469,0.08504030755571637,0.00032153636906836027
立会日,実測,水準ごと(L1一致),9,500ms,500,67,24540667.0,0.13063455235421906,0.11812345358705906,0.14553299071855433,0.11108896273030548,0.15186044506227475,0.09077388243257448,0.8296459012101547,0.1083804209171012,-0.00008378481938471228
閉場日,実測,水準ごと(L1一致),9,500ms,500,31,8488063.0,0.022290149234689194,0.017124786191696818,0.028607675657913664,0.014901294097886585,0.033070970504866654,0.03928953607804582,0.8407633196786964,0.01874073986669084,0.001493399998481938
全日,実測,水準ごと(L1一致),9,50s,50000,98,33010147.0,0.2107816214155392,0.17140068745191586,0.26015082597387723,0.15408320329354674,0.27124964650450395,0.01342536818280375,0.8330032320102809,0.1755817718875116,-0.004666606979586027
立会日,実測,水準ごと(L1一致),9,50s,50000,67,24527734.0,0.25949092679688823,0.21022369413945552,0.312963823123173,0.18831003905040805,0.3610788136355599,0.014538019738647545,0.8296416552815844,0.2152844820383228,-0.031242143272948667
閉場日,実測,水準ごと(L1一致),9,50s,50000,31,8482413.0,0.08167675150048768,0.03925297179352816,0.1251459436937491,0.017358198501408403,0.14643363759771066,0.012229310297712754,0.8407675657088205,0.06867116353406928,0.07217917795342121
全日,実測,水準ごと(L1一致),9,5s,5000,98,33027091.0,0.17412644331156382,0.15003896796920918,0.1991756894923985,0.14511673011684378,0.20980924094265935,0.03726499792153518,0.8330061184502384,0.14504839266251127,-0.0015515492557215218
立会日,実測,水準ごと(L1一致),9,5s,5000,67,24539527.0,0.21859661796524713,0.19735955734770497,0.23983944761397255,0.1834447161977665,0.2507470899381403,0.04129844075765323,0.8296459774680894,0.18135780478299596,-0.006035872098385221
閉場日,実測,水準ごと(L1一致),9,5s,5000,31,8487564.0,0.050909202586435325,0.03751896934477583,0.06795464628515731,0.03304784501788204,0.0752201413382461,0.023935308793788686,0.8407627476128384,0.042802561045349984,0.011413673919533785
全日,実測,水準ごと(L1一致),10,100ms,100,98,33518031.0,0.028974118897151718,0.024167766462387115,0.0340321038013026,0.02226822123708109,0.03679659155987676,0.056277195301501055,0.8329511480798363,0.024134025599984205,0.00010894482152598772
立会日,実測,水準ごと(L1一致),10,100ms,100,67,24763846.0,0.037563199352080814,0.033166340839323905,0.04206121547946539,0.03064112296313657,0.045378876379836036,0.06487803929665313,0.8287897162555099,0.031131993332660212,0.000055298405061797646
閉場日,実測,水準ごと(L1一致),10,100ms,100,31,8754185.0,0.005627504759094123,0.004007118936149619,0.00765524179163251,0.0035557945351377324,0.008489189432414416,0.020629528141092184,0.8421688842840426,0.004739309404269437,0.0002606998502089628
全日,実測,水準ごと(L1一致),10,10s,10000,98,33514211.0,0.1684091992343349,0.13996003747359237,0.19521792002692243,0.1355641445880896,0.2031646678267404,0.02505879329236265,0.8329498867211969,0.14027642342504673,-0.0035564871509776454
立会日,実測,水準ごと(L1一致),10,10s,10000,67,24761318.0,0.20968270598520436,0.18673522423066827,0.23480448013469238,0.17348752466248582,0.2447245313817782,0.027472181178890994,0.8287874392254482,0.17378239294334008,-0.010893727740694789
閉場日,実測,水準ごと(L1一致),10,10s,10000,31,8752893.0,0.058496627680922224,0.03471597090481786,0.08569552764036038,0.02366978759685778,0.10995740679115529,0.018914118154334435,0.8421683499417459,0.04926400841119893,0.017200049857357055
全日,実測,水準ごと(L1一致),10,1s,1000,98,33517689.0,0.11816644958657867,0.09951482059839455,0.13627991772233017,0.09158406908708974,0.14447213159438574,0.0609905582973471,0.8329512140293828,0.09842688764068255,-0.0001561285720788472
立会日,実測,水準ごと(L1一致),10,1s,1000,67,24763605.0,0.15087397593006424,0.13497370424534016,0.16846842695191705,0.12497615808008054,0.17738849897379574,0.06894258023589228,0.8287895450643648,0.12504277387312987,-0.001059685023358387
閉場日,実測,水準ごと(L1一致),10,1s,1000,31,8754084.0,0.029515564519429664,0.020289701985613463,0.03971047782342937,0.017177695895188874,0.045614832543412295,0.030459074242430596,0.842169457574675,0.0248571069613384,0.0023998573031638703
全日,実測,水準ごと(L1一致),10,200ms,200,98,33517995.0,0.05311754811356955,0.04435808750695466,0.062074449456965386,0.04080034962527752,0.06695323029602042,0.06989692198607118,0.8329511554385254,0.04424432307525922,0.00016737208538245533
立会日,実測,水準ごと(L1一致),10,200ms,200,67,24763820.0,0.06871226746598916,0.060558205256529246,0.0770957510592915,0.056678229457532606,0.08230010868429377,0.08020863534642246,0.8287896930385702,0.056948019061121284,0.00002964371762517746
閉場日,実測,水準ごと(L1一致),10,200ms,200,31,8754175.0,0.01074337755020134,0.00761969562420655,0.014562142170200567,0.006712762365717126,0.016321026243243206,0.02751413174791386,0.8421689755025702,0.009047739264890374,0.0005569782456471327
全日,実測,水準ごと(L1一致),10,20s,20000,98,33510416.0,0.17678444126314868,0.1476184805185522,0.2064484888609043,0.13774728047228155,0.21325156028107606,0.018255496650418573,0.832949734847694,0.14725255347533742,-0.0030046997841425387
立会日,実測,水準ごと(L1一致),10,20s,20000,67,24758757.0,0.21723035258075082,0.18797329210959016,0.2464714020998143,0.17525214262152436,0.2570248935246648,0.019739660335689215,0.8287883155523189,0.1800379780022368,-0.014964999206763521
閉場日,実測,水準ごと(L1一致),10,20s,20000,31,8751659.0,0.07056330704738803,0.04287885333480279,0.10193154646934267,0.02233205169598507,0.12817554011975701,0.01600036048685063,0.8421631494165162,0.05942581689627295,0.030831415979955784
全日,実測,水準ごと(L1一致),10,2s,2000,98,33517329.0,0.1393030057863727,0.11699831965537241,0.159985505022645,0.10947956840157465,0.16910609471410395,0.0491013154290915,0.8329512630614417,0.11603261461801447,-0.0005639496237376461
立会日,実測,水準ごと(L1一致),10,2s,2000,67,24763377.0,0.1768467217902389,0.158441485234165,0.19591753851000301,0.14562056990344263,0.2080385904865387,0.0551044305461723,0.8287896630437764,0.14656873496292858,-0.002464450030417623
閉場日,実測,水準ごと(L1一致),10,2s,2000,31,8753952.0,0.03782191541127867,0.02628775877979483,0.050924131610659694,0.02108148027955673,0.059514520750404754,0.027229651108968245,0.8421691926622421,0.03185245196685617,0.004812228822211063
全日,実測,水準ごと(L1一致),10,500ms,500,98,33517879.0,0.09473690424534038,0.07928569032298384,0.11058626901654571,0.07325282567501991,0.11820786798235736,0.07341984848181045,0.8329512114563387,0.07891121916077942,0.000148248748452528
立会日,実測,水準ごと(L1一致),10,500ms,500,67,24763735.0,0.12198801829861948,0.10801158129948916,0.1369570845519132,0.10125591602707557,0.14460641091333298,0.0836084069464477,0.8287896324405488,0.10110240484786379,-0.0002966274874141276
閉場日,実測,水準ごと(L1一致),10,500ms,500,31,8754144.0,0.02076186300750196,0.014513008002133003,0.028195691802955412,0.012500453616312192,0.03167214609747739,0.03266467795250379,0.8421693239344077,0.017485004132646715,0.0014067152773101022
全日,実測,水準ごと(L1一致),10,50s,50000,98,33499289.0,0.18591571134978047,0.15403835995007029,0.21851909527510727,0.1320011036643993,0.22675806977763494,0.011913658760447358,0.8329447400396875,0.15485751385953647,-0.012052202439796574
立会日,実測,水準ごと(L1一致),10,50s,50000,67,24750629.0,0.22513499711724314,0.1879758207278298,0.2625676107520235,0.16700296641284315,0.28995849177840655,0.012658666390856166,0.8287813220616467,0.1865876805531738,-0.03646676585324429
閉場日,実測,水準ごと(L1一致),10,50s,50000,31,8748660.0,0.0868284761365217,0.049090482339382464,0.13268163712304298,0.026925979109965956,0.15789570576486525,0.012870296803710704,0.8421607737530875,0.0731235366469346,0.05701846681049074
全日,実測,水準ごと(L1一致),10,5s,5000,98,33516222.0,0.1577663705914071,0.13373104653060044,0.18124893571156922,0.1263997122851453,0.19221982609173824,0.03388286288889241,0.8329514019981062,0.13141171957226536,-0.002012178326168195
立会日,実測,水準ごと(L1一致),10,5s,5000,67,24762675.0,0.19870899502752387,0.17685197666064836,0.22223474587976763,0.16366497955735188,0.23441731723091216,0.0376325884039878,0.828789383088699,0.16468790540303685,-0.006387519388036136
閉場日,実測,水準ごと(L1一致),10,5s,5000,31,8753547.0,0.047816863645892355,0.03053140341381605,0.06672524598578577,0.023703432615290516,0.07824253207665051,0.021782474083691217,0.8421697093380806,0.04026991415811979,0.010365106987909708
全日,実測,累積,1,100ms,100,98,84671095.0,0.048512818175958455,0.04121365705865476,0.056596049042295274,0.03734546459963611,0.062048969780452164,0.07275934788001973,0.6886424034512862,0.03340798370688727,0.000057058451341525245
立会日,実測,累積,1,100ms,100,67,57887342.0,0.06236939498059187,0.05379907726897537,0.07071141244036484,0.05021989844480859,0.07529571425121952,0.08367506361068809,0.70275929347871,0.04383067195125535,0.000030291611964793075
閉場日,実測,累積,1,100ms,100,31,26783753.0,0.01426627405495797,0.010723053343194972,0.018819837723776697,0.008555353173545294,0.020878640960468778,0.03458204086205991,0.6569544980028476,0.009372292910145961,0.0001149092381696431
全日,実測,累積,1,10s,10000,98,84661393.0,0.3631016049604489,0.33026264174089615,0.3964611104283396,0.3163616850807412,0.40793700742405364,0.04500350747477274,0.688638675917005,0.25004580846330293,0.005533233021693532
立会日,実測,累積,1,10s,10000,67,57880709.0,0.4215445495083786,0.38927899094569773,0.4547483281487299,0.37091759839084676,0.47392591049951915,0.045719093178339325,0.702754805938915,0.296242458084368,0.002866211429240135
閉場日,実測,累積,1,10s,10000,31,26780684.0,0.21894037764492416,0.18141866719396668,0.25778927355415987,0.17056709774846462,0.27692980130714956,0.054962480197520966,0.656952697952014,0.14383347178446576,0.01129742861466314
全日,実測,累積,1,1s,1000,98,84670213.0,0.21223233209049208,0.1845773357729854,0.2417994718224253,0.17209870755360449,0.2592267488215371,0.0882346325088245,0.688641727732415,0.14615203985147615,0.000567704120141403
立会日,実測,累積,1,1s,1000,67,57886739.0,0.26443569045482246,0.2332568148969188,0.29400903608581025,0.21738382855607735,0.31237771024235905,0.09739962214736908,0.7027584389142714,0.1858344130172485,0.00029865754247039746
閉場日,実測,累積,1,1s,1000,31,26783474.0,0.08323854107003512,0.06403770353462841,0.10666748025028118,0.05267426445125241,0.11851102879285756,0.06091878729959359,0.656954245791963,0.05468391296948826,0.0011491906375545196
全日,実測,累積,1,200ms,200,98,84670997.0,0.0892475656735886,0.07599758471227246,0.10424782891816896,0.06899106911880461,0.1136905549726723,0.0921427543143066,0.6886423319041346,0.06145965174222745,0.00011344371008834075
立会日,実測,累積,1,200ms,200,67,57887275.0,0.11433868862501115,0.09892703468118179,0.12923161769833,0.09181876533960148,0.13809902544594682,0.10528670729552606,0.7027592064054227,0.08035256607954956,0.0000595612980681301
閉場日,実測,累積,1,200ms,200,31,26783722.0,0.027235891459310643,0.020637784643820597,0.03589071484400824,0.016518759237371634,0.03966690724371907,0.04657005035467646,0.6569544640690018,0.01789274047709293,0.0002298989959622473
