feat,h,metric,grad_signal,grad_queue,ratio_signal_over_queue,vmin,vmax
ofi_10s,30.0,pnl,1.6199261038214168,2.0117697717110765,0.8052243982389775,-5.108068770062665,-1.579938517832788
ofi_10s,60.0,fill_rate,4.414817086698925,43.23773429783216,0.10210565281447398,33.346815697531135,84.96986993255382
ofi_10s,60.0,ret_mid,1.168620246756148,0.537469183586395,2.1743018622169976,-0.7604924289711565,1.0108779576912446
ofi_10s,60.0,ret_micro,1.077239503346846,0.2159502844392255,4.988368068808965,-0.5780597735458674,0.7600978241375471
ofi_10s,60.0,pnl,1.8291513574391254,2.602565371614852,0.7028262872429464,-6.19001769826487,-1.7783885647684645
ai_net_10s,0.1,fill_rate,2.0024950103951573,8.483122615396857,0.23605635580000123,0.0,10.48675292667899
ai_net_10s,0.1,ret_mid,0.05735897795455624,0.12601573717567113,0.45517313345233584,-0.10970374448267418,0.06658890964871574
ai_net_10s,0.1,ret_micro,0.028533279392080543,0.036881565200762745,0.7736461084761784,-0.05308055793572458,0.07108350315491142
ai_net_10s,0.1,pnl,0.4459705267327724,0.578650977638499,0.7707072898291789,-2.6911261334806027,0.4418254016490138
ai_net_10s,0.5,fill_rate,5.510069267394638,23.827011699878607,0.23125305585100753,0.10172939979654119,29.145728643216078
ai_net_10s,0.5,ret_mid,0.183573474423893,0.4115268094669168,0.44607901648422427,-0.36196762586766174,0.19247092118972345
ai_net_10s,0.5,ret_micro,0.06907727729517454,0.058632283609651364,1.1781440708511624,-0.1676754995845497,0.1325933661961895
ai_net_10s,0.5,pnl,0.9908824944111769,0.3650356198410143,2.7144816575509556,-2.9699893927535648,-0.3856186357481136
ai_net_10s,1.0,fill_rate,8.128823218469595,34.16159796146583,0.23795207787524697,0.10172939979654119,41.74603174603175
ai_net_10s,1.0,ret_mid,0.22877493414036834,0.53155004479155,0.4303920889143817,-0.4649393677116181,0.23360717380400778
ai_net_10s,1.0,ret_micro,0.10283283437220628,0.08308737426418292,1.2376469383331468,-0.23636090151314793,0.1389327448512134
ai_net_10s,1.0,pnl,1.0944764829216989,0.44379182924364013,2.4661934060098143,-3.5962887493326083,-0.5877220682460778
ai_net_10s,3.0,fill_rate,12.632326936115573,48.615154164280774,0.25984339972322823,1.2874251497005988,59.97354497354498
ai_net_10s,3.0,ret_mid,0.29537952261005923,0.6930005894101211,0.4262327148400911,-0.6410706514018082,0.38088795128757763
ai_net_10s,3.0,ret_micro,0.184085217137833,0.1485647223708042,1.239091045304637,-0.34217192659794227,0.18784858305558944
ai_net_10s,3.0,pnl,1.4994667216350934,0.6272535799526884,2.3905271640668726,-4.332013698212921,-0.9432823714619286
ai_net_10s,5.0,fill_rate,14.857334353191188,54.47927618248328,0.27271534047965684,2.035928143712575,68.04232804232804
ai_net_10s,5.0,ret_mid,0.3272554826983627,0.7468667733055394,0.4381711630442075,-0.6352040014541582,0.46164678660385017
ai_net_10s,5.0,ret_micro,0.2305794067617738,0.18393794885722842,1.2535716973812088,-0.3489352848061801,0.2590095607779117
ai_net_10s,5.0,pnl,1.7450955779376867,0.8876399823918897,1.9659947867999863,-4.944572376533589,-1.192786382778947
ai_net_10s,10.0,fill_rate,17.66113850828407,60.020691297195775,0.2942508346135829,3.7125748502994016,76.74603174603175
ai_net_10s,10.0,ret_mid,0.4029547302696799,0.8150452724195104,0.49439551875871235,-0.6872498278341149,0.5997461489076031
ai_net_10s,10.0,ret_micro,0.3158649705645564,0.25770157543430794,1.2257005803407486,-0.342944750133732,0.3768819234888408
ai_net_10s,10.0,pnl,2.207010963916853,1.519235911096342,1.4527111607862038,-6.304431197382754,-1.4507525296450376
ai_net_10s,30.0,fill_rate,20.371304032216173,60.227873290168844,0.338237147011157,9.625187406296853,86.95767195767196
ai_net_10s,30.0,ret_mid,0.6679260073653122,0.8117073470976873,0.8228655435404463,-0.853259703763572,0.6856593344940444
ai_net_10s,30.0,ret_micro,0.6168761648077682,0.2217039216175738,2.7824323553096333,-0.47115416999719995,0.5811542740112885
ai_net_10s,30.0,pnl,3.202952817902334,2.8935840794083556,1.1069154135508081,-8.025333736256856,-1.4538970508880857
ai_net_10s,60.0,fill_rate,20.277348429924288,54.574417383727294,0.3715540980923138,15.322338830584709,90.7936507936508
ai_net_10s,60.0,ret_mid,0.8888519424612173,0.8706978813222013,1.0208500118450365,-1.0728926129367553,0.8643742573295086
ai_net_10s,60.0,ret_micro,0.9640730132966102,0.2627224383413254,3.669549580093725,-0.7053226144635191,0.9485300771172523
ai_net_10s,60.0,pnl,3.7191723975311675,3.7059882557495567,1.0035575238969408,-8.634901531808906,-1.538342103623134
