feat,k,side,s_dec,h,n,n_fill,sum_edge,sum_as,sum_pnl,sum_wait
obi,0,1,0,0.1,938124.0,78885.0,114863.96029548958,-77250.95640905158,30671.12388643805,3558.581000000006
obi,0,1,0,0.5,938124.0,178190.0,197339.85706785135,-245189.12418899106,-63529.98712113952,29971.63699999998
obi,0,1,0,1.0,938124.0,237249.0,244149.72870254365,-372168.4973914316,-148896.68068888786,72417.81499999993
obi,0,1,0,3.0,938124.0,350605.0,418010.23044375936,-616466.6821523937,-229309.6917086352,270973.2129999997
obi,0,1,0,5.0,938124.0,409021.0,538625.8179183442,-770715.7358147963,-268083.76589645236,493407.91000000044
obi,0,1,0,10.0,938124.0,494224.0,761453.9942179547,-1036903.0592791417,-318940.7770611854,1099717.8300000008
obi,0,1,0,30.0,938124.0,628191.0,1245966.5681776633,-1615833.6317207885,-425147.87154312624,3486698.2309999974
obi,0,1,0,60.0,938124.0,681387.0,1470954.182522513,-2067367.7042975703,-656375.577775056,5790515.552999958
obi,0,1,1,0.1,778094.0,63036.0,94870.41516670403,-45916.04327290135,43407.203893802645,2839.0920000000033
obi,0,1,1,0.5,778094.0,146653.0,172626.00944145495,-150333.76364167247,9386.781799782626,25770.81499999999
obi,0,1,1,1.0,778094.0,203162.0,220277.17433414934,-245704.6019707629,-43305.68363661358,66330.57999999999
obi,0,1,1,3.0,778094.0,310920.0,370641.1534364194,-438839.13851705025,-95558.9450806311,255751.98799999992
obi,0,1,1,5.0,778094.0,365872.0,473187.9075327223,-555705.0622401251,-114713.89070740271,465422.06500000006
obi,0,1,1,10.0,778094.0,442868.0,652407.5942719005,-752944.0095026537,-139508.79923075295,1012651.7950000017
obi,0,1,1,30.0,778094.0,562414.0,1037271.3526849033,-1134372.2523575267,-146593.3316726258,3140920.7539999955
obi,0,1,1,60.0,778094.0,610906.0,1231146.2040064202,-1379408.2353362525,-202021.7593298324,5242616.533999991
obi,0,1,2,0.1,771309.0,58188.0,100624.85320652043,-33639.482478065256,61864.82672845519,2601.598000000002
obi,0,1,2,0.5,771309.0,134135.0,178090.5092046974,-116949.90340696556,49336.72579773182,23699.60999999998
obi,0,1,2,1.0,771309.0,189650.0,229330.3161867526,-200022.57156391075,12618.544622841793,63590.17199999999
obi,0,1,2,3.0,771309.0,297271.0,393355.36856206815,-373685.0305659179,-6489.510003849706,252407.2199999999
obi,0,1,2,5.0,771309.0,352202.0,499984.4575127891,-481653.8766894365,-12663.195176647261,461900.98099999997
obi,0,1,2,10.0,771309.0,430800.0,679627.1251580766,-656697.7032507216,-14980.978092645038,1020284.8300000012
obi,0,1,2,30.0,771309.0,549962.0,1033690.7125110517,-1028432.8826059647,-43138.826094911994,3133095.0179999964
obi,0,1,2,60.0,771309.0,598908.0,1206586.2377859699,-1282574.3900486836,-128692.05626271186,5253094.237999989
obi,0,1,3,0.1,772376.0,54638.0,93517.86333883383,-24218.058757083905,64491.660581749966,2440.4600000000005
obi,0,1,3,0.5,772376.0,126426.0,170772.23124290365,-88396.92189982768,71249.82134307594,22626.440000000002
obi,0,1,3,1.0,772376.0,181339.0,225259.47335009542,-162996.4297375318,46305.21161256365,62115.618999999984
obi,0,1,3,3.0,772376.0,288539.0,382833.3487843989,-324256.7510733074,33185.16571109147,250425.46899999987
obi,0,1,3,5.0,772376.0,343222.0,483209.6284686934,-422786.88156254997,30219.21090614318,458969.61399999994
obi,0,1,3,10.0,772376.0,420965.0,657624.8972990995,-587189.2922302064,33390.68506889244,1011631.5650000015
obi,0,1,3,30.0,772376.0,541166.0,1022500.4903013358,-873676.7975405792,101201.08476075449,3151851.5449999967
obi,0,1,3,60.0,772376.0,592000.0,1223606.9431269304,-1071438.7948155988,100072.14831132861,5361258.829999998
