feat,side,h,s_dec,q_dec,n,n_fill,sum_pnl,sum_ret,sum_retc,sum_ret_fill,sum_retc_fill,sum_mm
obi,1,60.0,7,5,62861.0,33990.0,-160237.22424284116,3995.9229317341888,-27230.071555960065,-184813.81117340273,-200173.96926986915,808.3411565152155
obi,1,0.1,7,6,67753.0,206.0,4.108836349831685,1824.0850557341926,-6013.20315194426,-133.9903933813691,-152.86856680305937,73.99145946587637
obi,1,0.5,7,6,67753.0,781.0,-318.04532830482725,6033.570796864475,-13472.547871402548,-737.4392984037124,-961.7820930890634,54.171336698844996
obi,1,1.0,7,6,67753.0,1546.0,-1345.3604050924805,7701.828793246337,-15090.06880599969,-2187.0059867755112,-2757.5339057072774,-12.261240867674772
obi,1,3.0,7,6,67751.0,3923.0,-6633.310766519211,10266.164821429022,-16751.148327588035,-8782.373910764309,-10082.734329344348,127.70313144499391
obi,1,5.0,7,6,67751.0,5977.0,-13334.855104165325,9744.390778571185,-19237.253520456365,-16781.728470396843,-18829.139359779994,249.48601728410407
obi,1,10.0,7,6,67747.0,10699.0,-32637.561806319496,10562.392219017082,-19940.589001614582,-39126.36029733449,-43093.20105832981,347.61041740792643
obi,1,30.0,7,6,67736.0,23328.0,-102233.7513811488,10991.502385922542,-21739.28462923719,-117910.40865206259,-127798.39642416932,505.1039269433577
obi,1,60.0,7,6,67720.0,33179.0,-167728.1063528558,8957.851268623082,-24192.00968512327,-191365.36090864518,-206143.4766790143,806.6495131006591
obi,1,0.1,7,7,70998.0,185.0,-19.945247832928057,1821.0201938802938,-5744.554891398333,-148.58926093005203,-142.14228132439115,89.1514423463935
obi,1,0.5,7,7,70998.0,727.0,-385.65056015042103,5915.775203831909,-13068.47314590289,-772.7112418867147,-967.4725030305888,58.5429192356024
obi,1,1.0,7,7,70998.0,1389.0,-1229.8969880894679,8186.283557212377,-14125.287354924356,-1946.2177271191558,-2297.6823024078462,123.63319406966333
obi,1,3.0,7,7,70998.0,3384.0,-4996.453327550178,10550.25374481486,-16370.50674136756,-6821.01362683155,-7894.362670713919,145.1666819502949
obi,1,5.0,7,7,70997.0,5327.0,-11003.021250921132,11498.27232236147,-16689.05725522755,-13990.294236247319,-15763.784419168216,220.7962414742326
obi,1,10.0,7,7,70991.0,9546.0,-29267.844207080252,13056.314304238538,-17112.195552112964,-34906.375721138415,-38340.644553726015,321.5102838804462
obi,1,30.0,7,7,70974.0,21340.0,-98327.58596631851,10788.374947552129,-21698.31178486041,-112449.09215173485,-121308.5219550677,510.8007483613797
obi,1,60.0,7,7,70955.0,31710.0,-171716.8944565266,6322.971344100234,-26994.003685046042,-193671.6982069832,-207428.38946701525,733.4120870446893
obi,1,0.1,7,8,71099.0,157.0,-34.06190554535967,2023.6153433257261,-5350.586417267449,-124.59622191649977,-129.1566051032778,54.70681808352751
obi,1,0.5,7,8,71099.0,600.0,-338.80093873085565,6241.299139303208,-11809.51154908283,-654.8209508199054,-856.5959076191024,7.900985323576748
obi,1,1.0,7,8,71099.0,1191.0,-1144.7911517162304,8018.472812483682,-13636.112298020524,-1755.7635769357819,-2128.358438934494,33.08004869386316
obi,1,3.0,7,8,71099.0,2944.0,-4585.265800141133,11518.574171034861,-14588.058498161381,-6132.458888431127,-6949.558651060642,206.0961727330212
obi,1,5.0,7,8,71098.0,4587.0,-9426.900484953656,11615.302063168907,-16181.917749805607,-11887.681728086442,-13313.888490733372,199.03445853519668
obi,1,10.0,7,8,71095.0,8157.0,-23307.380169420223,11697.292049716752,-17806.12938206513,-27949.693340926042,-30686.215376420783,332.0354076539279
obi,1,30.0,7,8,71076.0,18965.0,-84550.58282376592,13991.224232843866,-17536.426852387005,-96394.19987439315,-103910.64225560117,326.38589906984964
obi,1,60.0,7,8,71057.0,29137.0,-155695.45604702242,12095.562305309879,-20073.38670290513,-175019.04873531518,-187271.84604577697,521.3695490771996
obi,1,0.1,7,9,350370.0,676.0,94.89720184435383,5455.829042527841,-18748.30367363558,-405.7490380691763,-350.22886934771515,359.6706542312323
obi,1,0.5,7,9,350370.0,1925.0,-355.85035380791487,18304.344673504937,-49881.9214191022,-1609.0473517401188,-2040.8646325155833,342.89036925176913
obi,1,1.0,7,9,350369.0,3548.0,-1615.3208554799178,26629.04731995015,-57767.41662861771,-3841.2878837252247,-4867.982612584765,367.0609178045226
obi,1,3.0,7,9,350366.0,9342.0,-9146.388554483234,43709.87295389525,-67915.1857291504,-15085.504313124931,-18003.296909992652,758.6165435036917
obi,1,5.0,7,9,350359.0,14821.0,-20114.42443173119,52866.53520517976,-71327.96273971678,-29651.247410814303,-34539.631533862375,1012.4150940542173
obi,1,10.0,7,9,350342.0,27481.0,-54539.01544587205,67727.2627712962,-71179.52279881139,-72725.03070024695,-82664.3292954501,1361.0946345771695
obi,1,30.0,7,9,350265.0,67256.0,-215693.72882146077,100531.69855078678,-55407.49819350045,-261881.13669204107,-289368.01810213923,1472.9984233114283
obi,1,60.0,7,9,350153.0,107872.0,-416907.69978225854,139393.33276122852,-22725.27271980599,-493570.4770383557,-540038.1681356826,1850.4447115988746
obi,1,0.1,8,0,14077.0,379.0,41.40904117438782,1117.5149849752677,-3158.9795260599453,-309.57288523554297,-368.76908346021855,233.37011888166623
obi,1,0.5,8,0,14077.0,1325.0,-142.83173172467122,2471.481040202432,-5540.112397563235,-1284.4000423020143,-1987.0783823435277,245.56652037625236
obi,1,1.0,8,0,14077.0,2201.0,-1193.0409673016486,3199.7334057485295,-5676.85059038575,-3069.785464065138,-4307.2513074507415,312.3680906596516
obi,1,3.0,8,0,14077.0,4009.0,-5373.142901094165,4607.353576474847,-5278.105805164878,-8717.701811678904,-11187.174475815214,271.950103382821
obi,1,5.0,8,0,14077.0,5141.0,-9286.55816669227,4692.788050687825,-5301.609873651352,-13697.4519976896,-17080.48378958034,227.18312603299933
obi,1,10.0,8,0,14076.0,6835.0,-16474.7479971395,5564.205651120425,-4952.231376706832,-22412.5088958999,-27109.18376807032,133.56392753346205
obi,1,30.0,8,0,14069.0,9404.0,-26729.92201208118,8095.648868529209,-2680.5596360644254,-35292.379457254596,-42126.78756930095,44.080725925672624
obi,1,60.0,8,0,14064.0,10652.0,-27810.706727159042,14741.466342670823,4054.4398119105904,-37816.19467251431,-45521.00574237685,186.10285026086964
obi,1,0.1,8,1,28475.0,427.0,-38.21781242798072,1863.2460911906533,-4847.207560167968,-358.1606755738419,-438.08785385633274,184.3830269897051
obi,1,0.5,8,1,28475.0,1595.0,-401.45453264571324,4564.204923659591,-9292.397446074814,-1501.123166305174,-2134.8046060245456,273.26167780709716
obi,1,1.0,8,1,28474.0,2913.0,-1618.0481194197555,6162.280777181903,-9537.22760791188,-3595.7013593438965,-4938.43325625953,292.8903483231959
obi,1,3.0,8,1,28473.0,5969.0,-8338.537442995514,7203.188608373245,-10207.37550997237,-12524.616133245514,-15562.996256258793,382.94716485084194
obi,1,5.0,8,1,28473.0,8170.0,-17160.615607293254,6507.1794270561895,-11449.492288996475,-23078.148266878565,-27435.569402459543,478.6613949878761
obi,1,10.0,8,1,28471.0,11603.0,-32649.75749249813,5060.015370618992,-13545.11503281638,-41419.28230460319,-48030.634755048886,554.248677013005
obi,1,30.0,8,1,28466.0,17231.0,-62547.9296819286,5416.735693569906,-13558.690699970739,-76307.6635334805,-86947.08308262404,525.4329477238695
obi,1,60.0,8,1,28456.0,20157.0,-80745.7120210639,1897.6353193874936,-17618.050698403607,-97342.23524068655,-110394.16282079635,214.679132700617
obi,1,0.1,8,2,37556.0,429.0,17.935707845611923,2119.7183221311907,-5129.484630122026,-300.85985665677657,-348.8761736418144,218.43040033654233
obi,1,0.5,8,2,37556.0,1509.0,-357.2103323957276,6023.151314441711,-10678.854775950922,-1333.9264905680536,-1977.0555961714467,173.4271876698479
obi,1,1.0,8,2,37555.0,2783.0,-1878.16200334154,7571.339517097018,-11395.434860085039,-3611.7949654231033,-4841.907819139136,219.62118329561508
obi,1,3.0,8,2,37553.0,6115.0,-8479.315638154783,9329.447500950359,-11864.507392582791,-12374.359209949018,-15273.242219804353,324.41364956675926
obi,1,5.0,8,2,37549.0,8552.0,-16971.46848167693,10550.832449472942,-11631.40136889083,-22663.82846699912,-26853.859057227157,520.6587890688576
obi,1,10.0,8,2,37549.0,12904.0,-35409.62659284777,11732.141628677664,-10938.707845860048,-44318.5971262722,-50969.86934147815,710.647659871304
obi,1,30.0,8,2,37547.0,20790.0,-78058.82801553064,11847.743988097325,-11513.480257395462,-93508.03555422134,-105507.23763285059,619.9790909016214
obi,1,60.0,8,2,37537.0,25045.0,-110134.71285240438,7080.171686326278,-16881.94269770901,-129425.58178352687,-144394.78217809933,603.6520288905754
obi,1,0.1,8,3,44561.0,298.0,-23.185923857760784,2683.7470319316367,-5154.154634182017,-212.28679889064858,-212.8592519839856,156.84308720336654
obi,1,0.5,8,3,44561.0,1220.0,-383.5989728019673,7658.546562830491,-10880.603633167593,-1077.132411134496,-1533.199100494356,120.27113531121181
obi,1,1.0,8,3,44561.0,2350.0,-1464.5237816995375,9753.023613572606,-11863.271583345828,-2824.5215282966383,-3882.3249599470714,80.69881778838273
obi,1,3.0,8,3,44561.0,5475.0,-8244.318621084096,11634.670774621374,-12408.777195729424,-11501.815707340218,-13989.82557320031,238.54513584921295
obi,1,5.0,8,3,44560.0,8020.0,-16199.962665016432,11996.531296117877,-12893.018103737319,-21146.22292049395,-24812.44338197004,456.6835243128151
obi,1,10.0,8,3,44557.0,12797.0,-37848.78791127432,12535.612079792578,-13416.990472659705,-46184.65816225177,-52563.74328832382,562.6163910306127
obi,1,30.0,8,3,44544.0,22059.0,-91843.20408128964,10917.361562655915,-16288.989933940082,-107364.9971676875,-119726.83853703836,452.4000623320743
obi,1,60.0,8,3,44526.0,27730.0,-129604.00784393122,9676.514616708588,-17661.391102869464,-149898.24657041943,-165937.0616755187,518.9621950978741
obi,1,0.1,8,4,51996.0,253.0,-12.946024557477582,2779.2323772260643,-5509.699871365591,-186.86375665770248,-225.71096642660203,101.4295660405562
obi,1,0.5,8,4,51996.0,1003.0,-389.6733025948297,8284.455885100137,-11770.194331512837,-964.4460291567384,-1359.8412670969929,82.77314015174397
obi,1,1.0,8,4,51996.0,1943.0,-1434.5443997726063,10320.128156751238,-13020.235725776267,-2517.0167585653853,-3268.281427986589,152.99900612739668
obi,1,3.0,8,4,51995.0,4729.0,-7616.865149820779,13597.616063855072,-13254.390758032681,-10382.438839302531,-12305.104979600992,377.650667557985
obi,1,5.0,8,4,51995.0,7188.0,-16270.80174540461,14132.773810387283,-13866.422265821093,-20649.411392997827,-23864.268874540692,427.97224750522383
obi,1,10.0,8,4,51987.0,11996.0,-38859.27672869264,15736.155454205506,-13810.777637601259,-46534.601044408475,-52424.88808093912,480.8322478208813
obi,1,30.0,8,4,51971.0,22888.0,-100903.11470024873,14782.382030387565,-16204.24321783144,-116776.14929436632,-129040.3854278505,839.3716657749023
obi,1,60.0,8,4,51945.0,29792.0,-145815.24345371325,20653.691500527788,-10555.65522307181,-167241.92895918986,-184032.70356709612,759.0950560538889
obi,1,0.1,8,5,60483.0,182.0,-24.9983669316922,3063.9759139443886,-5815.143370113947,-142.9353663951805,-149.53843995371585,84.16441514793149
obi,1,0.5,8,5,60483.0,829.0,-454.6844538232688,9364.196108912402,-12619.067723055374,-914.4975706619986,-1232.9465242984213,59.16113400739498
obi,1,1.0,8,5,60482.0,1674.0,-1450.6676122129809,12050.888797697056,-14095.820813531698,-2359.868674895598,-3074.251442567997,39.4106304381836
obi,1,3.0,8,5,60480.0,4133.0,-6789.803394371274,15434.687821379306,-14572.599340936726,-9070.56437971544,-10702.948288050984,264.8056921074991
obi,1,5.0,8,5,60480.0,6379.0,-14413.268456162496,16760.983274225757,-15120.849917093663,-18064.996160561277,-20665.118924120125,439.9749343366909
obi,1,10.0,8,5,60474.0,11363.0,-36788.68160528125,18151.279220010674,-15574.100199734889,-43677.65626502089,-48861.14437242142,574.0594801469624
obi,1,30.0,8,5,60459.0,23285.0,-106536.93670991895,18284.501091506812,-17269.850591188937,-121817.84653749297,-133722.63838904412,824.3899576315974
obi,1,60.0,8,5,60437.0,31706.0,-165608.28327916024,18526.206004429823,-17624.214401079396,-187527.50542934224,-204834.84620383498,799.9679444375388
obi,1,0.1,8,6,70490.0,172.0,-27.40743218828953,3185.5264640990645,-6203.005499397023,-134.18855767213245,-141.5877479786687,79.40146055979369
obi,1,0.5,8,6,70490.0,718.0,-414.7352338662624,9875.86410401595,-13891.6300530413,-797.4509973716872,-1102.4328591680098,16.88276170375147
obi,1,1.0,8,6,70490.0,1389.0,-1148.73123788659,12794.63424547659,-15731.514151873076,-1872.5557566190084,-2392.3221572509674,92.13051150814167
obi,1,3.0,8,6,70489.0,3606.0,-6041.806110747952,15806.184857160175,-17703.780259240753,-7956.792921285517,-9431.787969534516,139.67246333196567
obi,1,5.0,8,6,70488.0,5614.0,-13030.597085022417,16867.28160487159,-18871.309595029066,-16107.345634991001,-18389.316625044168,312.1190426066354
obi,1,10.0,8,6,70486.0,10213.0,-33751.45878935547,18206.995251740434,-20454.536590848034,-39709.54130982408,-44391.63537840345,330.1760846036751
obi,1,30.0,8,6,70482.0,22548.0,-111744.57901210648,17295.981556216677,-23881.39201474568,-126120.05224534226,-137322.78930454262,804.5980236693937
obi,1,60.0,8,6,70467.0,32398.0,-177238.96913220483,26270.63592966188,-15449.867725681623,-199142.84150634034,-216659.84375749616,669.0592499441642
obi,1,0.1,8,7,80734.0,139.0,-13.540616309842806,3633.6165832889924,-6386.3301161765,-97.25260650532697,-113.37889194338757,50.619857529383694
obi,1,0.5,8,7,80734.0,565.0,-300.8280356078236,11283.927616530786,-14064.978856140267,-615.1661148266729,-790.29632074457,86.29003591327233
obi,1,1.0,8,7,80734.0,1147.0,-988.122330406451,14283.137087192257,-16325.702150253124,-1593.2651773670868,-1984.4487796909855,113.81418634997864
obi,1,3.0,8,7,80733.0,3056.0,-5358.611422531123,18779.93302184532,-17374.286708569616,-6974.569017153671,-8148.668677418192,179.04213129011916
obi,1,5.0,8,7,80733.0,4874.0,-11146.5099102761,20289.573245141324,-18647.437792818615,-13789.086104835445,-15702.449006499424,304.7546728698337
obi,1,10.0,8,7,80731.0,9201.0,-30043.94464647059,22277.883042768895,-19420.57594820717,-35423.25438875944,-39423.90160969904,517.0077271045949
obi,1,30.0,8,7,80714.0,21627.0,-106361.80439345705,27208.027988856065,-17622.212696104056,-120139.91826760811,-130965.59135387409,703.8527154321627
obi,1,60.0,8,7,80690.0,32631.0,-185181.93265007227,29775.331516155104,-16146.575064309616,-206851.92610488913,-223820.5080774267,1070.9640957887248
obi,1,0.1,8,8,87050.0,120.0,20.920220708384456,3562.3251220046,-6053.816967125442,-59.25338267695146,-41.9480644042558,86.64281706574073
obi,1,0.5,8,8,87050.0,535.0,-222.09960133074006,11076.535254922614,-13859.807939921206,-522.1014551872382,-632.874733393427,145.98522256839883
obi,1,1.0,8,8,87048.0,1061.0,-877.7264723783288,14213.369902705354,-16081.150098583268,-1438.0566214452094,-1813.5474612257958,98.36812902167759
obi,1,3.0,8,8,87046.0,2732.0,-4469.621932108622,19047.518410515455,-17709.97367892519,-5852.679731156759,-6830.8430418000835,188.60946168962838
obi,1,5.0,8,8,87046.0,4264.0,-9763.289615990154,21475.28071162078,-17994.790914368703,-12006.7967838883,-13558.475178233026,329.89204937615045
obi,1,10.0,8,8,87044.0,7951.0,-25107.360314342128,27682.201297778767,-14803.720685237031,-29560.98744228142,-32937.2506577631,352.84384016559767
obi,1,30.0,8,8,87029.0,19422.0,-95070.30332813233,33707.59739333304,-12171.235172263405,-106791.68721644556,-115989.35382532513,611.5273627227589
obi,1,60.0,8,8,87011.0,30411.0,-178018.13834975538,34967.15385253492,-12463.247286582024,-197389.72650242216,-212808.78761029924,720.5631240682565
obi,1,0.1,8,9,349550.0,449.0,29.482235739633193,8702.886735768328,-19657.64345693795,-367.25224367329724,-290.4727603838442,375.56292225801224
obi,1,0.5,8,9,349550.0,1479.0,-401.57311900912754,29152.81081775346,-50321.591101437305,-1363.2022654234179,-1729.762871142729,393.4650994643359
obi,1,1.0,8,9,349548.0,2797.0,-1402.1564234256089,41181.75685916659,-58953.1858231901,-3179.311084693318,-4253.730409981156,335.8052115105537
obi,1,3.0,8,9,349542.0,7401.0,-8609.435378685303,65121.29399837542,-69030.86456818583,-13130.99598908899,-16029.003788896558,673.7664757389791
obi,1,5.0,8,9,349538.0,11867.0,-18736.355893370357,78511.20371175335,-71469.2099047512,-25974.540127220946,-30831.7471568463,867.3841168377284
obi,1,10.0,8,9,349516.0,22276.0,-50931.59684361526,99407.93830394551,-70991.34628109656,-64843.284337783705,-74736.40394885624,1176.0777544646571
obi,1,30.0,8,9,349416.0,55675.0,-206064.3811279249,143215.9348125366,-50088.00397349852,-242476.28039542475,-270338.0428919849,1507.423004481349
obi,1,60.0,8,9,349260.0,90843.0,-411346.0667467921,173331.9479808646,-27514.17023984307,-472790.8238072795,-520439.54503078945,2026.139430399585
obi,1,0.1,9,0,9186.0,208.0,23.586827713670914,1233.0056460090684,-1842.0014221065726,-164.17181418757033,-160.76866142425314,180.57401720599663
obi,1,0.5,9,0,9186.0,727.0,-71.33918050200575,3017.345210270426,-2927.1596399460436,-680.6059887202131,-1023.1211306965449,230.29353004552007
obi,1,1.0,9,0,9186.0,1250.0,-340.7888891774491,4220.273451348458,-2517.4955048273596,-1374.604318311361,-2251.833427358365,96.27379716580009
obi,1,3.0,9,0,9186.0,2340.0,-2930.2198572162815,5081.912463608802,-2357.9861609124455,-4876.30554413279,-6648.881865148158,57.76941820652581
obi,1,5.0,9,0,9186.0,3072.0,-5653.013478459328,5663.626056935369,-1754.084644475044,-8230.251296325048,-10536.982474556089,113.36731113397391
obi,1,10.0,9,0,9186.0,4191.0,-10270.213863993105,6438.813983254932,-1229.6795702562572,-13839.981287277216,-17144.749377327982,37.5331447975924
obi,1,30.0,9,0,9183.0,5840.0,-18338.9263883454,10373.29507870174,2728.0399376461587,-23510.388499710967,-28246.24744694384,41.46731012279584
obi,1,60.0,9,0,9180.0,6750.0,-22245.010235193793,10527.187442506354,2781.176721540344,-28445.445190105813,-34014.600415036126,68.83248526147402
obi,1,0.1,9,1,20708.0,235.0,52.65340996912191,3114.236500329692,-2625.89784425777,-127.39958586619693,-90.66403040287163,207.97227135182618
obi,1,0.5,9,1,20708.0,894.0,5.453325788226502,7788.751893624404,-4296.40676465164,-682.4334813838462,-1132.1178074080328,204.88823890118198
obi,1,1.0,9,1,20708.0,1609.0,-764.3556965443271,10021.907787551721,-3933.112617400667,-1978.4517870631016,-2924.156746963584,206.56484010288537
obi,1,3.0,9,1,20707.0,3529.0,-5883.2192643700955,11149.2519978945,-4350.6312740914855,-8616.650662067408,-11075.522915096928,133.0074090030831
obi,1,5.0,9,1,20707.0,4997.0,-12486.161961338965,11705.23767724875,-4116.030101195162,-16389.68214801705,-19879.75740010344,208.76882053219248
obi,1,10.0,9,1,20707.0,7410.0,-24605.818439238068,12682.729529557362,-3543.271960127711,-30531.769191291824,-35755.93669301162,371.8687053157589
obi,1,30.0,9,1,20706.0,11836.0,-53218.15213726738,11376.708340058045,-5089.941762100963,-63174.36325303165,-72285.26537551676,170.30458916808664
obi,1,60.0,9,1,20701.0,14060.0,-64963.35373935053,12602.658728109147,-4368.564526806711,-77060.89594519266,-88178.25315665052,-22.883785984850775
obi,1,0.1,9,2,30086.0,240.0,-0.6088709503944324,3951.5455135594398,-3197.583681137529,-184.0130475401747,-218.85615989647,139.8530541376797
obi,1,0.5,9,2,30086.0,895.0,-202.40864337716772,10530.18928212041,-5650.113745251775,-823.0945978385585,-1260.5431369482997,156.25645349212294
obi,1,1.0,9,2,30086.0,1724.0,-1234.7669903469168,12902.221228471763,-5587.637786427746,-2462.05498151035,-3568.187077115458,66.48130791718998
obi,1,3.0,9,2,30086.0,3997.0,-6997.199278920256,16056.288695960153,-4496.526045207171,-9793.311975481602,-12203.837858680821,255.41458114443748
obi,1,5.0,9,2,30086.0,5842.0,-14166.552303825749,17598.065138790942,-3839.3949921512835,-18376.150610336586,-22131.13888339811,252.25314958369432
obi,1,10.0,9,2,30083.0,9220.0,-33743.44883484361,17942.735304864447,-3980.963109946084,-40616.49143853335,-46783.58426418907,354.72648356132754
obi,1,30.0,9,2,30076.0,15452.0,-77195.0007650064,15919.389304730566,-6267.833716446659,-89254.09426445044,-100121.63236835507,433.9771062787445
obi,1,60.0,9,2,30068.0,19198.0,-104380.22929167585,14129.884263244894,-8173.880673390468,-119885.04001723978,-133476.40240549928,697.7462982809787
obi,1,0.1,9,3,38661.0,201.0,-26.269611555116885,4844.984277511734,-2934.088279572862,-158.8442262090872,-166.13756423252477,119.7580643853069
obi,1,0.5,9,3,38661.0,797.0,-228.032132611413,13641.197070827911,-4794.33089795795,-714.0638711115254,-1081.3173116522987,97.79587397109601
obi,1,1.0,9,3,38658.0,1506.0,-1309.4051705094957,16672.30012737163,-5042.306256677831,-2209.7443313176072,-2955.2991804249114,115.06361762778639
obi,1,3.0,9,3,38651.0,3803.0,-6730.702310585924,20643.25160858552,-3769.666064916201,-9075.025728370321,-11010.825827767407,300.2136884158714
obi,1,5.0,9,3,38647.0,5811.0,-14730.042833950909,21600.199528717385,-3704.5966523109837,-18506.256659103212,-21824.363963907814,278.54360462052693
obi,1,10.0,9,3,38644.0,9778.0,-35913.38122037686,22870.330936354738,-2858.7980048551703,-42497.216908657894,-48290.76527742187,454.40017603190165
obi,1,30.0,9,3,38623.0,18057.0,-89295.65260147414,28010.652045691004,1161.7912909376792,-102552.24086521506,-114628.29186848765,385.3954395142802
obi,1,60.0,9,3,38615.0,23245.0,-126407.34198702576,26970.108835617924,-118.6410864392097,-143945.48740200553,-159604.04050797646,578.0932044251583
obi,1,0.1,9,4,48752.0,210.0,-5.194439557442754,5950.0192551889695,-2512.1793218125104,-140.7273953399279,-136.06171035074328,135.74932806273307
obi,1,0.5,9,4,48752.0,712.0,-136.1166665744061,16693.9716312636,-4417.605739225718,-551.4381067522046,-893.1430454108826,57.18378749419273
obi,1,1.0,9,4,48752.0,1386.0,-824.936182243766,21422.108698027216,-3278.2706777656763,-1584.8453424139022,-2252.939817955645,60.04235291054982
obi,1,3.0,9,4,48750.0,3470.0,-6576.5003455795295,25879.63837527736,-2375.3590041226544,-8616.792608614665,-10349.283784144842,216.91285842990732
obi,1,5.0,9,4,48749.0,5409.0,-14687.187251970498,27579.909692493326,-1568.3797861915882,-17985.793035392686,-20838.98265591637,286.34320889167964
obi,1,10.0,9,4,48743.0,9781.0,-36895.51030240132,29531.456207691637,-998.800841448526,-43124.541217888655,-48691.51616106446,355.49965845343786
obi,1,30.0,9,4,48727.0,20088.0,-108351.6196228139,24680.478574882312,-6655.691158592179,-122081.82031631093,-134320.41393629694,686.4623407168045
obi,1,60.0,9,4,48705.0,26979.0,-163105.66316900883,23269.416660437197,-8323.653880803891,-182129.582146315,-198878.10899384235,909.6297703868485
obi,1,0.1,9,5,58634.0,130.0,-30.627573561555685,6859.29159759188,-2101.1015446531096,-122.4993016268261,-141.07311425171076,69.57074857845136
obi,1,0.5,9,5,58634.0,604.0,-313.5452542293029,19490.084004537286,-3527.025474199941,-683.9489296126723,-890.298109702856,149.01235774405387
obi,1,1.0,9,5,58633.0,1198.0,-1085.8040188671218,24385.947642957923,-3670.2334580297775,-1779.4834862570142,-2421.321788115166,23.54320499635243
obi,1,3.0,9,5,58633.0,3248.0,-6228.161036379057,30102.79424379752,-2156.5662346705185,-8051.879011814646,-9653.232181428228,145.5920451225712
obi,1,5.0,9,5,58631.0,5143.0,-13861.215073190166,32526.131007246386,-965.4629656750877,-16808.586299397102,-19291.084915398325,335.12646131398185
obi,1,10.0,9,5,58628.0,9462.0,-37853.52784550997,34919.95616643423,77.60953596099996,-43591.88508230561,-48475.269509326514,575.5043157451835
obi,1,30.0,9,5,58617.0,20842.0,-118988.71079704669,38244.607380053065,1644.7884202279695,-132625.87852337628,-144776.65269276898,693.3608380401331
obi,1,60.0,9,5,58603.0,29259.0,-191788.7717717247,33852.67524619243,-3391.0616069212783,-211698.9177016247,-229432.6727882633,785.4270795830854
obi,1,0.1,9,6,70078.0,155.0,-46.4074637604872,7596.883676397265,-1497.3202549426471,-134.52036197652006,-129.1388387268455,89.39998885759692
obi,1,0.5,9,6,70078.0,551.0,-272.8884688032548,22189.06134817322,-2733.50789269785,-558.7951998859706,-819.683770209947,13.631289714295391
obi,1,1.0,9,6,70076.0,1094.0,-949.0287401347181,28061.59076616141,-2380.5997721504227,-1494.2479020235132,-1944.220443580314,72.68249327022858
obi,1,3.0,9,6,70073.0,2796.0,-5094.452892874746,36226.84115610674,476.59261633376747,-6575.269448985396,-7829.05586078032,165.09636346373037
obi,1,5.0,9,6,70073.0,4525.0,-11866.724962128646,40804.37828612644,3656.6653783308807,-14294.377334178536,-16401.724673308894,216.34104265232608
obi,1,10.0,9,6,70068.0,8719.0,-32899.895644002085,44907.7117223966,5521.416103526433,-37944.21434291786,-42391.17236692729,364.8299776300945
obi,1,30.0,9,6,70050.0,20822.0,-118074.58175157083,51600.350561456806,9965.937549429484,-130848.77300689084,-142027.11167112386,889.4164676859706
obi,1,60.0,9,6,70030.0,30765.0,-201238.9981887401,55309.15560279584,13002.450911333928,-220928.54010033925,-238292.56623029563,1019.6848700246265
obi,1,0.1,9,7,86966.0,134.0,-20.16811398827805,8771.99702115498,-1049.5047096145818,-101.0934769567573,-103.19277278907357,74.01169815426378
obi,1,0.5,9,7,86966.0,480.0,-242.07194026086492,26576.95685412964,-875.3986495401446,-508.5089258729171,-670.1941927284595,91.06458286779251
obi,1,1.0,9,7,86964.0,981.0,-1056.6082597185446,34028.180264887145,59.28859734914545,-1564.9334032605202,-1976.6564886056512,71.51972589123368
obi,1,3.0,9,7,86959.0,2581.0,-5373.781200267469,44478.46586891093,3987.0390636072125,-6768.627570326399,-7997.0246567129,99.8431330873295
obi,1,5.0,9,7,86954.0,4134.0,-11223.040340445099,50033.735978437704,6932.9103773707175,-13495.986800183686,-15340.07505469328,319.8495091976827
obi,1,10.0,9,7,86945.0,7982.0,-30538.22088858684,56781.80107025523,10857.04035782488,-35095.012868227765,-38906.50793510433,510.61624584161075
obi,1,30.0,9,7,86926.0,20696.0,-123428.22502530654,64994.8429453609,16586.514282446755,-135853.925441655,-146703.94739950664,863.745103966256
obi,1,60.0,9,7,86894.0,32561.0,-234901.04189435986,55772.35697554896,5800.903656241411,-254959.8423768833,-272717.16254012496,973.209184971493
obi,1,0.1,9,8,104757.0,103.0,-26.48588781772058,10024.67739779864,-191.58217335804423,-78.55191397850625,-59.22083845166348,68.28039589458434
obi,1,0.5,9,8,104757.0,399.0,-153.52852754829834,30629.052439718627,898.3891360429815,-341.55856844799735,-447.8872084722864,73.32118568259105
obi,1,1.0,9,8,104756.0,834.0,-791.6715174120125,39106.245524346465,1376.6259134108295,-1180.1280949585457,-1495.2468821960529,54.97527392236634
obi,1,3.0,9,8,104753.0,2254.0,-4272.313684438927,51047.22909137249,4604.321823726951,-5390.464523450681,-6309.419639648911,145.91412636061557
obi,1,5.0,9,8,104750.0,3720.0,-9808.305401277383,56335.73269053513,7080.555285850027,-11741.618904981475,-13347.633222243205,232.6700638174994
obi,1,10.0,9,8,104748.0,7337.0,-28513.48941232089,64411.74881497414,11388.6390020233,-32449.344994049097,-35876.79911204091,313.7233329785971
obi,1,30.0,9,8,104719.0,19758.0,-118046.53319229253,74344.47232198964,17989.104358796827,-129284.25861233076,-138998.559067953,906.0783503072666
obi,1,60.0,9,8,104653.0,32619.0,-226372.10121238724,85455.51200255733,27037.00854585834,-245500.18737487312,-262267.02865172044,1133.0182948705938
