dt,n_trade,n_row,vol,notional,px_open,px_close,px_min,px_max,px_med,sz_med,sz_p99,n_taker,buy_vol,sell_vol,n_liq,n_maker
2026-05-27,19866,19887,40894.381,20432509.27561,508.43,490.12,486.53,516.93,498.09,0.396,22.502,605,19039.385,21854.996,9,206
2026-05-28,18148,18172,38467.067,19460625.29673,489.92,521.68,476.49,527.4,502.945,0.418,20.351,666,18570.777000000002,19896.29,125,212
2026-05-29,10332,10356,32456.186,16686623.21695,521.66,514.65,503.17,525.3,515.6,0.942,29.4,486,17338.897,15117.289,0,163
2026-05-30,4682,4682,5510.336,2855371.53932,515.01,523.3,513.29,523.3,518.6,0.395,9.573,229,2651.27,2859.0660000000003,0,75
2026-05-31,8964,8964,7467.6630000000005,3907715.7636,523.18,516.44,515.58,531.53,524.25,0.21,9.6,318,3995.732,3471.931,0,114
2026-06-01,19425,19545,41419.341,20881856.54411,516.52,506.55,486.68,517.26,504.26,0.436,19.774,638,18452.448,22966.893,36,223
2026-06-02,15981,16049,50452.383,25716205.99417,506.68,518.93,496.88,522.3,507.44,0.49,39.355,456,27936.814,22515.569,3,169
2026-06-03,24918,25099,103107.162,55356829.89862,518.93,526.02,515.01,547.46,535.24,0.648,48.163,847,52655.928,50451.234,265,256
2026-06-04,14094,14749,28630.279,14878850.95426,525.63,514.08,500.0,536.17,521.4,0.433,19.52,697,13176.662,15453.617,32,200
2026-06-05,34509,36113,83091.834,40448476.29163,513.72,458.81,457.08,518.23,485.46,0.431,25.616,642,36910.98,46180.854,113,203
2026-06-06,31900,31900,57645.74,25640801.16494,458.9,457.0,433.19,464.24,447.99,0.441,19.772,504,27597.797,30047.943,0,169
2026-06-07,17779,17779,18192.487,8398257.12133,457.0,466.59,452.29,470.13,461.67,0.43,9.995,314,9351.572,8840.914999999999,0,112
2026-06-08,28230,28378,53354.099,25639901.35664,465.18,489.77,459.93,494.94,478.98,0.486,21.498,521,27869.027,25485.072,16,177
2026-06-09,38541,39021,94080.414,44504171.14399,489.64,470.94,437.56,504.2,474.42,0.417,36.544,722,46478.696,47601.718,214,193
2026-06-10,29352,29587,44868.093,20780846.86364,471.18,441.25,437.74,477.92,463.45,0.401,16.84,416,23057.858,21810.235,15,159
2026-06-11,29674,29842,52877.746,24906179.05889,441.22,491.39,440.44,491.64,464.58,0.399,20.827,510,29691.368,23186.378,28,175
2026-06-12,28159,28266,73119.651,37133256.33187,491.39,515.35,477.69,521.4,503.7,0.356,27.708,595,36712.399,36407.252,4,191
2026-06-13,9394,9394,7237.583,3715693.89753,515.35,513.73,510.24,516.76,513.4,0.3185,10.626,373,4171.619,3065.964,0,109
2026-06-14,11707,11707,8909.884,4624659.37378,513.73,521.0,512.59,525.77,518.81,0.292,10.051,373,3961.562,4948.322,12,127
2026-06-15,27597,27597,69048.47,37559602.85656,521.22,546.11,520.46,558.14,538.0,0.367,38.271,784,38947.519,30100.951,149,208
2026-06-16,28508,28605,59154.617,31416829.38879,545.82,511.32,504.86,554.48,541.62,0.356,23.804,677,19270.126,39884.491,55,199
2026-06-17,23203,23335,37561.508,19540018.57586,511.31,521.48,507.77,532.5,521.1,0.38,16.84,479,22596.45,14965.057999999999,0,145
2026-06-18,22299,22340,49768.375,26548778.29411,521.48,537.31,520.45,539.99,532.36,0.39,20.3,509,19872.092,29896.283,2,128
2026-06-19,8334,8334,7601.367,4067641.6868,537.32,538.05,532.21,538.86,534.6,0.368,10.16,307,4062.829,3538.538,0,85
2026-06-20,5795,5795,4706.764,2538920.75792,537.91,540.66,534.23,545.68,539.06,0.34,10.0,272,2599.491,2107.273,1,67
2026-06-21,4966,4966,3220.833,1735247.30203,540.57,532.75,532.11,543.58,540.25,0.2475,9.117,202,1398.739,1822.094,0,67
2026-06-22,20793,20793,33025.387,17950731.06241,533.08,547.19,526.94,562.93,542.62,0.375,17.196,506,17258.162,15767.225,0,158
2026-06-23,19927,19927,42325.315,22243684.70685,547.15,522.4,506.94,550.38,522.95,0.735,19.829,542,20844.074,21481.241,94,177
2026-06-24,12453,12525,26888.223,14063747.46453,522.37,538.78,503.75,540.05,525.96,0.43,20.778,391,13266.143,13622.08,43,123
2026-06-25,13358,13412,38900.867,20558230.3948,539.37,530.56,507.55,551.02,529.84,0.535,32.0,408,21382.113,17518.754,8,147
2026-06-26,21621,21628,52267.168,27030395.19941,531.12,518.73,503.11,533.55,517.79,0.44,28.562,379,24415.332,27851.836,5,154
2026-06-27,3841,3845,5120.734,2660946.92452,518.66,518.29,517.11,522.04,519.92,0.392,16.062,159,1795.022,3325.712,0,53
2026-06-28,5551,5551,10735.979,5604358.17171,518.19,528.38,515.29,528.63,521.78,0.476,16.84,174,5773.9,4962.079,0,69
2026-06-29,22449,22543,65107.093,34212327.58547,528.46,540.33,495.61,542.08,525.96,0.453,28.707,500,30997.13,34109.963,50,195
2026-06-30,16394,16394,41110.627,23229688.5167,540.24,579.86,534.62,584.55,558.0,0.4885,25.668,613,21511.561,19599.066,43,211
2026-07-01,19765,19946,58960.907,32836184.18941,579.8,544.53,538.29,581.01,556.065,0.371,36.908,557,25582.478,33378.429,27,195
2026-07-02,26216,26689,79547.942,41982681.85132,544.71,519.17,506.28,553.17,525.92,0.567,38.741,481,41820.944,37726.998,89,187
2026-07-03,7998,7998,15524.809,8161385.99468,518.91,525.82,516.8,531.1,527.76,0.549,16.932,215,7523.323,8001.486,0,84
2026-07-04,2692,2692,3118.643,1652116.81406,526.27,531.39,525.88,532.33,530.32,0.377,12.893,115,1478.83,1639.813,0,53
2026-07-05,4851,4851,5911.44,3170297.86701,531.66,536.63,530.82,541.5,536.78,0.368,15.83,162,2539.58,3371.86,1,80
2026-07-06,27986,27986,81150.448,44859880.32097,536.5,548.8,522.91,571.79,552.71,0.524,39.208,594,36208.527,44941.921,25,213
2026-07-07,14585,14599,46330.983,24244019.25496,549.17,512.56,503.81,552.25,522.59,0.68,41.049,498,21913.208,24417.775,32,182
2026-07-08,12013,12013,37743.96,19379376.75544,511.96,517.19,498.48,526.99,513.94,0.815,40.652,387,16372.487,21371.473,3,166
2026-07-09,10064,10064,29648.399,16042313.62225,517.86,546.51,511.57,559.61,546.73,0.809,34.6,454,14873.151,14775.248,6,162
2026-07-10,10571,10641,28270.878,15526720.14562,547.56,560.33,536.73,561.01,548.79,0.619,32.521,334,13812.86,14458.018,0,149
2026-07-11,5313,5313,5654.774,3184891.34631,560.75,562.15,558.43,567.99,564.15,0.312,15.79,235,2767.356,2887.418,0,101
2026-07-12,4025,4025,4216.743,2356367.88801,562.03,554.54,554.22,563.05,559.58,0.337,11.471,137,1702.736,2514.007,0,70
2026-07-13,11691,11691,34419.46,18675789.98752,554.68,531.77,526.37,563.78,541.74,0.895,27.707,433,17421.315,16998.145,0,149
2026-07-14,15959,15959,56389.027,31186731.40082,532.34,549.65,530.39,573.58,552.1,1.2,36.206,470,26485.984,29903.043,27,176
2026-07-15,14714,14714,43497.156,23534314.66443,549.84,528.35,510.09,560.41,549.57,1.049,25.778,477,19780.931,23716.225,0,175
2026-07-16,13355,13355,39149.33,19871553.43608,528.89,494.38,492.18,532.4,508.06,1.089,23.703,424,19737.253,19412.077,23,159
2026-07-17,27275,27275,91919.31,44656847.61825,494.55,492.44,460.38,505.87,488.68,1.11,33.402,503,45333.038,46586.272,111,189
2026-07-18,2876,2876,4124.863,2028482.02489,492.53,490.53,490.0,493.9,491.74,0.378,17.826,115,1911.222,2213.641,0,55
2026-07-19,5832,5832,7818.328,3846488.17383,490.5,495.43,487.96,499.89,491.01,0.42,13.779,164,4067.209,3751.119,0,72
2026-07-20,19716,19716,82093.418,42019641.51527,495.46,505.36,494.89,534.13,510.48,1.002,50.0,472,40667.072,41426.346,13,191
2026-07-21,15231,15231,48481.328,25779629.50053,505.21,545.72,502.42,547.0,531.27,0.815,33.642,480,21307.714,27173.614,7,186
2026-07-22,37037,37037,142784.751,78387551.22906,545.74,554.18,522.33,561.49,550.02,0.694,44.782,677,76611.929,66172.822,1,249
2026-07-23,43944,43944,176157.591,95715392.60993,554.28,548.14,525.31,562.92,546.87,1.44,37.5,636,106217.069,69940.522,0,242
2026-07-24,55008,55008,227008.676,121583217.17579,548.53,521.61,518.42,551.43,539.82,1.0,46.841,525,96012.787,130995.889,4,208
2026-07-25,2886,2886,2620.907,1378521.28539,522.25,529.86,521.85,530.06,525.88,0.38,6.717,172,1458.184,1162.723,0,71
2026-07-26,7325,7325,7099.483,3808975.37795,529.86,542.24,529.34,542.33,535.87,0.443,8.527,199,3739.067,3360.416,0,86
2026-07-27,32245,32362,70183.569,35396895.53168,541.85,490.8,476.96,542.3,495.445,0.9715,19.698,605,32584.134,37599.435,97,211
2026-07-28,39523,39697,95594.12,44181676.55746,490.72,460.47,442.65,492.06,459.17,1.268,22.156,619,48682.309,46911.811,114,217
2026-07-29,37935,38230,91038.646,40371009.42038,460.5,427.74,420.42,468.14,444.51,1.11,20.904,588,44933.243,46105.403,81,222
2026-07-30,31772,31772,73098.351,33254725.76874,428.16,499.63,423.44,500.32,455.515,0.894,22.066,527,37675.18,35423.171,61,215
2026-07-31,37753,37762,80582.337,40030997.50327,499.53,472.45,472.33,515.65,498.1,1.0,24.422,555,40866.738,39715.599,80,201
2026-08-01,5055,5055,5412.35,2557623.66192,472.51,472.44,468.62,476.48,472.9,0.42,7.284,223,2797.083,2615.267,3,75
2026-08-02,9948,9948,12308.86,5972738.83993,472.52,491.25,472.52,492.77,484.77,0.5894999999999999,10.337,285,6790.461,5518.399,0,118
2026-08-03,29187,29356,61596.694,29241469.00399,491.29,495.13,455.82,495.86,480.72,1.027,20.577,554,28425.987,33170.707,56,210
2026-08-04,72370,72370,282876.866,140184089.06881,495.24,473.05,461.68,533.99,498.44,0.904,44.36,1671,127243.013,155633.853,37,574
2026-08-05,58965,58965,214672.758,104080775.18884,473.12,481.44,470.82,501.9,481.63,1.299,28.8,1424,106702.427,107970.331,0,461
2026-08-06,24700,24700,56172.442,27146706.32483,481.15,491.76,470.23,496.5,482.47,1.25,20.989,762,28549.134000000002,27623.308,9,247
2026-08-07,19178,19178,35848.101,17511306.53961,491.85,482.72,476.15,504.0,486.86,0.82,19.948,598,18546.379,17301.722,2,210
2026-08-08,2329,2329,2525.161,1216457.80884,482.72,484.59,479.04,484.59,481.72,0.42,7.82,208,976.527,1548.634,0,70
2026-08-09,2390,2390,2973.436,1438977.70857,484.62,484.07,482.21,485.35,484.21,0.576,9.631,145,1460.938,1512.498,0,68
2026-08-10,10563,10563,22281.218,10657725.3128,483.7,469.34,469.27,489.89,477.96,1.101,21.5,364,11059.916,11221.302,0,159
