feat,side,h,s_dec,q_dec,n,n_fill,sum_as,sum_as2,sum_hs,sum_hs_post,sum_imp,sum_edge,sum_sprT,sum_wait,p_fill,AS,half_spread,half_spread_post,impact,edge,wait_s,core,core_realized,EV,EV_realized,core_daily,core_se,n_day,core_t
obi,1,1.0,0,1,100017.0,25293.0,-34318.83844496714,209748.78821269382,11221.432340414462,29162.083753317944,-17858.780548457016,5910.383510978682,67895.27475700805,9261.588000000003,0.25288700920843454,-1.3568512412512215,0.4436576262370799,1.1529705354571598,-0.7060760110883255,0.23367665009997557,0.3661719843434944,-1.0011936150141416,-1.211174591151246,-0.2531888589395071,-0.30629031998548706,-0.8113077803824684,0.10204246658120067,97,-7.9506876652855825
obi,1,3.0,0,1,100017.0,40576.0,-54801.24727338595,739667.9956604367,19134.745808565902,45065.386635847484,-25725.413143467125,-2231.284801919477,67895.27475700805,37383.41099999999,0.40569103252447086,-1.3505827896634943,0.4715779231212022,1.1106414293140645,-0.634005647266047,-0.054990260299671655,0.9213182916009462,-0.9670048665422921,-1.493573049963166,-0.39230520276373065,-0.60592919279028,,,,
obi,1,5.0,0,1,100017.0,48785.0,-66414.08622330184,1381292.058660917,24036.221807031383,53778.56027853179,-29473.85600852349,-12166.923084184824,67895.27475700805,69317.478,0.4877670795964686,-1.3613628415148475,0.4926969725741802,1.1023585175470285,-0.6041581635446036,-0.24939885383180946,1.4208768678897203,-0.9566658689406673,-1.6987616953466569,-0.46663011704280727,-0.8286000310695847,,,,
obi,1,10.0,0,1,100017.0,60132.0,-85770.21649556693,3207288.050476681,30867.704018299166,65749.53162264895,-34539.55793518568,-30011.963779760797,67895.27475700805,150543.244,0.6012177929751942,-1.426365603930801,0.5133324023531425,1.0934200030374668,-0.57439562853698,-0.49910137330806886,2.503546264883922,-1.0010332015776586,-2.01346697723887,-0.6018389721474126,-1.210532172283989,-0.919056042311661,0.0472582840014348,97,-19.447511938515536
obi,1,30.0,0,1,100017.0,76708.0,-110764.91484732294,11585703.504690785,41488.275452027374,83625.17165216795,-41626.305047664064,-60629.96065455309,67895.27475700805,448500.3240000001,0.766949618564844,-1.4439812646311068,0.5408598249469074,1.0901753617897474,-0.5426592408570692,-0.7903994453584123,5.846852010220577,-0.9911214396841993,-2.322380709989519,-0.7601402101172356,-1.7811489996888132,,,,
obi,1,60.0,0,1,100017.0,83658.0,-125220.68276713823,24897644.6277642,46205.443784555915,91260.13136477188,-44500.05734805173,-74819.79421848095,67895.27475700805,748086.7959999997,0.8364378055730526,-1.4968165957486221,0.5523135119720279,1.090871540854095,-0.5319282955372078,-0.8943531308240807,8.942202730163281,-1.0325030837765943,-2.479169726572703,-0.8636246136415042,-2.0736712857376167,,,,
obi,1,0.1,0,2,63192.0,3174.0,-3098.1369842843437,7565.112618638277,1506.9430871846666,3807.6052000937793,-2278.990527252015,1492.8145334604458,43543.69473457229,151.518,0.05022787694644892,-0.9760986087852375,0.4747772801463978,1.1996235665071768,-0.7180184395879065,0.4703259399686345,0.04773724007561437,-0.5893213286388397,-0.593772668816603,-0.029600359176789423,-0.0298239405434849,-0.47816642700467166,0.13141252780596527,96,-3.6386669900353747
obi,1,0.5,0,2,63192.0,8994.0,-11757.925397365081,47419.05662522083,3810.291155279615,10506.29000489869,-6640.475128575746,3032.790075462788,43543.69473457229,1740.6760000000002,0.14232814280288644,-1.3073076937252703,0.42364811599728874,1.168144318979174,-0.7383227850317707,0.33720147603544454,0.1935374694240605,-0.9716595777279816,-1.0581062176898257,-0.13829450313466052,-0.15059829285197956,,,,
obi,1,1.0,0,2,63192.0,13290.0,-17749.87041782337,98508.57032425565,5590.532621324276,14960.992893521476,-9289.45715091794,3076.9928753251334,43543.69473457229,4867.6140000000005,0.21031143182681353,-1.3355809193245576,0.42065708211619834,1.125733099587771,-0.6989809744859248,0.23152692816592427,0.36626139954853276,-1.002923837208359,-1.1920539911586334,-0.21092634821653203,-0.2507025816954399,-0.8045518129277576,0.12483427075774665,97,-6.444959449389267
obi,1,3.0,0,2,63192.0,21976.0,-28981.348080179436,340976.5210257443,10027.137007942245,24102.90156750041,-13918.681325365445,-1311.7646746343332,43543.69473457229,20875.311000000005,0.3477655399417648,-1.3187726647333198,0.4562767113188135,1.096782925350401,-0.6333582692649001,-0.05969078424801298,0.9499140425919187,-0.9504959534145063,-1.4664634489813326,-0.3305497384516583,-0.5099854531398558,,,,
obi,1,5.0,0,2,63192.0,26939.0,-34939.592278684904,674975.5244632332,12925.652808277187,29378.270428610314,-16259.495815753498,-7157.425674760326,43543.69473457229,40233.892,0.4263039625269021,-1.2969892081623262,0.47981190126868806,1.0905479204354398,-0.6035671634341846,-0.26569010263039927,1.4935183934073277,-0.9051773068936382,-1.6506793107927256,-0.3858806727181877,-0.7036911310521147,,,,
obi,1,10.0,0,2,63192.0,34489.0,-45787.8825624609,1589600.6764141002,17614.497513897746,37535.53379471548,-19656.133762448186,-19049.730888880382,43543.69473457229,94528.228,0.5457811115331055,-1.3276082972095713,0.5107279861375438,1.0883334916847538,-0.5699247227361821,-0.5523422218353788,2.740822523123315,-0.9048803110720275,-1.9679505190449502,-0.49386658198131345,-1.0740702217265048,-0.8887053822283459,0.07973178757140334,97,-11.146186600074293
obi,1,30.0,0,2,63192.0,46111.0,-61167.981180564784,5978665.175590157,25176.608584664078,50149.198932131185,-24611.029082496447,-40280.73320794495,43543.69473457229,306271.811,0.7296967970629193,-1.3265377281031594,0.546000056053091,1.0875756095537115,-0.5337344469323252,-0.8735601745341665,6.642055279651276,-0.8685376720500684,-2.288097902637326,-0.6337691574234191,-1.66961771092084,,,,
obi,1,60.0,0,2,63192.0,51234.0,-68372.6886533872,12797781.39918107,28838.679322005413,55930.23614395538,-26701.69626864762,-50695.50142915413,43543.69473457229,527544.1030000002,0.8107671857197114,-1.3345178719871023,0.5628816669009918,1.091662492562661,-0.5211714148543471,-0.9894894294639133,10.296758070812356,-0.8596362050861104,-2.4120073014510153,-0.6969648267404384,-1.9555763717328352,,,,
obi,1,0.1,0,3,46282.0,1924.0,-1971.703124651738,4454.087115134249,908.6900990181125,2381.855801977743,-1458.267217240539,901.6568429846895,31968.50966687701,89.224,0.04157123719804676,-1.0247937238314646,0.47229215125681523,1.237970791048723,-0.7579351440959142,0.4686366127779052,0.04637422037422038,-0.6405015725746493,-0.6441571110535594,-0.026626442799222706,-0.026778408056416066,-0.4797990662796232,0.15514768931630635,96,-3.092531177189729
obi,1,0.5,0,3,46282.0,5532.0,-7587.85504911219,28366.531719971328,2262.0313645881547,6507.998642577018,-4228.621300672778,1849.9401014415457,31968.50966687701,1072.3119999999992,0.11952811028045461,-1.3716296184223047,0.4088993789927973,1.1764278095764673,-0.7643928598468506,0.3344071043820582,0.1938380332610266,-1.0507302394295075,-1.1252225140402465,-0.12559179993353864,-0.13449572074825297,,,,
obi,1,1.0,0,3,46282.0,8175.0,-11127.59170111897,57894.27334364654,3412.3027979708154,9361.959968664589,-5915.5921192931155,1987.295771162995,31968.50966687701,2994.9570000000012,0.176634544747418,-1.3611732967729628,0.4174070700881731,1.1451938799589712,-0.7236198311061915,0.24309428393431132,0.36635559633027537,-1.0317662266847898,-1.2060790128386516,-0.1822455577362291,-0.21303521736217051,-0.8734474132379189,0.12846110417647,97,-6.799314226958877
obi,1,3.0,0,3,46282.0,14070.0,-18440.215576573803,207829.60149939853,6426.94803244551,15633.033388100348,-9121.696422598034,-722.0256672901567,31968.50966687701,13988.576999999996,0.3040058770148222,-1.3106052293229427,0.45678379761517485,1.1110897930419579,-0.6483082034540181,-0.05131667855651433,0.9942130063965882,-0.9418214317077678,-1.449921907879457,-0.2863192503376754,-0.44078478120789855,,,,
obi,1,5.0,0,3,46282.0,17643.0,-22950.844727991804,401597.22350767424,8446.884345949595,19303.248928204637,-10750.772303701955,-4378.9307660454715,31968.50966687701,27915.468999999997,0.3812065165723175,-1.3008470627439666,0.47876689598988803,1.0941024161539783,-0.6093505811767814,-0.2481964952698221,1.5822404919798219,-0.9100801667540785,-1.6370435580137888,-0.34692849016987615,-0.624051672227589,,,,
obi,1,10.0,0,3,46282.0,23168.0,-30780.946065180844,945435.3230219841,11803.15412029318,25201.69587906629,-13243.297789036342,-12460.083242876575,31968.50966687701,67741.50600000001,0.5005833801477897,-1.3285974648299743,0.5094593456618258,1.0877803815204719,-0.5716202429660023,-0.5378143664915649,2.923925500690608,-0.9071381191681485,-1.954411831321539,-0.4540982659541002,-0.9783460807237678,-0.8794521317502162,0.06956434332480042,97,-12.642283240481365
obi,1,30.0,0,3,46282.0,32226.0,-43122.32330343072,3614370.214126232,17974.289515053086,35376.81193142129,-17166.53714094571,-29063.681259781042,31968.50966687701,232576.243,0.6962966163951428,-1.338122115789447,0.5577573858081389,1.0977723555955219,-0.5326921473637967,-0.90187057840815,7.217037268044436,-0.868364729981308,-2.327992694197597,-0.6046394232828666,-1.620973435962399,,,,
obi,1,60.0,0,3,46282.0,36467.0,-52705.119840489424,7798521.589123109,21077.30624362873,40232.81848428697,-18899.46008972126,-38466.46631287312,31968.50966687701,416968.835,0.7879305129423966,-1.4452825798801499,0.5779830050080547,1.103266473367345,-0.5182619927529344,-1.0548294708331676,11.434141415526367,-0.9552995748720952,-2.5881120507133177,-0.7527096840426233,-2.039252455670942,,,,
obi,1,0.1,0,4,36165.0,1444.0,-1395.3858122793429,3342.7960936403733,706.8856278648045,1741.7287069072597,-1033.5218859519357,700.4269210962864,24024.932824497297,68.48200000000003,0.03992810728605005,-0.9663336650133953,0.4895329832858757,1.2061833150327284,-0.715735378083058,0.48506019466501826,0.047425207756232705,-0.5648006817275196,-0.569273470348377,-0.02255142221525061,-0.02273001219917203,-0.5190302330654644,0.13297146935351073,92,-3.9033202805753673
obi,1,0.5,0,4,36165.0,3977.0,-5389.59610343811,19448.44392048164,1593.6073253198338,4631.995091735368,-3033.7423094692535,1353.1215862114602,24024.932824497297,753.9840000000005,0.10996820129959906,-1.3551913762730978,0.40070589019860037,1.1646957736322274,-0.7628218027330284,0.34023675791085245,0.18958612019109894,-1.0424854860744974,-1.1029546183622454,-0.1146402537845507,-0.12128993549638185,,,,
obi,1,1.0,0,4,36165.0,5929.0,-8284.208822628136,40030.42048163257,2392.025770963054,6811.891726435453,-4402.9405014637005,1436.5673445866707,24024.932824497297,2180.1179999999995,0.1639430388497166,-1.3972354229428463,0.40344506172424593,1.148910731394072,-0.7426109801760331,0.24229504884241368,0.36770416596390615,-1.0817903612186004,-1.2429403741004326,-0.17735199921650996,-0.20377142203902848,-1.0370424405188206,0.10713453249513318,96,-9.679814867964543
obi,1,3.0,0,4,36165.0,10029.0,-14175.40699078675,141968.72207792898,4350.021926543425,11238.851975150443,-6832.920453258408,-643.9426681107315,24024.932824497297,9759.034000000001,0.27731231854002486,-1.413441718096196,0.43374433408549457,1.120635354985586,-0.6813162282638756,-0.06420806342713446,0.9730814637551103,-1.0676973840107014,-1.5656497815233306,-0.2960856370591269,-0.4341739709359182,,,,
obi,1,5.0,0,4,36165.0,12659.0,-17191.12379140507,256893.533980876,5802.959636807309,14064.58658132989,-8182.105493529009,-3376.432144011664,24024.932824497297,20001.370000000003,0.35003456380478365,-1.358015940548627,0.4584058485510158,1.1110345668164854,-0.6463469068274753,-0.26672186934289155,1.5800118492771944,-0.9876100919976112,-1.7127378098915185,-0.34569766776158606,-0.5995174321973381,,,,
obi,1,10.0,0,4,36165.0,16989.0,-24455.753251445538,628798.8105058854,8396.23233094301,18836.533606185552,-10330.596944730007,-9825.960861370124,24024.932824497297,51231.693999999996,0.46976358357528,-1.4395051651919206,0.4942158061653429,1.1087488143025224,-0.6080756339237158,-0.5783719383936737,3.0155803166754955,-1.0332893590265777,-2.1058771035855943,-0.4854017121665292,-0.9892643747494999,-1.0922931368341853,0.09176143455350247,97,-11.903618793114141
obi,1,30.0,0,4,36165.0,24370.0,-35664.9149704439,2447597.303476322,13130.557729396145,26779.267984888076,-13483.815457909612,-23905.276177947733,24024.932824497297,185351.22199999998,0.6738559380616618,-1.4634761990333975,0.5388000709641422,1.098862042875998,-0.5532956691797133,-0.980930495607211,7.605712843660237,-1.0126761280692553,-2.5324066946406085,-0.6823978222327596,-1.7064772887706796,,,,
obi,1,60.0,0,4,36165.0,27736.0,-44390.46171949211,5469443.139008978,15421.076719583793,30431.47171729504,-14804.134387426599,-31371.530731889157,24024.932824497297,330272.5659999999,0.7669293515830222,-1.6004637193355966,0.5559949783524586,1.0971831452731122,-0.5337516003542904,-1.1310762450205205,11.907721589270258,-1.132468740983138,-2.8195399643561174,-0.8685235172102396,-2.1623879566260547,,,,
obi,1,0.1,0,5,29933.0,1095.0,-1059.619275301424,2327.5276181274185,488.93247263710333,1286.1550306794868,-796.0602492851601,480.9273003987807,19461.388732693995,52.271,0.036581699128052654,-0.9676888358917115,0.44651367364119027,1.174570804273504,-0.7269956614476348,0.4392030140628134,0.04773607305936073,-0.6091751622505213,-0.6164858218288981,-0.022284662501731226,-0.022552098850855025,-0.5284190878517386,0.1666690285435513,87,-3.1704695975572963
obi,1,0.5,0,5,29933.0,3015.0,-4054.6102614209294,14185.120156626434,1114.7552343250745,3396.529534022815,-2280.008861161932,924.0725731974709,19461.388732693995,579.2879999999997,0.10072495239367922,-1.3448126903552005,0.3697363961277196,1.1265437923790431,-0.7562218444981533,0.3064917324038046,0.19213532338308448,-1.0630762942274807,-1.1263209579513958,-0.10707830912691192,-0.11344862486965751,,,,
obi,1,1.0,0,5,29933.0,4488.0,-6286.596471629669,28117.883637573188,1643.8673617874174,4926.674622580805,-3278.325721463489,1000.9943636659187,19461.388732693995,1653.869,0.1499348545084021,-1.4007567895788033,0.36628060645887195,1.097743899862033,-0.7304647329464102,0.22303795981860935,0.36850913547237074,-1.1224761831199315,-1.265718829760194,-0.16829830320523345,-0.18977536858863966,-0.9835109513308756,0.12306775144523911,95,-7.991622011299231
obi,1,3.0,0,5,29933.0,7802.0,-10618.595107765463,97749.61403531377,3135.8560319868457,8408.380361415866,-5252.80018572975,-197.9113098205798,19461.388732693995,7811.218000000001,0.26064878228042626,-1.3610093703877804,0.40192976569941624,1.0777211434780654,-0.6732632896346771,-0.025366740556341937,1.0011814919251476,-1.0470796046883641,-1.4743761109441222,-0.2729200239126922,-0.3842943379409361,,,,
obi,1,5.0,0,5,29933.0,9960.0,-13464.786832442112,187767.54099803505,4247.659452303871,10618.9587531953,-6341.740234272538,-2524.9046968209054,19461.388732693995,16231.420999999997,0.3327431263154378,-1.3518862281568387,0.42647183256062965,1.0661605173890865,-0.6367209070554757,-0.253504487632621,1.6296607429718872,-1.0134143955962092,-1.6933907157894597,-0.33720667424375245,-0.5634641208453218,,,,
obi,1,10.0,0,5,29933.0,13256.0,-18694.080794316185,453940.61504643323,6156.942324543349,14120.37492985221,-7909.871073223246,-7383.559766376944,19461.388732693995,40041.01700000001,0.44285571108809674,-1.4102354250389397,0.4644645688400233,1.0652063163738843,-0.5967011974368773,-0.5569975683748449,3.0205957302353657,-1.0337708561989163,-2.0552329934137847,-0.4578113276241217,-0.9101716687499792,-0.9231688568529888,0.08454388111689208,97,-10.919404747655207
obi,1,30.0,0,5,29933.0,19206.0,-29375.222757111274,1810355.8420631713,9909.268695956542,20484.865935493268,-10488.652163085939,-18885.576522696203,19461.388732693995,147781.15599999996,0.6416329803227208,-1.5294815556134163,0.5159465112962898,1.0665867924343053,-0.5461133064191367,-0.9833164908203792,7.694530667499738,-1.1015350443171266,-2.6007980464337956,-0.7067812134151182,-1.6687578017508262,,,,
obi,1,60.0,0,5,29933.0,22292.0,-34308.80850851817,4100267.7953221304,12069.063884976693,24035.65367126995,-11844.457412526817,-25838.5138703684,19461.388732693995,280481.52,0.7447298967694518,-1.5390637227937451,0.5414078541618829,1.078218808149558,-0.5313322004542803,-1.159093570355661,12.582160416292842,-1.0856558686318623,-2.7861572931494063,-0.8085203829733563,-2.0749346333106127,,,,
obi,1,0.1,0,6,23444.0,687.0,-727.919530375935,1537.3921371795577,288.0993214473332,811.8569305602762,-522.0497200005516,282.87514688170205,16196.942968151281,34.17300000000001,0.029303873059204913,-1.0595626351905896,0.4193585465026684,1.1817422570018576,-0.7598977001463633,0.4117542167128123,0.04974235807860263,-0.7282040886879212,-0.7358084184777772,-0.021339200176104838,-0.02156203649096711,-0.622985138582738,0.15838945335382532,81,-3.93324887100314
obi,1,0.5,0,6,23444.0,2107.0,-2825.9677985804415,8919.710429235227,722.0765634425022,2331.983712719251,-1604.488886518021,601.7437585341296,16196.942968151281,422.407,0.08987374168230677,-1.3412281910680786,0.34270363713455254,1.1067791707257955,-0.7615039803123024,0.28559267134984795,0.20047793070716657,-1.086524553933526,-1.1436355197182306,-0.09765002709170531,-0.10278280327786692,,,,
obi,1,1.0,0,6,23444.0,3207.0,-4431.592387910519,18500.726030533177,1119.916413370819,3474.5102186426125,-2345.899912759353,639.1622427352594,16196.942968151281,1230.6909999999998,0.13679406244668146,-1.3818498247304394,0.34920998234200784,1.0834144741635836,-0.7314935805298887,0.19930222723269703,0.3837514811350171,-1.1206398423884316,-1.2705475974977423,-0.1532968765799224,-0.17380336739358726,-0.9269172665226829,0.15653072614143862,94,-5.921631422607313
obi,1,3.0,0,6,23444.0,5647.0,-7489.094546163242,59954.51766976097,2154.8187555054474,6003.226757807079,-3824.0901004531365,-144.7663191333552,16196.942968151281,5776.222999999999,0.2408718648694762,-1.3262076405459964,0.3815864628130773,1.0630824788041577,-0.6771896760143681,-0.025635969387879442,1.0228834779528952,-1.032621177732919,-1.4398436099338758,-0.24872938878424306,-0.3468178154451714,,,,
obi,1,5.0,0,6,23444.0,7163.0,-8987.504437126034,120835.29123810757,2942.181896971799,7597.613426344399,-4618.984585433333,-1712.8882451387158,16196.942968151281,11733.463000000002,0.3055365978501962,-1.2547123324202196,0.4107471585888313,1.0606747768175904,-0.6448393948671414,-0.23913000769771267,1.6380654753594865,-0.9319651738313883,-1.5818423401179322,-0.2847494685273091,-0.48331072693502597,,,,
obi,1,10.0,0,6,23444.0,9665.0,-12296.536660243744,320546.9040025072,4400.550743894919,10284.056351002188,-5835.979329899706,-5698.232914041484,16196.942968151281,29958.747999999996,0.41225900017061934,-1.2722748743138896,0.4553078886595881,1.064051355509797,-0.6038261075943824,-0.5895740211113796,3.0997152612519394,-0.9049669856543016,-1.9498488954252693,-0.37308078469326156,-0.803842756111808,-0.884248497563484,0.08222966654789138,97,-10.753400015899237
obi,1,30.0,0,6,23444.0,14227.0,-18365.590064648943,1321680.133061613,7430.149453830772,15479.743022053752,-7983.681289420035,-15230.159720880647,16196.942968151281,113158.58699999998,0.6068503668315987,-1.2908968907463936,0.5222569377824399,1.0880539131267135,-0.5611640746060332,-1.070510980591878,7.953791171715751,-0.8566399529639537,-2.4494078713382716,-0.5198522696987787,-1.4864240652418352,,,,
obi,1,60.0,0,6,23444.0,16853.0,-24227.461676808238,3065538.2519835853,9386.208061192001,18723.966887948976,-9247.29570357104,-21168.20397854887,16196.942968151281,226437.80100000006,0.7188619689472786,-1.4375756053407842,0.5569458292999466,1.1110168449503932,-0.5487032399911612,-1.256049604138662,13.436052987598652,-0.9686297760408376,-2.7816252094794462,-0.696311107985678,-1.999604574959781,,,,
obi,1,0.1,0,7,18772.0,414.0,-406.593508583152,955.1831531053114,194.88763567280975,502.78571590159686,-307.86231462520624,194.34244777379863,14234.763825663054,19.794,0.022054123162156405,-0.9821099241138938,0.47074308133528925,1.2144582509700408,-0.7436287792879378,0.4694262023521706,0.04781159420289855,-0.5993668427786045,-0.6006837217617231,-0.013218510169952178,-0.013247552781235532,-0.6567518822042394,0.13127203248557992,80,-5.002984030710295
obi,1,0.5,0,7,18772.0,1234.0,-1756.6811647299544,6477.785301110497,511.0922612532655,1476.7123423438566,-965.1692546864657,443.5666326683856,14234.763825663054,242.57199999999995,0.06573620285531642,-1.4235665840599305,0.4141752522311714,1.1966874735363506,-0.782146883862614,0.359454321449259,0.19657374392220417,-1.0973913318287591,-1.1521122626106717,-0.07213833920076117,-0.0757354854070727,,,,
obi,1,1.0,0,7,18772.0,1900.0,-2722.7085843866453,12821.049236851228,822.7607295332531,2263.8275752286872,-1438.2418500218785,456.28234907258724,14234.763825663054,725.555,0.10121457489878542,-1.4330045180982343,0.43303196291223844,1.1914881974887828,-0.7569693947483571,0.2401486047750459,0.38187105263157894,-1.0879725551859958,-1.2808559133231883,-0.11011867967469592,-0.12964128677360204,-1.009886094684181,0.14605003701567934,94,-6.914658259044218
obi,1,3.0,0,7,18772.0,3474.0,-4932.086893800152,46568.15315361844,1666.8324751279004,4017.247712311857,-2338.301699115743,-471.49220745923884,14234.763825663054,3679.3500000000004,0.18506285957809504,-1.419714131778973,0.479802094164623,1.1563752770039888,-0.6730862691755161,-0.13572026697157133,1.0591105354058723,-1.02791203761435,-1.6434343987505442,-0.190228341075658,-0.304138669361783,,,,
obi,1,5.0,0,7,18772.0,4546.0,-6226.075275905159,95026.29057077922,2290.991615090032,5217.977131187266,-2899.915456693972,-1804.513314303145,14234.763825663054,7885.263,0.24216918815256766,-1.369572212033691,0.5039576803981592,1.1478172307935033,-0.637904851890447,-0.39694529571120657,1.7345497140343158,-0.9536145316355318,-1.8545175077448977,-0.23093605693666777,-0.44910699926530495,,,,
obi,1,10.0,0,7,18772.0,6530.0,-9016.450149559474,242843.58751054908,3456.884045099525,7494.963177921911,-3971.112266553971,-5281.1343492860315,14234.763825663054,22313.94899999999,0.3478585126784573,-1.3807733766553558,0.5293849992495444,1.1477738404168316,-0.6081335783390461,-0.8087495175016893,3.4171437978560473,-0.9393883774058114,-2.277522894157045,-0.32677424379181486,-0.7922557265526052,-0.8637153799996762,0.12951469114248662,96,-6.66886028434761
obi,1,30.0,0,7,18772.0,10443.0,-15633.91393801363,1008543.1554622509,6131.637261750358,11947.895765737063,-5723.558406108908,-14076.080420538821,14234.763825663054,93812.949,0.5563072661410612,-1.4970711422018221,0.5871528547113242,1.1441056943155283,-0.5480760706797766,-1.347896238680343,8.983333237575408,-0.9979182874904979,-2.9329673808821655,-0.5551491943460084,-1.631631065339466,,,,
obi,1,60.0,0,7,18772.0,12786.0,-19954.4258572923,2194410.1590839443,7866.855266998099,14641.270707060366,-6658.514631192439,-19694.213486819513,14234.763825663054,193997.51599999992,0.6811208182399318,-1.5606464771853823,0.615271020412803,1.1451017290051906,-0.520766043421902,-1.5402951264523317,15.172651024558103,-1.0333754567725792,-3.188941603637714,-0.7038535366660024,-2.17205451438908,,,,
obi,1,0.1,0,8,16594.0,295.0,-297.5699189883188,661.3810519381849,142.47551407732678,347.8397148566291,-205.3401895416627,141.5709732825381,11891.191098588539,14.544999999999993,0.017777509943353018,-1.0087115897909114,0.4829678443299213,1.1791176774800987,-0.6960684391242804,0.4799016043475868,0.04930508474576269,-0.6137437454609901,-0.6168099854433245,-0.010910835537603475,-0.010965345649378132,-0.5030870307321258,0.16150370127032207,70,-3.115018583320685
obi,1,0.5,0,8,16594.0,892.0,-1160.169036944797,4493.7659324921715,398.7677047421263,1057.0432485361434,-656.4283482631635,330.6795419315902,11891.191098588539,174.78699999999995,0.053754369049053875,-1.3006379337946155,0.4470489963476752,1.1850260633813268,-0.735906220025968,0.3707169752596303,0.19594955156950666,-0.9415889374469403,-1.017920958534985,-0.05061451923602933,-0.054717698867856254,,,,
