feat,side,h,s_dec,q_dec,n,n_fill,sum_as,sum_as2,sum_hs,sum_hs_post,sum_imp,sum_edge,sum_sprT,sum_wait,p_fill,AS,half_spread,half_spread_post,impact,edge,wait_s,core,core_realized,EV,EV_realized,core_daily,core_se,n_day,core_t
obi,1,3.0,8,8,87050.0,2732.0,-4036.8170490044013,54140.865447703276,1321.4501606747756,3302.5535355972875,-1937.3483015975096,-1027.7634660837377,60841.193756341265,3829.567,0.03138426191843768,-1.4776050691816989,0.483693323819464,1.2088409720341462,-0.7091318819903036,-0.3761945337056141,1.4017448755490483,-1.081911745362235,-1.941799602887313,-0.03395500158908243,-0.0609419473301337,,,,
obi,1,5.0,8,8,87050.0,4264.0,-6149.64955174811,114441.64668490298,2140.5688934008895,5117.276223574759,-2920.2288299850725,-3858.041528924835,60841.193756341265,9919.538,0.04898334290637565,-1.442225504631358,0.502009590384824,1.2001116847032736,-0.6848566674449045,-0.9047939795789951,2.326345684803002,-1.028215914246534,-2.435019484210353,-0.05036545270933051,-0.1192753943787817,,,,
obi,1,10.0,8,8,87050.0,7950.0,-11815.77369617285,371395.5816425691,4157.169768386104,9175.749468788546,-4913.931398985616,-14474.447327306234,60841.193756341265,37311.828,0.0913268236645606,-1.486260842285893,0.5229144362749816,1.1541823231180561,-0.6181045784887568,-1.8206851984033,4.693311698113208,-1.0513464060109112,-3.394946040689193,-0.09601612783212803,-0.31004963840872013,-1.255775510071763,0.19838850114772041,97,-6.329880526375419
obi,1,30.0,8,8,87050.0,19417.0,-29836.445339603546,2426991.0547613576,10664.511817645645,21432.040272947906,-10503.58247993219,-67871.297364003,60841.193756341265,257085.90800000002,0.22305571510626077,-1.5366145820468429,0.5492358148862154,1.1037771165961738,-0.5409477509364058,-3.495457452953752,13.24024864809188,-1.0753787671606274,-5.120072035000595,-0.23986937991910284,-1.1420613291626254,,,,
obi,1,60.0,8,8,87050.0,30405.0,-47487.39881570402,7080528.338385733,17537.834469769805,33520.706547489324,-15598.388473426601,-134190.72581885653,60841.193756341265,737037.5529999998,0.34928202182653645,-1.5618286076534789,0.576807579995718,1.1024734927639968,-0.5130205056216609,-4.413442717278623,24.240669396480836,-1.0730210276577608,-6.063271324932102,-0.3747869540026906,-2.117791667255147,,,,
obi,1,0.1,8,9,349550.0,451.0,-367.11770279849907,1932.9297836320213,396.8352335078346,773.3067634042303,-354.19412221263804,394.7796318879873,260327.0525040985,20.035,0.0012902302960949793,-0.8140082101962285,0.8799007394852207,1.7146491428031714,-0.7853528208705943,0.8753428644966459,0.04442350332594235,-0.022107470711007715,-0.026665345699582566,-0.000028523728481374566,-0.0000344044368774474,-0.10730132847176166,0.08252763015218917,88,-1.300186716544354
obi,1,0.5,8,9,349550.0,1484.0,-1363.676247946802,6509.537794792957,980.1421056931717,2161.283875456188,-1146.01348409974,863.3224138354033,260327.0525040985,325.3589999999999,0.004245458446574167,-0.9189193045463626,0.6604731170439163,1.4563907516551133,-0.7722462830860782,0.5817536481370642,0.21924460916442043,-0.34644618750244627,-0.4251656564092984,-0.0014708228930156782,-0.0018050231271961059,,,,
obi,1,1.0,8,9,349550.0,2797.0,-3020.129095293824,17105.228661704863,1763.5466654210243,4028.1877020827005,-2222.8390844868773,1323.1279247818336,260327.0525040985,1292.0499999999997,0.008001716492633386,-1.079774435214095,0.6305136451272879,1.4401815166545229,-0.7947225900918403,0.47305252941788833,0.46194136574901673,-0.537260790086807,-0.6947219057962066,-0.004299008524882847,-0.005558967731403204,-0.5356245825973514,0.07527037349445564,97,-7.116008035177413
obi,1,3.0,8,9,349550.0,7401.0,-8876.861057762304,89659.51199237231,4590.243558754239,10237.007971042147,-5554.491697306423,-238.26223992772975,260327.0525040985,10247.093999999997,0.021172936632813617,-1.1994137356792736,0.620219370187034,1.3831925376357448,-0.7505055664513475,-0.032193249551105224,1.3845553303607616,-0.6671943654922395,-1.319606985230379,-0.014126464022337476,-0.027939955078501028,,,,
obi,1,5.0,8,9,349550.0,11867.0,-14761.364044495336,198676.78859832993,7319.013455979897,15958.10257421938,-8511.16689079117,-4984.88705009462,260327.0525040985,28009.729000000007,0.03394936346731512,-1.2439002312712004,0.6167534723164992,1.3447461510254808,-0.7172130185212076,-0.4200629518913474,2.3603041206707682,-0.7151467589547011,-1.7519631831625477,-0.024278777252225544,-0.05947803488653971,,,,
obi,1,10.0,8,9,349550.0,22272.0,-29964.389975218863,666146.7825277816,13945.049249182504,29061.459305108852,-14904.900900548057,-24054.683151112018,260327.0525040985,105341.03799999999,0.06371620655128021,-1.345383888973548,0.6261246968921742,1.304842820811281,-0.6692214843996074,-1.080041448954383,4.729752065373563,-0.8072591920813739,-2.513425337927931,-0.051435493423076406,-0.16014592798263733,-0.8355432299776241,0.07108855113040348,97,-11.753555483848864
obi,1,30.0,8,9,349550.0,55661.0,-81833.3124009295,4317133.89908268,34919.845044455054,69034.94734421362,-33638.0395733359,-129402.52393807608,260327.0525040985,748415.9780000001,0.15923616077814332,-1.470209166219247,0.6273664692415705,1.2402750102264355,-0.6043376794045363,-2.32483289804488,13.445967158333485,-0.9308426969776764,-3.883042064264127,-0.14822381735509782,-0.618320710453456,,,,
obi,1,60.0,8,9,349550.0,90804.0,-150475.05993332996,13454301.942533415,58311.45306435788,111373.13143651323,-52274.95172223313,-278013.697353665,260327.0525040985,2283789.6109999996,0.2597739951366042,-1.6571413146263376,0.6421683302977609,1.226522305586904,-0.5756899665458914,-3.0616899845124115,25.150759999559487,-1.1029729843285767,-4.806831299138749,-0.2865236986667775,-1.2486897705249462,,,,
obi,1,0.1,9,0,9186.0,208.0,-145.8302769431468,799.0978924104959,180.81447898583644,354.007165112349,-128.9429031132152,182.56256955804682,8320.528694889,11.277999999999999,0.022643152623557587,-0.7011071006882058,0.8693003797395983,1.701957524578601,-0.6199178034289192,0.8777046613367635,0.05422115384615384,0.08019327905139251,0.08859756064855773,0.0018158286569442239,0.0020061280878401924,0.17479780430719674,0.15445920623375026,60,1.1316761789042677
obi,1,0.5,9,0,9186.0,728.0,-512.4137620617578,6741.1265964752,628.9943409710384,1262.3661386615415,-541.6009516697642,527.796951326197,8320.528694889,162.354,0.07925103418245155,-0.7038650577771398,0.8640032156195582,1.7340194212383813,-0.743957351194731,0.7249958122612596,0.22301373626373627,0.0721381578424184,-0.06686924551588014,0.005717023613028585,-0.005299456862133762,,,,
obi,1,1.0,9,0,9186.0,1250.0,-1054.3226052775974,22057.56899379315,1034.0869289102209,2049.7914435735975,-901.9034574872348,590.0278646308528,8320.528694889,543.4309999999999,0.13607663836272588,-0.8434580842220779,0.8272695431281767,1.639833154858878,-0.7215227659897879,0.47202229170468224,0.43474479999999993,-0.10418854109390119,-0.45943579251739564,-0.014177626427974797,-0.06251847818928201,-0.21540277573280675,0.2312113588180267,83,-0.9316271347305994
obi,1,3.0,9,0,9186.0,2340.0,-2254.6617769294303,113051.66071160202,2013.0150704999878,3696.9450148681567,-1539.6497096696442,-883.9893690438267,8320.528694889,2600.6050000000005,0.25473546701502287,-0.963530673901466,0.8602628506410205,1.5798910319949389,-0.6579699613972838,-0.377773234634114,1.1113696581196584,-0.19126782326044545,-1.42930390853558,-0.048722698283196426,-0.3640943986472085,,,,
obi,1,5.0,9,0,9186.0,3072.0,-3093.7900080235922,247367.35406256828,2642.369351465342,4811.811612362465,-1995.5052097306032,-2841.0118664587458,8320.528694889,5431.093000000001,0.33442194644023515,-1.0070931015701798,0.8601462732634576,1.56634492589924,-0.649578518792514,-0.9248085502795397,1.7679339192708337,-0.2349468283067222,-2.0199016518497195,-0.07857137563229377,-0.6754994420294294,,,,
obi,1,10.0,9,0,9186.0,4191.0,-4361.079553131642,661780.6006745232,3552.143454527247,6399.04790212054,-2629.6802016384927,-6614.501629176951,8320.528694889,13492.025000000003,0.4562377531025473,-1.0405820933265668,0.8475646515216528,1.526854665263789,-0.6274588884844888,-1.5782633331369484,3.2192853734192326,-0.28101744180491395,-2.7068454264635156,-0.1282107662316998,-1.234965075365621,-0.7739208595734565,0.4563228670143611,92,-1.695994032990462
obi,1,30.0,9,0,9186.0,5840.0,-6249.9897259430145,2438814.426153406,4979.481206833393,8846.296365839265,-3611.691730548537,-12828.243107962453,8320.528694889,42818.72000000001,0.6357500544306554,-1.0702037201957217,0.8526508915810604,1.514776774972477,-0.618440364819955,-2.1966169705415157,7.331972602739728,-0.30555282861466126,-3.3548206907372373,-0.1942552274232116,-2.1328274367412874,,,,
obi,1,60.0,9,0,9186.0,6747.0,-4361.592986780361,5089918.784816933,5724.343569186785,10259.172700023879,-4265.641187899964,-16154.441013527598,8320.528694889,82214.11299999998,0.7344872632266493,-0.6464492347384557,0.8484279782402231,1.520553238479899,-0.6322278327997576,-2.394314660371661,12.185284274492364,0.1139787435017674,-3.128763895110117,0.08371593538062537,-2.2980372306017807,,,,
obi,1,0.1,9,1,20708.0,235.0,-106.28941588822443,610.5442293759099,183.77240476718683,366.9879890715294,-144.71263626150616,184.24071362022954,18054.598559000868,11.810999999999998,0.011348271199536412,-0.4522953867584018,0.7820102330518588,1.561651017325657,-0.615798452176622,0.7840030366818278,0.0502595744680851,0.24171484629345702,0.24370764992342603,0.002743045628692409,0.002765660504732718,0.12822985440679827,0.13071770543761793,65,0.9809677577915645
obi,1,0.5,9,1,20708.0,896.0,-664.2345838385127,9704.975569505441,674.6318117507268,1388.821545223703,-631.2605756734155,605.0181688981027,18054.598559000868,205.39499999999987,0.043268302105466484,-0.7413332408911971,0.7529372899003647,1.550024046008597,-0.7045318924926512,0.6752434920737753,0.22923549107142843,-0.0763959509908324,-0.15408974881742177,-0.0033055230871057483,-0.006667201803187652,,,,
obi,1,1.0,9,1,20708.0,1609.0,-1705.80066047581,32084.147640419415,1189.900234540458,2416.3002391893956,-1122.7204268071735,690.1583854909609,18054.598559000868,734.4770000000003,0.07769943983001738,-1.0601620015387259,0.7395278026976122,1.5017403599685493,-0.6977752807999835,0.42893622466809256,0.45648042262274724,-0.4086341988411136,-0.7192257768706333,-0.03175064834534247,-0.055883439974157276,-0.4542265880918614,0.17584998011745256,93,-2.58303462865607
obi,1,3.0,9,1,20708.0,3529.0,-4317.325034307925,178775.9125346241,2741.5690602254695,5109.8191444198565,-2176.5248270094276,-2163.1290510167078,18054.598559000868,4434.374,0.170417230056017,-1.2233848212830618,0.7768685350596399,1.4479510185377888,-0.6167539889513821,-0.6129580762302941,1.2565525644658544,-0.5345162862234218,-1.9243428975133559,-0.0910907849180247,-0.32794118627219593,,,,
obi,1,5.0,9,1,20708.0,4997.0,-6225.526768621448,366563.4673235743,3972.2717964753047,7180.548506483042,-2979.9607488240995,-6487.257699515929,18054.598559000868,10187.098000000002,0.24130770716631253,-1.245852865443556,0.7949313180859124,1.4369718844272648,-0.5963499597406643,-1.2982304781900997,2.0386427856714033,-0.5389215473576434,-2.6320833436336555,-0.13004592293539424,-0.6351419967228789,,,,
obi,1,10.0,9,1,20708.0,7410.0,-10545.342641699208,1080742.5918285304,5843.010284228851,10429.842838622519,-4297.764481808082,-15430.193619511796,18054.598559000868,27708.942000000003,0.35783272165346725,-1.4231231635221604,0.7885304027299394,1.407536145563093,-0.5799952067217384,-2.082347317073117,3.739398380566802,-0.722592760792221,-3.5934704805952773,-0.25856733424137324,-1.285861322252801,-0.4240528331575897,0.18352785099423097,95,-2.3105639327238645
obi,1,30.0,9,1,20708.0,11836.0,-17371.213907452766,4792526.06937153,9553.24732294299,16680.81895760578,-6735.84203800082,-36489.77913648596,18054.598559000868,109005.957,0.5715665443306934,-1.4676591675779627,0.8071347856491206,1.4093290771887277,-0.5690978403177441,-3.0829485583377796,9.209695589726259,-0.7485243819288421,-4.638607725915742,-0.42783149432633644,-2.651272988407317,,,,
obi,1,60.0,9,1,20708.0,14058.0,-18427.412513688603,10170898.623888727,11394.766901137647,19747.67999107178,-7923.3929029485935,-47025.311505038444,18054.598559000868,205747.06300000005,0.678868070310991,-1.3108132389876657,0.8105539124439926,1.4047289793051485,-0.5636216320208133,-3.345092581095351,14.635585645184241,-0.5882593265436731,-4.743905820083016,-0.3993504738531464,-3.220486189816836,,,,
obi,1,0.1,9,2,30086.0,243.0,-183.07292061154226,836.1894490634257,192.79500925288986,375.07828817842255,-148.46060244843216,194.19180048801897,24520.395124499486,12.214,0.008076846373728644,-0.7533865045742479,0.7933950998061311,1.5435320501169651,-0.6109489812692681,0.7991432118848517,0.05026337448559671,-0.04799140476811681,-0.042243292689396195,-0.0003876192035715078,-0.0003411925853727074,0.16479109324565305,0.13237989283359597,68,1.2448347684704548
obi,1,0.5,9,2,30086.0,902.0,-802.2589507468743,7758.343908998876,653.2926936576379,1337.7304818952614,-593.3435504236492,528.8744853962615,24520.395124499486,208.52200000000002,0.029980721930465998,-0.8894223400741401,0.7242712789995985,1.4830714876887598,-0.657808814216906,0.5863353496632612,0.23117738359201775,-0.25315106107454155,-0.3910869904108789,-0.007589651568478245,-0.011725070310131383,,,,
obi,1,1.0,9,2,30086.0,1724.0,-2045.0741826669337,31149.258410319784,1263.7933658858522,2579.958690439745,-1199.9164467118942,606.3729451924024,24520.395124499486,803.2990000000001,0.05730239978727648,-1.18623792498082,0.7330587969175476,1.4964957601158615,-0.6960072196704723,0.35172444616728676,0.4659506960556845,-0.5411791280632723,-0.9225134788135332,-0.031010862752811324,-0.05286223617212429,-0.5246932331591705,0.14715146822706868,90,-3.565667672099058
obi,1,3.0,9,2,30086.0,3997.0,-4769.932397554137,162922.98343856618,2958.9740027288326,5600.880245684409,-2445.731642487192,-2897.7807018393205,24520.395124499486,5288.184999999997,0.13285248953001397,-1.1933781329882756,0.7402987247257524,1.4012710146821137,-0.6118918294939184,-0.7249889171476909,1.3230385288966717,-0.5410794082625231,-2.0063670501359665,-0.071883746421103,-0.2665508575215535,,,,
obi,1,5.0,9,2,30086.0,5841.0,-7041.6896868764725,382415.52882917546,4356.859877124975,7924.732286695719,-3324.4246611166955,-8192.700082599558,24520.395124499486,12603.900000000001,0.19414345542777373,-1.205562350090134,0.7459099258902543,1.3567423877239717,-0.569153340372658,-1.4026194286251599,2.1578325629173087,-0.5476524241998797,-2.696181778715294,-0.10632313400756158,-0.5234460469811884,,,,
obi,1,10.0,9,2,30086.0,9219.0,-13359.222494545644,1168561.680793555,6836.311666925262,12132.59502285748,-4998.108850483607,-22054.93819983053,24520.395124499486,37320.994,0.30642159143787806,-1.449096701870663,0.7415459016081204,1.3160424148885432,-0.5421530372582284,-2.392335199027067,4.048269226597244,-0.7955508002625427,-3.92943190089773,-0.24377394228612578,-1.2040627765198488,-0.5929922339108161,0.12136340512406128,95,-4.886087641531167
obi,1,30.0,9,2,30086.0,15451.0,-24858.66087297551,5500508.429293249,11542.3163810161,20130.9697858299,-8158.575820516362,-52952.813385240115,24520.395124499486,152394.84499999994,0.5135611247756432,-1.6088706797602428,0.747027142645531,1.302891061150081,-0.5280289832707502,-3.4271447404854127,9.863105624231437,-0.9498435371147117,-5.124015420245655,-0.48780271528150676,-2.6314951225890986,,,,
obi,1,60.0,9,2,30086.0,19195.0,-36012.040214354,12986142.316196164,14497.553183578486,24944.517759900373,-9972.98101350051,-72778.29237648832,24520.395124499486,314147.3910000001,0.6380043874227216,-1.8761156662856993,0.7552775818483192,1.299532053133648,-0.519561396900261,-3.7915234371705298,16.36610528783538,-1.20883808443738,-5.755639103456229,-0.7712440015547268,-3.6721230004268537,,,,
obi,1,0.1,9,3,38661.0,203.0,-142.64677691207794,504.01521815936826,131.47012792137363,287.9243925304054,-141.70987781260624,133.82012068924124,29513.358310105148,10.096,0.005250769509324642,-0.7026934823255071,0.6476360981348455,1.418346761233524,-0.6980782158256464,0.6592124171883804,0.04973399014778325,-0.1430573841906616,-0.13148106513712665,-0.0007511613509920671,-0.0006903767678755518,0.008905234487097702,0.1431391591515661,65,0.06221382422449607
obi,1,0.5,9,3,38661.0,799.0,-772.6333470588968,8307.79073498813,520.1720606675043,1116.5342637624337,-540.2440300480986,446.86990699623175,29513.358310105148,188.131,0.02066682186182458,-0.9670004343665792,0.6510288619117701,1.3974145979504802,-0.6761502253418005,0.5592864918601148,0.23545807259073842,-0.4039715724548091,-0.4957139425064644,-0.008348808525164701,-0.01024483174420385,,,,
obi,1,1.0,9,3,38661.0,1506.0,-1757.146485684566,25452.462245958202,980.1930563256439,2132.653002028449,-1080.9422625468612,352.4211956124258,29513.358310105148,707.5960000000001,0.03895398463567937,-1.1667639347175072,0.6508586031378777,1.4161042510149064,-0.717757146445459,0.23401141806933984,0.469851261620186,-0.6039053315796294,-1.0207525166481672,-0.02352451900775774,-0.039762377850343755,-0.6223931393646633,0.11610543840168842,94,-5.360585584383895
obi,1,3.0,9,3,38661.0,3803.0,-4138.252491804756,139337.5171966532,2474.7727182525377,4894.02430287885,-2311.0671704507836,-2903.9204436644454,29513.358310105148,5229.5300000000025,0.09836786425596855,-1.0881547440980162,0.6507422346180746,1.2868851703599395,-0.6076958113202166,-0.7635867587863385,1.3751064948724698,-0.5254125094799416,-1.9397415028843548,-0.05168370641091068,-0.19080822884739665,,,,
obi,1,5.0,9,3,38661.0,5810.0,-6769.115621645339,351233.8021487265,3862.2104364652537,7315.353174335273,-3310.327062771366,-8747.687691678404,29513.358310105148,13180.576000000001,0.1502806445772225,-1.1650801414191634,0.6647522265861022,1.2590969318993586,-0.5697636941086688,-1.5056261087226168,2.268601721170396,-0.5883279148330611,-2.7587062501417803,-0.0884142982638857,-0.4145801534705192,,,,
obi,1,10.0,9,3,38661.0,9776.0,-10442.805441592762,1115591.273990373,6643.465311178023,12199.908932315304,-5274.7477075912375,-25587.67432896814,29513.358310105148,42150.64999999997,0.25286464395644187,-1.068208412601551,0.6795688738930056,1.2479448580518928,-0.5395609357192346,-2.6173971285769375,4.311645867430439,-0.47663953870854536,-3.7736055411784886,-0.12052528725109901,-0.9542114216021547,-0.34538550604817153,0.12029410070925943,97,-2.8711757601724694
obi,1,30.0,9,3,38661.0,18055.0,-20919.105961321606,5362683.803665045,12687.861218463957,22455.21673355601,-9296.676412211984,-70052.54740311622,29513.358310105148,196397.427,0.467008096014071,-1.1586322880820608,0.7027339362206567,1.2437118102218783,-0.5149086907899187,-3.8799527777965226,10.877730656327886,-0.543898351861404,-5.126585065878583,-0.25400493372798555,-2.3941567306701277,,,,
obi,1,60.0,9,3,38661.0,23240.0,-30718.53984314562,13127227.996341245,16416.93888978781,28827.017927735324,-11829.448603931529,-98939.43365553007,29513.358310105148,420693.629,0.60112257830889,-1.3217960345587616,0.70640873019741,1.2404052464602118,-0.509012418413577,-4.257290604799056,18.102135499139415,-0.7033873043613516,-5.667086639357818,-0.42282198994743564,-3.4066137321506345,,,,
obi,1,0.1,9,4,48752.0,215.0,-125.2423975699911,483.7764450685006,135.47255699412676,287.0898891967319,-122.78923191589965,135.7388849196813,35148.05616319956,10.284000000000002,0.004410075484082704,-0.5825227793953074,0.6301049162517524,1.3353018102173577,-0.5711127065855798,0.6313436507892154,0.047832558139534895,-0.040417863143555,-0.03917912860609196,-0.0001782458273684018,-0.00017278291455344953,-0.0018117528551912735,0.18506792158748234,70,-0.009789664462919095
obi,1,0.5,9,4,48752.0,717.0,-581.1174081058826,5340.208731256823,425.70028779038176,956.6298027648926,-473.60819736125825,389.4844950922667,35148.05616319956,162.27699999999996,0.014707088939940926,-0.8104845301337276,0.5937242507536705,1.3342117193373677,-0.6605414189138887,0.5432140796265923,0.2263277545327754,-0.304760279380057,-0.35527045050713524,-0.004482136534203743,-0.005224994113341318,,,,
obi,1,1.0,9,4,48752.0,1386.0,-1421.3543312890752,17503.06382255957,818.1708940059998,1819.0580161555329,-934.754677920986,426.5035642020281,35148.05616319956,652.6800000000001,0.028429602888086644,-1.0255081755332434,0.5903108903362192,1.312451671107888,-0.6744261745461659,0.30772262929439254,0.47090909090909094,-0.5231972851970241,-0.8057855462388508,-0.01487429105027641,-0.022908163092530506,-0.46855551351992986,0.10433589515259986,92,-4.490837145113182
obi,1,3.0,9,4,48752.0,3470.0,-4255.292972825813,110162.13801293004,2140.495805008355,4445.169952503084,-2190.3946106967433,-2621.0147545885557,35148.05616319956,4823.938999999999,0.07117656711519528,-1.2263092140708396,0.6168575806940505,1.281028804755932,-0.631237639970243,-0.7553356641465578,1.3901841498559075,-0.6974516333767891,-2.0696448782173973,-0.049642212992645596,-0.14731021757906074,,,,
obi,1,5.0,9,4,48752.0,5409.0,-6152.869548726876,282339.1101902465,3440.423128565644,6799.399436421539,-3194.5818607555934,-8657.69058173508,35148.05616319956,12545.303,0.11094929438792255,-1.1375244127799733,0.6360553020088083,1.2570529555225622,-0.5906048919866137,-1.6006083530662008,2.3193386947679793,-0.5894691107711649,-2.8261327658461743,-0.0654011819035369,-0.313557436217221,,,,
obi,1,10.0,9,4,48752.0,9779.0,-12724.634955764699,984887.9202275136,6313.4899690332395,11866.386661960636,-5301.273556859401,-26667.99117868817,35148.05616319956,44824.414000000004,0.20058664259927797,-1.3012204679174455,0.6456171356000858,1.2134560447858305,-0.5421079411861541,-2.7270673053163077,4.583742100419266,-0.7436033323173596,-4.116287773233753,-0.14915689585517433,-0.8256723444054166,-0.7332981841088253,0.16515189548225448,97,-4.440143917013764
obi,1,30.0,9,4,48752.0,20080.0,-27863.90430719235,5293671.712409296,13495.122381391417,24098.081982040614,-10122.16748965806,-82591.95795436885,35148.05616319956,237275.32499999995,0.41188053823432885,-1.387644636812368,0.6720678476788554,1.2001036843645725,-0.5040920064570747,-4.1131453164526315,11.816500249003981,-0.8035767891335126,-5.588789953265,-0.330977640420925,-2.3019138140293975,,,,
obi,1,60.0,9,4,48752.0,26976.0,-39514.5173702799,13303783.499885265,18416.896038329112,32463.437282647592,-13433.714522826125,-126303.96349716985,35148.05616319956,535018.0529999998,0.5533311453889072,-1.4648026901794151,0.6827141176723426,1.203419234973591,-0.4979876380051203,-4.682086428572429,19.833112878113873,-0.8700885725070725,-6.234889118751845,-0.4814471064151376,-3.4499583374517924,,,,
obi,1,0.1,9,5,58634.0,130.0,-116.45638838144916,512.3945186084102,88.02001231254505,195.5855598422609,-102.2291603148254,96.22016191437969,41437.04353681883,6.507,0.0022171436367977625,-0.8958183721649935,0.677077017788808,1.5045043064789299,-0.7863781562678878,0.7401550916490746,0.05005384615384615,-0.30674135437618544,-0.2436632805159189,-0.0006800896419978871,-0.0005402364919171378,-0.4425209332545233,0.13584252713110573,60,-3.2576023326438337
obi,1,0.5,9,5,58634.0,610.0,-699.6908636037649,4242.821588256438,377.3935928139527,859.3865593428108,-465.65624315537593,328.56067634213343,41437.04353681883,155.52599999999998,0.010403520141897193,-1.1470342026291227,0.6186780210064798,1.4088304251521488,-0.763370890418649,0.5386240595772679,0.2549606557377049,-0.6163561816226428,-0.6964101430518548,-0.006412273950094009,-0.0072451169502614765,,,,
obi,1,1.0,9,5,58634.0,1198.0,-1392.5057519285979,16797.833271793537,697.4454597325514,1651.0450743410565,-921.0273396094345,319.98914571940475,41437.04353681883,587.2850000000001,0.020431831360643995,-1.1623587244813003,0.5821748411790914,1.3781678416870256,-0.7688041232132174,0.2671027927540941,0.49022120200333896,-0.6681838833022089,-0.9832559317272062,-0.013652220421530959,-0.02008971938140316,-0.6318331042328651,0.16653848117234868,93,-3.7939165758272324
obi,1,3.0,9,5,58634.0,3248.0,-4228.521304329065,99104.68624039764,1897.5155062922493,4099.869164405085,-2117.124394219222,-2410.98626835655,41437.04353681883,4639.243,0.05539448101783948,-1.3018846380323477,0.5842104391293871,1.2622749890409743,-0.6518240129985289,-0.7422987279422877,1.4283383620689656,-0.8056741989029605,-2.1321833659746354,-0.04462990411769308,-0.11811119099303503,,,,
obi,1,5.0,9,5,58634.0,5143.0,-6879.475333515081,240757.09574902357,3081.127443432872,6306.819237607951,-3108.5365141239467,-7493.53649858298,41437.04353681883,12208.507000000001,0.08771361326192993,-1.3376386026667473,0.5990914725710426,1.226291899204346,-0.6044208660555992,-1.4570360681670194,2.3738104219327245,-0.8265471300957047,-2.882674670833767,-0.07249943531197273,-0.2528498112374742,,,,
obi,1,10.0,9,5,58634.0,9461.0,-13817.287015064543,853320.3776312618,5842.449911037411,11299.600161679316,-5231.708234970089,-25794.56330426359,41437.04353681883,44222.88899999998,0.16135689190572022,-1.4604467831164298,0.6175298500198088,1.1943346540195874,-0.5529762429944074,-2.7264098197086555,4.674229891132014,-0.930916933096621,-4.274856602825086,-0.15020986294687608,-0.6897775747745017,-0.8972193182042347,0.09367732942418214,97,-9.57776362455337
obi,1,30.0,9,5,58634.0,20841.0,-34323.23326170718,4998295.369028357,13506.733430520377,24672.85386506466,-10675.540224665046,-89254.80737946543,41437.04353681883,259210.15499999994,0.3554422348807859,-1.6469091340006325,0.648084709491885,1.183861324555667,-0.5122374274106352,-4.2826547372710255,12.43751043615949,-1.0868244245087475,-6.017563871271658,-0.3863033023704132,-2.138896350942672,,,,
obi,1,60.0,9,5,58634.0,29253.0,-45841.85300838822,12911010.707229052,19302.385593606818,34607.877493845204,-14683.333694115798,-146101.8746070581,41437.04353681883,623692.9499999997,0.4989084831326534,-1.5670821115232019,0.6598429423856295,1.1830539600671797,-0.5019428330125388,-4.994423635423994,21.32064916418828,-0.9952391691375724,-6.649505746947195,-0.49653326422862853,-3.3174948257912864,,,,
obi,1,0.1,9,6,70078.0,155.0,-112.99361451204784,471.61828237085666,87.07480595706957,211.96694584233632,-116.40188939526391,85.37211865828468,47468.60915007682,8.245000000000001,0.0022118211136162563,-0.7289910613680506,0.5617729416585133,1.3675286828537827,-0.7509799315823478,0.550787862311514,0.05319354838709678,-0.25521811970953723,-0.26620319905653655,-0.0005644968257509956,-0.0005887938561854386,-0.25265774555547016,0.15524177177748757,58,-1.6275113499581264
obi,1,0.5,9,6,70078.0,553.0,-510.15859423953697,4375.5473328780545,281.0874496867508,727.5724696601774,-418.0951173179969,231.6477626560061,47468.60915007682,131.042,0.007891206940837352,-0.9225291035073001,0.5082955690537989,1.31568258528061,-0.7560490367414049,0.41889288002894415,0.23696564195298372,-0.5022335344535012,-0.591636223478356,-0.003963228753000743,-0.004668723873163201,,,,
obi,1,1.0,9,6,70078.0,1094.0,-1384.431305223296,14202.842182396927,536.0285878890408,1396.920537375686,-823.3211696550845,239.12869495172524,47468.60915007682,533.733,0.015611176118039898,-1.2654765130011847,0.4899712869186844,1.2768926301423091,-0.7525787656810645,0.218581988072875,0.48787294332723946,-0.8635052260825002,-1.1348945249283098,-0.01348033216322177,-0.017717038304055067,-0.9514207780133257,0.222150409449709,90,-4.282777512632543
obi,1,3.0,9,6,70078.0,2796.0,-3904.3987702785216,69744.45546552246,1520.8953196151433,3594.006109293155,-2016.0914247796675,-1689.2620858161201,47468.60915007682,3897.908000000001,0.039898398926910016,-1.3964230222741494,0.5439539769725119,1.2854099103337464,-0.7210627413375063,-0.604170989204621,1.3941015736766813,-0.9404690453016374,-2.0885940114787704,-0.03752320914785494,-0.08333155706633526,,,,
obi,1,5.0,9,6,70078.0,4525.0,-6247.157071423544,172124.11166227693,2506.2786706718566,5577.7925133347135,-2985.667365895473,-5972.512931391316,47468.60915007682,10803.226999999999,0.06457090670395844,-1.3805871981046507,0.553873739374996,1.232661328913749,-0.6598159924630879,-1.3198923605284676,2.387453480662983,-0.9147134587296547,-2.788479558633118,-0.05906387740448768,-0.1800546534263943,,,,
obi,1,10.0,9,6,70078.0,8716.0,-10797.23808748252,639880.0035035383,5128.062604693123,10522.652988373145,-5239.605487599638,-22662.737262280723,47468.60915007682,41935.327999999994,0.12437569565341476,-1.2387836263747727,0.5883504594645621,1.2072800583264278,-0.6011479448829323,-2.600130479839459,4.811304268012849,-0.7384331669102105,-3.9269141062142316,-0.09184313882801157,-0.4884126737316025,-0.8460148035095484,0.11627338235973665,96,-7.276083195826149
