h_quote,n_fill,half_spread_T,A,A_se,B,B_se,edge,total
0.1,66486,2.5996191647664246,-0.00617640121918823,0.0013537692419511276,-2.4799820562609582,1.0188821876504055,2.5934427635472366,0.025460707286278333
0.5,220874,2.016650683684832,-0.15518411319527176,0.024803958367392943,-2.8386999454832176,1.5074871536339702,1.8614665704895603,-1.0652333749936573
1.0,368636,1.9727718330518556,-0.3397946514988289,0.06373178281883358,-2.8840053547588655,1.5788090637225711,1.6329771815530267,-1.339028173205839
2.0,565405,2.0372600246292527,-0.5800233449403988,0.08934559204207465,-2.849305186385977,1.5493498379802142,1.457236679688854,-1.480068506697123
5.0,970782,2.165061133252238,-1.1163837895042645,0.1041743330298651,-2.8451638532135304,1.4518176729788295,1.0486773437479733,-1.8844865094655572
10.0,1428080,2.292499574887584,-1.5968427544843025,0.11080088149311136,-2.8597214924241334,1.371338638765844,0.6956568204032816,-2.252064672020852
