var,spread_bp,qsize,fillsz,obi,abs_obi,ofi_z,abs_ofi_z
spread_bp,1.0,-0.2666160291823699,-0.36402910625302604,0.011812449163242663,-0.1601709637430735,0.020112889964314828,-0.05221596463296935
qsize,-0.2666160291823699,1.0,0.26862688331674145,-0.0015423770495447955,0.3991412072668084,-0.005427589931195758,0.31821746426406294
fillsz,-0.364029106253026,0.26862688331674145,1.0,0.011926534835219117,0.05334876891614161,-0.009384327703868527,-0.060601411126182475
obi,0.011812449163242663,-0.0015423770495447953,0.011926534835219119,1.0,-0.007151634726501002,0.28972725344783656,0.0025285405949644255
abs_obi,-0.1601709637430735,0.3991412072668084,0.05334876891614161,-0.007151634726501003,1.0,0.00006377210562688872,0.1170430258198121
ofi_z,0.020112889964314828,-0.005427589931195758,-0.009384327703868527,0.28972725344783656,0.00006377210562688872,1.0,0.03834497227871036
abs_ofi_z,-0.05221596463296935,0.31821746426406294,-0.06060141112618247,0.002528540594964425,0.11704302581981209,0.038344972278710365,1.0
