d,buy_sz,sell_sz,buy_usd,sell_usd,n_buy,n_sell,volume_usd,net_usd,buy_share,z_hac
2026-05-04,2253.423,1529.757,2182161.41063,1487475.23102,3433,3977,3669636.6416499997,694686.1796099998,59.4653265084257,1.9387205657054685
2026-05-05,3725.745,2650.139,3970722.37788,2817986.57359,4087,4973,6788708.951470001,1152735.80429,58.490095926416096,1.5581798526066812
2026-05-06,5284.784,5068.556,5962581.3658,5697745.6381,10772,11061,11660327.003899999,264835.7276999997,51.135627361099836,0.3187626059498472
2026-05-07,4417.551,6620.919,4864126.4692,7210962.0007,7065,9368,12075088.4699,-2346835.5314999996,40.2823257264324,-2.525442391130626
2026-05-08,3227.056,2741.15,3836501.9867000002,3238918.1128,5926,3574,7075420.0995000005,597583.8739000005,54.2229568385786,0.9289970242101941
2026-05-09,1711.888,1190.446,2146751.5728,1494247.3352,3988,2994,3640998.9080000003,652504.2376000001,58.96051130592649,1.6191106053443596
2026-05-10,804.652,2220.913,1010731.9443,2790039.3717,852,1712,3800771.316,-1779307.4274,26.592811307671948,-1.9467235853408498
2026-05-11,6409.695,5575.26,8361921.0765,7233818.9934,7490,8038,15595740.0699,1128102.0831000004,53.61669942575298,1.0186808655956319
2026-05-12,7824.215,11623.253,9568342.3927,14223940.0474,13781,19193,23792282.4401,-4655597.6547,40.216160079595056,-3.1419277035642454
2026-05-13,6537.303,5760.867,8606104.8383,7594870.8089,19079,18741,16200975.6472,1011234.0294000013,53.12090472642237,0.8587281542566363
2026-05-14,3047.897,4273.146,4018947.2173,5581500.1781,8027,7851,9600447.3954,-1562552.9608,41.86208258612672,-2.05867174278005
2026-05-15,4138.851,6112.706,5143359.0237,7580283.757,12965,11347,12723642.7807,-2436924.7333000004,40.423635843516145,-2.292708278841179
2026-05-16,841.738,977.052,1018357.7816,1165367.4055,4719,3711,2183725.1871,-147009.62390000012,46.63397150959206,-0.46542578044448507
2026-05-17,1388.546,1194.65,1719073.3587,1458522.7188,3675,2589,3177596.0774999997,260550.63990000007,54.099807425885786,0.8548677998611226
2026-05-18,4035.545,4998.867,4863447.045,5984020.4311999995,6939,10146,10847467.4762,-1120573.3861999996,44.83486173773461,-1.5685730365503192
2026-05-19,3884.78,4143.809,4564792.5697,4847842.325,11399,12434,9412634.8947,-283049.7553000003,48.49643719072022,-0.48820116201216074
2026-05-20,5413.085,4644.804,6376215.6672,5460415.786,5990,4653,11836631.453200001,915799.8811999997,53.86849875668138,1.0358674879428893
2026-05-21,5175.449,5142.631,6687531.7613,6596762.277,8970,8597,13284294.0383,90769.4843000006,50.341642107733776,0.08791754000491776
2026-05-22,2081.683,2577.063,2672053.3478,3298836.8505,5141,4355,5970890.1983,-626783.5027000001,44.751339566766326,-0.8946787686721708
2026-05-23,1735.763,1721.131,2169265.357,2123370.2614,10885,10314,4292635.6184,45895.09559999965,50.534579448151554,0.1076862437767507
2026-05-24,1775.631,1515.412,2352775.0738,2002925.043,2423,2405,4355700.1168,349850.03079999983,54.01600226621001,0.6533797180124403
2026-05-25,3637.503,3724.306,4907214.0245,5012404.4563,9737,7428,9919618.4808,-105190.43179999944,49.46978589951014,-0.09439621185451179
2026-05-26,10181.538,6648.174,14631541.9883,9448349.765899999,13636,11054,24079891.754199997,5183192.2224,60.76249070242592,3.0110963210259802
2026-05-27,12596.822,13218.461,19214424.6007,20039629.2897,28315,26456,39254053.8904,-825204.689000003,48.9488923980896,-0.4362380266371328
2026-05-28,9091.917,8938.606,13882976.7269,13497024.7252,19118,18539,27380001.4521,385952.00170000084,50.70480639377467,0.15279314293130863
2026-05-29,4174.29,4477.991,6449141.829,6926496.6468,9519,8591,13375638.4758,-477354.8178000003,48.21558119014782,-0.5930412697736496
2026-05-30,787.846,1325.423,1221695.4567,2053979.5271,6096,2768,3275674.9838,-832284.0704000001,37.295991291625405,-2.56695497649534
2026-05-31,4701.06,4725.405,7381204.7699,7384268.2562,9003,8028,14765473.026099999,-3063.4862999999896,49.98962618300618,-0.0030574467447911594
2026-06-01,13072.015,11729.397,20960780.9989,18573788.8939,16868,15930,39534569.8928,2386992.1050000004,53.01886692010619,0.8533466041647366
2026-06-02,11547.025,11217.738,17943170.7791,17331142.5,34734,26808,35274313.2791,612028.2791000009,50.86752685198641,0.5466260190381764
2026-06-03,8880.627,9032.754,14097191.4554,14148341.5108,38176,23993,28245532.9662,-51150.055400000885,49.90945461099776,-0.028189637313681987
2026-06-04,17462.75,19660.012,25990501.1334,29189512.9933,60709,54489,55180014.1267,-3199011.8598999977,47.10129481613154,-1.422691111123132
2026-06-05,23541.347,36756.331,31180658.8128,48594057.0397,66706,67675,79774715.8525,-17413398.2269,39.085891412577,-5.102790297945252
2026-06-06,2674.276,1014.751,3246733.2404,1236846.6008,5704,4482,4483579.8412,2009886.6396,72.4138602499166,2.835176155264043
2026-06-07,35991.035,30395.725,44835690.9017,37657861.3174,81615,59075,82493552.2191,7177829.5842999965,54.35053976414783,2.172636197420726
2026-06-08,47377.144,48141.179,61648492.2324,62374351.9006,94758,101920,124022844.133,-725859.6682000011,49.707368560496164,-0.24089904976515816
2026-06-09,42663.108,43475.222,59433593.6554,60391736.2165,86233,81409,119825329.87189999,-958142.5610999987,49.600191978555664,-0.40164939286586754
