wid,n_days,n_ord,n_large,n_cancel,n_fill,n_short_large,n_large_near,n_reached,n_fake,n_cbt,n_cbt_large,sz_sum,szt,szt_fleet,n_bid,reentry,retreat,chase,retreat_large,layer_ep,simul_ep,cycle_ep,bigrep_ep,n_push,push_sum,push_pre_sum,n_base,base_sum,base_pre_sum,canc_per_s_max,asym_abs,large_rate,cancel_rate,fleet_ratio,reentry_rate,retreat_rate,chase_rate,cycle_rate,layer_rate,simul_rate,bigrep_rate,bid_share,cbt_rate,fake_rate,short_large_rate,large_near_rate,retreat_large_rate,push_mean,push_pre_mean,base_mean,base_pre_mean,excess,excess_base,spoof_score,layer_score
488,72,12970,1,10504,2466,1,1,5777,1145,206,0,389036510,1.7185015951007482e+20,5.1421802824152e+16,2370,52,1761,2607,0,0,0,2,0,1,-2.943485086342229,3.9261876717707107,12970,10203.875109575105,20896.73401012547,4,0.8936356201709279,0.00007710100231303006,0.8098689282960678,0.0002992246441362038,0.0040092521202775636,0.13577486507324596,0.20100231303006938,0.027777777777777776,0.0,0.0,0.0,0.18272937548188126,0.019611576542269613,0.19819975765968495,,,,-2.943485086342229,3.9261876717707107,0.7867289984252201,1.611159137249458,-6.869672758112939,-0.8244301388242379,0.5572336754154936,0.45357142857142857
24191,4,31138,0,26594,4544,0,0,8240,3393,1124,0,46725108,1.4088434696811392e+17,1.1551032151203488e+16,14968,5267,5535,10375,0,294,242,472,0,0,0.0,0.0,31132,3428.116704960318,-13971.556744709862,10,0.6861730514369013,0.0,0.8540689832359175,0.08198946440670099,0.1691502344402338,0.17775708137966473,0.33319416789774553,118.0,73.5,60.5,0.0,0.48069882458732094,0.04226517259532225,0.4117718446601942,,,,,,0.11011553080304247,-0.4487844258226218,,0.5588999566256643,0.557036902491448,0.6250000000000001
20062,45,3215,0,355,2860,0,0,3009,128,3,0,3308125,1.8132399435197584e+16,177486001032970.0,1571,0,0,2,0,0,0,0,0,0,0.0,0.0,3215,2758.364655763936,493.8980839781484,2,0.9877527913051755,0.0,0.1104199066874028,0.009788335055560505,0.0,0.0,0.0006220839813374805,0.0,0.0,0.0,0.0,0.488646967340591,0.008450704225352112,0.042539049518112326,,,,,,0.8579672335191091,0.15362304322803993,,0.7043441902910692,0.5568764568764568,0.34065934065934067
427,86,86994,0,86245,749,0,0,1884,1168,973,0,103730387,2.463017155385943e+18,1.0507017215734976e+16,40397,1057,26957,23806,0,0,0,90,0,0,0.0,0.0,86988,17599.145612862256,-18969.142127547035,4,0.9578172722051966,0.0,0.9913902108191369,0.004265913127222444,0.012150263236545049,0.3098719451916224,0.2736510563946939,1.0465116279069768,0.0,0.0,0.0,0.4643653585304734,0.0112818134384602,0.6199575371549894,,,,,,0.20231693581715013,-0.2180661945043803,,0.4203831303215304,0.5566267066267067,0.42142857142857154
1208,13,8987,0,5908,3079,0,0,3321,206,12,0,319951384,2.312238251806305e+19,325527672700802.0,1,0,215,424,0,0,0,82,0,0,0.0,0.0,8985,-1697.5059913133773,-4113.906846305484,2,1.0,0.0,0.6573940135751641,0.000014078465852145728,0.0,0.023923444976076555,0.04717925892956493,6.3076923076923075,0.0,0.0,0.0,0.00011127183709803049,0.002031144211238998,0.06202950918398073,,,,,,-0.18892665457021451,-0.45786386714585237,,0.26893721257563785,0.5562452698816335,0.4697802197802198
826,84,34233,0,33862,371,0,0,891,529,462,0,41201622,8.414655594091805e+17,4256240248620160.0,12900,200,9301,7741,0,0,0,2,0,0,0.0,0.0,34230,-5629.004295357027,2212.612180833219,3,0.9399222070491812,0.0,0.9891625040165922,0.0050581276928417605,0.00584231589402039,0.2716969006514182,0.2261268366780592,0.023809523809523808,0.0,0.0,0.0,0.37682937516431514,0.013643612308782707,0.5937149270482603,,,,,,-0.16444651753891404,0.06463956122796433,,-0.22908607876687836,0.5555436987255169,0.43489010989010984
2121,80,16305,0,16079,226,0,0,569,358,208,0,6310272,4.021097516936664e+17,738718564065014.0,8252,169,3792,3166,0,0,0,16,0,0,0.0,0.0,16304,4360.613559490242,1515.2603747332075,3,0.9421209276153263,0.0,0.9861392210978227,0.0018371068121416302,0.01036491873658387,0.23256669733210672,0.1941735663906777,0.2,0.0,0.0,0.0,0.5061024225697639,0.012936127868648548,0.6291739894551845,,,,,,0.26745667072437695,0.0929379523266197,,0.17451871839775726,0.5555406714497624,0.4189560439560439
24946,5,2979,0,2670,309,0,0,324,28,8,0,4798001,1.786670413596849e+18,10097176553399.0,293,7,364,555,0,150,156,8,0,0,0.0,0.0,2979,2687.3396523092943,6342.786715323832,71,1.0,0.0,0.8962739174219537,5.651392935461327e-6,0.0023497818059751594,0.1221886539107083,0.1863041289023162,1.6,30.0,31.2,0.0,0.0983551527358174,0.00299625468164794,0.08641975308641975,,,,,,0.9020945459245701,2.129166403264126,,-1.2270718573395563,0.5551599915236279,0.7354395604395604
32172,7,1693,0,1690,3,0,0,12,6,6,0,12228022,1.1725969222221532e+16,8818633978926691.0,907,380,590,636,0,0,0,28,0,0,0.0,0.0,1693,2386.0190235515897,-667.3855142807143,1,1.0,0.0,0.9982279976373302,0.7520601335209683,0.22445363260484347,0.34849379799173064,0.3756645008860012,4.0,0.0,0.0,0.0,0.535735380980508,0.0035502958579881655,0.5,,,,,,1.4093437823695154,-0.39420290270567887,,1.8035466850751942,0.554895104895105,0.592032967032967
13192,6,1635,0,1162,473,0,0,587,134,42,0,535311,2.6603243202087907e+17,4721403580700.0,828,1,4,4,0,0,0,0,0,0,0.0,0.0,1635,195.66508305821696,427.7111462315087,3,0.7055997336706881,0.0,0.710703363914373,0.000017747473662645196,0.0006116207951070336,0.0024464831804281344,0.0024464831804281344,0.0,0.0,0.0,0.0,0.5064220183486239,0.03614457831325301,0.2282793867120954,,,,,,0.11967283367475044,0.26159703133425605,,-0.1419241976595056,0.5548232070959344,0.4120879120879121
255,90,64892,0,64385,507,0,0,1167,708,731,0,89219621,2.6616740088446684e+18,7673557825836133.0,28247,703,22900,17073,0,0,0,35,0,0,0.0,0.0,64888,15117.197969488834,-14302.901955890044,4,0.9526619684734999,0.0,0.9921870184306232,0.0028829818378723745,0.010833384700733526,0.35289403932688157,0.26309868704925105,0.3888888888888889,0.0,0.0,0.0,0.43529248597669973,0.011353576143511688,0.6066838046272494,,,,,,0.2329737080737399,-0.22042445376479539,,0.4533981618385353,0.5547043865225684,0.47087912087912087
31270,8,1043,0,848,195,0,0,236,51,24,0,255098,8.03767499906632e+16,59429387051496.0,515,10,269,71,0,28,1,0,0,0,0.0,0.0,1032,-230.10764325688112,-2821.9276038001676,5,0.7856539050512491,0.0,0.8130393096836049,0.0007393852956035109,0.009587727708533078,0.2579098753595398,0.06807286673058485,0.0,3.5,0.125,0.0,0.4937679769894535,0.02830188679245283,0.21610169491525424,,,,,,-0.22297252253573752,-2.734425972674581,,2.511453450138844,0.5545204795204796,0.5412087912087913
127,89,79355,0,78422,933,0,0,2198,1306,1175,0,65220004,1.568270845034655e+18,5341150346509848.0,32169,520,22923,17788,0,0,0,12,0,0,0.0,0.0,79351,369.71381000981484,-9883.235309678723,4,0.9259604652393963,0.0,0.9882427068237666,0.0034057575981984297,0.006552832209690631,0.28886648604372755,0.22415726797303256,0.1348314606741573,0.0,0.0,0.0,0.40538088337218825,0.014983040473336564,0.5941765241128298,,,,,,0.004659220551849565,-0.12455086022455575,,0.1292100807764053,0.5533542215360396,0.43461538461538457
42,86,80061,0,79343,718,0,0,1750,1052,1018,0,89615271,2.738182391621075e+18,6568288635161241.0,35856,367,29976,22527,0,0,0,5,0,0,0.0,0.0,80057,-14346.015026478202,-44280.56574159849,4,0.9340823728126832,0.0,0.9910318382233547,0.0023987768876391918,0.004584004696418981,0.37441450893693556,0.2813729531232435,0.05813953488372093,0.0,0.0,0.0,0.4478585078877356,0.01283036940876952,0.6011428571428571,,,,,,-0.1791975096053837,-0.5531129787726057,,0.37391546916722196,0.5522432113341205,0.2923076923076923
11527,24,3043,0,2775,268,0,0,286,35,32,0,21926681,2.276551648185246e+17,863893625065129.0,2638,22,496,471,0,326,251,2,0,0,0.0,0.0,3043,-1601.5426376678254,3156.91143365362,6,0.9442080907598149,0.0,0.9119290174170227,0.00379474643482735,0.007229707525468288,0.16299704239237595,0.15478146565888926,0.08333333333333333,13.583333333333334,10.458333333333334,0.0,0.8669076569175156,0.011531531531531532,0.12237762237762238,,,,,,-0.5263038572684277,1.0374339249601117,,-1.5637377822285394,0.5522333726879181,0.6214285714285714
14356,7,1103,0,862,241,0,0,196,1,1,0,329658,1.7079547869124526e+18,3329011916184.0,1103,0,0,0,0,24,26,0,0,0,0.0,0.0,1103,896.7885286117407,2187.3791341880833,97,1.0,0.0,0.7815049864007253,1.949121804448937e-6,0.0,0.0,0.0,0.0,3.4285714285714284,3.7142857142857144,0.0,1.0,0.001160092807424594,0.00510204081632653,,,,,,0.8130449035464558,1.9831179820381535,,-1.1700730784916977,0.5515439106348197,0.6376373626373627
2152,84,42945,0,42522,423,0,0,1033,620,505,0,24199891,7.784324349865765e+17,3043719515531708.0,20188,336,9263,9043,0,0,0,3,0,0,0.0,0.0,42944,11435.585084159584,13242.255207973412,3,0.9389224848126305,0.0,0.9901501921061824,0.003910062554862831,0.007823960880195598,0.21569449295610665,0.21057166142740716,0.03571428571428571,0.0,0.0,0.0,0.47008964955175225,0.011876205258454448,0.6001936108422071,,,,,,0.2662906362742079,0.30836100987270426,,-0.04207037359849636,0.5514129809584356,0.48489010989010983
259,90,65044,0,64465,579,0,0,1214,690,750,0,73302317,1.9495500899067837e+18,7693712046683016.0,28408,231,13550,11209,0,0,0,3,0,0,0.0,0.0,65041,4477.855573019411,73817.78502668605,3,0.9411372872489658,0.0,0.9910983334358281,0.003946403883908869,0.0035514421007318124,0.2083205214931431,0.17232950003074843,0.03333333333333333,0.0,0.0,0.0,0.43675050734887155,0.01163422011944466,0.5683690280065898,,,,,,0.06884665938437926,1.1349423444701965,,-1.0660956850858172,0.5514107105016196,0.3162087912087912
4687,9,18542,0,10027,8515,0,0,10974,2596,294,0,4941752,6.5181106200970216e+16,127374772387454.0,12825,233,569,3240,0,9,3,29,0,0,0.0,0.0,18541,838.9268869103262,-3980.5689792782928,6,0.7177103398392062,0.0,0.5407723007226837,0.001954167086313703,0.012566066228022867,0.030687088771437818,0.17473843166864417,3.2222222222222223,1.0,0.3333333333333333,0.0,0.6916729586883831,0.02932083374887803,0.23655913978494625,,,,,,0.04524712188718657,-0.21469009111041976,,0.2599372129976063,0.5509566191384373,0.4777472527472527
766,84,79482,0,78891,591,0,0,1382,808,877,0,98072643,2.715738747811834e+18,7732663481035815.0,34929,598,27688,22253,0,0,0,33,0,0,0.0,0.0,79479,16996.01213724271,-10086.182765854644,4,0.944447958087859,0.0,0.9925643541934023,0.002847351751808341,0.007523716061498201,0.34835560252635817,0.27997534032862786,0.39285714285714285,0.0,0.0,0.0,0.4394579904884125,0.011116603921866879,0.5846599131693199,,,,,,0.21384280296987518,-0.1269037452138885,,0.3407465481837637,0.5505789664880574,0.37967032967032965
397,32,3631,0,2501,1130,0,0,1005,4,4,0,12194409,8.474664657687313e+19,7734952739881.0,3531,0,0,0,0,83,85,0,0,0,0.0,0.0,3631,6811.070983962667,-658.7333592946816,100,1.0,0.0,0.6887909666758468,9.127149040481118e-8,0.0,0.0,0.0,0.0,2.59375,2.65625,0.0,0.9724593775819333,0.001599360255897641,0.003980099502487562,,,,,,1.875811342319655,-0.1814192672251946,,2.0572306095448494,0.5501884479157206,0.5456043956043957
6684,63,5435644,0,5349634,86010,0,0,1905339,1683424,664933,0,45808750910,2.27108187594593e+19,1.4275327176894073e+19,2743842,419705,575664,2452695,0,683762,713122,151595,0,0,0.0,0.0,5435398,7144830.818240946,6456567.167933997,643,0.458024516088336,0.0,0.984176667934839,0.6285694640994942,0.07721348197196137,0.10590539041924012,0.4512243627434026,2406.2698412698414,10853.36507936508,11319.396825396825,0.0,0.5047869212921229,0.1242950452311317,0.8835299125247528,,,,,,1.3145000270892668,1.1878738535676683,,0.12662617352159855,0.5499863772591045,0.6425824175824176
1821,4,4503,0,3805,698,0,0,910,259,176,0,463206,2423374971507311.0,54439968691680.0,3020,9,981,1438,0,7,0,0,0,0,0.0,0.0,4503,2015.6191621246887,5188.045687033818,5,0.6238101496758337,0.0,0.844992227403953,0.022464525437356882,0.001998667554963358,0.217854763491006,0.31934266044858983,0.0,1.75,0.0,0.0,0.6706640017765934,0.04625492772667543,0.2846153846153846,,,,,,0.4476169580556715,1.1521309542602305,,-0.704513996204559,0.5499023703569158,0.39093406593406593
20756,41,5935,0,5850,85,0,0,151,75,43,0,288550,5708318959103428.0,1500324856585.0,2677,13,240,275,0,0,0,0,0,0,0.0,0.0,5935,2292.071828632303,17287.74305134754,2,0.9812204276030988,0.0,0.9856781802864364,0.00026283129364947875,0.0021903959561920807,0.040438079191238416,0.04633529907329402,0.0,0.0,0.0,0.0,0.4510530749789385,0.007350427350427351,0.4966887417218543,,,,,,0.3861957588259988,2.912846343950723,,-2.5266505851247243,0.5497192201737656,0.4197802197802198
15387,38,10081,7,1083,8998,3,4,9121,339,23,0,10114121,3.7632859894445696e+18,204837291291791.0,4738,5,3,12,0,5,5,5,0,4,-2.6764174533975402,-5.38039946778854,10081,-1599.8603636491096,-5183.2258302843065,92,0.8166700508146425,0.0006943755579803591,0.10742981847038985,0.00005443043443052898,0.0004959825414145422,0.0002975895248487253,0.0011903580993949012,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.0,0.46999305624442017,0.02123730378578024,0.03716697730512005,,,,-0.6691043633493851,-1.345099866947135,-0.1587005618142158,-0.5141579040059822,0.67599550359775,0.3554573421917664,0.5489979717252444,0.3912087912087912
18310,1,370516,0,369345,1171,0,0,107150,103676,59118,0,7504219431,1.5467957016169843e+19,1.119601503153038e+18,172193,83262,99887,151582,0,19014,38145,24967,0,0,0.0,0.0,370516,532368.1898480828,917326.9417608452,124,0.4128479777817771,0.0,0.9968395426918136,0.07238198955315382,0.2247190404732859,0.2695888976454458,0.409110537736562,24967.0,19014.0,38145.0,0.0,0.4647383648749312,0.16006173090200218,0.9675781614559029,,,,,,1.436829151367506,2.475809254555391,,-1.038980103187885,0.5488988284442831,0.8115384615384617
24424,6,5519,51,5447,72,0,2,118,40,13,0,37443136,9.523647934666555e+17,2924406522582137.0,2100,54,2521,2670,22,1,0,1,2,2,1.1700122386213112,4.429636123731291,5519,931.5432220398757,-128.69127698551534,5,0.9982216531512306,0.009240804493567675,0.9869541583620222,0.003070678948491104,0.009784381228483421,0.4567856495741982,0.4837832940750136,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.38050371444102193,0.002386634844868735,0.3389830508474576,0.0,0.0392156862745098,0.43137254901960786,0.5850061193106556,2.2148180618656457,0.16878840768977635,-0.02331786138530809,-1.6298119425549902,0.19210626907508443,0.5481011412829595,0.581043956043956
2074,88,33326,0,32952,374,0,0,871,511,378,0,17791511,6.273139690687442e+17,2697080168713112.0,17256,244,6671,6761,0,0,0,5,0,0,0.0,0.0,33326,21643.17350683376,20478.85811481925,3,0.9329920393218668,0.0,0.9887775310568325,0.004299410345854346,0.00732161075436596,0.20017403828842345,0.2028746324191322,0.056818181818181816,0.0,0.0,0.0,0.5177939146612255,0.011471230881281864,0.5866819747416763,,,,,,0.649438081582961,0.6145009336499805,,0.03493714793298053,0.5478370114733752,0.39340659340659345
697,94,84960,0,84179,781,0,0,2211,1447,863,0,108458983,2.3687981927328266e+18,9926565140235348.0,33425,1233,24808,21499,0,0,0,88,0,0,0.0,0.0,84954,-710.0471052155322,-22858.840318456172,4,0.9442816948956523,0.0,0.9908074387947269,0.004190549102362875,0.01451271186440678,0.29199623352165727,0.2530484934086629,0.9361702127659575,0.0,0.0,0.0,0.3934204331450094,0.01025196307867758,0.6544549977385798,,,,,,-0.008358018518439769,-0.26907314921553044,,0.2607151306970907,0.5478249023703569,0.3118131868131868
14669,16,558113,0,548968,9145,0,0,289974,270008,46608,0,2255468244,1.4597682541534308e+18,1.0690832801341512e+18,289977,44483,12218,171808,0,18913,301,10580,0,0,0.0,0.0,558050,588118.5083116632,918243.0092969729,21,0.5058171499046452,0.0,0.9836144293359946,0.7323650703406678,0.07970249752290307,0.021891624097628976,0.30783730176505475,661.25,1182.0625,18.8125,0.0,0.5195668260728562,0.08490112356275775,0.9311455509804327,,,,,,1.0538813875309796,1.645449349156837,,-0.5915679616258573,0.5472088517543062,0.7494505494505495
12616,8,18242,0,18071,171,0,0,406,270,851,0,987796,3.3152463478809536e+16,162202912175049.0,9186,234,7675,8407,0,382,1,0,0,0,0.0,0.0,18242,-369.1940197105054,-1956.5397635198358,7,0.6098078099812937,0.0,0.9906260278478237,0.004892635272148817,0.012827540839820194,0.4207323758359829,0.46085955487336916,0.0,47.75,0.125,0.0,0.503563205788839,0.04709202589784738,0.6650246305418719,,,,,,-0.02023868104980295,-0.10725467402257624,,0.08701599297277329,0.5471566312475403,0.44230769230769224
8416,18,28998,0,25202,3796,0,0,7088,3183,475,0,3937012,2.7750806700576892e+16,243959636726872.0,14920,387,276,2393,0,0,0,1473,0,0,0.0,0.0,28998,3891.700868005059,-5987.82041524653,3,0.8299471300853738,0.0,0.8690944203048486,0.008791082701094974,0.01334574798261949,0.00951789778605421,0.08252293261604249,81.83333333333333,0.0,0.0,0.0,0.5145182426374233,0.018847710499166732,0.44906884875846503,,,,,,0.13420583723032825,-0.20649080678827952,,0.3406966440186078,0.5467895740623014,0.43791208791208786
27953,20,874055,0,867840,6215,0,0,46039,39006,17911,0,569535726,4.1444026724253527e+18,9.93582024854349e+16,187686,39066,377990,315338,0,92278,38153,524,0,0,0.0,0.0,873952,644573.4115449334,68244.66118509379,17,0.7942441918278027,0.0,0.9928894634776988,0.023974070653537467,0.04469512788096859,0.43245562350195355,0.36077592371189454,26.2,4613.9,1907.65,0.0,0.2147301943241558,0.02063859697640118,0.8472382110819088,,,,,,0.7375386881029318,0.0780874249216133,,0.6594512631813185,0.5462492053401145,0.778021978021978
8001,18,29113,0,25551,3562,0,0,7249,3544,451,0,4056949,2.714582328869083e+16,228407901332125.0,14897,535,295,2466,0,0,0,1423,0,0,0.0,0.0,29111,2177.7125390866872,-11220.761658536367,3,0.8436397261955934,0.0,0.8776491601689966,0.00841410845797709,0.018376670216054682,0.010132930306048844,0.08470442757530999,79.05555555555556,0.0,0.0,0.0,0.5116958059973208,0.017650972564674572,0.48889502000275903,,,,,,0.07480720480528623,-0.3854474823446933,,0.4602546871499795,0.5459601005055551,0.4541208791208791
14857,9,207174,0,188287,18887,0,0,161110,136191,18848,0,38102448,1.0762725946574507e+17,1.1222617782494804e+16,101539,19202,25959,87186,0,0,0,3132,0,0,0.0,0.0,207137,102155.97554190688,127210.91935384019,4,0.4664929729495473,0.0,0.9088350854836997,0.10427300516805102,0.09268537557801655,0.1253004720669582,0.4208346607199745,348.0,0.0,0.0,0.0,0.49011458966858773,0.10010250309368146,0.8453292781329527,,,,,,0.4931807235882864,0.6141390449501547,,-0.12095832136186829,0.5458503617594526,0.30769230769230765
8516,2,1299,0,1034,265,0,0,296,47,2,0,36728,1173796468968399.0,232402631622.0,1299,5,244,728,0,83,50,0,0,0,0.0,0.0,1299,271.2165906772526,143.57592026652762,12,1.0,0.0,0.7959969207082371,0.000197992273589176,0.003849114703618168,0.1878367975365666,0.5604311008468053,0.0,41.5,25.0,0.0,1.0,0.0019342359767891683,0.15878378378378377,,,,,,0.20878875340820063,0.11052803715668023,,0.0982607162515204,0.5455264432537159,0.5796703296703296
4480,81,4231475,354264,4221531,9944,94321,5104,212168,184325,131631,4907,183932551651,2.1731821836969588e+21,2.0088239466455683e+19,2178325,405159,1938264,1649311,116313,501096,396128,55218,22971,5102,31904.74268963264,12473.2931759099,4231023,-2558732.2398403054,-1626089.41561824,356,0.4529125015451361,0.08372116106085939,0.9976499920240578,0.009243697844182632,0.09574888189106635,0.4580587147507666,0.3897721243774334,681.7037037037037,6186.37037037037,4890.469135802469,283.5925925925926,0.5147909416929085,0.031180867794172305,0.8687690886467327,0.26624494727096176,0.014407334643091027,0.3283229455998916,6.253379594204751,2.4447850207585065,-0.6047549823861287,-0.38432535479439367,3.8085945734462445,-0.220429627591735,0.5453758362849273,0.8054945054945055
15560,2,63805,0,62594,1211,0,0,12473,10976,6792,0,57849432,4.015230868031742e+18,4943076973234249.0,25555,9767,24242,25453,0,6028,1331,2181,0,0,0.0,0.0,63805,-20168.9577223182,10736.947266593344,49,0.44779468342979123,0.0,0.9810202962150302,0.0012310816328370516,0.1530757777603636,0.3799388762636157,0.39891858004858555,1090.5,3014.0,665.5,0.0,0.40051720084632864,0.10850880276064799,0.8799807584382265,,,,,,-0.31610309101666323,0.16827752161418924,,-0.48438061263085247,0.5447575152120606,0.6376373626373627
9557,44,1106795,0,1088514,18281,0,0,545002,512423,81933,0,1769144818,4.098891358898682e+19,5.743531500138165e+17,574847,158542,26050,343650,0,40724,2845,21862,0,0,0.0,0.0,1106647,1165149.0609001766,1633703.594613438,25,0.5132674530410466,0.0,0.9834829394784038,0.014012402372336542,0.14324423222005883,0.02353642725165907,0.3104911026883931,496.8636363636364,925.5454545454545,64.6590909090909,0.0,0.5193798309533383,0.07527050639679417,0.9402222377165589,,,,,,1.052864247497329,1.4762644227232695,,-0.4234001752259404,0.5447242151787607,0.653846153846154
22704,7,2007,3,1633,374,0,0,337,1,2,0,5546606,1.1153222702641123e+19,0.0,1004,0,0,0,0,37,40,0,0,0,0.0,0.0,2007,-2981.9470703834177,6380.95258445145,100,1.0,0.0014947683109118087,0.8136522172396612,0.0,0.0,0.0,0.0,0.0,5.285714285714286,5.714285714285714,0.0,0.5002491280518186,0.001224739742804654,0.002967359050445104,,,,,,-1.4857733285418124,3.1793485722229446,,-4.665121900764757,0.5446810764992583,0.6021978021978022
591,96,111453,0,110584,869,0,0,2127,1263,1131,0,162705819,3.073391046332561e+18,2.2817685521776624e+16,48869,625,22019,19166,0,0,0,10,0,0,0.0,0.0,111441,2686.730454976502,128092.3662026719,3,0.9379844695285658,0.0,0.9922029913954761,0.007424270188137849,0.005607744968731214,0.19756309834638816,0.17196486411312392,0.10416666666666667,0.0,0.0,0.0,0.4384718222030811,0.010227519351804963,0.5937940761636107,,,,,,0.02410899449014727,1.14941867178751,,-1.1253096772973625,0.5442512033421124,0.4758241758241758
10920,1,1469,0,671,798,0,0,1156,345,16,0,336420,5851202961428633.0,10872049407655.0,529,230,7,353,0,2,1,40,0,0,0.0,0.0,1469,-204.58438808661043,-194.33573796663777,6,0.7369815463724093,0.0,0.4567733151803948,0.001858087897364694,0.15656909462219196,0.004765146358066712,0.24029952348536418,40.0,2.0,1.0,0.0,0.3601089176310415,0.02384500745156483,0.2984429065743945,,,,,,-0.13926779311545978,-0.1322911762877044,,-0.006976616827755383,0.544066539521085,0.6291208791208791
5258,35,15101633,0,15047012,54621,0,0,2367725,2265414,1260063,0,159580506201,1.7855932538382008e+20,2.7236056939364848e+19,7374512,1410291,4965872,7026786,0,687344,1510912,996277,0,0,0.0,0.0,15100704,14167397.079349527,18966091.23500369,380,0.4880185849454839,0.0,0.9963831063832633,0.1525322571689824,0.0933866556020796,0.3288301338007618,0.46529974606057506,28465.057142857142,19638.4,43168.91428571429,0.0,0.48832546784841085,0.08374174221433464,0.9567893230843953,,,,,,0.9381944761879663,1.255973975451985,,-0.3177794992640187,0.5439113916386643,0.6521978021978022
16817,27,74971,0,74409,562,0,0,576,89,57,0,3163738,1.0014542864795683e+17,26290271857632.0,74971,645,21084,25066,0,14882,14858,1,0,0,0.0,0.0,74970,1716.38418146201,12489.90979343907,3,1.0,0.0,0.9925037681236745,0.0002625209379256911,0.008603326619626256,0.281228741780155,0.3343426124768244,0.037037037037037035,551.1851851851852,550.2962962962963,0.0,1.0,0.0007660363665685602,0.1545138888888889,,,,,,0.022894280131546086,0.1665987700872225,,-0.1437044899556764,0.5432839887385341,0.6928571428571428
844,92,114110,0,113321,789,0,0,2432,1694,1276,0,134985196,2.076686838870383e+18,1.3268495703986816e+16,55663,686,32460,27493,0,0,0,5,0,0,0.0,0.0,114103,-37375.19880550489,-38147.02866783241,4,0.923112918558614,0.0,0.9930856191394268,0.006389261710352165,0.006011743054946981,0.28446236087985277,0.24093418631145386,0.05434782608695652,0.0,0.0,0.0,0.48780124441328543,0.01126004888767307,0.696546052631579,,,,,,-0.32755667077557027,-0.33432099653674674,,0.006764325761176471,0.5431644113462295,0.43516483516483523
13992,15,21919,0,21506,413,0,0,757,343,382,0,2669732,7.043262106520959e+16,313453139549145.0,8334,37,3191,2544,0,0,0,0,0,0,0.0,0.0,21919,-399.458709600152,-13147.123067663759,3,0.8059083541027424,0.0,0.9811578995392125,0.004450397199600685,0.0016880332131940325,0.14558145900816644,0.11606368903690861,0.0,0.0,0.0,0.0,0.38021807564213694,0.01776248488793825,0.45310435931307796,,,,,,-0.018224312678505043,-0.5998048755720498,,0.5815805628935448,0.5429403929403929,0.36346153846153845
21340,12,2405,0,1617,788,0,0,768,7,1,0,40547,4.462806669156009e+16,55538633687.0,334,0,2,10,0,53,53,0,0,0,0.0,0.0,2405,604.2787718779144,-2045.7286659581573,77,1.0,0.0,0.6723492723492723,1.2444776976526139e-6,0.0,0.0008316008316008316,0.004158004158004158,0.0,4.416666666666667,4.416666666666667,0.0,0.13887733887733889,0.0006184291898577613,0.009114583333333334,,,,,,0.2512593646062014,-0.8506148299202317,,1.1018741945264332,0.5427262131807586,0.5846153846153845
16653,34,5692,0,2601,3091,0,0,3079,65,23,0,40172169,1.1409426372165108e+19,462814054051414.0,3154,7,18,109,0,529,68,79,0,0,0.0,0.0,5692,6649.463099002267,806.103496288961,51,0.9417190274729478,0.0,0.45695713281799016,0.00004056418254124622,0.001229796205200281,0.003162333099086437,0.01914968376669009,2.323529411764706,15.558823529411764,2.0,0.0,0.5541110330288124,0.008842752787389465,0.02111075024358558,,,,,,1.1682120693960414,0.141620431533549,,1.0265916378624924,0.5420428056791693,0.5807692307692307
17945,5,1559,0,1468,91,0,0,87,13,2,0,249500,2.47395752711463e+16,0.0,0,40,669,600,0,0,0,0,0,0,0.0,0.0,1559,-33.02374526690926,-348.5971456716792,1,1.0,0.0,0.9416292495189224,0.0,0.025657472738935216,0.4291212315586915,0.38486209108402825,0.0,0.0,0.0,0.0,0.0,0.0013623978201634877,0.14942528735632185,,,,,,-0.02118264609808163,-0.22360304404854342,,0.2024203979504618,0.541939121484576,0.40879120879120884
367,76,1073274,0,1070144,3130,0,0,8991,5629,18976,0,8505682136,1.3513186969553877e+20,6.903471624341332e+17,369805,8557,321186,327976,0,20098,10598,1139,0,0,0.0,0.0,1073238,135898.10032573066,-4034.1741191043475,7,0.7962334387759785,0.0,0.9970836897194938,0.005108692449749507,0.00797280098092379,0.299258157749093,0.3055845944278907,14.986842105263158,264.44736842105266,139.44736842105263,0.0,0.34455786686344775,0.017732193050654866,0.6260705149594038,,,,,,0.12662438371147003,-0.0037588811792951308,,0.13038326489076515,0.5418407350225533,0.6362637362637362
5187,2,1078,0,696,382,0,0,593,174,10,0,1367411,2.5633679014470652e+16,12752518194259.0,514,73,101,463,0,83,30,25,0,0,0.0,0.0,1078,256.9479248067655,581.2619121258138,9,0.8773838600592585,0.0,0.6456400742115028,0.0004974907498474949,0.06771799628942486,0.09369202226345083,0.4294990723562152,12.5,41.5,15.0,0.0,0.47680890538033394,0.014367816091954023,0.2934232715008432,,,,,,0.23835614546082143,0.5392040001167103,,-0.3008478546558889,0.5412617685344958,0.6024725274725274
