d,buy_sz,sell_sz,buy_usd,sell_usd,n_buy,n_sell,volume_usd,net_usd,buy_share,z_hac
2026-05-04,35085.927,51100.728,19965217.3808,28821360.40427,15189,10923,48786577.78507,-8856143.02347,40.92358654209579,-1.8203022243224887
2026-05-05,52149.936,46212.004,33072750.33611,28963829.24075,14895,13171,62036579.576859996,4108921.0953599997,53.311692168867296,0.8750659793924358
2026-05-06,45016.505,45070.452,29826714.32043,29732217.27419,28093,27263,59558931.594620004,94497.04623999819,50.07933070969371,0.04172018245306797
2026-05-07,52471.614,53193.58,34406313.34557,34904780.67089,22916,18644,69311094.01646,-498467.3253200054,49.64041303027072,-0.1571895288658968
2026-05-08,49755.777,54371.479,35151251.81733,39111734.85598,22869,20119,74262986.67331001,-3960483.0386499986,47.33347444260992,-1.0055542612473976
2026-05-09,8268.818,4390.068,6339876.81559,3361775.1331,14532,13236,9701651.94869,2978101.6824899996,65.34842570234714,5.82832385726458
2026-05-10,9316.005,14191.489,7160573.53506,10905404.83846,16481,15572,18065978.37352,-3744831.3034000006,39.635680874917504,-1.7612630047459263
2026-05-11,94963.97,94223.923,74649390.82716,74063060.14461,53903,50653,148712450.97177,586330.6825499982,50.19713570676786,0.1315167959232808
2026-05-12,99323.343,118386.445,75051627.03468,89290098.306,47473,43325,164341725.34068,-14238471.27132,45.66802915029531,-2.8532975937403333
2026-05-13,84627.96399999999,89566.015,67616329.33424,71556986.08045,44536,38269,139173315.41469002,-3940656.746209994,48.584262818461944,-0.8790439059012181
2026-05-14,88126.495,98009.946,69775618.70318,77641869.15991,37671,43124,147417487.86308998,-7866250.456729993,47.331981920613266,-1.640103747347548
2026-05-15,98407.039,109993.659,73644565.01213,82253788.037,45501,47696,155898353.04913002,-8609223.024869993,47.23883451733551,-2.2073174150035535
2026-05-16,6986.958,7147.952,4994996.34614,5095194.16366,14802,10956,10090190.5098,-100197.81752000004,49.503488970685524,-0.14051152194225663
2026-05-17,8989.798,7302.08,6501195.90165,5272508.26282,16762,15707,11773704.16447,1228687.6388300005,55.217931509345476,1.9848783085262893
2026-05-18,95787.363,115432.362,67407487.80399,80610195.93649,45006,44573,148017683.74048,-13202708.132499993,45.54015851388124,-3.521544304592063
2026-05-19,147322.651,150869.61,101490351.69259,103990576.3777,45374,45395,205480928.07029,-2500224.6851100028,49.39161636347711,-0.43407019349502096
2026-05-20,74546.937,85440.295,53771604.27416,61616576.48479,30221,31991,115388180.75895,-7844972.21063,46.600617082689595,-2.490900809524535
2026-05-21,128404.118,112428.869,96186286.5647,84069290.84728,42474,34788,180255577.41198,12116995.717420012,53.36105986050191,2.1547964916412443
2026-05-22,53435.552,61681.856,40591852.48466,46909303.32416,27530,21875,87501155.80882001,-6317450.839500003,46.39007577608294,-1.793936170328283
2026-05-23,11277.515,10625.911,8522745.8328,8030519.64669,17732,15983,16553265.47949,492226.18611000106,51.48679481616447,0.6858930122805766
2026-05-24,12039.481,12331.496,9340173.90218,9568416.93876,17156,12767,18908590.84094,-228243.03658000007,49.396456778561685,-0.16785696860892024
2026-05-25,16069.959,13875.886,12699395.94323,10972580.63343,21126,15887,23671976.57666,1726815.309799999,53.64738302314518,0.9892557515923296
2026-05-26,143461.67,141344.928,122930763.59062,121021132.05983,53304,49250,243951895.65045,1909631.5307900012,50.39139509977948,0.30217922614166065
2026-05-27,203064.6,206436.549,188996604.11697,191609180.98328,85634,84297,380605785.10025,-2612576.8663100004,49.65678702628996,-0.3408391148972405
2026-05-28,118641.136,149771.931,109459390.95606,137971313.36679,59499,63484,247430704.32285,-28511922.41072999,44.23840252794024,-4.555871353128223
2026-05-29,93071.51,76211.962,89087176.51818,73001358.05751,37227,29502,162088534.57569,16085818.460669994,54.9620469772211,3.195177268521624
2026-05-30,10595.679,11053.023,10293318.20467,10741897.3372,12209,11280,21035215.54187,-448579.13253000006,48.93374248617249,-0.3948400338582462
2026-05-31,16668.235,13696.735,16479398.69057,13525913.68115,18822,12386,30005312.37172,2953485.00942,54.92160350279116,1.9532284378501723
2026-06-01,77334.845,81402.837,78877629.60193,83239186.73471,46344,39574,162116816.33664,-4361557.132779986,48.65481039187104,-0.9999373385535829
2026-06-02,81874.337,73832.198,85263765.8223,76766576.2754,45236,40743,162030342.0977,8497189.546900004,52.62209825545404,1.8863671327694478
2026-06-03,64161.373,73242.148,68447056.4027,78178961.6427,39559,35899,146626018.04540002,-9731905.239999995,46.68138527877546,-2.1614388254310284
2026-06-04,115194.897,127813.983,116628798.50877,129540182.32381,52743,49021,246168980.83258,-12911383.815039992,47.377536403780084,-1.575971808895059
2026-06-05,171495.571,197905.824,157350147.71174,181316020.58357,86228,78316,338666168.29531,-23965872.871830016,46.46172616053395,-2.9220220059606903
2026-06-06,32405.028,38026.264,27889464.63986,32728572.74572,37968,40697,60618037.38558,-4839108.105859999,46.00852459550996,-1.8697451186801544
2026-06-07,35029.065,32057.651,31283874.41178,28596280.95794,47208,38561,59880155.36972,2687593.4538399987,52.24414368770914,1.517831948385758
2026-06-08,168598.822,143971.525,155644637.34608,132500671.55355,80831,67912,288145308.89963,23143965.79253,54.01602335309782,2.969160438945234
