user,n_orders,n_days,cluster,cluster_sil,emb_x,emb_y,sim_mean
0x0100e22f222753f6021abeb3f7e4af4c57467cc9,14349,14,2,2,0.2178254922497328,0.17937440460733647,0.4351263034076889
0x01633008559b785867064655f2b4fa96713e1e17,6432710,34,1,2,-0.11049333359805817,-0.09357053595508384,0.5759870439913182
0x01c7bf4d597cc6345f7faa4a42fd8b3866cc16a6,5962,29,1,2,-0.08838141045803512,0.12486580410374522,0.43903949732097225
0x023a3d058020fb76cca98f01b3c48c8938a22355,618422,10,2,2,0.0017966212880385674,-0.15954796494048187,0.5699569186066828
0x034d4f0b00827e4ac77d910071377f707ddd23d3,112729,95,2,2,-0.011395487749781191,-0.17643562273828658,0.5819972072152814
0x043785e0466d97d64b28dfe747db4280efaeab6e,6784,23,2,2,0.11941314670405047,-0.0530923926079084,0.5059356795692096
0x058bcf02ecb84f10270262339689f8fdfc52a24c,55674,13,2,2,-0.046172088923141154,-0.17366400146104877,0.579523921136287
0x06b786a0d3dbc3e9f71e42a365800361f8006980,136000,73,2,2,0.30544078880116987,0.10682710252315061,0.48965515824535744
0x06f2813038572bee8a76d6b7896a8ddc0e991701,10916,69,1,1,-0.09054716750585719,-0.027116780408462385,0.31689764412329624
0x07d431758c8bbbc111996d0af6f09c48416d2160,1432147,85,2,2,-0.008745319124758484,-0.20890960834327033,0.5720712833572901
0x088cfcdb313a2cd0d1de497eda65125f05c212da,34711,10,1,2,-0.21204840664614572,-0.131911912408269,0.46926274846250327
0x08b6ba90a7613ddc7e86e02f41d0e08c80ad41e0,128507,10,1,2,-0.3570065698615486,0.17754856119104603,0.3931628119433668
0x09748ec2bb6a4df6bd217abf8d5d761f6b6172a8,123988,61,2,2,0.017535166985874814,-0.1859531362817215,0.5407649094691198
0x09f15dacf13c0fcb64594452506b52393fb13c39,5974705,25,1,2,-0.2624785655283701,0.04117230446755832,0.5202073846729426
0x0a97692d91fa9195a52da81cca2051c032c5347d,90166,52,1,2,-0.23127221580157015,0.01992972277620854,0.504013064409694
0x0aafd0eddbffd00ccea26e90436d50a4f8c22839,12988615,75,1,2,-0.28621472878339044,0.052694026565226794,0.5245135830489298
0x0b1ace05eb9ef1c3a1951b763700ecad24f27741,16597836,32,1,2,-0.24252594497066876,0.19567438792781572,0.4521354958419499
0x0bfd7d7721f4c116e853c18ea7998e1cc2350a7d,10383779,25,1,2,-0.27462984200928964,0.16835010648575774,0.45715968041592503
0x0c3405f5fcb19e6e42f7a05fad4ea3e52346b6d9,11989,49,2,2,0.22870324916444928,0.1616135704348721,0.4603496734914563
0x0cefeb5cb11a8ab051bb8489f1bdc25e7fcb8dab,591452,37,2,2,0.09488981329180168,-0.15657783965682534,0.5384853019205051
0x0f341e7dfa122b8c7206f161f5877360fcb1701c,25197,26,2,2,0.22497837423739858,-0.012315154766751187,0.53563495383634
0x10761b48b1892a0fec8d808464d0c75216f6166d,1053559,23,2,2,0.012311684922956912,-0.1775752687682257,0.5426189831032004
0x121c93d3accf50bab046fe499fcefc07fbe6386a,86536,97,2,2,0.3085886702478451,0.12351329883905028,0.49479391281095564
