dt,side,n,sum_A,nq_0.1,A_0.1,spr_0.1,B_0.1,nB_0.1,nq_0.5,A_0.5,spr_0.5,B_0.5,nB_0.5,nq_1,A_1,spr_1,B_1,nB_1,nq_2,A_2,spr_2,B_2,nB_2,nq_5,A_5,spr_5,B_5,nB_5,nq_10,A_10,spr_10,B_10,nB_10,nq_30,A_30,spr_30,B_30,nB_30,nq_60,A_60,spr_60,B_60,nB_60,sum_B_1,n_B_1,sum_rest_1,sum_tot_1,sum_B_10,n_B_10,sum_rest_10,sum_tot_10
2026-05-04,1,4063,-4220.6842232508625,268,1.4335918657595241,1001.6483077882588,-748.2773859069559,268,455,-55.78314359396398,1828.4623398722388,-2272.1077481287157,455,627,-121.3594398636896,2443.853485298844,-3183.9578506765574,627,1132,-393.8406987192659,4226.785545425996,-5340.0335007481535,1132,2397,-1529.9163811367816,8509.718256268357,-10145.208591910798,2397,4063,-4220.6842232508625,14386.198633711301,-16675.5765697097,4063,4063,-4220.6842232508625,14386.198633711301,-16675.5765697097,4063,4063,-4220.6842232508625,14386.198633711301,-16675.5765697097,4063,-10941.346778693536,4063,-15128.072831068792,-19348.757054319627,-16675.5765697097,4063,-15128.072831068792,-19348.757054319627
2026-05-04,-1,3399,3022.1642823101374,100,3.412872249502768,327.50007088299583,294.6811062764381,100,308,60.87280837180239,1090.5710699370052,933.6255703834184,308,550,100.60397915901918,1887.2954564060637,2150.5636393862665,550,973,314.62644810581384,3308.812064645551,3896.43895055124,973,2040,1283.8024496131766,6736.220628144074,7977.6130832575545,2040,3399,3022.1642823101374,10778.540579344675,12511.60195857022,3399,3399,3022.1642823101374,10778.540579344675,12511.60195857022,3399,3399,3022.1642823101374,10778.540579344675,12511.60195857022,3399,7982.097290200039,3399,10870.298611990602,13892.46289430077,12511.60195857022,3399,10870.298611990602,13892.46289430077
2026-05-05,1,8269,-14108.526923989732,209,-6.337905818500197,715.4603541076974,-166.87854417440775,209,911,-53.34073864054086,2891.2291978997173,-2669.2208819068655,911,1666,-615.4943772474707,4879.992623713163,-4965.600680527406,1666,2777,-1563.6574837418973,7757.336510863529,-7785.23022757647,2777,5239,-5703.796245696141,14898.765404224005,-14480.133079136074,5239,8269,-14108.526923989732,24162.179100776717,-22976.514499231365,8269,8269,-14108.526923989732,24162.179100776717,-22976.514499231365,8269,8269,-14108.526923989732,24162.179100776717,-22976.514499231365,8269,-19716.485135659703,8269,-23372.98261931056,-37481.5095433002,-22976.514499231365,8269,-23372.98261931056,-37481.5095433002
2026-05-05,-1,10031,16321.500480220146,618,3.6417098922559514,2643.416343883636,2398.8384754593462,618,1230,221.58570007787253,4469.764586469897,6126.881626957177,1229,1818,572.2316219186941,5947.828044465665,10007.239355605961,1817,3105,1791.3597551219416,10048.10071068309,15895.973115155675,3104,6233,7400.289697596067,20455.709515395432,29927.40362474215,6229,10031,16321.500480220146,33385.122691201104,44276.10433473954,10023,10031,16321.500480220146,33385.122691201104,44276.10433473954,10023,10031,16321.500480220146,33385.122691201104,44276.10433473954,10023,23833.813669431605,10031,36376.45749161475,52697.957971834825,44276.10433473954,10023,36376.45749161475,52697.957971834825
2026-05-06,1,14700,-25093.86384026809,1020,-0.8897412538394583,1812.9016191879573,-2048.035605346958,1020,2099,-268.82454334860324,3905.7287507942133,-6195.279879927482,2099,3173,-1146.8912187467422,6221.383276290629,-10261.478156361623,3173,5176,-3060.402198558074,10439.289784444292,-15447.568529078078,5176,9575,-10950.64243677357,20223.556334330064,-28474.662449883777,9575,14700,-25093.86384026809,31695.052807649743,-43584.84724925218,14700,14700,-25093.86384026809,31695.052807649743,-43584.84724925218,14700,14700,-25093.86384026809,31695.052807649743,-43584.84724925218,14700,-29120.573568483793,14700,-39768.17705119806,-64862.0408914662,-43584.84724925218,14700,-39768.17705119806,-64862.0408914662
2026-05-06,-1,14112,25746.774692377618,591,-0.625408716045118,1255.595599270872,1350.5921519550584,591,1746,221.73995535429276,3090.662963654531,5472.116671669575,1746,2822,996.2822661314182,4923.135884344367,8428.211974621663,2822,4701,3351.3880793381923,8508.14761389809,13224.360174192798,4701,8968,10911.790728363661,17260.74409419154,25817.46994044708,8968,14112,25746.774692377618,28500.661600493222,40071.69199464627,14112,14112,25746.774692377618,28500.661600493222,40071.69199464627,14112,14112,25746.774692377618,28500.661600493222,40071.69199464627,14112,27816.680729839492,14112,36450.826116126314,62197.60080850395,40071.69199464627,14112,36450.826116126314,62197.60080850395
2026-05-07,1,8377,-13046.637870391161,287,-2.4013408416172477,551.6141104327793,-981.5260588667625,287,966,-167.81254755700104,1613.5780596555346,-2963.2015021472707,966,1598,-606.4134749702299,2641.237704565243,-4921.799126493236,1598,2697,-1755.6761539108509,4554.4462200355865,-7860.78960619425,2697,5188,-5716.313577483765,9074.438040513609,-14541.833695014819,5188,8377,-13046.637870391161,14961.465426741515,-23146.484677228378,8377,8377,-13046.637870391161,14961.465426741515,-23146.484677228378,8377,8377,-13046.637870391161,14961.465426741515,-23146.484677228378,8377,-15298.887065321756,8377,-20004.275899826695,-33050.91377021776,-23146.484677228378,8377,-20004.275899826695,-33050.91377021776
2026-05-07,-1,7739,13623.576019382896,319,-2.6488595898639473,688.6479895376639,659.2499261673381,319,914,153.348660024276,1585.0023659257674,2372.3030757618108,914,1485,632.208991986443,2501.0493827416685,4172.8255789249,1485,2488,1694.37820546411,4243.164768806507,6831.353228158342,2488,4776,5766.234344202754,8403.390305691759,12574.794653080997,4776,7739,13623.576019382896,14085.870457243636,20269.82344324483,7739,7739,13623.576019382896,14085.870457243636,20269.82344324483,7739,7739,13623.576019382896,14085.870457243636,20269.82344324483,7739,14602.860855081708,7739,17983.48260540513,31607.058624788133,20269.82344324483,7739,17983.48260540513,31607.058624788133
2026-05-08,1,8267,-12142.982366372788,486,-3.6586208772105775,642.6176385573735,-296.0610250840165,486,1013,-90.11784691653054,1364.902803068192,-1261.063677172812,1013,1537,-448.3505719541141,2110.7109551543463,-1918.9883169152113,1537,2570,-1271.0638952390075,3528.592800047403,-3562.4024612369312,2570,5040,-4976.6340716768445,7074.835137018095,-7349.837417872836,5040,8267,-12142.982366372788,11847.522235003678,-12821.712449292858,8267,8267,-12142.982366372788,11847.522235003678,-12821.712449292858,8267,8267,-12142.982366372788,11847.522235003678,-12821.712449292858,8267,-11641.941190326925,8267,-12931.189998947837,-25074.172365320665,-12821.712449292858,8267,-12931.189998947837,-25074.172365320665
2026-05-08,-1,10288,16123.166914324798,540,4.861088647617642,881.0817521994468,708.2054037480764,540,1192,121.90737240717345,1718.6559627058791,2465.573995777453,1192,1871,567.7413696915231,2603.6829879416127,4182.752393479634,1871,3143,1763.7047459999474,4466.304584551514,6907.171140465638,3143,6313,6871.163840632873,9322.898267683293,13212.354246191304,6313,10288,16123.166914324798,15503.368446665298,21092.27152030812,10288,10288,16123.166914324798,15503.368446665298,21092.27152030812,10288,10288,16123.166914324798,15503.368446665298,21092.27152030812,10288,12384.184293125909,10288,18536.056242230006,34659.22315655503,21092.27152030812,10288,18536.056242230006,34659.22315655503
