feature,horizon_s,target,rho_pooled,rho_partial,rho_day_med,pos_days,n_days,z,p,placebo_pos,placebo_z,backward_rho_med,backward_z,n_obs
h_cond,30,vol,-0.13499106201942854,0.020661281821939274,-0.14133669423472728,27,98,-4.444671196029727,8.80263895290031e-6,40,-1.8182745801939793,-0.24812372095931293,-4.848732213850612,280135
h_cond,60,dir,0.0005186253091033586,-0.0016126684818495607,-0.007653188403587146,41,98,-1.616244071283537,0.10604155370017078,63,2.8284271247461903,-0.0020765739586916334,-0.40406101782088427,140178
h_cond,60,vol,-0.137859464291733,0.01624935132537229,-0.1422312012086095,26,98,-4.6467017049401695,3.3728433210803407e-6,46,-0.6060915267313265,-0.1969814557292384,-5.050762722761053,140178
h_trans,1,dir,0.00008031585398194196,0.00005734547616582297,-0.0012507668611790143,44,98,-1.0101525445522108,0.31242221124269354,46,-0.6060915267313265,-0.001401400484793472,-1.212183053462653,933993
h_trans,1,vol,-0.19358039410818292,0.001915889038232534,-0.18456629240794586,25,98,-4.848732213850612,1.2425301982756455e-6,46,-0.6060915267313265,-0.25341074717165485,-5.656854249492381,933993
h_trans,2,dir,-0.00036161852206103456,7.512503960884923e-6,-0.001988719490057693,40,98,-1.8182745801939793,0.06902217598345615,51,0.40406101782088427,-0.0021624473329656404,-2.2223355980148636,840566
h_trans,2,vol,-0.18925535982490438,0.006710129442464034,-0.17750230581679796,25,98,-4.848732213850612,1.2425301982756455e-6,44,-1.0101525445522108,-0.2969309091743957,-5.252793231671496,840566
h_trans,5,dir,0.00007870122993523373,-0.001699448221843999,-0.003267444660152255,33,98,-3.232488142567074,0.0012271722863991057,42,-1.4142135623730951,-0.0019494619672108227,-0.8081220356417685,840504
h_trans,5,vol,-0.1715209172956365,0.012835217961585595,-0.17139260267415646,25,98,-4.848732213850612,1.2425301982756455e-6,47,-0.40406101782088427,-0.35556920956571525,-5.454823740581938,840504
h_trans,10,dir,-0.00011215566562182648,-0.0009005073409159604,-0.0037743505343492767,37,98,-2.424366106925306,0.015335137038007587,50,0.20203050891044214,0.0004443530281316908,0.0,840607
h_trans,10,vol,-0.15639978386381032,0.02013206956464366,-0.16674703374508731,25,98,-4.848732213850612,1.2425301982756455e-6,44,-1.0101525445522108,-0.4007022123705816,-5.656854249492381,840607
h_trans,30,dir,-0.0007241363077125258,-0.0024745331121406033,-0.00394339173307964,37,98,-2.424366106925306,0.015335137038007587,49,0.0,0.0008114407105405134,0.20203050891044214,280135
h_trans,30,vol,-0.13269474443054843,0.020689590914538335,-0.1462336291847902,27,98,-4.444671196029727,8.80263895290031e-6,44,-1.0101525445522108,-0.2507682789096033,-5.252793231671496,280135
h_trans,60,dir,0.0005802080180878958,-0.001585780361184207,-0.008091647287248215,39,98,-2.0203050891044216,0.04335175126086261,64,3.0304576336566322,-0.0013160600741624498,-0.6060915267313265,140178
h_trans,60,vol,-0.13541917456274769,0.016985294036793223,-0.14505043693833375,26,98,-4.6467017049401695,3.3728433210803407e-6,46,-0.6060915267313265,-0.2087261920591912,-4.848732213850612,140178
