feature,target,n,n_days,d1,d10,spread_bp,se_bp,t,monotone_rho,max_dec_share,n_dec_pop,family,ab
obi5,fwd_mid_60s,1692166,98,-0.5595834117657567,0.5685046752723132,1.4642886537518343,0.13445047472752353,10.89091471576692,0.9999999999999999,0.11653821197211148,10,2 板の偏り OBI,1.4642886537518343
delta1,fwd_micro_10s,1692166,98,0.6624612237349827,-0.7069905535568037,-1.4352326384736112,0.07425781180303,-19.327699047752553,-0.9999999999999999,0.10345734401944018,10,4 マイクロプライス,1.4352326384736112
delta1_bp,fwd_micro_10s,1692166,98,0.6663668137501284,-0.7044282425818594,-1.4305773604374963,0.0742253110508314,-19.273443791401565,-0.9999999999999999,0.10338524707386863,10,4 マイクロプライス,1.4305773604374963
obi_x_spread,fwd_micro_10s,1692166,98,0.6663668137501284,-0.7044282425818594,-1.4305773604374963,0.0742253110508314,-19.273443791401565,-0.9999999999999999,0.10338524707386863,10,4 マイクロプライス,1.4305773604374963
obi3,fwd_mid_60s,1692166,98,-0.5611788544608187,0.7054152700888727,1.4214520010271758,0.10659753700996938,13.334754637850935,0.9999999999999999,0.10929601469359389,10,2 板の偏り OBI,1.4214520010271758
obi2,fwd_mid_60s,1692166,98,-0.5614279435175211,0.6729663048903929,1.3978054741536179,0.11095474333183855,12.597978528715288,0.9878787878787878,0.10714374358071253,10,2 板の偏り OBI,1.3978054741536179
cum_b5,fwd_mid_60s,1692166,97,-0.3447611509869484,0.2710857073300192,1.3833657017558503,0.3002207936442317,4.607827742255486,0.9393939393939393,0.14115281834051743,10,3 板の厚み,1.3833657017558503
delta_disagree,fwd_micro_10s,1692166,98,0.6674840086788605,-0.6739160581364974,-1.3707314572251654,0.07202788959045496,-19.030565313228514,-0.9999999999999999,0.10234456903164346,10,4 マイクロプライス,1.3707314572251654
delta1,fwd_micro_5s,1692166,98,0.6079290218681039,-0.6450666404361377,-1.3126887259147986,0.07120547069754483,-18.435222926769587,-0.9999999999999999,0.10345734401944018,10,4 マイクロプライス,1.3126887259147986
delta1_bp,fwd_micro_5s,1692166,98,0.609510430473576,-0.6399264169051376,-1.3045800220677253,0.07075131010633415,-18.438952156603673,-0.9999999999999999,0.10338524707386863,10,4 マイクロプライス,1.3045800220677253
obi_x_spread,fwd_micro_5s,1692166,98,0.609510430473576,-0.6399264169051376,-1.3045800220677253,0.07075131010633415,-18.438952156603673,-0.9999999999999999,0.10338524707386863,10,4 マイクロプライス,1.3045800220677253
gap_asym,fwd_mid_60s,1692166,98,0.990427200310086,-0.12815506327301332,-1.2458579287124483,0.14221749280346924,-8.760229871539805,-0.6666666666666669,0.5039322383264999,8,6 板の隙間,1.2458579287124483
obi_ew,fwd_mid_30s,1692166,98,-0.49035662175471306,0.5078666905576216,1.243605960310155,0.0996691151503493,12.477345248166344,0.9999999999999999,0.11434575567645254,10,2 板の偏り OBI,1.243605960310155
delta_disagree,fwd_micro_5s,1692166,98,0.587847027779942,-0.6015221965846592,-1.2247140326941104,0.06682141523140196,-18.32816662821248,-0.9999999999999999,0.10234456903164346,10,4 マイクロプライス,1.2247140326941104
obi_dw,fwd_mid_30s,1692166,98,-0.4179064679873441,0.46845018184059367,1.201839765597474,0.1326811636590768,9.058103896990168,0.9999999999999999,0.11856342699238727,10,2 板の偏り OBI,1.201839765597474
cum_a2,fwd_mid_60s,1692166,98,0.5384009479286602,-0.32794403418280166,-1.20183212656501,0.1478572681517272,-8.128326335176988,-0.9636363636363635,0.12990687674849866,10,3 板の厚み,1.20183212656501
delta1_bp,fwd_micro_3s,1692166,98,0.567946085482949,-0.5875642049114935,-1.1996668051944746,0.06582901536277387,-18.22398221488336,-0.9999999999999999,0.10338524707386863,10,4 マイクロプライス,1.1996668051944746
obi_x_spread,fwd_micro_3s,1692166,98,0.567946085482949,-0.5875642049114935,-1.1996668051944746,0.06582901536277387,-18.22398221488336,-0.9999999999999999,0.10338524707386863,10,4 マイクロプライス,1.1996668051944746
obi5,fwd_mid_30s,1692166,98,-0.45935758260608656,0.4447859616793634,1.1988891482007629,0.1097627516702885,10.922550045046732,0.9999999999999999,0.11653821197211148,10,2 板の偏り OBI,1.1988891482007629
delta1,fwd_micro_3s,1692166,98,0.5625616036827003,-0.5888585110889665,-1.1980719190736917,0.06595867372916246,-18.163978311528503,-0.9999999999999999,0.10345734401944018,10,4 マイクロプライス,1.1980719190736917
cum_a3,fwd_mid_60s,1692166,95,0.5115275855931117,-0.3303615822022656,-1.1781158023092055,0.15295289999185724,-7.70247443737206,-0.9636363636363635,0.13603925383207086,10,3 板の厚み,1.1781158023092055
obi3,fwd_mid_30s,1692166,98,-0.48325601710761057,0.5410700850061426,1.162991208638534,0.07984673000049174,14.565295393203598,0.9999999999999999,0.10929601469359389,10,2 板の偏り OBI,1.162991208638534
gap_asym,fwd_micro_60s,1692166,98,0.9408542424408748,-0.11990390028116782,-1.1526997286569844,0.13883343873937048,-8.302752846314833,-0.6666666666666669,0.5039322383264999,8,6 板の隙間,1.1526997286569844
obi1,fwd_mid_60s,1692166,98,-0.49491861078382404,0.5774359604357875,1.1472731651167638,0.08186645020406262,14.0139600808028,0.9999999999999999,0.10508720775621304,10,2 板の偏り OBI,1.1472731651167638
depth_ratio,fwd_mid_60s,1692133,98,-0.49478341662484493,0.5760164589390685,1.1449410192693232,0.08159022621838449,14.032820747484788,0.9999999999999999,0.10508689328793895,10,2 板の偏り OBI,1.1449410192693232
log_depth_ratio,fwd_mid_60s,1692133,98,-0.49478341662484493,0.5760164589390685,1.1449410192693232,0.08159022621838449,14.032820747484788,0.9999999999999999,0.10508689328793895,10,2 板の偏り OBI,1.1449410192693232
obi2,fwd_mid_30s,1692166,98,-0.4864278302776057,0.5184905409977336,1.125642099081568,0.07455191041902488,15.098769337429557,0.9878787878787878,0.10714374358071253,10,2 板の偏り OBI,1.125642099081568
obi_near_deep,fwd_micro_60s,1692166,98,0.47214374708474416,-0.4800344785699507,-1.121898502793934,0.14493914714060224,-7.740479538668772,-0.9999999999999999,0.1039679322241435,10,2 板の偏り OBI,1.121898502793934
micro_slope,fwd_micro_60s,1692166,98,-0.4800344785699507,0.47214374708474416,1.121898502793934,0.14493914714060224,7.740479538668772,0.9999999999999999,0.1039679322241435,10,4 マイクロプライス,1.121898502793934
delta_disagree,fwd_micro_3s,1692166,98,0.5446465266482731,-0.5388257274576048,-1.1129672174358465,0.0635222742396362,-17.520896894169834,-0.9999999999999999,0.10234456903164346,10,4 マイクロプライス,1.1129672174358465
obi_notional,fwd_mid_60s,1692166,98,-0.30109159323706214,0.4613003141579199,1.1029937112374688,0.22943930036616522,4.8073442931406545,0.9393939393939393,0.1262234319800776,10,2 板の偏り OBI,1.1029937112374688
obi10,fwd_mid_60s,1692166,98,-0.3014018888960605,0.46133541385510385,1.1023115342390977,0.22946801491736685,4.803769861503566,0.9393939393939393,0.12622579581435864,10,2 板の偏り OBI,1.1023115342390977
depth_asym,fwd_mid_60s,1692166,98,-0.3014018888960605,0.46133541385510385,1.1023115342390977,0.22946801491736685,4.803769861503566,0.9393939393939393,0.12622579581435864,10,3 板の厚み,1.1023115342390977
cum_a5,fwd_mid_60s,1692166,95,0.41220484053515244,-0.2716984203811948,-1.0703128913577606,0.1571953733717856,-6.808806572355945,-0.9878787878787878,0.1558009084215142,10,3 板の厚み,1.0703128913577606
ofi_ewma,fwd_mid_60s,1692166,95,-0.3708060332187359,0.40345355534994515,1.067693440122409,0.18420966005422895,5.796077359939179,0.9757575757575757,0.13354422674843958,10,8 OFI,1.067693440122409
obi_near_deep,fwd_micro_30s,1692166,98,0.476187014330824,-0.49182368783029823,-1.0588997301448064,0.07804620385863509,-13.56760070051311,-0.9999999999999999,0.1039679322241435,10,2 板の偏り OBI,1.0588997301448064
micro_slope,fwd_micro_30s,1692166,98,-0.49182368783029823,0.476187014330824,1.0588997301448064,0.07804620385863509,13.56760070051311,0.9999999999999999,0.1039679322241435,10,4 マイクロプライス,1.0588997301448064
gap_asym,fwd_mid_30s,1692166,98,0.7980498522631978,-0.10685756008725109,-1.0484411215884197,0.09132886701208695,-11.479843732756079,-0.6666666666666669,0.5039322383264999,8,6 板の隙間,1.0484411215884197
delta1_bp,fwd_micro_1s,1692166,98,0.4751982914199217,-0.49861319365659745,-1.0153365903499876,0.05943527127439748,-17.08306479602722,-0.9878787878787878,0.10338524707386863,10,4 マイクロプライス,1.0153365903499876
obi_x_spread,fwd_micro_1s,1692166,98,0.4751982914199217,-0.49861319365659745,-1.0153365903499876,0.05943527127439748,-17.08306479602722,-0.9878787878787878,0.10338524707386863,10,4 マイクロプライス,1.0153365903499876
local_elast_a,fwd_micro_60s,1692166,90,0.5094039415613738,-0.48486843529407814,-1.01393611770408,0.11404725392531324,-8.89049129028641,-0.9757575757575757,0.10350875741505267,10,7 板の弾力性,1.01393611770408
cum_b3,fwd_mid_60s,1692166,97,-0.3892497385766701,0.3312433872351218,1.0137194926807402,0.10840285802798508,9.35140928128519,0.9515151515151514,0.13212533522124897,10,3 板の厚み,1.0137194926807402
delta1,fwd_micro_1s,1692166,98,0.46898187162209864,-0.49986008906830753,-1.0129241586507232,0.05970636599904701,-16.965094788500288,-0.9999999999999999,0.10345734401944018,10,4 マイクロプライス,1.0129241586507232
obi_notional,fwd_mid_30s,1692166,98,-0.25121792909301704,0.35411315378390756,0.9862736379882392,0.16803065133768708,5.869605516234947,0.9515151515151514,0.1262234319800776,10,2 板の偏り OBI,0.9862736379882392
obi10,fwd_mid_30s,1692166,98,-0.2511934136967899,0.35432736354763267,0.9861929688546098,0.16806163556371975,5.8680433850752305,0.9515151515151514,0.12622579581435864,10,2 板の偏り OBI,0.9861929688546098
depth_asym,fwd_mid_30s,1692166,98,-0.2511934136967899,0.35432736354763267,0.9861929688546098,0.16806163556371975,5.8680433850752305,0.9515151515151514,0.12622579581435864,10,3 板の厚み,0.9861929688546098
gap_asym,fwd_micro_30s,1692166,98,0.7612477543923565,-0.10172619535503705,-0.9743010513863881,0.08892003343014054,-10.957047740561654,-0.6666666666666669,0.5039322383264999,8,6 板の隙間,0.9743010513863881
delta5_bp,fwd_mid_60s,1692166,98,-0.3643145411307424,0.46791607987456524,0.9734762088385367,0.12887155077459875,7.553848797405904,0.9878787878787878,0.11275489520531673,10,4 マイクロプライス,0.9734762088385367
delta5,fwd_mid_60s,1692166,98,-0.35147167002660024,0.4749862928133831,0.9626554708279395,0.12352181826861759,7.793404309629688,0.9878787878787878,0.11244464195593104,10,4 マイクロプライス,0.9626554708279395
obi1,fwd_mid_30s,1692166,98,-0.4311237199929483,0.46124858237066235,0.9452513165426506,0.058985040139557555,16.025272074176822,0.9999999999999999,0.10508720775621304,10,2 板の偏り OBI,0.9452513165426506
depth_ratio,fwd_mid_30s,1692133,98,-0.4312395289767118,0.4601217163374534,0.9434959796788177,0.05877418454875125,16.052897831295624,0.9999999999999999,0.10508689328793895,10,2 板の偏り OBI,0.9434959796788177
log_depth_ratio,fwd_mid_30s,1692133,98,-0.4312395289767118,0.4601217163374534,0.9434959796788177,0.05877418454875125,16.052897831295624,0.9999999999999999,0.10508689328793895,10,2 板の偏り OBI,0.9434959796788177
micro_minus_ask,fwd_micro_60s,1692166,98,0.8341023257952465,-0.07282339794313458,-0.9415644037566183,0.10637941206166768,-8.851002139500428,-0.8060606060606059,0.10406721326394691,10,4 マイクロプライス,0.9415644037566183
micro_minus_ask,fwd_micro_30s,1692166,98,0.787011424096977,-0.1119006271355524,-0.9337185138247871,0.07516772052203156,-12.421801636928917,-0.8787878787878788,0.10406721326394691,10,4 マイクロプライス,0.9337185138247871
obi_ew,fwd_mid_10s,1692166,98,-0.3646912247060799,0.3688943340711424,0.9336359018923024,0.06955146831434321,13.423669183699518,0.9999999999999999,0.11434575567645254,10,2 板の偏り OBI,0.9336359018923024
cum_a2,fwd_mid_30s,1692166,98,0.4230750479577484,-0.26127573491943995,-0.9281076053090161,0.08811212063847434,-10.533256929736815,-0.9878787878787878,0.12990687674849866,10,3 板の厚み,0.9281076053090161
micro_minus_bid,fwd_mid_60s,1692166,98,-0.4874445360390646,0.3623770847193882,0.9277611729083621,0.09434411005033758,9.833800673018724,0.9636363636363635,0.105258585741588,10,4 マイクロプライス,0.9277611729083621
obi_near_deep,fwd_micro_10s,1692166,98,0.418081365921599,-0.4331044977906743,-0.9183832028216672,0.05825164220072795,-15.765790767872815,-0.9999999999999999,0.1039679322241435,10,2 板の偏り OBI,0.9183832028216672
micro_slope,fwd_micro_10s,1692166,98,-0.4331044977906743,0.418081365921599,0.9183832028216672,0.05825164220072795,15.765790767872815,0.9999999999999999,0.1039679322241435,10,4 マイクロプライス,0.9183832028216672
cum_b2,fwd_mid_60s,1692166,98,-0.4128379709944403,0.31736822540521165,0.9156118758708023,0.09110150523903325,10.050458260469007,0.9636363636363635,0.12774692317420394,10,3 板の厚み,0.9156118758708023
delta_disagree,fwd_micro_1s,1692166,98,0.4370937723343862,-0.4452299308467968,-0.9074825828488137,0.052648795868966716,-17.236530634192906,-0.9999999999999999,0.10234456903164346,10,4 マイクロプライス,0.9074825828488137
obi5,fwd_mid_10s,1692166,98,-0.339874718844304,0.32449659182205676,0.9009389110389558,0.07955082114241602,11.325325095338087,0.9999999999999999,0.11653821197211148,10,2 板の偏り OBI,0.9009389110389558
obi3,fwd_mid_10s,1692166,98,-0.36905409089732005,0.4057088035881444,0.8948946956168263,0.060900984280087424,14.69425668887632,0.9999999999999999,0.10929601469359389,10,2 板の偏り OBI,0.8948946956168263
delta3,fwd_mid_60s,1692166,98,-0.3401104112682899,0.4512572863063665,0.894341424716472,0.10606325644772846,8.432151290369191,0.9999999999999999,0.10899462582276206,10,4 マイクロプライス,0.894341424716472
local_elast_a,fwd_micro_30s,1692166,90,0.4154120184994475,-0.4724553002398458,-0.89372248830109,0.08206462663527844,-10.890471631255691,-0.9878787878787878,0.10350875741505267,10,7 板の弾力性,0.89372248830109
obi_dw,fwd_mid_10s,1692166,98,-0.30883683885371693,0.3322737594190576,0.889852903099388,0.08471372564925497,10.504235249712618,0.9999999999999999,0.11856342699238727,10,2 板の偏り OBI,0.889852903099388
ofi_1s,fwd_mid_60s,1692166,96,-0.30810021283991773,0.25229649255210945,0.8844924997076818,0.10728745625280618,8.244137111644376,0.9515151515151514,0.20454908088213566,10,8 OFI,0.8844924997076818
ofi_per_time,fwd_mid_60s,1692166,96,-0.30810021283991773,0.25229649255210945,0.8844924997076818,0.10728745625280618,8.244137111644376,0.9515151515151514,0.20454908088213566,10,8 OFI,0.8844924997076818
obi2,fwd_mid_10s,1692166,98,-0.37350468813237603,0.4233279704303012,0.8777694804329602,0.05423916639375239,16.183314361078885,0.9999999999999999,0.10714374358071253,10,2 板の偏り OBI,0.8777694804329602
ofi_dollar,fwd_mid_60s,1692166,96,-0.30449765017243136,0.25139337517844645,0.8775516740340409,0.10791472684487063,8.131899136394399,0.9636363636363635,0.20463476987482315,10,8 OFI,0.8775516740340409
depth_diff,fwd_mid_60s,1692166,98,-0.402090274270191,0.39682987253899754,0.8728391194653028,0.09060796755536764,9.633138707497645,0.9878787878787878,0.11374593272764019,10,2 板の偏り OBI,0.8728391194653028
delta1_bp,fwd_micro_500ms,1692166,98,0.404979625103762,-0.42858552264486766,-0.8683873541934853,0.05290564039199096,-16.41388985672206,-0.9999999999999999,0.10338524707386863,10,4 マイクロプライス,0.8683873541934853
obi_x_spread,fwd_micro_500ms,1692166,98,0.404979625103762,-0.42858552264486766,-0.8683873541934853,0.05290564039199096,-16.41388985672206,-0.9999999999999999,0.10338524707386863,10,4 マイクロプライス,0.8683873541934853
delta1,fwd_micro_500ms,1692166,98,0.40126924945478315,-0.42951977873342495,-0.86740176925299,0.05268798010318288,-16.462991512566834,-0.9999999999999999,0.10345734401944018,10,4 マイクロプライス,0.86740176925299
ofi_ewma,fwd_mid_30s,1692166,95,-0.2843127291671798,0.3116920910981526,0.8625493460813998,0.13073877369702586,6.597502192274439,0.9878787878787878,0.13354422674843958,10,8 OFI,0.8625493460813998
delta2,fwd_mid_60s,1692166,98,-0.3387749054601055,0.44315227653247247,0.8566005592577647,0.09265741883876046,9.24481352916159,0.9999999999999999,0.106234849299655,10,4 マイクロプライス,0.8566005592577647
cum_a3,fwd_mid_30s,1692166,95,0.3836176189178636,-0.25710842576244036,-0.8502649274619926,0.08233691806644085,-10.326654767134723,-0.9878787878787878,0.13603925383207086,10,3 板の厚み,0.8502649274619926
delta5,fwd_mid_30s,1692166,98,-0.3388689045519968,0.3708762238986577,0.8493879854153603,0.08671665487477624,9.794980983087097,0.9757575757575757,0.11244464195593104,10,4 マイクロプライス,0.8493879854153603
elast_asym,fwd_mid_60s,1692166,98,0.4013458990063488,-0.38610279162519284,-0.8475033773814605,0.067440260692827,-12.566727481105387,-0.9999999999999999,0.1043207344905878,10,7 板の弾力性,0.8475033773814605
delta5_bp,fwd_mid_30s,1692166,98,-0.3433525365176669,0.36481235721922983,0.8449643766561029,0.09014812462377643,9.373066607680098,0.9878787878787878,0.11275489520531673,10,4 マイクロプライス,0.8449643766561029
local_elast_b,fwd_micro_60s,1692166,92,-0.403014673078195,0.45497068455691647,0.8446128597476832,0.09034496012466307,9.3487545800257,0.9878787878787878,0.10403825629400425,10,7 板の弾力性,0.8446128597476832
cum_b3,fwd_mid_30s,1692166,97,-0.35031120994087733,0.25736499252232325,0.8432195235061569,0.0788439504688999,10.694790386470627,0.9878787878787878,0.13212533522124897,10,3 板の厚み,0.8432195235061569
gap_asym,fwd_mid_10s,1692166,98,0.5857061265665462,-0.08222845048810574,-0.8415325111276075,0.06448501922476489,-13.050046681298415,-0.9285714285714287,0.5039322383264999,8,6 板の隙間,0.8415325111276075
qa1,fwd_mid_60s,1692166,98,0.37525186412733236,-0.33776301118937146,-0.8406792128253708,0.10863160088758285,-7.7388090201795485,-0.9878787878787878,0.12080670572508843,10,3 板の厚み,0.8406792128253708
cum_a1,fwd_mid_60s,1692166,98,0.37525186412733236,-0.33776301118937146,-0.8406792128253708,0.10863160088758285,-7.7388090201795485,-0.9878787878787878,0.12080670572508843,10,3 板の厚み,0.8406792128253708
ofi_per_event,fwd_mid_60s,988233,98,-0.3862316208622249,0.3733809094308226,0.830178396321938,0.10872977661818124,7.635244200282113,0.9878787878787878,0.1283715480053793,10,8 OFI,0.830178396321938
local_elast_b,fwd_micro_30s,1692166,92,-0.3996766569887117,0.4405436971031852,0.8206073286724431,0.06275666884712454,13.076017955501198,0.9999999999999999,0.10403825629400425,10,7 板の弾力性,0.8206073286724431
ofi_z,fwd_mid_60s,1692166,98,-0.3344152582851866,0.4207100214890845,0.8204530234612706,0.07333552566346763,11.187661314739609,0.6,0.11223898837348109,10,8 OFI,0.8204530234612706
qb1,fwd_mid_60s,1692166,98,-0.3798280258677723,0.31911418927722074,0.8198285443006295,0.0822157627230106,9.971671090161587,0.9636363636363635,0.11996340784532959,10,3 板の厚み,0.8198285443006295
cum_b1,fwd_mid_60s,1692166,98,-0.3798280258677723,0.31911418927722074,0.8198285443006295,0.0822157627230106,9.971671090161587,0.9636363636363635,0.11996340784532959,10,3 板の厚み,0.8198285443006295
cum_a5,fwd_mid_30s,1692166,95,0.3199551569405862,-0.20381328537457685,-0.8165611624574592,0.09976846651152735,-8.18456162562259,-0.9636363636363635,0.1558009084215142,10,3 板の厚み,0.8165611624574592
mean_gap_a,fwd_micro_60s,1692166,98,0.641061616657039,-0.08018196414067208,-0.8146810438863293,0.16567029921304519,-4.917483989321966,-0.6121212121212121,0.6749656948549965,10,6 板の隙間,0.8146810438863293
ofi_2s,fwd_mid_60s,1692166,96,-0.3303116234400279,0.3546278638190681,0.8134315644456529,0.12979108426618513,6.2672376076110705,0.9757575757575757,0.16591752818576902,10,8 OFI,0.8134315644456529
mean_gap_a,fwd_mid_60s,1692166,98,0.6481290459265951,-0.08720922081499971,-0.8119584439897325,0.1671437515887777,-4.857845036214017,-0.6363636363636362,0.6749656948549965,10,6 板の隙間,0.8119584439897325
delta3,fwd_mid_30s,1692166,98,-0.3342622221570472,0.3768988904844966,0.8115312733899281,0.0729417134620397,11.125750066349413,0.9878787878787878,0.10899462582276206,10,4 マイクロプライス,0.8115312733899281
obi_near_deep,fwd_micro_5s,1692166,98,0.3692200239697105,-0.38785865423095206,-0.8072658327960766,0.050231266515329775,-16.070983050959146,-0.9999999999999999,0.1039679322241435,10,2 板の偏り OBI,0.8072658327960766
micro_slope,fwd_micro_5s,1692166,98,-0.38785865423095206,0.3692200239697105,0.8072658327960766,0.050231266515329775,16.070983050959146,0.9999999999999999,0.1039679322241435,10,4 マイクロプライス,0.8072658327960766
delta1_bp,fwd_mid_60s,1692166,98,-0.313909652784164,0.4168827459044824,0.8063967542472775,0.07384549879612462,10.920052913090986,0.9636363636363635,0.10338524707386863,10,4 マイクロプライス,0.8063967542472775
obi_x_spread,fwd_mid_60s,1692166,98,-0.313909652784164,0.4168827459044824,0.8063967542472775,0.07384549879612462,10.920052913090986,0.9636363636363635,0.10338524707386863,10,4 マイクロプライス,0.8063967542472775
obi5,fwd_micro_60s,1692166,98,-0.30114148662149937,0.29784765958559967,0.7979651207741096,0.11076874930030034,7.2038830971249945,0.6484848484848483,0.11653821197211148,10,2 板の偏り OBI,0.7979651207741096
delta1,fwd_mid_60s,1692166,98,-0.3042004162806561,0.4174046888994624,0.7967583362016559,0.07284758080924551,10.93733418942218,0.9636363636363635,0.10345734401944018,10,4 マイクロプライス,0.7967583362016559
micro_minus_ask,fwd_micro_10s,1692166,98,0.6654444955040054,-0.10491879068478303,-0.7965680267783242,0.05103388783928256,-15.608609504470833,-0.8787878787878788,0.10406721326394691,10,4 マイクロプライス,0.7965680267783242
ofi_pct,fwd_mid_10s,1674899,94,-0.22181942219829212,0.10893167975856605,0.794890338893974,0.1304526181277218,6.093326069667099,0.9757575757575757,0.24329705850919967,10,8 OFI,0.794890338893974
micro_minus_bid,fwd_micro_30s,1692166,98,0.061437234320642305,-0.7241675348860107,-0.7898921680985257,0.06734482931418494,-11.72906927142734,-0.8181818181818182,0.105258585741588,10,4 マイクロプライス,0.7898921680985257
obi_ew,fwd_mid_5s,1692166,98,-0.29123424992740377,0.30600057640935935,0.7777673029800577,0.05954815359235605,13.061148936780745,0.9999999999999999,0.11434575567645254,10,2 板の偏り OBI,0.7777673029800577
obi3,fwd_mid_5s,1692166,98,-0.3125077800697356,0.3489154122492338,0.7719057282674858,0.05039419212343993,15.317354951870497,0.9999999999999999,0.10929601469359389,10,2 板の偏り OBI,0.7719057282674858
obi2,fwd_mid_5s,1692166,98,-0.3210771167545771,0.3654196874676564,0.7695954261021684,0.04976310527495933,15.465180917667269,0.9999999999999999,0.10714374358071253,10,2 板の偏り OBI,0.7695954261021684
cum_b5,fwd_micro_60s,1692166,97,-0.1840609675813566,0.12266857137055517,0.7679305676586025,0.1622093147817919,4.734195250695943,0.5515151515151515,0.14115281834051743,10,3 板の厚み,0.7679305676586025
cum_b2,fwd_mid_30s,1692166,98,-0.3483411257689859,0.2732287128615905,0.7678294369568279,0.06932466953274777,11.075847056063047,0.9878787878787878,0.12774692317420394,10,3 板の厚み,0.7678294369568279
delta_disagree,fwd_micro_500ms,1692166,98,0.369384412497449,-0.37522351731904285,-0.7676266746882764,0.0465201223396663,-16.50095993048893,-0.9999999999999999,0.10234456903164346,10,4 マイクロプライス,0.7676266746882764
obi1,fwd_mid_10s,1692166,98,-0.3572559123845179,0.37392955814707357,0.7661743706573748,0.04156571367429445,18.432845317201934,0.9999999999999999,0.10508720775621304,10,2 板の偏り OBI,0.7661743706573748
depth_ratio,fwd_mid_10s,1692133,98,-0.357381242991853,0.37317259189384516,0.7654749395216736,0.041557047508207205,18.41985861412551,0.9999999999999999,0.10508689328793895,10,2 板の偏り OBI,0.7654749395216736
log_depth_ratio,fwd_mid_10s,1692133,98,-0.357381242991853,0.37317259189384516,0.7654749395216736,0.041557047508207205,18.41985861412551,0.9999999999999999,0.10508689328793895,10,2 板の偏り OBI,0.7654749395216736
gap_asym,fwd_micro_10s,1692166,98,0.5432041385635837,-0.07626232347763186,-0.7651851863657213,0.06058739399564695,-12.629445432505282,-0.880952380952381,0.5039322383264999,8,6 板の隙間,0.7651851863657213
ofi_1s,fwd_mid_30s,1692166,96,-0.28782529546106944,0.21859514127264162,0.7634243793769008,0.0789323597988173,9.671880852450325,0.9878787878787878,0.20454908088213566,10,8 OFI,0.7634243793769008
ofi_per_time,fwd_mid_30s,1692166,96,-0.28782529546106944,0.21859514127264162,0.7634243793769008,0.0789323597988173,9.671880852450325,0.9878787878787878,0.20454908088213566,10,8 OFI,0.7634243793769008
ofi_dollar,fwd_mid_30s,1692166,96,-0.2872668018491347,0.21836618101875577,0.7622409308627128,0.0788914133680994,9.661899797715288,0.9999999999999999,0.20463476987482315,10,8 OFI,0.7622409308627128
obi5,fwd_mid_5s,1692166,98,-0.2712901239579007,0.27229227982778753,0.7620439286826401,0.07020937220502495,10.853877548674335,0.9999999999999999,0.11653821197211148,10,2 板の偏り OBI,0.7620439286826401
elast_asym,fwd_micro_30s,1692166,98,-0.39397331278629233,0.3671629737438601,0.7600558375954825,0.06236324693884187,12.187560380569197,0.9878787878787878,0.1043207344905878,10,7 板の弾力性,0.7600558375954825
ofi_per_event,fwd_mid_30s,988233,98,-0.3750412564926849,0.3456761197282729,0.7596807264795785,0.07735542751181733,9.820651904011838,0.9878787878787878,0.1283715480053793,10,8 OFI,0.7596807264795785
