feat,k,side,s_dec,h,n,n_fill,sum_edge,sum_as,sum_pnl,sum_wait
obi,0,1,0,0.1,870871.0,12038.0,13032.699309354517,-10531.01972835562,1442.335580998904,551.8479999999997
obi,0,1,0,0.5,870871.0,32889.0,27323.651658350373,-44735.084781285914,-20305.665122935534,6424.402000000001
obi,0,1,0,1.0,870871.0,52352.0,36620.68577709134,-77383.56626650672,-45369.85648941537,20679.748000000007
obi,0,1,0,3.0,870871.0,104573.0,48446.18192620845,-164232.34065529582,-124988.58272908741,119099.61799999999
obi,0,1,0,5.0,870871.0,141600.0,47455.438060162654,-226257.20457518406,-191262.56651502126,264000.8600000001
obi,0,1,0,10.0,870871.0,208864.0,30242.58513826574,-344882.31928314833,-333019.7661448825,754132.5340000002
obi,0,1,0,30.0,870871.0,354007.0,-39957.460080550634,-611985.7748882638,-683095.8509688143,3451126.550999996
obi,0,1,0,60.0,870871.0,449052.0,-132329.69974977017,-839930.4971701433,-1011776.7729199119,7591412.203999994
obi,0,1,1,0.1,830197.0,7950.0,10813.524062474604,-5108.9914056169955,5004.932656857602,363.4429999999998
obi,0,1,1,0.5,830197.0,22128.0,23564.623820262364,-22313.28467408594,-695.9248538235597,4425.805
obi,0,1,1,1.0,830197.0,36683.0,32071.447414061433,-42845.52065608886,-14002.177242027463,15138.913999999999
obi,0,1,1,3.0,830197.0,80055.0,43281.245737069454,-104585.12569400555,-68348.71995693608,97017.65200000002
obi,0,1,1,5.0,830197.0,112579.0,39810.292713693285,-153058.13909041695,-123154.79837672367,224433.53999999998
obi,0,1,1,10.0,830197.0,173699.0,18754.96105649336,-247253.3236293929,-243783.87457289966,670110.853
obi,0,1,1,30.0,830197.0,311020.0,-63708.661511817976,-463880.1894065566,-554958.6109183737,3239704.9250000003
obi,0,1,1,60.0,830197.0,401855.0,-156630.52222577276,-652912.2008838416,-844905.9631096149,7190875.402999994
obi,0,1,2,0.1,805101.0,7272.0,11580.791713766414,-3794.04972257451,7146.805991191903,326.3749999999998
obi,0,1,2,0.5,805101.0,19562.0,22856.175148364022,-17225.212234618306,3909.5069137457203,3869.808000000001
obi,0,1,2,1.0,805101.0,32285.0,30193.717377612986,-34071.71353845272,-6719.076160839723,13238.715999999999
obi,0,1,2,3.0,805101.0,72008.0,41849.55442249907,-86728.48850405791,-51215.638081558915,88040.57700000002
obi,0,1,2,5.0,805101.0,102621.0,40271.166630098116,-131261.49499208486,-100020.97636198679,207507.86400000006
obi,0,1,2,10.0,805101.0,161233.0,21669.212725113517,-213570.387548162,-206089.67882304848,634965.9640000002
obi,0,1,2,30.0,805101.0,297531.0,-60618.08997962529,-407555.9164184367,-494356.7343980609,3186297.434999997
obi,0,1,2,60.0,805101.0,385715.0,-167045.48370996583,-567831.0532252998,-768819.4569352649,7031082.712000007
obi,0,1,3,0.1,821809.0,6781.0,10290.760540106628,-3141.185472085131,6552.847068021491,305.89599999999996
obi,0,1,3,0.5,821809.0,18417.0,21252.59463110248,-15127.342532674886,4504.556098427586,3703.8580000000006
obi,0,1,3,1.0,821809.0,30769.0,29038.07606268404,-29950.135458011617,-3619.7313953275957,12764.993000000004
obi,0,1,3,3.0,821809.0,71495.0,42351.97118367779,-80488.0607050805,-44427.64952140281,89589.82500000001
obi,0,1,3,5.0,821809.0,102553.0,40614.68159963249,-122987.27196496527,-91397.25436533277,210774.323
obi,0,1,3,10.0,821809.0,161930.0,22266.89750238877,-206622.57259958156,-198605.51509719278,643513.8929999999
obi,0,1,3,30.0,821809.0,299151.0,-62568.32578335339,-391072.3376186577,-479965.9514020105,3216468.6969999955
obi,0,1,3,60.0,821809.0,390172.0,-175510.1650465947,-551064.6024801668,-760909.9035267604,7188460.313999997
obi,0,1,4,0.1,813460.0,6045.0,9974.890666477359,-2252.2487496362724,7190.681916841091,271.0849999999999
obi,0,1,4,0.5,813460.0,15859.0,20212.46538402095,-11656.41626688961,7160.457117131327,3097.666
obi,0,1,4,1.0,813460.0,26701.0,27468.45547974254,-23784.00022970467,1334.7672500378696,11103.916999999996
obi,0,1,4,3.0,813460.0,63859.0,38775.741228130515,-67586.08570647884,-34429.93647834835,81417.97799999999
obi,0,1,4,5.0,813460.0,92922.0,36255.13687218604,-106924.21520496946,-78846.21433278345,194865.1790000001
obi,0,1,4,10.0,813460.0,149234.0,14844.48375557419,-179663.62137212235,-177951.72961654837,605482.6430000002
obi,0,1,4,30.0,813460.0,281963.0,-79588.57333918396,-357946.71518847643,-462348.0325276601,3097795.118000001
obi,0,1,4,60.0,813460.0,372005.0,-199236.17463011277,-499687.20028288005,-731659.8149129918,7023596.818000007
obi,0,1,5,0.1,920142.0,6892.0,11486.178168281118,-1903.6525816733372,8976.029586607783,305.63899999999995
obi,0,1,5,0.5,920142.0,17526.0,23256.689750096513,-9842.993269756316,11871.408480340195,3413.2780000000002
obi,0,1,5,1.0,920142.0,29734.0,31539.541318492877,-23278.7375469526,5644.211771540271,12454.351000000002
obi,0,1,5,3.0,920142.0,73597.0,46050.24908901701,-72785.95842109044,-33212.245332073384,95191.47499999998
obi,0,1,5,5.0,920142.0,108105.0,42610.239009122655,-118480.11439466044,-85383.11538553787,229750.732
obi,0,1,5,10.0,920142.0,174586.0,14477.626078404364,-204818.99586696157,-205704.93778855752,714994.3290000005
obi,0,1,5,30.0,920142.0,329995.0,-97310.05071399933,-408435.8660900991,-534785.4768040994,3620611.898999996
obi,0,1,5,60.0,920142.0,432566.0,-238224.55191485037,-584524.8201705967,-860815.1800854492,8098709.4319999935
obi,0,1,6,0.1,807939.0,6584.0,9800.308507820804,-1726.639526867276,7494.276980953527,294.08299999999997
obi,0,1,6,0.5,807939.0,17517.0,20466.64245877327,-9886.788945030545,9038.357513742725,3487.7269999999985
obi,0,1,6,1.0,807939.0,29714.0,28606.568453066273,-22303.72458669701,3688.011866369275,12510.269000000006
obi,0,1,6,3.0,807939.0,70515.0,44756.650112859534,-69377.57974474237,-30826.249631882874,89337.55700000004
obi,0,1,6,5.0,807939.0,101870.0,44102.64139548218,-107609.54683886135,-72471.46544337919,211457.551
obi,0,1,6,10.0,807939.0,161169.0,27166.839076490927,-185515.89709950465,-172531.93002301356,644048.8640000004
obi,0,1,6,30.0,807939.0,296832.0,-46016.10576516963,-356116.34821933747,-428253.66998450714,3176214.0690000025
obi,0,1,6,60.0,807939.0,384466.0,-153604.9671514484,-503809.96791941125,-691247.9430708586,6989557.683000005
obi,0,1,7,0.1,844499.0,6770.0,9844.671079111002,-1370.1991811766147,7878.711897934386,306.5950000000001
obi,0,1,7,0.5,844499.0,17934.0,21147.467398160232,-8287.930540254896,11281.344857905327,3547.456
obi,0,1,7,1.0,844499.0,30106.0,29332.52564555455,-20082.791313474638,6600.406332079896,12530.749000000003
obi,0,1,7,3.0,844499.0,71469.0,44387.29971126706,-62278.126076031134,-24180.098364764064,90554.77399999996
obi,0,1,7,5.0,844499.0,103300.0,43765.37838677709,-103328.4269093385,-68653.4485225614,214706.56300000008
obi,0,1,7,10.0,844499.0,163724.0,27074.957756827116,-184333.4838219818,-171666.23806515447,655065.9280000005
obi,0,1,7,30.0,844499.0,302716.0,-60075.021761058495,-348265.48546291655,-434979.51522397413,3253271.5479999958
obi,0,1,7,60.0,844499.0,394067.0,-175951.5197712895,-540317.6683597142,-750947.0841310032,7228890.291000005
obi,0,1,8,0.1,822648.0,7487.0,10730.581026173415,-1215.8100125469214,8855.915013626493,341.0029999999998
obi,0,1,8,0.5,822648.0,19917.0,22367.191726397352,-8178.064369644469,12436.431356752879,3920.5179999999987
obi,0,1,8,1.0,822648.0,33364.0,30783.508654895915,-19576.105101302815,8271.37155359309,13828.112999999998
obi,0,1,8,3.0,822648.0,77823.0,46459.13123594641,-63349.671245357866,-23738.964009411462,97707.647
obi,0,1,8,5.0,822648.0,110910.0,45124.3979944749,-100376.24589602053,-65011.92790154574,226664.7379999999
obi,0,1,8,10.0,822648.0,172118.0,27192.143976400446,-172604.39020891857,-160558.6302325181,671683.7770000004
obi,0,1,8,30.0,822648.0,310472.0,-61969.074170652406,-332532.1046475444,-421822.71481819655,3248022.6839999976
obi,0,1,8,60.0,822648.0,397388.0,-161306.653057843,-468450.6265234556,-664727.4235812982,7034339.319000004
obi,0,1,9,0.1,844102.0,8591.0,11110.030687903214,-809.4251449326049,9544.597542970603,388.1439999999999
obi,0,1,9,0.5,844102.0,22814.0,22168.111226990677,-6320.144269199493,13840.33495779119,4489.4969999999985
obi,0,1,9,1.0,844102.0,37636.0,29683.289517212914,-17776.484789979902,8594.83672723302,15395.824999999995
obi,0,1,9,3.0,844102.0,85934.0,42416.53138061075,-59208.884641836776,-24354.545261226056,106222.14499999993
obi,0,1,9,5.0,844102.0,121840.0,38624.483245755306,-98341.6173509203,-70439.05410516498,245925.70299999995
obi,0,1,9,10.0,844102.0,188064.0,14094.685523019854,-165337.23081253495,-167792.17728951492,726623.2360000008
obi,0,1,9,30.0,844102.0,331931.0,-70421.6723018643,-316201.2869613878,-415832.88726325135,3402515.347999996
obi,0,1,9,60.0,844102.0,420922.0,-170966.77354181616,-462823.0627580705,-670830.9722998859,7280496.614000001
obi,0,-1,0,0.1,870871.0,12365.0,18429.711412308432,799.9295315898866,16541.661880718548,541.3189999999997
obi,0,-1,0,0.5,870871.0,27470.0,31577.470587627988,6641.180316448598,22518.93027117938,4889.077000000003
obi,0,-1,0,1.0,870871.0,43305.0,41499.395233723575,17541.459159257407,20147.09607446618,16577.911999999993
obi,0,-1,0,3.0,870871.0,98442.0,68549.65747485332,55383.99694405209,4502.764530801192,118479.412
obi,0,-1,0,5.0,870871.0,139806.0,76354.80428389755,91361.95138698259,-27310.075103084804,277962.1640000001
obi,0,-1,0,10.0,870871.0,215768.0,75311.73701417842,156210.5587442941,-99886.40573011558,826320.2440000006
obi,0,-1,0,30.0,870871.0,377278.0,38780.383239869916,300653.9742751255,-295074.05503525655,3803175.2329999944
obi,0,-1,0,60.0,870871.0,465569.0,-42990.92193880825,409416.94909110817,-493377.94302991853,7647695.040999995
obi,0,-1,1,0.1,830197.0,11329.0,18899.90287619876,1110.4297667255926,16792.521109473164,487.02299999999985
obi,0,-1,1,0.5,830197.0,24408.0,32189.86160858656,7795.603668977741,22246.35393960882,4264.498
obi,0,-1,1,1.0,830197.0,38354.0,41833.62452864024,18291.927100615136,20166.545428025074,14557.674000000005
obi,0,-1,1,3.0,830197.0,88982.0,73080.41641766013,59387.12438836203,5862.876029298097,107638.06699999992
obi,0,-1,1,5.0,830197.0,127771.0,84327.70025393406,96933.83683981666,-23849.98458588244,256773.86099999995
obi,0,-1,1,10.0,830197.0,199418.0,88069.70954829875,172092.8395495037,-101571.91400120477,773074.5470000008
obi,0,-1,1,30.0,830197.0,354033.0,50286.008658463434,327271.6358338981,-308140.53117543657,3631852.6009999984
obi,0,-1,1,60.0,830197.0,438943.0,-35476.00724239195,442703.276860836,-516806.2681032295,7337039.858999993
obi,0,-1,2,0.1,805101.0,10081.0,16749.542632883535,1253.3932044568967,14609.021428426648,430.5929999999999
obi,0,-1,2,0.5,805101.0,21507.0,28293.76728041287,8287.086334090372,18114.06494632251,3748.328
obi,0,-1,2,1.0,805101.0,33969.0,37370.88133997089,19335.255734293805,15046.353605677103,12959.442000000003
obi,0,-1,2,3.0,805101.0,79512.0,61942.5285521763,60489.08191937539,-5543.609367199066,96947.36499999998
obi,0,-1,2,5.0,805101.0,114581.0,68908.95896691148,95157.49557228315,-36331.664605371654,232148.78700000004
obi,0,-1,2,10.0,805101.0,180914.0,64860.71881142305,167614.02158679,-118673.73477536671,711973.6790000004
obi,0,-1,2,30.0,805101.0,327930.0,13951.90763117485,324442.2238683525,-339348.1562371785,3446352.5799999987
obi,0,-1,2,60.0,805101.0,413734.0,-76775.12305814726,460028.90291177394,-573212.6179699224,7176054.163999996
obi,0,-1,3,0.1,821809.0,9716.0,15814.509736972124,1641.0406098951719,13318.461127076955,416.5529999999999
obi,0,-1,3,0.5,821809.0,21249.0,27598.266461448988,9200.691095519414,16527.66336592957,3762.0130000000017
obi,0,-1,3,1.0,821809.0,33772.0,37152.60860816959,21196.989066421032,12983.683541748564,12979.218999999997
obi,0,-1,3,3.0,821809.0,79358.0,62150.928395468436,65768.64070186851,-10601.216306400069,97198.68199999996
obi,0,-1,3,5.0,821809.0,114733.0,69290.09385815328,102153.13229487155,-42959.54243671826,233549.83100000003
obi,0,-1,3,10.0,821809.0,181690.0,64350.5387058611,175265.94725520027,-126904.12854933932,717927.5270000004
obi,0,-1,3,30.0,821809.0,331939.0,4510.792323741536,354741.3851664146,-379441.22484267247,3512530.1279999977
obi,0,-1,3,60.0,821809.0,422476.0,-90866.16218810927,511029.95008035033,-639074.0002684589,7456875.405999991
obi,0,-1,4,0.1,813460.0,8875.0,14768.781332985689,1976.1172648554736,12011.664068130223,378.13799999999986
obi,0,-1,4,0.5,813460.0,18509.0,24746.167585259973,9129.254421004087,13988.121164255886,3187.4889999999996
obi,0,-1,4,1.0,813460.0,29507.0,32879.0811471933,21011.04147799758,9271.423669195727,11366.129000000003
obi,0,-1,4,3.0,813460.0,70562.0,52438.39266238406,63593.40392021004,-17364.467257825945,87388.70399999997
obi,0,-1,4,5.0,813460.0,103031.0,54342.99050913938,100010.70600134807,-54734.443492208666,212749.26200000005
obi,0,-1,4,10.0,813460.0,165195.0,40849.39466656511,180950.6561089819,-154638.42144241676,663355.5860000005
obi,0,-1,4,30.0,813460.0,306357.0,-34273.28343427344,374826.71284738416,-436059.4122816578,3287896.613999996
obi,0,-1,4,60.0,813460.0,392999.0,-140220.27489721714,559117.3803052895,-733921.5672025061,7070910.807999991
obi,0,-1,5,0.1,920142.0,10316.0,17848.08766004702,2338.4128843820317,14601.866775664972,440.87300000000016
obi,0,-1,5,0.5,920142.0,21475.0,30165.46268845289,11641.713821309293,16633.948867143612,3696.3819999999996
obi,0,-1,5,1.0,920142.0,34272.0,39209.10746841172,25767.391860813874,10425.779607597866,13163.613
obi,0,-1,5,3.0,920142.0,82449.0,61581.6897451942,77677.22124064872,-23351.04349545453,102278.39299999998
obi,0,-1,5,5.0,920142.0,120486.0,62237.14550652478,122055.30763245671,-70420.93012593189,249244.35999999993
obi,0,-1,5,10.0,920142.0,193692.0,42613.165891577584,214034.64035520406,-188466.37046362634,779807.2089999998
obi,0,-1,5,30.0,920142.0,357959.0,-61255.70072146486,418673.76199590595,-511429.8547173695,3839806.479999995
obi,0,-1,5,60.0,920142.0,455997.0,-185773.47324408992,594164.5952984688,-820065.8045425558,8106566.977000006
obi,0,-1,6,0.1,807939.0,9815.0,15747.564360968126,2990.105403006628,11893.738957961501,424.34200000000004
obi,0,-1,6,0.5,807939.0,21798.0,27461.27198750143,13712.858950102243,11830.189037399165,3905.2610000000004
obi,0,-1,6,1.0,807939.0,34524.0,36178.09145625389,28367.00628722888,4772.973169025,13288.402000000002
obi,0,-1,6,3.0,807939.0,79622.0,58124.75116278732,79185.28727799348,-28067.27211520613,96786.19199999998
obi,0,-1,6,5.0,807939.0,114061.0,62321.75672493628,123857.61965194596,-71573.23092700963,229840.82300000015
obi,0,-1,6,10.0,807939.0,179612.0,52510.08012450703,210339.9759491801,-173635.75182467312,704795.2250000002
obi,0,-1,6,30.0,807939.0,327334.0,-6661.813503203077,408486.53891163995,-443953.74441484263,3450918.3739999942
obi,0,-1,6,60.0,807939.0,413680.0,-105529.34619494314,588585.9174869712,-730519.1036819153,7225183.296999993
obi,0,-1,7,0.1,844499.0,10643.0,17166.224795011767,3877.95297026968,12351.687824742086,463.73999999999995
obi,0,-1,7,0.5,844499.0,23230.0,28938.18810428127,16907.647763091238,9986.300341190014,4103.024
obi,0,-1,7,1.0,844499.0,36622.0,37860.6791825282,33863.71247823814,774.2307042900807,13980.542999999996
obi,0,-1,7,3.0,844499.0,83529.0,60392.83380848137,90085.4698182077,-37043.18800972636,100436.76499999998
obi,0,-1,7,5.0,844499.0,119518.0,66282.45959829444,135116.6407348724,-79351.76513657792,239063.589
obi,0,-1,7,10.0,844499.0,187083.0,60040.109145722075,225457.6495717947,-181880.8444260726,728009.1630000002
obi,0,-1,7,30.0,844499.0,337861.0,-11500.444942612947,434732.665008796,-475964.8779514093,3527018.1340000005
obi,0,-1,7,60.0,844499.0,427420.0,-124572.88493559042,640452.0205103334,-802637.8654459231,7424640.090999983
obi,0,-1,8,0.1,822648.0,10989.0,15759.926142644872,4978.301689684042,9814.592452960831,478.6319999999999
obi,0,-1,8,0.5,822648.0,25625.0,28518.492891763897,21948.496538160904,4314.996353602994,4687.297
obi,0,-1,8,1.0,822648.0,40150.0,36776.25733889982,40697.36344253257,-7454.306103632724,15366.231
obi,0,-1,8,3.0,822648.0,87902.0,55660.26207227165,100125.68991534135,-52200.803843069705,103649.28300000004
obi,0,-1,8,5.0,822648.0,123743.0,57014.169724015905,147680.49626148606,-101555.71053747022,242250.3069999998
obi,0,-1,8,10.0,822648.0,190730.0,42232.4283165711,244817.74943108094,-219369.56111451003,727433.3650000003
obi,0,-1,8,30.0,822648.0,338423.0,-37223.144952971204,457272.7779980856,-524277.14695105574,3470092.968000001
obi,0,-1,8,60.0,822648.0,426655.0,-138502.50124842618,650627.6856456784,-826675.8268941027,7304658.686999996
obi,0,-1,9,0.1,844102.0,15475.0,17499.167886304138,11096.426430007145,5040.941456296982,688.357
obi,0,-1,9,0.5,844102.0,36945.0,31854.03854756774,44630.84873383722,-16027.970186269486,6732.374
obi,0,-1,9,1.0,844102.0,57044.0,42089.06698030608,76388.53848598826,-39319.343505682205,21434.24399999999
obi,0,-1,9,3.0,844102.0,114388.0,60180.39935981581,165859.86004407878,-115745.60468426283,127611.51699999998
obi,0,-1,9,5.0,844102.0,155195.0,62617.43724391812,232773.70923996894,-183813.4319960508,285744.71599999996
obi,0,-1,9,10.0,844102.0,227631.0,51326.01163531783,357085.00913062086,-325790.5254953028,809593.6940000006
obi,0,-1,9,30.0,844102.0,381243.0,-9632.122042911831,599835.7506843042,-643017.2567272165,3655729.9259999995
obi,0,-1,9,60.0,844102.0,470975.0,-93961.41059063688,820500.4809281438,-955907.6915187798,7556129.640000006
obi,1,1,0,0.1,870871.0,4688.0,7054.871456530084,-4391.873624816781,2250.4538317133033,208.28300000000004
obi,1,1,0,0.5,870871.0,12425.0,12892.158508156956,-17862.169865873166,-6063.411357716208,2478.7090000000003
obi,1,1,0,1.0,870871.0,22202.0,14166.536010806074,-34406.84013059386,-22194.0801197878,9748.990999999998
obi,1,1,0,3.0,870871.0,57308.0,965.9244830082914,-91979.76004521828,-96056.93956220995,77297.46300000002
obi,1,1,0,5.0,870871.0,86247.0,-19107.7217368561,-139442.6833870376,-166140.1411238937,191052.75500000003
obi,1,1,0,10.0,870871.0,143505.0,-72020.89581036397,-239204.40857435766,-323853.7443847214,610754.3510000003
obi,1,1,0,30.0,870871.0,281068.0,-219295.32364576455,-477311.3434547825,-721340.6511005472,3194594.603999998
obi,1,1,0,60.0,870871.0,386060.0,-355565.64621208113,-703161.1732810425,-1092700.099493123,7762308.295999994
obi,1,1,1,0.1,830197.0,2596.0,4612.179741630037,-2499.7900443776302,1883.941697252409,118.13299999999998
obi,1,1,1,0.5,830197.0,7715.0,9465.11997466474,-9892.02751529793,-1105.8275406331916,1653.6519999999996
obi,1,1,1,1.0,830197.0,15068.0,11327.599335435289,-21766.538303520003,-11764.922968084722,7150.727
obi,1,1,1,3.0,830197.0,44585.0,2198.24355277606,-67642.60695648447,-69367.84340370835,64436.26900000001
obi,1,1,1,5.0,830197.0,70302.0,-15481.081110372992,-107069.3284605826,-128736.98557095569,165869.16699999996
obi,1,1,1,10.0,830197.0,122374.0,-63377.94399183789,-190128.19434309826,-264275.05033493607,547662.4890000003
obi,1,1,1,30.0,830197.0,249595.0,-204459.72298999314,-397664.52412249,-624088.6071124836,2949527.778000002
obi,1,1,1,60.0,830197.0,346459.0,-320413.16132424324,-588137.7590288344,-939039.3123530757,7155117.3709999975
obi,1,1,2,0.1,805101.0,2265.0,4924.60270056772,-1953.597381205867,2771.6853193618513,101.00200000000001
obi,1,1,2,0.5,805101.0,6663.0,9245.544451377684,-8265.317327053168,393.88312432451517,1440.8609999999996
obi,1,1,2,1.0,805101.0,13070.0,10945.948777100715,-18026.471008224027,-8230.68223112331,6260.091999999999
obi,1,1,2,3.0,805101.0,39474.0,3731.810166756146,-57396.69892936657,-57138.600762610455,57475.542
obi,1,1,2,5.0,805101.0,63069.0,-11698.599209797678,-95545.93328046065,-112794.60449025827,150306.13900000002
obi,1,1,2,10.0,805101.0,111908.0,-55958.35384526557,-168640.20616287406,-234446.46400813953,508609.7570000001
obi,1,1,2,30.0,805101.0,234996.0,-200580.05294120146,-355452.1333608784,-576711.8343020803,2829114.2419999996
obi,1,1,2,60.0,805101.0,328596.0,-327813.5530112673,-520758.29621374473,-877488.2972250123,6901006.960000001
obi,1,1,3,0.1,821809.0,1720.0,3393.543404006611,-1514.7697578372313,1727.4136461693797,78.68599999999998
obi,1,1,3,0.5,821809.0,5687.0,7217.098374171302,-7426.421217687564,-709.7788435162583,1305.863
obi,1,1,3,1.0,821809.0,11594.0,8882.13461074136,-16329.799484005363,-8467.936873264,5723.277999999999
obi,1,1,3,3.0,821809.0,37951.0,1546.1559482195457,-55118.537273943235,-56912.0693257237,57078.387
obi,1,1,3,5.0,821809.0,61529.0,-14576.791654425653,-90428.46563747282,-110419.80929189848,149963.601
obi,1,1,3,10.0,821809.0,110924.0,-60107.249581658296,-164085.7785714059,-233954.3401530642,512857.70800000016
obi,1,1,3,30.0,821809.0,235031.0,-206778.52174609696,-346438.0956589611,-573899.3454050579,2858817.9099999974
obi,1,1,3,60.0,821809.0,332707.0,-337459.14311182336,-518898.2026763619,-885635.5617881845,7114897.827999992
obi,1,1,4,0.1,813460.0,1246.0,2431.7591196784897,-1223.6139590346766,1098.4971606438148,58.67899999999999
obi,1,1,4,0.5,813460.0,4520.0,5838.749940409718,-6075.9180380397,-634.9280976299775,1066.7830000000001
obi,1,1,4,1.0,813460.0,9790.0,7522.187831932975,-13630.027029507002,-6969.359197574032,5025.633000000002
obi,1,1,4,3.0,813460.0,33611.0,-640.4732779042879,-47952.65888622896,-51550.900164133236,51758.59700000002
obi,1,1,4,5.0,813460.0,55357.0,-17379.273545801538,-81861.46287438371,-104112.15242018522,137506.30399999997
obi,1,1,4,10.0,813460.0,101522.0,-63970.09786934589,-147953.63858805734,-220857.6724574033,477054.9419999999
obi,1,1,4,30.0,813460.0,220643.0,-214798.60673325293,-324821.0491823751,-559036.2399156281,2734807.4159999997
obi,1,1,4,60.0,813460.0,316025.0,-352917.51509476005,-474942.8713255672,-855670.5864203272,6880147.345000002
obi,1,1,5,0.1,920142.0,1326.0,2472.8712103137514,-1170.6157678693442,1185.5674424444064,60.72599999999997
obi,1,1,5,0.5,920142.0,4655.0,6005.2766719845,-5080.99738970037,514.6392822841351,1117.1319999999998
obi,1,1,5,1.0,920142.0,10653.0,7656.58412322587,-14023.835046606157,-7304.71492338029,5648.541000000001
obi,1,1,5,3.0,920142.0,38719.0,-1333.7234774362103,-54304.76199721195,-59045.757474648184,60673.76600000002
obi,1,1,5,5.0,920142.0,64734.0,-21271.16278296528,-94709.9945523594,-121677.7493353247,163235.05099999998
obi,1,1,5,10.0,920142.0,119110.0,-79395.33868866766,-176595.17429555356,-266472.1929842212,563910.418
obi,1,1,5,30.0,920142.0,257546.0,-262036.12380377864,-381582.6128642341,-666282.7846680124,3179255.3109999974
obi,1,1,5,60.0,920142.0,367039.0,-420482.9266895624,-574301.3323594758,-1027083.6910490365,7948726.201999999
obi,1,1,6,0.1,807939.0,1093.0,1918.63851541903,-916.7491945262606,905.705320892769,49.766999999999996
obi,1,1,6,0.5,807939.0,4007.0,4573.561074988812,-5020.680217647703,-799.7351426588923,966.6199999999999
obi,1,1,6,1.0,807939.0,9206.0,5971.942633565073,-13001.155945196839,-7839.341311631761,4878.331999999999
obi,1,1,6,3.0,807939.0,32948.0,-1600.615230718397,-48980.01958992382,-53480.0588206422,51471.43800000001
obi,1,1,6,5.0,807939.0,55312.0,-19128.457230009735,-84015.54897988599,-108011.46220989575,139651.67899999997
obi,1,1,6,10.0,807939.0,102337.0,-66914.47030706014,-157409.52181880202,-233329.64812586212,486473.33899999986
obi,1,1,6,30.0,807939.0,223167.0,-210040.72363248034,-335350.3048553398,-565029.7244878202,2770173.9690000005
